# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.52
metadata : {}


# id : NWRW1800000045.52.1.1
美 ‘137발 총격’ 백인경관 무죄 판결… 흑인들 분노

美	美/SH
선고했다.	선고/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.52.4.2
재판부는 판결문에서 “이미 다른 경관들이 100여 발의 총을 용의자들이 탄 차에 쏜 상태에서 브릴로 경관이 다시 총을 쐈다”며 “이는 용의자들을 위협적으로 느낀 상황이 완전히 해소되지 않은 상태에서 이뤄졌다”고 적시했다.

재판부는	재판부/NNG+는/JX
판결문에서	판결문/NNG+에서/JKB
“이미	“/SS+이미/MAG
다른	다른/MMD
경관들이	경관/NNG+들/XSN+이/JKS
100여	100/SN+여/XSN
발의	발/NNB+의/JKG
총을	총/NNG+을/JKO
용의자들이	용의자/NNG+들/XSN+이/JKS
탄	타/VV+ㄴ/ETM
차에	차/NNG+에/JKB
쏜	쏘/VV+ㄴ/ETM
상태에서	상태/NNG+에서/JKB
브릴로	브릴로/NNP
경관이	경관/NNG+이/JKS
다시	다시/MAG
쐈다”며	쏘/VV+았/EP+다/EF+”/SS+며/EC
“이는	“/SS+이/NP+는/JX
용의자들을	용의자/NNG+들/XSN+을/JKO
위협적으로	위협/NNG+적/XSN+으로/JKB
느낀	느끼/VV+ㄴ/ETM
상황이	상황/NNG+이/JKS
완전히	완전히/MAG
해소되지	해소/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
이뤄졌다”고	이뤄지/VV+었/EP+다/EF+”/SS+고/JKQ
적시했다.	적시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.52.4.3
경찰이 총격을 가할 만큼 흑인 용의자들이 여전히 위협적 행동을 보였다는 것이다.

경찰이	경찰/NNG+이/JKS
총격을	총격/NNG+을/JKO
가할	가하/VV+ㄹ/ETM
만큼	만큼/NNB
흑인	흑인/NNG
용의자들이	용의자/NNG+들/XSN+이/JKS
여전히	여전히/MAG
위협적	위협/NNG+적/XSN
행동을	행동/NNG+을/JKO
보였다는	보이/VV+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.52.5.1
이 사건은 사망한 용의자인 티머시 러셀, 멀리사 윌리엄스가 경찰의 검문을 피해 도주하는 과정에서 발생한 소음을 경찰이 총성으로 착각해 추격전 끝에 총격을 가하면서 발생했다.

이	이/MMD
사건은	사건/NNG+은/JX
사망한	사망/NNG+하/XSV+ㄴ/ETM
용의자인	용의자/NNG+이/VCP+ㄴ/ETM
티머시	티머시/NNP
러셀,	러셀/NNP+,/SP
멀리사	멀리사/NNP
윌리엄스가	윌리엄스/NNP+가/JKS
경찰의	경찰/NNG+의/JKG
검문을	검문/NNG+을/JKO
피해	피하/VV+아/EC
도주하는	도주/NNG+하/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
소음을	소음/NNG+을/JKO
경찰이	경찰/NNG+이/JKS
총성으로	총성/NNG+으로/JKB
착각해	착각/NNG+하/XSV+아/EC
추격전	추격전/NNG
끝에	끝/NNG+에/JKB
총격을	총격/NNG+을/JKO
가하면서	가하/VV+면서/EC
발생했다.	발생/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.52.5.2
법무부는 지난해 12월 “클리블랜드 경찰에서 최근 몇 년간 지나친 무력 사용이 만연해 왔다”는 내용의 보고서를 발표하면서 이 사건을 대표적인 경찰력 남용 사례 중 하나로 지목한 바 있다.

법무부는	법무부/NNG+는/JX
지난해	지난해/NNG
12월	12/SN+월/NNB
“클리블랜드	“/SS+클리블랜드/NNP
경찰에서	경찰/NNG+에서/JKB
최근	최근/MAG
몇	몇/NR
년간	년/NNB+간/XSN
지나친	지나치/VA+ㄴ/ETM
무력	무력/NNG
사용이	사용/NNG+이/JKS
만연해	만연/NNG+하/XSV+아/EC
왔다”는	오/VX+았/EP+다/EF+”/SS+는/ETM
내용의	내용/NNG+의/JKG
보고서를	보고서/NNG+를/JKO
발표하면서	발표/NNG+하/XSV+면서/EC
이	이/MMD
사건을	사건/NNG+을/JKO
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
경찰력	경찰력/NNG
남용	남용/NNG
사례	사례/NNG
중	중/NNB
하나로	하나/NR+로/JKB
지목한	지목/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000045.52.6.1
이날 판결에 대해 유족들과 지역 흑인 사회는 분노하고 있다.

이날	이날/NNG
판결에	판결/NNG+에/JKB
대해	대하/VV+아/EC
유족들과	유족/NNG+들/XSN+과/JC
지역	지역/NNG
흑인	흑인/NNG
사회는	사회/NNG+는/JX
분노하고	분노/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.52.6.2
윌리엄스의 동생 알프레도 씨는 CNN과의 인터뷰에서 “흑인들이 죽어가는 상황에 진저리가 난다.

윌리엄스의	윌리엄스/NNP+의/JKG
동생	동생/NNG
알프레도	알프레도/NNP
씨는	씨/NNB+는/JX
CNN과의	CNN/SL+과/JKB+의/JKG
인터뷰에서	인터뷰/NNG+에서/JKB
“흑인들이	“/SS+흑인/NNG+들/XSN+이/JKS
죽어가는	죽/VV+어/EC+가/VX+는/ETM
상황에	상황/NNG+에/JKB
진저리가	진저리/NNG+가/JKS
난다.	나/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.52.6.3
다른 도시였다면 경관이 유죄 판결을 받았을 것”이라고 말했다.

다른	다른/MMD
도시였다면	도시/NNG+이/VCP+었/EP+다면/EC
경관이	경관/NNG+이/JKS
유죄	유죄/NNG
판결을	판결/NNG+을/JKO
받았을	받/VV+았/EP+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.52.6.4
법원 앞에서는 흑인 30여 명이 브릴로 경관의 무죄 판결 소식에 “정의 없이 평화 없다”는 등의 구호를 외쳤다.

법원	법원/NNG
앞에서는	앞/NNG+에서/JKB+는/JX
흑인	흑인/NNG
30여	30/SN+여/XSN
명이	명/NNB+이/JKS
브릴로	브릴로/NNP
경관의	경관/NNG+의/JKG
무죄	무죄/NNG
판결	판결/NNG
소식에	소식/NNG+에/JKB
“정의	“/SS+정의/NNG
없이	없이/MAG
평화	평화/NNG
없다”는	없/VA+다/EF+”/SS+는/ETM
등의	등/NNB+의/JKG
구호를	구호/NNG+를/JKO
외쳤다.	외치/VV+었/EP+다/EF+./SF


