# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.354
metadata : {}


# id : NWRW1800000046.354.1.1
[기자수첩] 오얏나무 아래서 갓끈 고쳐매는 야당

[기자수첩]	[/SS+기자/NNG+수첩/NNG+]/SS
사건으로,	사건/NNG+으로/JKB+,/SP
여당이	여당/NNG+이/JKS
인준을	인준/NNG+을/JKO
강행한다면	강행/NNG+하/XSV+ㄴ다면/EC
역사적	역사/NNG+적/XSN
의미를	의미/NNG+를/JKO
잊는	잊/VV+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.354.5.1
박 후보자 임명동의안 처리가 늦어지면서 대법관 공석 사태는 77일째를 맞았다.

박	박/NNP
후보자	후보자/NNG
임명동의안	임명/NNG+동의안/NNG
처리가	처리/NNG+가/JKS
늦어지면서	늦어지/VV+면서/EC
대법관	대/XPN+법관/NNG
공석	공석/NNG
사태는	사태/NNG+는/JX
77일째를	77/SN+일/NNB+째/XSN+를/JKO
맞았다.	맞/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.354.5.2
박 대법관의 전임자인 신영철 전 대법관은 대법원 2부 소속이었다.

박	박/NNP
대법관의	대/XPN+법관/NNG+의/JKG
전임자인	전임자/NNG+이/VCP+ㄴ/ETM
신영철	신영철/NNP
전	전/MMD
대법관은	대/XPN+법관/NNG+은/JX
대법원	대/XPN+법원/NNG
2부	2/SN+부/NNG
소속이었다.	소속/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.354.5.3
이 부서는 새정치연합 한명숙 의원의 정치자금법 위반 사건 상고심을 심리 중이다.

이	이/MMD
부서는	부서/NNG+는/JX
새정치연합	새정치연합/NNP
한명숙	한명숙/NNP
의원의	의원/NNG+의/JKG
정치자금법	정치/NNG+자금법/NNG
위반	위반/NNG
사건	사건/NNG
상고심을	상고심/NNG+을/JKO
심리	심리/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.354.6.1
한 의원은 2007년 한만호 전 한신건영 대표로부터 불법 정치자금 9억원을 받은 혐의로 기소돼 2013년 9월 2심에서 징역 2년의 실형을 선고받았다.

한	한/NNP
의원은	의원/NNG+은/JX
2007년	2007/SN+년/NNB
한만호	한만호/NNP
전	전/MMD
한신건영	한신건영/NNP
대표로부터	대표/NNG+로부터/JKB
불법	불법/NNG
정치자금	정치/NNG+자금/NNG
9억원을	9/SN+억/NR+원/NNB+을/JKO
받은	받/VV+은/ETM
혐의로	혐의/NNG+로/JKB
기소돼	기소/NNG+되/XSV+어/EC
2013년	2013/SN+년/NNB
9월	9/SN+월/NNB
2심에서	2심/NNG+에서/JKB
징역	징역/NNG
2년의	2/SN+년/NNB+의/JKG
실형을	실형/NNG+을/JKO
선고받았다.	선고/NNG+받/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.354.6.2
사건은 바로 대법원으로 갔지만 1년 7개월째 판결이 내려지지 않고 있다.

사건은	사건/NNG+은/JX
바로	바로/MAG
대법원으로	대/XPN+법원/NNG+으로/JKB
갔지만	가/VV+았/EP+지만/EC
1년	1/SN+년/NNB
7개월째	7/SN+개월/NNB+째/XSN
판결이	판결/NNG+이/JKS
내려지지	내려지/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.354.6.3
이러다가 한 의원이 내년 5월 말까지인 19대 국회 임기를 마칠 수도 있다.

이러다가	이러/VV+다가/EC
한	한/NNP
의원이	의원/NNG+이/JKS
내년	내년/NNG
5월	5/SN+월/NNB
말까지인	말/NNB+까지/JX+이/VCP+ㄴ/ETM
19대	19/SN+대/NNB
국회	국회/NNG
임기를	임기/NNG+를/JKO
마칠	마치/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.354.7.1
대법원의 각 부는 4명의 대법관으로 구성되며, 이 가운데 1명 정도 결원이 생긴다 해도 통상의 사건은 처리된다.

대법원의	대/XPN+법원/NNG+의/JKG
각	각/MMD
부는	부/NNG+는/JX
4명의	4/SN+명/NNB+의/JKG
대법관으로	대/XPN+법관/NNG+으로/JKB
구성되며,	구성/NNG+되/XSV+며/EC+,/SP
이	이/NP
가운데	가운데/NNG
1명	1/SN+명/NNB
정도	정도/NNG
결원이	결원/NNG+이/JKS
생긴다	생기/VV+ㄴ다/EF
해도	하/VV+아도/EC
통상의	통상/NNG+의/JKG
사건은	사건/NNG+은/JX
처리된다.	처리/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.354.7.2
하지만 전직 국무총리와 당 대표를 지낸 국회의원이 피고인인 '중요 사건'의 경우 대법관 1명이 빠진 상태에서 판결하는 경우가 흔치 않다는 게 법조계 설명이다.

하지만	하지만/MAJ
전직	전직/NNG
국무총리와	국무총리/NNG+와/JC
당	당/NNG
대표를	대표/NNG+를/JKO
지낸	지내/VV+ㄴ/ETM
국회의원이	국회/NNG+의원/NNG+이/JKS
피고인인	피고인/NNG+이/VCP+ㄴ/ETM
'중요	'/SS+중요/NNG
사건'의	사건/NNG+'/SS+의/JKG
경우	경우/NNG
대법관	대/XPN+법관/NNG
1명이	1/SN+명/NNB+이/JKS
빠진	빠지/VV+ㄴ/ETM
상태에서	상태/NNG+에서/JKB
판결하는	판결/NNG+하/XSV+는/ETM
경우가	경우/NNG+가/JKS
흔치	흔하/VA+지/EC
않다는	않/VX+다는/ETM
게	거/NNB+이/JKS
법조계	법조/NNG+계/XSN
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.354.7.3
대법원의 한 관계자는 "판결이 늦어지고 있는 이유는 대법관 1인 공석의 영향으로 볼 수 있다"고 했다.

대법원의	대/XPN+법원/NNG+의/JKG
한	한/MMN
관계자는	관계자/NNG+는/JX
"판결이	"/SS+판결/NNG+이/JKS
늦어지고	늦어지/VV+고/EC
있는	있/VX+는/ETM
이유는	이유/NNG+는/JX
대법관	대/XPN+법관/NNG
1인	1/SN+인/NNG
공석의	공석/NNG+의/JKG
영향으로	영향/NNG+으로/JKB
볼	보/VV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.354.8.1
이 때문에 정치권 안팎에선 "새정치연합이 한 의원의 대법원 판결 때문에 고의적으로 대법관 임명동의안 처리를 늦추는 것 아니냐"는 시각도 있다.

이	이/NP
때문에	때문/NNB+에/JKB
정치권	정치/NNG+권/XSN
안팎에선	안팎/NNG+에서/JKB+ㄴ/JX
"새정치연합이	"/SS+새정치연합/NNP+이/JKS
한	한/NNP
의원의	의원/NNG+의/JKG
대법원	대/XPN+법원/NNG
판결	판결/NNG
고의적으로	고의/NNG+적/XSN+으로/JKB
대법관	대/XPN+법관/NNG
임명동의안	임명/NNG+동의안/NNG
처리를	처리/NNG+를/JKO
늦추는	늦추/VV+는/ETM
것	것/NNB
아니냐"는	아니/VCN+냐/EF+"/SS+는/ETM
시각도	시각/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.354.8.2
물론 새정치연합 측은 "대법관 인준 문제를 한 의원 문제와 결부시키는 것은 말도 안 되는 억측"이라고 했다.

물론	물론/MAG
새정치연합	새정치연합/NNP
측은	측/NNB+은/JX
"대법관	"/SS+대/XPN+법관/NNG
인준	인준/NNG
문제를	문제/NNG+를/JKO
한	한/NNP
의원	의원/NNG
문제와	문제/NNG+와/JKB
결부시키는	결부/NNG+시키/XSV+는/ETM
것은	것/NNB+은/JX
말도	말/NNG+도/JX
안	안/MAG
되는	되/VV+는/ETM
억측"이라고	억측/NNG+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.354.8.3
그렇다면 야당은 굳이 오얏나무 아래에서 갓끈을 고쳐 맬 필요는 없을 것이다.

그렇다면	그렇/VA+다면/EC
야당은	야당/NNG+은/JX
굳이	굳이/MAG
오얏나무	오얏나무/NNG
아래에서	아래/NNG+에서/JKB
갓끈을	갓끈/NNG+을/JKO
고쳐	고치/VV+어/EC
맬	매/VV+ㄹ/ETM
필요는	필요/NNG+는/JX
없을	없/VA+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


