# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.315
metadata : {}


# id : NWRW1800000056.315.1.1
[유레카] ‘베를린 구상’의 성공 조건 / 고명섭

[유레카]	[/SS+유레카/NNG+]/SS
발표한	발표/NNG+하/XSV+ㄴ/ETM
‘베를린	‘/SS+베를린/NNP
구상’은	구상/NNG+’/SS+은/JX
형식과	형식/NNG+과/JC
내용으로	내용/NNG+으로/JKB
보아	보/VV+아/EC
17년	17/SN+년/NNB
전	전/NNG
김대중의	김대중/NNP+의/JKG
베를린	베를린/NNP
선언에	선언/NNG+에/JKB
이은	잇/VV+은/ETM
제2차	제/XPN+2/SN+차/NNB
선언이라고	선언/NNG+이/VCP+라고/EC
할	하/VV+ㄹ/ETM
만하다.	만/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000056.315.2.4
“한반도 평화와 통일을 바라는 우리 국민에게 베를린은 김대중 대통령의 ‘베를린 선언’과 함께 기억된다”는 구절은 두 선언의 연속성을 보여준다.

“한반도	“/SS+한반도/NNP
평화와	평화/NNG+와/JC
통일을	통일/NNG+을/JKO
바라는	바라/VV+는/ETM
우리	우리/NP
국민에게	국민/NNG+에게/JKB
베를린은	베를린/NNP+은/JX
김대중	김대중/NNP
대통령의	대통령/NNG+의/JKG
‘베를린	‘/SS+베를린/NNP
선언’과	선언/NNG+’/SS+과/JKB
함께	함께/MAG
기억된다”는	기억/NNG+되/XSV+ㄴ다/EF+”/SS+는/ETM
구절은	구절/NNG+은/JX
두	두/MMN
선언의	선언/NNG+의/JKG
연속성을	연속/NNG+성/XSN+을/JKO
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000056.315.2.5
‘베를린 구상’은 6·15공동선언과 10·4정상선언 이행을 포함한 5대 정책방향을 제시하고, 남북 이산가족 상봉, 북한 평창동계올림픽 참가, 군사분계선 적대행위 중단, 남북대화 재개를 제안했다.

‘베를린	‘/SS+베를린/NNP
구상’은	구상/NNG+’/SS+은/JX
6·15공동선언과	6/SN+·/SP+15/SN+공동/NNG+선언/NNG+과/JC
10·4정상선언	10/SN+·/SP+4/SN+정상/NNG+선언/NNG
이행을	이행/NNG+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
5대	5/SN+대/NNG
정책방향을	정책/NNG+방향/NNG+을/JKO
제시하고,	제시/NNG+하/XSV+고/EC+,/SP
남북	남북/NNP
이산가족	이산가족/NNG
상봉,	상봉/NNG+,/SP
북한	북한/NNP
평창동계올림픽	평창/NNP+동계/NNG+올림픽/NNG
참가,	참가/NNG+,/SP
군사분계선	군사/NNG+분계선/NNG
적대행위	적대/NNG+행위/NNG
중단,	중단/NNG+,/SP
남북대화	남북/NNP+대화/NNG
재개를	재개/NNG+를/JKO
제안했다.	제안/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.315.2.6
“여건이 갖춰지면 언제 어디서든 김정은 위원장과 만날 용의가 있다”는 의지도 담았다.

“여건이	“/SS+여건/NNG+이/JKS
갖춰지면	갖추/VV+어/EC+지/VX+면/EC
언제	언제/MAG
어디서든	어디/NP+서/JKB+든/JX
김정은	김정은/NNP
위원장과	위원장/NNG+과/JKB
만날	만나/VV+ㄹ/ETM
용의가	용의/NNG+가/JKS
있다”는	있/VA+다/EF+”/SS+는/ETM
의지도	의지/NNG+도/JX
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.315.3.1
두 선언은 이렇게 서로 닮았지만 선언 내용을 실천에 옮기는 과정을 보면 차이가 발견된다.

두	두/MMN
선언은	선언/NNG+은/JX
이렇게	이렇/VA+게/EC
서로	서로/MAG
닮았지만	닮/VV+았/EP+지만/EC
선언	선언/NNG
내용을	내용/NNG+을/JKO
실천에	실천/NNG+에/JKB
옮기는	옮기/VV+는/ETM
과정을	과정/NNG+을/JKO
보면	보/VV+면/EC
차이가	차이/NNG+가/JKS
발견된다.	발견/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.315.3.2
김대중은 베를린 선언을 발표하기 전에 선언 요지를 판문점을 통해 북한에 전했다.

김대중은	김대중/NNP+은/JX
베를린	베를린/NNP
선언을	선언/NNG+을/JKO
발표하기	발표/NNG+하/XSV+기/ETN
전에	전/NNG+에/JKB
선언	선언/NNG
요지를	요지/NNG+를/JKO
판문점을	판문점/NNP+을/JKO
통해	통하/VV+아/EC
북한에	북한/NNP+에/JKB
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.315.3.3
또 대통령 특사를 싱가포르로 보내 북쪽 특사와 만나게 했다.

또	또/MAG
대통령	대통령/NNG
특사를	특사/NNG+를/JKO
싱가포르로	싱가포르/NNP+로/JKB
보내	보내/VV+어/EC
북쪽	북쪽/NNG
특사와	특사/NNG+와/JKB
만나게	만나/VV+게/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000056.315.3.4
두 특사의 비밀 접촉은 3차에 걸쳐 이어져 그해 4월8일 남북정상회담 합의로 열매를 맺었다.

두	두/MMN
특사의	특사/NNG+의/JKG
비밀	비밀/NNG
접촉은	접촉/NNG+은/JX
3차에	3/SN+차/NNB+에/JKB
걸쳐	걸치/VV+어/EC
이어져	이어지/VV+어/EC
그해	그해/NNG
4월8일	4/SN+월/NNB+8/SN+일/NNB
남북정상회담	남북/NNP+정상/NNG+회담/NNG
합의로	합의/NNG+로/JKB
열매를	열매/NNG+를/JKO
맺었다.	맺/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.315.3.5
안타깝게도 ‘베를린 구상’에는 이런 교섭 과정이 빠졌다.

안타깝게도	안타깝/VA+게/EC+도/JX
‘베를린	‘/SS+베를린/NNP
구상’에는	구상/NNG+’/SS+에/JKB+는/JX
이런	이런/MMD
교섭	교섭/NNG
과정이	과정/NNG+이/JKS
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.315.3.6
남북이 서로 심중을 허심탄회하게 털어놓을 수 있는 물밑 대화가 생략된 것이다.

남북이	남북/NNP+이/JKS
서로	서로/MAG
심중을	심중/NNG+을/JKO
허심탄회하게	허심탄회/NNG+하/XSA+게/EC
털어놓을	털어놓/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
물밑	물밑/NNG
대화가	대화/NNG+가/JKS
생략된	생략/NNG+되/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.315.3.7
이명박-박근혜 정권이 남북 채널을 모두 끊어버렸기 때문이기도 하지만, 청와대가 미국을 의식해 대화 채널을 복구하지 못한 탓이기도 하다.

이명박-박근혜	이명박/NNP+-/SO+박근혜/NNP
정권이	정권/NNG+이/JKS
남북	남북/NNP
채널을	채널/NNG+을/JKO
모두	모두/MAG
끊어버렸기	끊/VV+어/EC+버리/VX+었/EP+기/ETN
때문이기도	때문/NNB+이/VCP+기/ETN+도/JX
하지만,	하/VX+지만/EC+,/SP
청와대가	청와대/NNP+가/JKS
미국을	미국/NNP+을/JKO
의식해	의식/NNG+하/XSV+아/EC
대화	대화/NNG
복구하지	복구/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
탓이기도	탓/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000056.315.3.8
북한의 잇단 미사일 발사로 베를린 구상이 어려움을 맞은 것은 사실이다.

북한의	북한/NNP+의/JKG
잇단	잇달/VV+ㄴ/ETM
미사일	미사일/NNG
발사로	발사/NNG+로/JKB
베를린	베를린/NNP
구상이	구상/NNG+이/JKS
어려움을	어려움/NNG+을/JKO
맞은	맞/VV+은/ETM
것은	것/NNB+은/JX
사실이다.	사실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.315.3.9
하지만 여전히 실현 가능성은 남아 있다.

하지만	하지만/MAJ
여전히	여전히/MAG
실현	실현/NNG
가능성은	가능/NNG+성/XSN+은/JX
남아	남/VV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.315.3.10
‘문재인의 구상’이 성공하려면 특사 교환을 포함한 남북 대화의 통로를 마련하는 것이 중요하다.

‘문재인의	‘/SS+문재인/NNP+의/JKG
구상’이	구상/NNG+’/SS+이/JKS
성공하려면	성공/NNG+하/XSV+려면/EC
특사	특사/NNG
교환을	교환/NNG+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
남북	남북/NNP
대화의	대화/NNG+의/JKG
통로를	통로/NNG+를/JKO
마련하는	마련/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
중요하다.	중요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000056.315.3.11
강대국 압력에 주눅이 들면 안 된다.

강대국	강대국/NNG
압력에	압력/NNG+에/JKB
주눅이	주눅/NNG+이/JKS
들면	들/VV+면/EC
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


