# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.388
metadata : {}


# id : NWRW1800000046.388.1.1
北, 노동당 70주년(10월 10일) 앞두고 核협박… 韓·美 "안보리 결의 위반" 경고

北,	北/SH+,/SP
# id : NWRW1800000046.388.4.4
이른바 병진 노선이다.

이른바	이른바/MAG
병진	병진/NNG
노선이다.	노선/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.388.4.5
정부 소식통은 "(이번 핵실험 시사는) 박 대통령이 지난 9일 서울안보대화에서 병진 노선은 실현 불가능하다고 말한 것에 대한 대응 성격도 있는 것 같다"고 했다.

정부	정부/NNG
소식통은	소식통/NNG+은/JX
"(이번	"/SS+(/SS+이번/NNG
핵실험	핵/NNG+실험/NNG
시사는)	시사/NNG+는/JX+)/SS
박	박/NNP
대통령이	대통령/NNG+이/JKS
지난	지나/VV+ㄴ/ETM
9일	9/SN+일/NNB
서울안보대화에서	서울/NNP+안보/NNG+대화/NNG+에서/JKB
병진	병진/NNG
노선은	노선/NNG+은/JX
실현	실현/NNG
불가능하다고	불/XPN+가능/NNG+하/XSA+다고/EC
말한	말/NNG+하/XSV+ㄴ/ETM
것에	것/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
대응	대응/NNG
성격도	성격/NNG+도/JX
있는	있/VA+는/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.4.6
병진 노선을 포기하라는 한국과 국제사회의 요구에 "핵 개발을 계속하겠다"는 시위성 메시지를 보냈다는 것이다.

병진	병진/NNG
노선을	노선/NNG+을/JKO
포기하라는	포기/NNG+하/XSV+라는/ETM
한국과	한국/NNP+과/JC
국제사회의	국제/NNG+사회/NNG+의/JKG
요구에	요구/NNG+에/JKB
"핵	"/SS+핵/NNG
개발을	개발/NNG+을/JKO
계속하겠다"는	계속/NNG+하/XSV+겠/EP+다/EF+"/SS+는/ETM
시위성	시위/NNG+성/XSN
메시지를	메시지/NNG+를/JKO
보냈다는	보내/VV+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.388.4.7
대화 국면에 들어선 남북 관계에서 주도권을 확보하려는 목적도 있다.

대화	대화/NNG
국면에	국면/NNG+에/JKB
들어선	들어서/VV+ㄴ/ETM
남북	남북/NNP
관계에서	관계/NNG+에서/JKB
주도권을	주도/NNG+권/XSN+을/JKO
확보하려는	확보/NNG+하/XSV+려는/ETM
목적도	목적/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.388.5.1
전문가들은 북한의 위협이 실제 도발로 이어질 가능성이 있다고 분석했다.

전문가들은	전문가/NNG+들/XSN+은/JX
북한의	북한/NNP+의/JKG
위협이	위협/NNG+이/JKS
실제	실제/NNG
도발로	도발/NNG+로/JKB
이어질	이어지/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다고	있/VA+다고/EC
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.5.2
북한은 과거에도 김일성 생일 등 기념일을 전후해 도발을 감행한 만큼 이번에도 노동당 창건 70주년을 맞아 '축포'를 쏠 수 있다는 것이다.

북한은	북한/NNP+은/JX
과거에도	과거/NNG+에/JKB+도/JX
김일성	김일성/NNP
생일	생일/NNG
등	등/NNB
기념일을	기념일/NNG+을/JKO
전후해	전후/NNG+하/XSV+아/EC
도발을	도발/NNG+을/JKO
감행한	감행/NNG+하/XSV+ㄴ/ETM
만큼	만큼/NNB
이번에도	이번/NNG+에/JKB+도/JX
노동당	노동당/NNP
창건	창건/NNG
70주년을	70/SN+주년/NNB+을/JKO
맞아	맞/VV+아/EC
'축포'를	'/SS+축포/NNG+'/SS+를/JKO
쏠	쏘/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.388.5.3
도발을 할 경우 과거처럼 장거리미사일과 핵실험을 '한 세트'로 할 가능성이 크다.

도발을	도발/NNG+을/JKO
할	하/VV+ㄹ/ETM
경우	경우/NNG
과거처럼	과거/NNG+처럼/JKB
장거리미사일과	장거리/NNG+미사일/NNG+과/JC
핵실험을	핵/NNG+실험/NNG+을/JKO
'한	'/SS+한/MMN
세트'로	세트/NNG+'/SS+로/JKB
가능성이	가능/NNG+성/XSN+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000046.388.5.4
북한은 2009년 김일성 생일(4월 15일)을 앞두고 장거리로켓인 광명성 2호를 발사하고 한 달 뒤인 5월에 제2차 핵실험을 실시했다.

북한은	북한/NNP+은/JX
2009년	2009/SN+년/NNB
김일성	김일성/NNP
생일(4월	생일/NNG+(/SS+4/SN+월/NNB
15일)을	15/SN+일/NNB+)/SS+을/JKO
앞두고	앞두/VV+고/EC
장거리로켓인	장거리/NNG+로켓/NNG+이/VCP+ㄴ/ETM
광명성	광명성/NNP
2호를	2/SN+호/NNB+를/JKO
발사하고	발사/NNG+하/XSV+고/EC
한	한/MMN
달	달/NNB
뒤인	뒤/NNG+이/VCP+ㄴ/ETM
5월에	5/SN+월/NNB+에/JKB
제2차	제/XPN+2/SN+차/NNB
핵실험을	핵/NNG+실험/NNG+을/JKO
실시했다.	실시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.5.5
2012년에는 김정일 사망 1주기를 앞둔 12월에 '은하 3호'를 쏜 뒤 2013년 2월 제3차 핵실험을 감행했다.

2012년에는	2012/SN+년/NNB+에/JKB+는/JX
김정일	김정일/NNP
사망	사망/NNG
1주기를	1/SN+주기/NNB+를/JKO
앞둔	앞두/VV+ㄴ/ETM
12월에	12/SN+월/NNB+에/JKB
'은하	'/SS+은하/NNP
3호'를	3/SN+호/NNB+'/SS+를/JKO
쏜	쏘/VV+ㄴ/ETM
뒤	뒤/NNG
2013년	2013/SN+년/NNB
2월	2/SN+월/NNB
제3차	제/XPN+3/SN+차/NNB
핵실험을	핵/NNG+실험/NNG+을/JKO
감행했다.	감행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.5.6
송 전 소장은 "북한은 이번에도 다음 달 2~4일쯤 미사일을 쏴서 당 창건일 분위기를 최대한 고조시키려 할 것"이라고 했다.

송	송/NNP
전	전/MMD
소장은	소장/NNG+은/JX
"북한은	"/SS+북한/NNP+은/JX
이번에도	이번/NNG+에/JKB+도/JX
다음	다음/NNG
달	달/NNG
2~4일쯤	2/SN+~/SO+4/SN+일/NNB+쯤/XSN
미사일을	미사일/NNG+을/JKO
쏴서	쏘/VV+아서/EC
당	당/NNG
창건일	창건일/NNG
분위기를	분위기/NNG+를/JKO
최대한	최대한/MAG
고조시키려	고조/NNG+시키/XSV+려/EC
할	하/VX+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.5.7
김용현 교수는 "미사일과 달리 핵실험은 중국을 포함한 국제사회의 반발 등 후폭풍이 크기 때문에 카드만 만지작거리고 실제 이행하기는 쉽지 않을 것"이라고 했다.

김용현	김용현/NNP
교수는	교수/NNG+는/JX
"미사일과	"/SS+미사일/NNG+과/JKB
달리	달리/MAG
핵실험은	핵/NNG+실험/NNG+은/JX
중국을	중국/NNP+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
국제사회의	국제/NNG+사회/NNG+의/JKG
반발	반발/NNG
등	등/NNB
후폭풍이	후폭풍/NNG+이/JKS
크기	크/VA+기/ETN
때문에	때문/NNB+에/JKB
카드만	카드/NNG+만/JX
만지작거리고	만지작거리/VV+고/EC
실제	실제/MAG
이행하기는	이행/NNG+하/XSV+기/ETN+는/JX
쉽지	쉽/VA+지/EC
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.6.1
미국 등 국제사회는 북한이 도발 가능성을 시사한 데 대해 일제히 경고하고 나섰다.

미국	미국/NNP
등	등/NNB
국제사회는	국제/NNG+사회/NNG+는/JX
북한이	북한/NNP+이/JKS
도발	도발/NNG
가능성을	가능/NNG+성/XSN+을/JKO
시사한	시사/NNG+하/XSV+ㄴ/ETM
데	데/NNB
대해	대하/VV+아/EC
일제히	일제히/MAG
경고하고	경고/NNG+하/XSV+고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.388.6.2
존 커비 미국 국무부 대변인은 14일(현지 시각) "탄도미사일 기술을 이용한 어떤 위성 발사도 유엔안전보장이사회의 결의를 명백히 위반하는 것"이라며 "북한은 완전하고 검증 가능하며 되돌릴 수 없는 방법으로 탄도미사일 프로그램을 포기해야 한다"고 밝혔다.

존	존/NNP
커비	커비/NNP
미국	미국/NNP
국무부	국무부/NNG
대변인은	대변인/NNG+은/JX
14일(현지	14/SN+일/NNB+(/SS+현지/NNG
시각)	시각/NNG+)/SS
"탄도미사일	"/SS+탄도/NNG+미사일/NNG
기술을	기술/NNG+을/JKO
이용한	이용/NNG+하/XSV+ㄴ/ETM
어떤	어떤/MMD
위성	위성/NNG
발사도	발사/NNG+도/JX
유엔안전보장이사회의	유엔/NNG+안전/NNG+보장/NNG+이사회/NNG+의/JKG
결의를	결의/NNG+를/JKO
명백히	명백히/MAG
위반하는	위반/NNG+하/XSV+는/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"북한은	"/SS+북한/NNP+은/JX
완전하고	완전/NNG+하/XSA+고/EC
검증	검증/NNG
가능하며	가능/NNG+하/XSA+며/EC
되돌릴	되돌리/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
방법으로	방법/NNG+으로/JKB
탄도미사일	탄도/NNG+미사일/NNG
프로그램을	프로그램/NNG+을/JKO
포기해야	포기/NNG+하/XSV+아야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.388.6.3
기시다 후미오(岸田文雄) 일본 외무상도 이날 "미국, 한국 등 관계 국가들과 연계해 북한에 (도발) 자제를 요구해 나가겠다"고 했다.

기시다	기시다/NNP
후미오(岸田文雄)	후미오/NNP+(/SS+岸田文雄/SH+)/SS
일본	일본/NNP
외무상도	외무상/NNG+도/JX
이날	이날/NNG
"미국,	"/SS+미국/NNP+,/SP
한국	한국/NNP
등	등/NNB
관계	관계/NNG
국가들과	국가/NNG+들/XSN+과/JKB
연계해	연계/NNG+하/XSV+아/EC
북한에	북한/NNP+에/JKB
(도발)	(/SS+도발/NNG+)/SS
자제를	자제/NNG+를/JKO
요구해	요구/NNG+하/XSV+아/EC
나가겠다"고	나가/VX+겠/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.7.1
다만 우리 정부는 남북 고위급 접촉을 통한 '8·25 합의'가 이제 막 이행 단계에 들어선 점을 고려해 조심스러운 모습이다.

다만	다만/MAG
우리	우리/NP
정부는	정부/NNG+는/JX
남북	남북/NNP
고위급	고위급/NNG
접촉을	접촉/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
'8·25	'/SS+8/SN+·/SP+25/SN
합의'가	합의/NNG+'/SS+가/JKS
이제	이제/MAG
막	막/MAG
이행	이행/NNG
단계에	단계/NNG+에/JKB
들어선	들어서/VV+ㄴ/ETM
점을	점/NNG+을/JKO
고려해	고려/NNG+하/XSV+아/EC
조심스러운	조심/NNG+스럽/XSA+ㄴ/ETM
모습이다.	모습/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.388.7.2
청와대 민경욱 대변인은 "예단할 필요는 없지만 그런 (도발) 행위가 북한에 도움이 되지는 않을 것"이라고 말했다.

청와대	청와대/NNP
민경욱	민경욱/NNP
대변인은	대변인/NNG+은/JX
"예단할	"/SS+예단/NNG+하/XSV+ㄹ/ETM
필요는	필요/NNG+는/JX
없지만	없/VA+지만/EC
그런	그런/MMD
(도발)	(/SS+도발/NNG+)/SS
행위가	행위/NNG+가/JKS
북한에	북한/NNP+에/JKB
도움이	도움/NNG+이/JKC
되지는	되/VV+지/EC+는/JX
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.388.7.3
정부 관계자는 "북한의 미사일 발사와 핵실험 시사는 관련 연구원의 책임자급이 한 말이기 때문에 북한의 공식 입장인지는 추가 확인이 필요하다"고 했다.

정부	정부/NNG
관계자는	관계자/NNG+는/JX
"북한의	"/SS+북한/NNP+의/JKG
미사일	미사일/NNG
발사와	발사/NNG+와/JC
핵실험	핵/NNG+실험/NNG
시사는	시사/NNG+는/JX
관련	관련/NNG
연구원의	연구원/NNG+의/JKG
책임자급이	책임자급/NNG+이/JKS
한	하/VV+ㄴ/ETM
말이기	말/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
북한의	북한/NNP+의/JKG
공식	공식/NNG
입장인지는	입장/NNG+이/VCP+ㄴ지/EC+는/JX
추가	추가/NNG
확인이	확인/NNG+이/JKS
필요하다"고	필요/NNG+하/XSA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


