# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.220
metadata : {}


# id : NWRW1800000026.220.1.1
[SOUTH AFRICA 2010] 우승팀은 아직 안 나왔어도 우승팀 징크스는 이미 깨져;'유럽 대회만 유럽팀 우승' 남미 떨어져 이번엔 예외

[SOUTH	[/SS+SOUTH/SL
대회에서만	대회/NNG+에서/JKB+만/JX
기를	기/NNG+를/JKO
편다는	펴/VV+ㄴ다는/ETM
편견도	편견/NNG+도/JX
이제는	이제/NNG+는/JX
적용되지	적용/NNG+되/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000026.220.4.2
2006 독일월드컵 챔피언 이탈리아를 비롯해 유럽팀은 18번 열린 월드컵에서 9번 우승했는데, 개최지가 모두 유럽 국가였다.

2006	2006/SN
독일월드컵	독일/NNP+월드컵/NNG
챔피언	챔피언/NNG
이탈리아를	이탈리아/NNP+를/JKO
비롯해	비롯하/VV+아/EC
유럽팀은	유럽/NNP+팀/NNG+은/JX
18번	18/SN+번/NNB
열린	열리/VV+ㄴ/ETM
월드컵에서	월드컵/NNG+에서/JKB
9번	9/SN+번/NNB
우승했는데,	우승/NNG+하/XSV+았/EP+는데/EC+,/SP
개최지가	개최지/NNG+가/JKS
모두	모두/MAG
유럽	유럽/NNP
국가였다.	국가/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.220.4.3
따라서 남아공 대회는 유럽팀이 비유럽 지역에서 축배를 드는 첫 월드컵으로 기록된다.

따라서	따라서/MAJ
남아공	남아공/NNP
대회는	대회/NNG+는/JX
유럽팀이	유럽/NNP+팀/NNG+이/JKS
비유럽	비/XPN+유럽/NNP
지역에서	지역/NNG+에서/JKB
축배를	축배/NNG+를/JKO
드는	들/VV+는/ETM
첫	첫/MMN
월드컵으로	월드컵/NNG+으로/JKB
기록된다.	기록/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.220.5.1
개최국이 최소한 1회전을 통과해 16강에 진출하며 자존심을 살려왔다는 역사는 이번 대회 개최국 남아공이 조별리그 A조에서 떨어지면서 조용히 사라졌다.

개최국이	개최국/NNG+이/JKS
최소한	최소한/MAG
1회전을	1회전/NNG+을/JKO
통과해	통과/NNG+하/XSV+아/EC
16강에	16/SN+강/NNB+에/JKB
진출하며	진출/NNG+하/XSV+며/EC
자존심을	자존심/NNG+을/JKO
살려왔다는	살리/VV+어/EC+오/VX+았/EP+다는/ETM
역사는	역사/NNG+는/JX
이번	이번/NNG
대회	대회/NNG
개최국	개최국/NNG
남아공이	남아공/NNP+이/JKS
조별리그	조별/NNG+리그/NNG
A조에서	A/SL+조/NNG+에서/JKB
떨어지면서	떨어지/VV+면서/EC
조용히	조용히/MAG
사라졌다.	사라지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.6.1
진행형인 징크스도 있다.

진행형인	진행/NNG+형/XSN+이/VCP+ㄴ/ETM
징크스도	징크스/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.220.6.2
월드컵 전년도의 'FIFA(국제축구연맹) 올해의 선수'가 속한 국가는 월드컵에서 우승하지 못한다는 괴담이 그중 하나다.

월드컵	월드컵/NNG
전년도의	전년도/NNG+의/JKG
'FIFA(국제축구연맹)	'/SS+FIFA/SL+(/SS+국제축구연맹/NNP+)/SS
올해의	올해/NNG+의/JKG
선수'가	선수/NNG+'/SS+가/JKS
속한	속하/VV+ㄴ/ETM
국가는	국가/NNG+는/JX
월드컵에서	월드컵/NNG+에서/JKB
우승하지	우승/NNG+하/XSV+지/EC
못한다는	못하/VX+ㄴ다는/ETM
괴담이	괴담/NNG+이/JKS
그중	그중/NNG
하나다.	하나/NR+이/VCP+다/EF+./SF


# id : NWRW1800000026.220.6.3
FIFA는 이 상을 1991년 제정했는데, 로베르토 바조(1993년·이탈리아), 호나우두(1997년·브라질), 루이스 피구(2001년·포르투갈), 호나우지뉴(2005년·브라질), 리오넬 메시(2009년·아르헨티나)는 수상 직후 열린 월드컵 본선에서 모두 실패를 맛봤다.

FIFA는	FIFA/SL+는/JX
이	이/MMD
상을	상/NNG+을/JKO
1991년	1991/SN+년/NNB
제정했는데,	제정/NNG+하/XSV+았/EP+는데/EC+,/SP
로베르토	로베르토/NNP
바조(1993년·이탈리아),	바조/NNP+(/SS+1993/SN+년/NNB+·/SP+이탈리아/NNP+)/SS+,/SP
호나우두(1997년·브라질),	호나우두/NNP+(/SS+1997/SN+년/NNB+·/SP+브라질/NNP+)/SS+,/SP
루이스	루이스/NNP
피구(2001년·포르투갈),	피구/NNP+(/SS+2001/SN+년/NNB+·/SP+포르투갈/NNP+)/SS+,/SP
호나우지뉴(2005년·브라질),	호나우지뉴/NNP+(/SS+2005/SN+년/NNB+·/SP+브라질/NNP+)/SS+,/SP
리오넬	리오넬/NNP
메시(2009년·아르헨티나)는	메시/NNP+(/SS+2009/SN+년/NNB+·/SP+아르헨티나/NNP+)/SS+는/JX
수상	수상/NNG
직후	직후/NNG
열린	열리/VV+ㄴ/ETM
월드컵	월드컵/NNG
본선에서	본선/NNG+에서/JKB
모두	모두/MAG
실패를	실패/NNG+를/JKO
맛봤다.	맛보/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.220.6.4
바조는 1994 미국 대회, 호나우두는 1998 프랑스 대회 결승에서 활약하지 못해 우승을 놓쳤다.

바조는	바조/NNP+는/JX
1994	1994/SN
미국	미국/NNP
대회,	대회/NNG+,/SP
호나우두는	호나우두/NNP+는/JX
1998	1998/SN
프랑스	프랑스/NNP
대회	대회/NNG
결승에서	결승/NNG+에서/JKB
활약하지	활약/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
우승을	우승/NNG+을/JKO
놓쳤다.	놓치/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.6.5
피구는 2002 한·일 대회 조별리그에서 한국에 지며 16강 문턱에서 탈락했다.

피구는	피구/NNP+는/JX
2002	2002/SN
한·일	한·일/NNP
대회	대회/NNG
조별리그에서	조별/NNG+리그/NNG+에서/JKB
한국에	한국/NNP+에/JKB
지며	지/VV+며/EC
16강	16/SN+강/NNB
문턱에서	문턱/NNG+에서/JKB
탈락했다.	탈락/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.220.6.6
2006 독일 대회의 호나우지뉴, 2010 남아공 대회의 메시는 8강 고비를 넘지 못했다.

2006	2006/SN
독일	독일/NNP
대회의	대회/NNG+의/JKG
호나우지뉴,	호나우지뉴/NNP+,/SP
2010	2010/SN
남아공	남아공/NNP
메시는	메시/NNP+는/JX
8강	8/SN+강/NNB
고비를	고비/NNG+를/JKO
넘지	넘/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.220.7.1
펠레의 예언이 계속 '저주'로 남을지도 관심이다.

펠레의	펠레/NNP+의/JKG
예언이	예언/NNG+이/JKS
계속	계속/MAG
'저주'로	'/SS+저주/NNG+'/SS+로/JKB
남을지도	남/VV+을지/EF+도/JX
관심이다.	관심/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.220.7.2
브라질 출신의 축구황제 펠레는 얼마 전 "독일·아르헨티나 중 한 팀이 브라질과 결승에서 싸울 가능성이 크다"고 말했다.

브라질	브라질/NNP
출신의	출신/NNG+의/JKG
축구황제	축구/NNG+황제/NNG
펠레는	펠레/NNP+는/JX
얼마	얼마/NNG
전	전/NNG
"독일·아르헨티나	"/SS+독일/NNP+·/SP+아르헨티나/NNP
중	중/NNB
한	한/MMN
팀이	팀/NNG+이/JKS
브라질과	브라질/NNP+과/JC
결승에서	결승/NNG+에서/JKB
싸울	싸우/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다"고	크/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.220.7.3
하지만 아르헨티나와 브라질은 일찍 짐을 쌌다.

하지만	하지만/MAJ
아르헨티나와	아르헨티나/NNP+와/JC
브라질은	브라질/NNP+은/JX
일찍	일찍/MAG
짐을	짐/NNG+을/JKO
쌌다.	싸/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.220.7.4
독일이 '펠레의 저주'를 받을지가 관심거리이다.

독일이	독일/NNP+이/JKS
'펠레의	'/SS+펠레/NNP+의/JKG
저주'를	저주/NNG+'/SS+를/JKO
받을지가	받/VV+을지/EF+가/JKS
관심거리이다.	관심거리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.220.7.5
펠레는 대회 전엔 스페인을 우승 후보로 꼽기도 했으나 본선이 시작되면서 제외했다.

펠레는	펠레/NNP+는/JX
대회	대회/NNG
전엔	전/NNG+에/JKB+ㄴ/JX
스페인을	스페인/NNP+을/JKO
우승	우승/NNG
후보로	후보/NNG+로/JKB
꼽기도	꼽/VV+기/ETN+도/JX
했으나	하/VX+았/EP+으나/EC
본선이	본선/NNG+이/JKS
시작되면서	시작/NNG+되/XSV+면서/EC
제외했다.	제외/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.220.7.6
사실 지난 수십년 동안 펠레의 예상은 한 번도 맞은 적이 없다.

사실	사실/MAG
지난	지나/VV+ㄴ/ETM
수십년	수십/NR+년/NNB
동안	동안/NNG
펠레의	펠레/NNP+의/JKG
예상은	예상/NNG+은/JX
한	한/MMN
번도	번/NNB+도/JX
맞은	맞/VV+은/ETM
적이	적/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000026.220.7.7
그래서 남아공 최후의 승자는 펠레가 한 번도 언급하지 않은 네덜란드일 것이라는 우스갯소리가 나온다.

그래서	그래서/MAJ
남아공	남아공/NNP
최후의	최후/NNG+의/JKG
승자는	승자/NNG+는/JX
펠레가	펠레/NNP+가/JKS
한	한/MMN
번도	번/NNB+도/JX
언급하지	언급/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
네덜란드일	네덜란드/NNP+이/VCP+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
우스갯소리가	우스갯소리/NNG+가/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


