# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.161
metadata : {}


# id : NWRW1800000037.161.1.1
[책의 향기]버려진 산업유산, 다시 인간의 품으로…

[책의	[/SS+책/NNG+의/JKG
알아본	알아보/VV+ㄴ/ETM
호주	호주/NNP
출신의	출신/NNG+의/JKG
예술가	예술가/NNG
줄스	줄스/NNP
라이트가	라이트/NNP+가/JKS
건물	건물/NNG
사용	사용/NNG
권리를	권리/NNG+를/JKO
인수했다.	인수/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.4.3
건물 자체를 그대로 둔 것은 물론이고 발전소 내부의 설비 시설도 멋진 인테리어로 여겨 대부분 원래 위치에 둔 상태에서 녹과 기름때만 제거했다.

건물	건물/NNG
자체를	자체/NNG+를/JKO
그대로	그대로/MAG
둔	두/VV+ㄴ/ETM
것은	것/NNB+은/JX
물론이고	물론/NNG+이/VCP+고/EC
발전소	발전소/NNG
내부의	내부/NNG+의/JKG
설비	설비/NNG
시설도	시설/NNG+도/JX
멋진	멋지/VA+ㄴ/ETM
인테리어로	인테리어/NNG+로/JKB
여겨	여기/VV+어/EC
대부분	대/XPN+부분/NNG
원래	원래/NNG
위치에	위치/NNG+에/JKB
상태에서	상태/NNG+에서/JKB
녹과	녹/NNG+과/JC
기름때만	기름때/NNG+만/JX
제거했다.	제거/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.4.4
7년의 노력 끝에 이곳은 갤러리와 레스토랑으로 재탄생했다.

7년의	7/SN+년/NNB+의/JKG
노력	노력/NNG
끝에	끝/NNG+에/JKB
이곳은	이곳/NP+은/JX
갤러리와	갤러리/NNG+와/JC
레스토랑으로	레스토랑/NNG+으로/JKB
재탄생했다.	재/XPN+탄생/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.4.5
녹슨 기계 옆에서 식사를 하고 비밀창고 같은 지하 갤러리에서 미술품을 감상하는 이곳은 곧 런던의 명소로 떠올랐다.

녹슨	녹슬/VV+ㄴ/ETM
기계	기계/NNG
옆에서	옆/NNG+에서/JKB
식사를	식사/NNG+를/JKO
하고	하/VV+고/EC
비밀창고	비밀/NNG+창고/NNG
같은	같/VA+은/ETM
지하	지하/NNG
갤러리에서	갤러리/NNG+에서/JKB
미술품을	미술품/NNG+을/JKO
감상하는	감상/NNG+하/XSV+는/ETM
이곳은	이곳/NP+은/JX
곧	곧/MAG
런던의	런던/NNP+의/JKG
명소로	명소/NNG+로/JKB
떠올랐다.	떠오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.5.1
이 책의 저자는 10년째 런던에서 활동 중인 건축가이자 도시사회학 박사다.

이	이/MMD
책의	책/NNG+의/JKG
저자는	저자/NNG+는/JX
10년째	10/SN+년/NNB+째/XSN
런던에서	런던/NNP+에서/JKB
활동	활동/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
건축가이자	건축가/NNG+이/VCP+자/EC
도시사회학	도시/NNG+사회학/NNG
박사다.	박사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.161.5.2
그는 유럽의 여러 도시에서 기능을 다한 산업용 건물을 훌륭하게 재활용한 사례 14가지를 소개한다.

그는	그/NP+는/JX
유럽의	유럽/NNP+의/JKG
여러	여러/MMN
도시에서	도시/NNG+에서/JKB
기능을	기능/NNG+을/JKO
다한	다/MAG+하/XSV+ㄴ/ETM
산업용	산업/NNG+용/XSN
건물을	건물/NNG+을/JKO
훌륭하게	훌륭하/VA+게/EC
재활용한	재/XPN+활용/NNG+하/XSV+ㄴ/ETM
사례	사례/NNG
14가지를	14/SN+가지/NNB+를/JKO
소개한다.	소개/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.161.5.3
일명 ‘산업유산의 귀환’이란다.

일명	일명/NNG
‘산업유산의	‘/SS+산업/NNG+유산/NNG+의/JKG
귀환’이란다.	귀환/NNG+’/SS+이/VCP+란다/EF+./SF


# id : NWRW1800000037.161.5.4
주로 산업혁명 이후에 건립된 산업용 건물과 시설이니 길게는 200여 년, 짧게는 수십 년의 역사를 간직하고 있다.

주로	주로/MAG
산업혁명	산업/NNG+혁명/NNG
이후에	이후/NNG+에/JKB
건립된	건립/NNG+되/XSV+ㄴ/ETM
산업용	산업/NNG+용/XSN
건물과	건물/NNG+과/JC
시설이니	시설/NNG+이/VCP+니/EC
길게는	길/VA+게/EC+는/JX
200여	200/SN+여/XSN
년,	년/NNB+,/SP
짧게는	짧/VA+게/EC+는/JX
수십	수십/NR
년의	년/NNB+의/JKG
역사를	역사/NNG+를/JKO
간직하고	간직/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.161.5.5
발전소뿐 아니라 철도 양조장 가스공장 탄약공장 감옥 제철소 탄광 항구 조선소 빵공장 도축장 같은 산업유산이 원형은 그대로 유지한 채 약간의 개조만 거쳐 박물관 미술관 공연장 공원 호텔 주거지 사무실 상가 식당으로 변신했다.

발전소뿐	발전소/NNG+뿐/JX
아니라	아니/VCN+라/EC
철도	철도/NNG
양조장	양조장/NNG
가스공장	가스/NNG+공장/NNG
탄약공장	탄약/NNG+공장/NNG
감옥	감옥/NNG
제철소	제철소/NNG
탄광	탄광/NNG
항구	항구/NNG
조선소	조선소/NNG
빵공장	빵/NNG+공장/NNG
도축장	도축장/NNG
같은	같/VA+은/ETM
산업유산이	산업/NNG+유산/NNG+이/JKS
원형은	원형/NNG+은/JX
그대로	그대로/MAG
유지한	유지/NNG+하/XSV+ㄴ/ETM
채	채/NNB
약간의	약간/NNG+의/JKG
개조만	개조/NNG+만/JX
거쳐	거치/VV+어/EC
박물관	박물관/NNG
미술관	미술관/NNG
공연장	공연장/NNG
공원	공원/NNG
호텔	호텔/NNG
주거지	주거지/NNG
사무실	사무실/NNG
상가	상가/NNG
식당으로	식당/NNG+으로/JKB
변신했다.	변신/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.6.1
산업혁명이 시작된 유럽은 이미 산업유산의 재활용에서도 선도적이다.

산업혁명이	산업/NNG+혁명/NNG+이/JKS
시작된	시작/NNG+되/XSV+ㄴ/ETM
유럽은	유럽/NNP+은/JX
이미	이미/MAG
산업유산의	산업/NNG+유산/NNG+의/JKG
재활용에서도	재/XPN+활용/NNG+에서/JKB+도/JX
선도적이다.	선도/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000037.161.6.2
도심 한복판에 세워졌던 산업 시설들은 시간이 흘러 도시 규모가 커지고 운송수단이 발달하면서 도시 외곽으로 밀려났다.

도심	도심/NNG
한복판에	한/XPN+복판/NNG+에/JKB
세워졌던	세우/VV+어/EC+지/VX+었/EP+던/ETM
산업	산업/NNG
시설들은	시설/NNG+들/XSN+은/JX
시간이	시간/NNG+이/JKS
흘러	흐르/VV+어/EC
도시	도시/NNG
규모가	규모/NNG+가/JKS
커지고	커지/VV+고/EC
운송수단이	운송/NNG+수단/NNG+이/JKS
발달하면서	발달/NNG+하/XSV+면서/EC
외곽으로	외곽/NNG+으로/JKB
밀려났다.	밀려나/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.6.3
한때 도시 경제에 활기를 불어넣던 산업유산들은 방치되어 흉물로 전락했다.

한때	한때/MAG
도시	도시/NNG
경제에	경제/NNG+에/JKB
활기를	활기/NNG+를/JKO
불어넣던	불어넣/VV+던/ETM
산업유산들은	산업/NNG+유산/NNG+들/XSN+은/JX
방치되어	방치/NNG+되/XSV+어/EC
흉물로	흉물/NNG+로/JKB
전락했다.	전락/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.161.6.4
이를 어떻게 처리할지 고민한 결과 그곳의 장소성과 시간성을 보존하는 쪽으로 가닥이 잡힌 것이다.

이를	이/NP+를/JKO
어떻게	어떻/VA+게/EC
처리할지	처리/NNG+하/XSV+ㄹ지/EF
고민한	고민/NNG+하/XSV+ㄴ/ETM
결과	결과/NNG
그곳의	그곳/NP+의/JKG
장소성과	장소/NNG+성/XSN+과/JC
시간성을	시간/NNG+성/XSN+을/JKO
보존하는	보존/NNG+하/XSV+는/ETM
쪽으로	쪽/NNB+으로/JKB
가닥이	가닥/NNG+이/JKS
잡힌	잡히/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.161.6.5
낡은 것, 기능을 다한 것을 부끄럽고 추한 것으로 여겨 모조리 때려 부수고 새로 짓는 데 익숙한 한국적 시각에서 보면 신선하고 놀랍다.

낡은	낡/VV+은/ETM
것,	것/NNB+,/SP
기능을	기능/NNG+을/JKO
다한	다/MAG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
부끄럽고	부끄럽/VA+고/EC
추한	추하/VA+ㄴ/ETM
것으로	것/NNB+으로/JKB
여겨	여기/VV+어/EC
모조리	모조리/MAG
때려	때리/VV+어/EC
부수고	부수/VV+고/EC
새로	새로/MAG
짓는	짓/VV+는/ETM
데	데/NNB
익숙한	익숙하/VA+ㄴ/ETM
한국적	한국/NNP+적/XSN
시각에서	시각/NNG+에서/JKB
보면	보/VV+면/EC
신선하고	신선하/VA+고/EC
놀랍다.	놀랍/VA+다/EF+./SF


# id : NWRW1800000037.161.6.6
독일 뒤스부르크는 광활한 제철소 건물과 용지를 친환경공원으로 탈바꿈시켰고, 프랑스 파리는 방치된 고가 철로에 나무를 심어 ‘프롬나드 플랑테’라는 공중 산책로를 꾸몄다.

독일	독일/NNP
뒤스부르크는	뒤스부르크/NNP+는/JX
광활한	광활하/VA+ㄴ/ETM
제철소	제철소/NNG
건물과	건물/NNG+과/JC
용지를	용지/NNG+를/JKO
친환경공원으로	친/XPN+환경/NNG+공원/NNG+으로/JKB
탈바꿈시켰고,	탈바꿈/NNG+시키/XSV+었/EP+고/EC+,/SP
프랑스	프랑스/NNP
파리는	파리/NNP+는/JX
방치된	방치/NNG+되/XSV+ㄴ/ETM
고가	고가/NNG
철로에	철로/NNG+에/JKB
나무를	나무/NNG+를/JKO
심어	심/VV+어/EC
‘프롬나드	‘/SS+프롬나드/NNP
플랑테’라는	플랑테/NNP+’/SS+이/VCP+라는/ETM
공중	공중/NNG
산책로를	산책로/NNG+를/JKO
꾸몄다.	꾸미/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.161.6.7
오스트리아 빈은 가동을 멈춘 가스 저장고 4동을 공동주택 쇼핑 문화시설을 갖춘 마을인 ‘가소메터 시티’로 활용한다.

오스트리아	오스트리아/NNP
빈은	빈/NNP+은/JX
가동을	가동/NNG+을/JKO
멈춘	멈추/VV+ㄴ/ETM
가스	가스/NNG
저장고	저장고/NNG
4동을	4/SN+동/NNB+을/JKO
공동주택	공동/NNG+주택/NNG
쇼핑	쇼핑/NNG
문화시설을	문화/NNG+시설/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
마을인	마을/NNG+이/VCP+ㄴ/ETM
‘가소메터	‘/SS+가소메터/NNP
시티’로	시티/NNP+’/SS+로/JKB
활용한다.	활용/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.161.7.1
책을 읽는 내내 놀라웠던 점은 애초에 이들 산업유산이 미래에 성공적으로 재활용될 수 있는 씨앗을 품고 있었다는 것이다.

책을	책/NNG+을/JKO
읽는	읽/VV+는/ETM
내내	내내/MAG
놀라웠던	놀랍/VA+었/EP+던/ETM
점은	점/NNG+은/JX
애초에	애초/NNG+에/JKB
이들	이/NP+들/XSN
산업유산이	산업/NNG+유산/NNG+이/JKS
미래에	미래/NNG+에/JKB
성공적으로	성공/NNG+적/XSN+으로/JKB
재활용될	재/XPN+활용/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
씨앗을	씨앗/NNG+을/JKO
품고	품/VV+고/EC
있었다는	있/VX+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.161.7.2
산업용 건물이라고 하면 디자인보다 기능이 우선시되는 편이고 아예 혐오시설로 취급되기도 한다.

산업용	산업/NNG+용/XSN
건물이라고	건물/NNG+이/VCP+라고/EC
하면	하/VV+면/EC
디자인보다	디자인/NNG+보다/JKB
기능이	기능/NNG+이/JKS
우선시되는	우선/NNG+시/XSN+되/XSV+는/ETM
편이고	편/NNB+이/VCP+고/EC
아예	아예/MAG
혐오시설로	혐오/NNG+시설/NNG+로/JKB
취급되기도	취급/NNG+되/XSV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000037.161.7.3
그런데 19세기 말 유럽의 많은 도시는 주요 산업용 건물이 도시 환경과 조화를 이루도록 건축가들을 대상으로 현상 설계를 할 정도로 신중했다.

그런데	그런데/MAJ
19세기	19/SN+세기/NNG
말	말/NNB
유럽의	유럽/NNP+의/JKG
많은	많/VA+은/ETM
도시는	도시/NNG+는/JX
주요	주요/NNG
산업용	산업/NNG+용/XSN
건물이	건물/NNG+이/JKS
도시	도시/NNG
환경과	환경/NNG+과/JKB
조화를	조화/NNG+를/JKO
이루도록	이루/VV+도록/EC
건축가들을	건축가/NNG+들/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
현상	현상/NNG
설계를	설계/NNG+를/JKO
할	하/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
신중했다.	신중/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000037.161.7.4
1899년 건립된 빈의 가스 저장고는 유서 깊은 도시 분위기에 걸맞게 붉은 벽돌의 신고전주의 양식으로 지어졌고, 제1차 세계대전 때 건축가 필리프 자코브 맨즈가 디자인한 독일 카를스루에의 탄약공장은 수려한 건물로 평가받았기에 훗날 미디어아트센터로 변신하는 데 어려움이 없었다.

1899년	1899/SN+년/NNB
건립된	건립/NNG+되/XSV+ㄴ/ETM
빈의	빈/NNP+의/JKG
가스	가스/NNG
저장고는	저장고/NNG+는/JX
유서	유서/NNG
깊은	깊/VA+은/ETM
도시	도시/NNG
분위기에	분위기/NNG+에/JKB
걸맞게	걸맞/VA+게/EC
붉은	붉/VA+은/ETM
벽돌의	벽돌/NNG+의/JKG
신고전주의	신/XPN+고전주의/NNG
양식으로	양식/NNG+으로/JKB
지어졌고,	짓/VV+어/EC+지/VX+었/EP+고/EC+,/SP
제1차	제/XPN+1/SN+차/NNB
세계대전	세계/NNG+대전/NNG
때	때/NNG
건축가	건축가/NNG
필리프	필리프/NNP
자코브	자코브/NNP
맨즈가	맨즈/NNP+가/JKS
디자인한	디자인/NNG+하/XSV+ㄴ/ETM
독일	독일/NNP
카를스루에의	카를스루에/NNP+의/JKG
탄약공장은	탄약/NNG+공장/NNG+은/JX
수려한	수려하/VA+ㄴ/ETM
건물로	건물/NNG+로/JKB
평가받았기에	평가/NNG+받/XSV+았/EP+기에/EC
훗날	훗날/NNG
미디어아트센터로	미디어아트센터/NNG+로/JKB
변신하는	변신/NNG+하/XSV+는/ETM
데	데/NNB
어려움이	어려움/NNG+이/JKS
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000037.161.8.1
건물 재활용은 경제적일 뿐 아니라 역사성과 친환경성이라는 가치도 담게 된다.

건물	건물/NNG
재활용은	재/XPN+활용/NNG+은/JX
경제적일	경제/NNG+적/XSN+이/VCP+ㄹ/ETM
뿐	뿐/NNB
아니라	아니/VCN+라/EC
역사성과	역사/NNG+성/XSN+과/JC
친환경성이라는	친/XPN+환경/NNG+성/XSN+이/VCP+라는/ETM
가치도	가치/NNG+도/JX
담게	담/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.161.8.2
산업유산이 재활용되는 과정에서 지자체와 시민들이 오랜 논의와 치열한 협의 과정을 거쳤다는 점도 인상적이다.

산업유산이	산업/NNG+유산/NNG+이/JKS
재활용되는	재/XPN+활용/NNG+되/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
지자체와	지자체/NNG+와/JC
시민들이	시민/NNG+들/XSN+이/JKS
오랜	오랜/MMA
논의와	논의/NNG+와/JKB
치열한	치열/NNG+하/XSA+ㄴ/ETM
협의	협의/NNG
과정을	과정/NNG+을/JKO
거쳤다는	거치/VV+었/EP+다는/ETM
점도	점/NNG+도/JX
인상적이다.	인상/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000037.161.8.3
쓸모없는 고철덩어리에 새로운 생명력을 부여하는 일은 시민들의 책임이기도 하다.

쓸모없는	쓸모없/VA+는/ETM
고철덩어리에	고철/NNG+덩어리/NNG+에/JKB
새로운	새롭/VA+ㄴ/ETM
생명력을	생명력/NNG+을/JKO
부여하는	부여/NNG+하/XSV+는/ETM
일은	일/NNG+은/JX
시민들의	시민/NNG+들/XSN+의/JKG
책임이기도	책임/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000037.161.8.4
그래서 국내 공무원들뿐 아니라 시민들에게도 이 책을 일독하기를 권한다.

그래서	그래서/MAJ
국내	국내/NNG
공무원들뿐	공무원/NNG+들/XSN+뿐/JX
아니라	아니/VCN+라/EC
시민들에게도	시민/NNG+들/XSN+에게/JKB+도/JX
이	이/MMD
책을	책/NNG+을/JKO
일독하기를	일독/NNG+하/XSV+기/ETN+를/JKO
권한다.	권/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.161.8.5
서울에는 옛 정수장 시설을 생태공원으로 재활용한 선유도공원, 버려진 수도가압장을 개조한 윤동주문학관이 있다.

서울에는	서울/NNP+에/JKB+는/JX
옛	옛/MMA
정수장	정수장/NNG
시설을	시설/NNG+을/JKO
생태공원으로	생태/NNG+공원/NNG+으로/JKB
재활용한	재/XPN+활용/NNG+하/XSV+ㄴ/ETM
선유도공원,	선유도공원/NNP+,/SP
버려진	버리/VV+어/EC+지/VX+ㄴ/ETM
수도가압장을	수도/NNG+가압장/NNG+을/JKO
개조한	개조/NNG+하/XSV+ㄴ/ETM
윤동주문학관이	윤동주문학관/NNP+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000037.161.8.6
국내에서도 이런 시도가 더욱 많아졌으면 한다.

국내에서도	국내/NNG+에서/JKB+도/JX
이런	이런/MMD
시도가	시도/NNG+가/JKS
더욱	더욱/MAG
많아졌으면	많아지/VV+었/EP+으면/EC
한다.	하/VX+ㄴ다/EF+./SF


