# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000034.51
metadata : {}


# id : NWRW1800000034.51.1.1
中 "일본에 침략당한 필리핀이… 역사 잊었나"

中	中/SH
매체는 이날 "중국에 대한 두려움이 2차 대전 당시 일본의 야만적 행위에 대한 기억을 억누르기 시작한 것 같다"는 중국 외교부 대변인의 말을 전하며 이같이 밝혔다.

매체는	매체/NNG+는/JX
이날	이날/NNG
"중국에	"/SS+중국/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
두려움이	두려움/NNG+이/JKS
2차	2/SN+차/NNB
대전	대전/NNG
당시	당시/NNG
일본의	일본/NNP+의/JKG
야만적	야만/NNG+적/XSN
행위에	행위/NNG+에/JKB
기억을	기억/NNG+을/JKO
억누르기	억누르/VV+기/ETN
시작한	시작/NNG+하/XSV+ㄴ/ETM
것	것/NNB
같다"는	같/VA+다/EF+"/SS+는/ETM
중국	중국/NNP
외교부	외교부/NNG
대변인의	대변인/NNG+의/JKG
말을	말/NNG+을/JKO
전하며	전하/VV+며/EC
이같이	이/NP+같이/JKB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000034.51.5.1
일본은 1941년 12월부터 3년간 필리핀을 점령했으며 이 과정에서 100만명 이상의 필리핀인이 희생됐다(실제 사망자는 13만여명으로 추정)고 매체는 AFP 통신을 인용해 전했다.

일본은	일본/NNP+은/JX
1941년	1941/SN+년/NNB
12월부터	12/SN+월/NNB+부터/JX
3년간	3/SN+년/NNB+간/XSN
필리핀을	필리핀/NNP+을/JKO
점령했으며	점령/NNG+하/XSV+았/EP+으며/EC
이	이/MMD
과정에서	과정/NNG+에서/JKB
100만명	100/SN+만/NR+명/NNB
이상의	이상/NNG+의/JKG
필리핀인이	필리핀인/NNG+이/JKS
희생됐다(실제	희생/NNG+되/XSV+었/EP+다/EF+(/SS+실제/NNG
사망자는	사망자/NNG+는/JX
13만여명으로	13/SN+만/NR+여/XSN+명/NNB+으로/JKB
추정)고	추정/NNG+)/SS+고/JKQ
매체는	매체/NNG+는/JX
AFP	AFP/SL
통신을	통신/NNG+을/JKO
인용해	인용/NNG+하/XSV+아/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.5.2
당 기관지 인민일보도 이날 필리핀 외교장관의 '일본 재무장 환영' 발언에 대해 "황당한 소리"라며 "일본 군국주의의 피해를 당했던 필리핀 정치인이라면 기본적 역사 인식이 있어야 한다"고 지적했다.

당	당/NNG
기관지	기관지/NNG
인민일보도	인민일보/NNP+도/JX
이날	이날/NNG
필리핀	필리핀/NNP
외교장관의	외교/NNG+장관/NNG+의/JKG
'일본	'/SS+일본/NNP
재무장	재/XPN+무장/NNG
환영'	환영/NNG+'/SS
발언에	발언/NNG+에/JKB
대해	대하/VV+아/EC
"황당한	"/SS+황당하/VA+ㄴ/ETM
소리"라며	소리/NNG+"/SS+이/VCP+라며/EC
"일본	"/SS+일본/NNP
군국주의의	군국주의/NNG+의/JKG
피해를	피해/NNG+를/JKO
당했던	당하/VV+았/EP+던/ETM
정치인이라면	정치인/NNG+이/VCP+라면/EC
기본적	기본/NNG+적/XSN
역사	역사/NNG
인식이	인식/NNG+이/JKS
있어야	있/VA+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.6.1
이어 "남중국해 문제에서 필리핀이 미·일 등 강대국을 개입시켜 의지하려 한다면 이는 스스로 위신과 이익을 해치는 결과를 가져올 것"이라고 했다.

이어	이어/MAG
"남중국해	"/SS+남중국해/NNP
문제에서	문제/NNG+에서/JKB
필리핀이	필리핀/NNP+이/JKS
미·일	미/NNP+·/SP+일/NNP
등	등/NNB
강대국을	강대국/NNG+을/JKO
개입시켜	개입/NNG+시키/XSV+어/EC
의지하려	의지/NNG+하/XSV+려/EC
한다면	하/VX+ㄴ다면/EC
이는	이/NP+는/JX
스스로	스스로/MAG
위신과	위신/NNG+과/JC
이익을	이익/NNG+을/JKO
해치는	해치/VV+는/ETM
결과를	결과/NNG+를/JKO
가져올	가져오/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.6.2
"'패거리'를 지어 중국을 막으려는 생각은 필리핀의 환상에 불과하다"고도 썼다.

"'패거리'를	"/SS+'/SS+패거리/NNG+'/SS+를/JKO
지어	짓/VV+어/EC
중국을	중국/NNP+을/JKO
막으려는	막/VV+으려는/ETM
생각은	생각/NNG+은/JX
필리핀의	필리핀/NNP+의/JKG
환상에	환상/NNG+에/JKB
불과하다"고도	불과/MAG+하/XSA+다/EF+"/SS+고/JKQ+도/JX
썼다.	쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000034.51.7.1
중국사회과학원 일본연구소의 우화이중(吳懷中) 교수는 환구시보에 "정상 국가가 군사력을 키우려는 것은 비난할 바가 아니지만, 일본에 대해선 이웃나라들이 심각한 물음표를 붙인다"고 말했다.

중국사회과학원	중국/NNP+사회과학원/NNP
일본연구소의	일본연구소/NNP+의/JKG
우화이중(吳懷中)	우화이중/NNP+(/SS+吳懷中/SH+)/SS
교수는	교수/NNG+는/JX
환구시보에	환구시보/NNP+에/JKB
"정상	"/SS+정상/NNG
국가가	국가/NNG+가/JKS
군사력을	군사력/NNG+을/JKO
키우려는	키우/VV+려는/ETM
것은	것/NNB+은/JX
비난할	비난/NNG+하/XSV+ㄹ/ETM
바가	바/NNB+가/JKC
아니지만,	아니/VCN+지만/EC+,/SP
일본에	일본/NNP+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
이웃나라들이	이웃/NNG+나라/NNG+들/XSN+이/JKS
심각한	심각하/VA+ㄴ/ETM
물음표를	물음표/NNG+를/JKO
붙인다"고	붙이/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.7.2
그러면서 최근 일본 정치인들이 과거사를 전혀 반성하지 않으면서 '평화헌법'을 고쳐 재무장하려는 움직임을 강하게 비판했다.

그러면서	그러/VV+면서/EC
최근	최근/MAG
일본	일본/NNP
정치인들이	정치인/NNG+들/XSN+이/JKS
과거사를	과거사/NNG+를/JKO
전혀	전혀/MAG
반성하지	반성/NNG+하/XSV+지/EC
않으면서	않/VX+으면서/EC
'평화헌법'을	'/SS+평화/NNG+헌법/NNG+'/SS+을/JKO
고쳐	고치/VV+어/EC
재무장하려는	재/XPN+무장/NNG+하/XSV+려는/ETM
움직임을	움직임/NNG+을/JKO
강하게	강하/VA+게/EC
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.8.1
우 교수는 "중국이 일본 정치인의 '도발'을 통제할 방법은 없지만, 중국은 이런 도발에 대가를 치르게 해줄 능력을 키워야 할 정당한 이유가 있다"고 말했다.

우	우/NNP
교수는	교수/NNG+는/JX
"중국이	"/SS+중국/NNP+이/JKS
일본	일본/NNP
정치인의	정치인/NNG+의/JKG
'도발'을	'/SS+도발/NNG+'/SS+을/JKO
통제할	통제/NNG+하/XSV+ㄹ/ETM
방법은	방법/NNG+은/JX
없지만,	없/VA+지만/EC+,/SP
중국은	중국/NNP+은/JX
이런	이런/MMD
도발에	도발/NNG+에/JKB
대가를	대가/NNG+를/JKO
치르게	치르/VV+게/EC
해줄	하/VX+아/EC+주/VX+ㄹ/ETM
능력을	능력/NNG+을/JKO
키워야	키우/VV+어야/EC
할	하/VX+ㄹ/ETM
정당한	정당하/VA+ㄴ/ETM
이유가	이유/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.9.1
한편 필리핀은 남중국해에서 중국을 견제하기 위해 미군의 필리핀 순환 배치를 확대하는 방안을 본격 추진한다고 이날 필리핀 언론 등이 전했다.

한편	한편/MAG
필리핀은	필리핀/NNP+은/JX
남중국해에서	남중국해/NNP+에서/JKB
중국을	중국/NNP+을/JKO
견제하기	견제/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
미군의	미군/NNG+의/JKG
필리핀	필리핀/NNP
순환	순환/NNG
배치를	배치/NNG+를/JKO
확대하는	확대/NNG+하/XSV+는/ETM
방안을	방안/NNG+을/JKO
본격	본격/NNG
추진한다고	추진/NNG+하/XSV+ㄴ다고/EC
이날	이날/NNG
언론	언론/NNG
등이	등/NNB+이/JKS
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.51.9.2
필리핀과 미국은 11~12일 마닐라에서 고위급 전략 대화를 열어 군사·안보 협력에 대해 논의한다.

필리핀과	필리핀/NNP+과/JC
미국은	미국/NNP+은/JX
11~12일	11/SN+~/SO+12/SN+일/NNB
마닐라에서	마닐라/NNP+에서/JKB
고위급	고위급/NNG
전략	전략/NNG
대화를	대화/NNG+를/JKO
열어	열/VV+어/EC
군사·안보	군사/NNG+·/SP+안보/NNG
협력에	협력/NNG+에/JKB
대해	대하/VV+아/EC
논의한다.	논의/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000034.51.9.3
양국은 미군 병력과 함정, 군용기의 필리핀 방문 횟수를 확대하는 방안 등을 논의할 계획이다.

양국은	양국/NNG+은/JX
미군	미군/NNG
병력과	병력/NNG+과/JC
함정,	함정/NNG+,/SP
군용기의	군용기/NNG+의/JKG
필리핀	필리핀/NNP
방문	방문/NNG
횟수를	횟수/NNG+를/JKO
확대하는	확대/NNG+하/XSV+는/ETM
방안	방안/NNG
등을	등/NNB+을/JKO
논의할	논의/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.51.9.4
현재 필리핀 남부에는 600여명의 미군 특수부대가 배치돼 있다.

현재	현재/MAG
필리핀	필리핀/NNP
남부에는	남부/NNG+에/JKB+는/JX
600여명의	600/SN+여/XSN+명/NNB+의/JKG
미군	미군/NNG
특수부대가	특수/NNG+부대/NNG+가/JKS
배치돼	배치/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


