# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.397
metadata : {}


# id : NWRW1800000030.397.1.1
[호남] 전남도 "2014년 귀농 1만가구 유치"

[호남]	[/SS+호남/NNP+]/SS
'가공'해	'/SS+가공/NNG+'/SS+하/XSV+아/EC
'판매'하기	'/SS+판매/NNG+'/SS+하/XSV+기/ETN
위해	위하/VV+아/EC
나주에서	나주/NNP+에서/JKB
농법으로	농법/NNG+으로/JKB
쌀·밀·콩·고추·감자	쌀/NNG+·/SP+밀/NNG+·/SP+콩/NNG+·/SP+고추/NNG+·/SP+감자/NNG
등을	등/NNB+을/JKO
직접	직접/MAG
재배하기	재배/NNG+하/XSV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.3.5
이 농작물은 '선한세상'이란 인터넷 사이트를 통해 판매한다.

이	이/MMD
농작물은	농작물/NNG+은/JX
'선한세상'이란	'/SS+선/NNG+하/XSA+ㄴ/ETM+세상/NNG+'/SS+이/VCP+란/ETM
인터넷	인터넷/NNG
사이트를	사이트/NNG+를/JKO
통해	통하/VV+아/EC
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.4.1
박씨는 "건강식품을 팔았지만 정작 우리의 건강을 챙기지 못했다는 생각이 들었다"며 "공기 좋은 농촌에서 건강을 관리하면서 가장 질좋은 재료로 건강식품을 만들어 팔고 싶었다"고 말했다.

박씨는	박/NNP+씨/NNB+는/JX
"건강식품을	"/SS+건강식품/NNG+을/JKO
팔았지만	팔/VV+았/EP+지만/EC
정작	정작/MAG
우리의	우리/NP+의/JKG
건강을	건강/NNG+을/JKO
챙기지	챙기/VV+지/EC
못했다는	못하/VX+았/EP+다는/ETM
생각이	생각/NNG+이/JKS
들었다"며	들/VV+었/EP+다/EF+"/SS+며/EC
"공기	"/SS+공기/NNG
좋은	좋/VA+은/ETM
농촌에서	농촌/NNG+에서/JKB
관리하면서	관리/NNG+하/XSV+면서/EC
가장	가장/MAG
질좋은	질/NNG+좋/VA+은/ETM
재료로	재료/NNG+로/JKB
건강식품을	건강식품/NNG+을/JKO
만들어	만들/VV+어/EC
팔고	팔/VV+고/EC
싶었다"고	싶/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.4.2
그는 "중학교에 다니는 두 아이도 농촌 생활에 만족한다"고 했다.

그는	그/NP+는/JX
"중학교에	"/SS+중학교/NNG+에/JKB
다니는	다니/VV+는/ETM
두	두/MMN
아이도	아이/NNG+도/JX
농촌	농촌/NNG
생활에	생활/NNG+에/JKB
만족한다"고	만족/NNG+하/XSA+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.5.1
강진군 군동면 호계리에서 오리를 사육하는 송영갑(63)씨는 2004년까지 서울에서 음식점을 했다.

강진군	강진군/NNP
군동면	군동면/NNP
호계리에서	호계리/NNP+에서/JKB
오리를	오리/NNG+를/JKO
사육하는	사육/NNG+하/XSV+는/ETM
송영갑(63)씨는	송영갑/NNP+(/SS+63/SN+)/SS+씨/NNB+는/JX
2004년까지	2004/SN+년/NNB+까지/JX
서울에서	서울/NNP+에서/JKB
음식점을	음식점/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.5.2
고향은 영암. "언제가 꼭 고향에 내려가 농사를 짓겠다"는 계획을 2005년에야 실천했다.

고향은	고향/NNG+은/JX
영암.	영암/NNP+./SF
"언제가	"/SS+언제/NP+이/VCP+ㄴ가/EF
꼭	꼭/MAG
고향에	고향/NNG+에/JKB
내려가	내려가/VV+아/EC
농사를	농사/NNG+를/JKO
짓겠다"는	짓/VV+겠/EP+다/EF+"/SS+는/ETM
계획을	계획/NNG+을/JKO
2005년에야	2005/SN+년/NNB+에/JKB+야/JX
실천했다.	실천/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.5.3
송씨는 "고향처럼 따뜻한 정이 흐르는 강진의 생활에 만족한다"며 "꿈에 그리던 귀농을 실천하게 된 것은 인생에서 가장 큰 복"이라고 말했다.

송씨는	송/NNP+씨/NNB+는/JX
"고향처럼	"/SS+고향/NNG+처럼/JKB
따뜻한	따뜻하/VA+ㄴ/ETM
정이	정/NNG+이/JKS
흐르는	흐르/VV+는/ETM
강진의	강진/NNP+의/JKG
생활에	생활/NNG+에/JKB
만족한다"며	만족/NNG+하/XSA+ㄴ다/EF+"/SS+며/EC
"꿈에	"/SS+꿈/NNG+에/JKB
그리던	그리/VV+던/ETM
귀농을	귀농/NNG+을/JKO
실천하게	실천/NNG+하/XSV+게/EC
된	되/VV+ㄴ/ETM
것은	것/NNB+은/JX
인생에서	인생/NNG+에서/JKB
가장	가장/MAG
큰	크/VA+ㄴ/ETM
복"이라고	복/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.6.1
전남도 귀농인구가 꾸준히 늘고 있다.

전남도	전남도/NNP
귀농인구가	귀농/NNG+인구/NNG+가/JKS
꾸준히	꾸준히/MAG
늘고	늘/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.397.6.2
2007년 257가구이던 지역의 귀농인구는 2008년 289가구, 2009년 549가구로 증가세를 유지 중이다.

2007년	2007/SN+년/NNB
257가구이던	257/SN+가구/NNG+이/VCP+던/ETM
지역의	지역/NNG+의/JKG
귀농인구는	귀농/NNG+인구/NNG+는/JX
2008년	2008/SN+년/NNB
289가구,	289/SN+가구/NNG+,/SP
2009년	2009/SN+년/NNB
549가구로	549/SN+가구/NNG+로/JKB
증가세를	증가세/NNG+를/JKO
유지	유지/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.397.6.3
지난해의 경우는 768가구 1901명이 농촌생활을 시작했다.

지난해의	지난해/NNG+의/JKG
경우는	경우/NNG+는/JX
768가구	768/SN+가구/NNG
1901명이	1901/SN+명/NNB+이/JKS
농촌생활을	농촌/NNG+생활/NNG+을/JKO
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.6.4
이 중 20~30대 귀농가구는 134가구(17%)에 달했다.

이	이/NP
중	중/NNB
20~30대	20/SN+~/SO+30/SN+대/NNB
귀농가구는	귀농/NNG+가구/NNG+는/JX
134가구(17%)에	134/SN+가구/NNG+(/SS+17/SN+%/SW+)/SS+에/JKB
달했다.	달하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.6.5
지난해 전남도 귀농인은 전국(4067가구)의 19%를 차지, 경북에 이어 두 번째로 귀농인이 많았다.

지난해	지난해/NNG
전남도	전남도/NNP
귀농인은	귀농인/NNG+은/JX
전국(4067가구)의	전국/NNG+(/SS+4067/SN+가구/NNG+)/SS+의/JKG
19%를	19/SN+%/SW+를/JKO
차지,	차지/NNG+,/SP
경북에	경북/NNP+에/JKB
이어	잇/VV+어/EC
두	두/MMN
번째로	번/NNB+째/XSN+로/JKB
귀농인이	귀농인/NNG+이/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000030.397.6.6
강진·장흥·영암·해남 등지가 인기 귀농지역으로 꼽힌다.

강진·장흥·영암·해남	강진/NNP+·/SP+장흥/NNP+·/SP+영암/NNP+·/SP+해남/NNP
등지가	등지/NNB+가/JKS
인기	인기/NNG
귀농지역으로	귀농/NNG+지역/NNG+으로/JKB
꼽힌다.	꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.7.1
최광일 도 영농지원 담당은 "친환경 농업 여건과 먹을거리가 풍부하고 다른 지역보다 온화해 도시민들이 귀농지역으로 전남을 선호한다"며 "무엇보다 주택·토지가격이 저렴해 초기 정착비용에 큰 부담이 없다는 게 장점"이라고 말했다.

최광일	최광일/NNP
도	도/NNG
영농지원	영농/NNG+지원/NNG
담당은	담당/NNG+은/JX
"친환경	"/SS+친/XPN+환경/NNG
농업	농업/NNG
여건과	여건/NNG+과/JC
먹을거리가	먹을거리/NNG+가/JKS
풍부하고	풍부하/VA+고/EC
다른	다른/MMD
지역보다	지역/NNG+보다/JKB
온화해	온화하/VA+아/EC
도시민들이	도시민/NNG+들/XSN+이/JKS
귀농지역으로	귀농/NNG+지역/NNG+으로/JKB
전남을	전남/NNP+을/JKO
선호한다"며	선호/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
"무엇보다	"/SS+무엇/NP+보다/JKB
주택·토지가격이	주택/NNG+·/SP+토지/NNG+가격/NNG+이/JKS
저렴해	저렴하/VA+아/EC
초기	초기/NNG
정착비용에	정착/NNG+비용/NNG+에/JKB
큰	크/VA+ㄴ/ETM
부담이	부담/NNG+이/JKS
없다는	없/VA+다는/ETM
게	거/NNB+이/JKS
장점"이라고	장점/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.8.1
도는 내친김에 2014년까지 귀농 1만가구 시대를 열기로 했다.

도는	도/NNG+는/JX
내친김에	내친김/NNG+에/JKB
2014년까지	2014/SN+년/NNB+까지/JX
귀농	귀농/NNG
1만가구	1/SN+만/NR+가구/NNG
시대를	시대/NNG+를/JKO
열기로	열/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.8.2
이를 위해 '귀농 지원조례' '영농기술 책자 발간' '귀농 종합지원센터' 건립 등 다양한 시책을 추진한다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
'귀농	'/SS+귀농/NNG
지원조례'	지원/NNG+조례/NNG+'/SS
'영농기술	'/SS+영농/NNG+기술/NNG
책자	책자/NNG
발간'	발간/NNG+'/SS
종합지원센터'	종합/NNG+지원/NNG+센터/NNG+'/SS
건립	건립/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
시책을	시책/NNG+을/JKO
추진한다.	추진/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.8.3
올해 1500가구, 내년 2000가구, 2013년 2500가구, 2014년 4000가구를 유치할 계획이다.

올해	올해/NNG
1500가구,	1500/SN+가구/NNG+,/SP
내년	내년/NNG
2000가구,	2000/SN+가구/NNG+,/SP
2013년	2013/SN+년/NNB
2500가구,	2500/SN+가구/NNG+,/SP
2014년	2014/SN+년/NNB
4000가구를	4000/SN+가구/NNG+를/JKO
유치할	유치/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.397.9.1
도 농업정책과장은 "2009년부터 귀농인이 매년 50% 이상 급격히 증가하고 있다"며 "712만명에 이르는 1950~60년대생 베이비 붐 세대의 본격적인 은퇴시기와 맞물려 앞으로 귀농 희망자가 지속적으로 증가할 것"이라고 말했다.

도	도/NNG
농업정책과장은	농업/NNG+정책과장/NNG+은/JX
"2009년부터	"/SS+2009/SN+년/NNB+부터/JX
귀농인이	귀농인/NNG+이/JKS
매년	매년/MAG
50%	50/SN+%/SW
이상	이상/NNG
급격히	급격히/MAG
증가하고	증가/NNG+하/XSV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"712만명에	"/SS+712/SN+만/NR+명/NNB+에/JKB
이르는	이르/VV+는/ETM
1950~60년대생	1950/SN+~/SO+60/SN+년대/NNB+생/XSN
베이비	베이비/NNG
붐	붐/NNG
세대의	세대/NNG+의/JKG
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
은퇴시기와	은퇴/NNG+시기/NNG+와/JKB
맞물려	맞물리/VV+어/EC
앞으로	앞/NNG+으로/JKB
귀농	귀농/NNG
희망자가	희망자/NNG+가/JKS
지속적으로	지속/NNG+적/XSN+으로/JKB
증가할	증가/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.10.1
도는 군 전역자와 귀농학교 교육생, 퇴직 예정자, 도시지역 구직자 등을 대상으로 전남도의 이런 귀농 여건을 적극 알리는 귀농설명회를 개최키로 했다.

도는	도/NNG+는/JX
군	군/NNG
전역자와	전역자/NNG+와/JC
귀농학교	귀농/NNG+학교/NNG
교육생,	교육/NNG+생/XSN+,/SP
퇴직	퇴직/NNG
예정자,	예정자/NNG+,/SP
도시지역	도시/NNG+지역/NNG
구직자	구직자/NNG
등을	등/NNB+을/JKO
대상으로	대상/NNG+으로/JKB
전남도의	전남도/NNP+의/JKG
이런	이런/MMD
귀농	귀농/NNG
여건을	여건/NNG+을/JKO
적극	적극/NNG
알리는	알리/VV+는/ETM
귀농설명회를	귀농/NNG+설명회/NNG+를/JKO
개최키로	개최/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.397.10.2
또 귀농을 희망하는 도시민에게 농가주택·농지·축사·농기계 등을 쉽게 검색·구입할 수 있도록 '귀농 인터넷 복덕방'을 운영한다.

또	또/MAG
귀농을	귀농/NNG+을/JKO
희망하는	희망/NNG+하/XSV+는/ETM
도시민에게	도시민/NNG+에게/JKB
농가주택·농지·축사·농기계	농가/NNG+주택/NNG+·/SP+농지/NNG+·/SP+축사/NNG+·/SP+농기계/NNG
등을	등/NNB+을/JKO
쉽게	쉽/VA+게/EC
검색·구입할	검색/NNG+·/SP+구입/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
'귀농	'/SS+귀농/NNG
인터넷	인터넷/NNG
복덕방'을	복덕방/NNG+'/SS+을/JKO
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.11.1
귀농·귀촌 가이드, 귀농 소식과 정보들을 종합 지원하는 홈페이지(귀농종합지원센터)도 구축, 운영한다.

귀농·귀촌	귀농/NNG+·/SP+귀촌/NNG
가이드,	가이드/NNG+,/SP
귀농	귀농/NNG
소식과	소식/NNG+과/JC
정보들을	정보/NNG+들/XSN+을/JKO
종합	종합/NNG
지원하는	지원/NNG+하/XSV+는/ETM
홈페이지(귀농종합지원센터)도	홈페이지/NNG+(/SS+귀농/NNG+종합/NNG+지원/NNG+센터/NNG+)/SS+도/JX
구축,	구축/NNG+,/SP
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.11.2
특히 매년 귀농인 지원 대책 수립과 귀농인 지원에 대한 법적 근거 마련을 위해 '전남도 귀농인 지원조례'도 제정한다는 방침이다.

특히	특히/MAG
매년	매년/MAG
귀농인	귀농인/NNG
지원	지원/NNG
대책	대책/NNG
수립과	수립/NNG+과/JC
지원에	지원/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
법적	법/NNG+적/XSN
근거	근거/NNG
마련을	마련/NNG+을/JKO
위해	위하/VV+아/EC
'전남도	'/SS+전남도/NNP
지원조례'도	지원/NNG+조례/NNG+'/SS+도/JX
제정한다는	제정/NNG+하/XSV+ㄴ다는/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.397.12.1
시·군별 특화작목과 된장, 전통장류 등 농산물 가공업종을 선정해 관련 영농기술·창업 방법 등을 수록한 책자도 발간한다.

시·군별	시·군/NNG+별/XSN
특화작목과	특화/NNG+작목/NNG+과/JC
된장,	된장/NNG+,/SP
전통장류	전통/NNG+장류/NNG
등	등/NNB
농산물	농산물/NNG
가공업종을	가공/NNG+업종/NNG+을/JKO
선정해	선정/NNG+하/XSV+아/EC
관련	관련/NNG
영농기술·창업	영농/NNG+기술/NNG+·/SP+창업/NNG
방법	방법/NNG
등을	등/NNB+을/JKO
수록한	수록/NNG+하/XSV+ㄴ/ETM
책자도	책자/NNG+도/JX
발간한다.	발간/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.397.12.2
또 귀농 후에도 영농기술과 정보를 상호 공유할 수 있도록 귀농 모임 결성을 지원한다.

또	또/MAG
귀농	귀농/NNG
후에도	후/NNG+에/JKB+도/JX
영농기술과	영농/NNG+기술/NNG+과/JC
정보를	정보/NNG+를/JKO
상호	상호/NNG
공유할	공유/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
모임	모임/NNG
결성을	결성/NNG+을/JKO
지원한다.	지원/NNG+하/XSV+ㄴ다/EF+./SF


