# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.296
metadata : {}


# id : NWRW1800000046.296.1.1
[2030 프리즘] 열심히 일할 기회도 없다면

[2030	[/SS+2030/SN
말이라는	말/NNG+이/VCP+라는/ETM
사실을	사실/NNG+을/JKO
알고	알/VV+고/EC
어안이	어안/NNG+이/JKS
벙벙해진다.	벙벙하/VA+아/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000046.296.2.3
기막혀했던 사람은 주인공만이 아니다.

기막혀했던	기막히/VA+어/EC+하/VX+았/EP+던/ETM
사람은	사람/NNG+은/JX
주인공만이	주인공/NNG+만/JX+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000046.296.2.4
'사랑의 매'가 당연한 걸로 받아들여졌던 환경에서 교육받은 나 역시 겨우 그 정도에 상처 입고 학교까지 팽개친 학생의 여리디여린 '유리 멘털'을 보며 속으로 혀를 찼다.

'사랑의	'/SS+사랑/NNG+의/JKG
매'가	매/NNG+'/SS+가/JKS
당연한	당연/NNG+하/XSA+ㄴ/ETM
걸로	거/NNB+ㄹ로/JKB
받아들여졌던	받아들이/VV+어/EC+지/VX+었/EP+던/ETM
환경에서	환경/NNG+에서/JKB
교육받은	교육/NNG+받/XSV+은/ETM
나	나/NP
역시	역시/MAG
겨우	겨우/MAG
그	그/MMD
정도에	정도/NNG+에/JKB
상처	상처/NNG
입고	입/VV+고/EC
학교까지	학교/NNG+까지/JX
팽개친	팽개치/VV+ㄴ/ETM
학생의	학생/NNG+의/JKG
여리디여린	여리/VA+디/EC+여리/VA+ㄴ/ETM
'유리	'/SS+유리/NNG
멘털'을	멘털/NNG+'/SS+을/JKO
보며	보/VV+며/EC
속으로	속/NNG+으로/JKB
혀를	혀/NNG+를/JKO
찼다.	차/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.296.3.1
최근에 우연히 식당 옆자리에 앉은 사회 초년병들의 대화를 들으며 몇 년 전 본 영화 속 이 장면을 다시 떠올렸다.

최근에	최근/NNG+에/JKB
우연히	우연히/MAG
식당	식당/NNG
옆자리에	옆자리/NNG+에/JKB
앉은	앉/VV+은/ETM
사회	사회/NNG
초년병들의	초년병/NNG+들/XSN+의/JKG
대화를	대화/NNG+를/JKO
들으며	듣/VV+으며/EC
몇	몇/NR
년	년/NNB
전	전/NNG
본	보/VV+ㄴ/ETM
영화	영화/NNG
속	속/NNG
이	이/MMD
장면을	장면/NNG+을/JKO
다시	다시/MAG
떠올렸다.	떠올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.296.3.2
대화 내용 자체는 하나도 새로울 게 없었다.

대화	대화/NNG
내용	내용/NNG
자체는	자체/NNG+는/JX
하나도	하나/NR+도/JX
새로울	새롭/VA+ㄹ/ETM
게	거/NNB+이/JKS
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000046.296.3.3
'농경적 근면함'만을 최고 가치로 생각하는 부장님과 그 밑에서 박박 기어야 하는 부하들의 고달픈 일상.

'농경적	'/SS+농경/NNG+적/XSN
근면함'만을	근면/NNG+하/XSA+ㅁ/ETN+'/SS+만/JX+을/JKO
최고	최고/NNG
가치로	가치/NNG+로/JKB
생각하는	생각/NNG+하/XSV+는/ETM
부장님과	부장/NNG+님/XSN+과/JC
그	그/MMD
밑에서	밑/NNG+에서/JKB
박박	박박/MAG
기어야	기/VV+어야/EC
하는	하/VX+는/ETM
부하들의	부하/NNG+들/XSN+의/JKG
고달픈	고달프/VA+ㄴ/ETM
일상.	일상/NNG+./SF


# id : NWRW1800000046.296.3.4
그 흔하디흔한 레퍼토리가 끝나갈 무렵 나온 말이다.

그	그/MMD
흔하디흔한	흔하/VA+디/EC+흔하/VA+ㄴ/ETM
레퍼토리가	레퍼토리/NNG+가/JKS
끝나갈	끝나/VV+아/EC+가/VX+ㄹ/ETM
무렵	무렵/NNB
나온	나오/VV+ㄴ/ETM
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.296.3.5
"제일 듣기 싫은 건 걸핏하면 '분발합시다'야.

"제일	"/SS+제일/MAG
듣기	듣/VV+기/ETN
싫은	싫/VA+은/ETM
건	거/NNB+ㄴ/JX
걸핏하면	걸핏하면/MAG
'분발합시다'야.	'/SS+분발/NNG+하/XSV+ㅂ시다/EF+'/SS+이/VCP+야/EF+./SF


# id : NWRW1800000046.296.3.6
지금도 매일 야근인데 뭘 어떻게 더 분발해.

지금도	지금/NNG+도/JX
매일	매일/MAG
야근인데	야근/NNG+이/VCP+ㄴ데/EC
뭘	뭐/NP+ㄹ/JKO
어떻게	어떻/VA+게/EC
더	더/MAG
분발해.	분발/NNG+하/XSV+아/EF+./SF


# id : NWRW1800000046.296.3.7
또 분발해서 뭐해.

또	또/MAG
분발해서	분발/NNG+하/XSV+아서/EC
뭐해.	뭐/NP+하/VV+아/EF+./SF


# id : NWRW1800000046.296.3.8
일개미로 부려 먹히다 40대에 명퇴당할 텐데." 순간 비슷한 상황에서 "주마가편(走馬加鞭)이란 사자성어, 완전 엉터리 아니냐?

일개미로	일개미/NNG+로/JKB
부려	부리/VV+어/EC
먹히다	먹히/VV+다/EC
40대에	40/SN+대/NNB+에/JKB
명퇴당할	명퇴/NNG+당하/XSV+ㄹ/ETM
텐데."	터/NNB+이/VCP+ㄴ데/EF+./SF+"/SS
순간	순간/NNG
비슷한	비슷하/VA+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
"주마가편(走馬加鞭)이란	"/SS+주마가편/NNG+(/SS+走馬加鞭/SH+)/SS+이/VCP+란/ETM
사자성어,	사자성어/NNG+,/SP
완전	완전/NNG
엉터리	엉터리/NNG
아니냐?	아니/VCN+냐/EF+?/SF


# id : NWRW1800000046.296.3.9
채찍질만 한다고 어떻게 말이 계속 달리니?

채찍질만	채찍/NNG+질/XSN+만/JX
한다고	하/VV+ㄴ다고/EC
어떻게	어떻/VA+게/EC
말이	말/NNG+이/JKS
계속	계속/MAG
달리니?	달리/VV+니/EF+?/SF


# id : NWRW1800000046.296.3.10
자빠져 죽지"라고 핏대를 올리던 지인도 오버랩됐다.

자빠져	자빠지/VV+어/EC
죽지"라고	죽/VV+지/EF+"/SS+라고/JKQ
핏대를	핏대/NNG+를/JKO
올리던	올리/VV+던/ETM
지인도	지인/NNG+도/JX
오버랩됐다.	오버랩/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000046.296.4.1
'열심히'를 모토로 풍요의 문을 연 부장님 세대는 '역시 요즘 젊은 세대는 정신력이 약해'라고 한탄할지도 모른다.

'열심히'를	'/SS+열심히/MAG+'/SS+를/JKO
모토로	모토/NNG+로/JKB
풍요의	풍요/NNG+의/JKG
문을	문/NNG+을/JKO
연	열/VV+ㄴ/ETM
부장님	부장/NNG+님/XSN
세대는	세대/NNG+는/JX
'역시	'/SS+역시/MAG
요즘	요즘/NNG
젊은	젊/VA+은/ETM
정신력이	정신력/NNG+이/JKS
약해'라고	약하/VA+아/EF+'/SS+라고/JKQ
한탄할지도	한탄/NNG+하/XSV+ㄹ지/EC+도/JX
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.296.4.2
뼈 빠지게 일해서 기껏 살 만하게 만들어 놨는데, "열심히 해"라는 말 한마디 했다고 왜 이런 대접을 받아야 하느냐며 억울해할 수도 있다.

뼈	뼈/NNG
빠지게	빠지/VV+게/EC
일해서	일/NNG+하/XSV+아서/EC
기껏	기껏/MAG
살	살/VV+ㄹ/ETM
만하게	만/NNB+하/XSA+게/EC
만들어	만들/VV+어/EC
놨는데,	놓/VX+았/EP+는데/EC+,/SP
"열심히	"/SS+열심히/MAG
해"라는	하/VV+아/EF+"/SS+이/VCP+라는/ETM
말	말/NNG
한마디	한마디/NNG
했다고	하/VV+았/EP+다고/EC
왜	왜/MAG
이런	이런/MMD
대접을	대접/NNG+을/JKO
받아야	받/VV+아야/EC
하느냐며	하/VX+느냐며/EC
억울해할	억울/NNG+하/XSA+아/EC+하/VX+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.296.5.1
그런데 2030 청춘들도 억울하긴 마찬가지다.

그런데	그런데/MAJ
2030	2030/SN
청춘들도	청춘/NNG+들/XSN+도/JX
억울하긴	억울/NNG+하/XSA+기/ETN+ㄴ/JX
마찬가지다.	마찬가지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.296.5.2
배고픔을 물려받지 않았지만, 죽어라 공부해도 취업은 안 되고, 운 좋게 직장에 들어가 아무리 일해도 자기 수입만으로는 집 한 칸 사기 어렵다.

배고픔을	배고픔/NNG+을/JKO
물려받지	물려받/VV+지/EC
않았지만,	않/VX+았/EP+지만/EC+,/SP
죽어라	죽/VV+어라/EF
공부해도	공부/NNG+하/XSV+아도/EC
취업은	취업/NNG+은/JX
안	안/MAG
되고,	되/VV+고/EC+,/SP
운	운/NNG
좋게	좋/VA+게/EC
직장에	직장/NNG+에/JKB
들어가	들어가/VV+아/EC
아무리	아무리/MAG
일해도	일/NNG+하/XSV+아도/EC
자기	자기/NNG
수입만으로는	수입/NNG+만/JX+으로/JKB+는/JX
집	집/NNG
한	한/MMN
칸	칸/NNG
사기	사/VV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000046.296.5.3
과거의 '평생직장'은 사라진 지 오래다.

과거의	과거/NNG+의/JKG
'평생직장'은	'/SS+평생직장/NNG+'/SS+은/JX
사라진	사라지/VV+ㄴ/ETM
지	지/NNB
오래다.	오래/VA+다/EF+./SF


# id : NWRW1800000046.296.6.1
자수성가의 신화가 실현 가능했던 시절 젊은 날을 보낸 세대는 "열심히 해"라는 말을 활력소 삼아 저만치 보이는 목표물을 향해 전력 질주할 수 있었다.

자수성가의	자수성가/NNG+의/JKG
신화가	신화/NNG+가/JKS
실현	실현/NNG
가능했던	가능/NNG+하/XSA+았/EP+던/ETM
시절	시절/NNG
젊은	젊/VA+은/ETM
날을	날/NNG+을/JKO
보낸	보내/VV+ㄴ/ETM
세대는	세대/NNG+는/JX
"열심히	"/SS+열심히/MAG
해"라는	하/VV+아/EF+"/SS+이/VCP+라는/ETM
말을	말/NNG+을/JKO
활력소	활력소/NNG
삼아	삼/VV+아/EC
저만치	저만치/MAG
보이는	보이/VV+는/ETM
목표물을	목표물/NNG+을/JKO
향해	향하/VV+아/EC
전력	전력/NNG
질주할	질주/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000046.296.6.2
하지만 아무리 달려도 제자리걸음을 거듭하는 지금의 젊은 세대, 물려받을 재산이 없어 스스로를 '흙수저'라고 자학하는 이들에겐 "열심히 해"라는 말도 폭력처럼 느껴질 수 있다.

하지만	하지만/MAJ
아무리	아무리/MAG
달려도	달리/VV+어도/EC
제자리걸음을	제자리걸음/NNG+을/JKO
거듭하는	거듭/MAG+하/XSV+는/ETM
지금의	지금/NNG+의/JKG
젊은	젊/VA+은/ETM
세대,	세대/NNG+,/SP
물려받을	물려받/VV+을/ETM
재산이	재산/NNG+이/JKS
없어	없/VA+어/EC
스스로를	스스로/NNG+를/JKO
'흙수저'라고	'/SS+흙수저/NNG+'/SS+라고/JKQ
자학하는	자학/NNG+하/XSV+는/ETM
이들에겐	이/NNB+들/XSN+에게/JKB+ㄴ/JX
"열심히	"/SS+열심히/MAG
해"라는	하/VV+아/EF+"/SS+이/VCP+라는/ETM
말도	말/NNG+도/JX
폭력처럼	폭력/NNG+처럼/JKB
느껴질	느끼/VV+어/EC+지/VX+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.296.7.1
그래도 "왜 분발해야 해?"라고 반발할 수 있는 이들은 그나마 운이 좋은 건지도 모른다.

그래도	그래도/MAJ
"왜	"/SS+왜/MAG
분발해야	분발/NNG+하/XSV+아야/EC
해?"라고	하/VX+아/EF+?/SF+"/SS+라고/JKQ
반발할	반발/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
이들은	이/NNB+들/XSN+은/JX
그나마	그나마/MAG
운이	운/NNG+이/JKS
좋은	좋/VA+은/ETM
건지도	거/NNB+이/VCP+ㄴ지/EC+도/JX
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.296.7.2
직장에서 "열심히 해"라는 채찍질을 받을 수조차 없는 주변의 수많은 청년 실업자들은 '열심히 할 기회'마저 박탈당한 채 오늘도 젊음을 소모하고 있다.

직장에서	직장/NNG+에서/JKB
"열심히	"/SS+열심히/MAG
해"라는	하/VV+아/EF+"/SS+이/VCP+라는/ETM
채찍질을	채찍/NNG+질/XSN+을/JKO
받을	받/VV+을/ETM
수조차	수/NNB+조차/JX
없는	없/VA+는/ETM
주변의	주변/NNG+의/JKG
수많은	수많/VA+은/ETM
청년	청년/NNG
실업자들은	실업자/NNG+들/XSN+은/JX
'열심히	'/SS+열심히/MAG
할	하/VV+ㄹ/ETM
기회'마저	기회/NNG+'/SS+마저/JX
박탈당한	박탈/NNG+당하/XSV+ㄴ/ETM
채	채/NNB
오늘도	오늘/NNG+도/JX
젊음을	젊음/NNG+을/JKO
소모하고	소모/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


