# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.357
metadata : {}


# id : NWRW1800000033.357.1.1
與 “盧 NLL 발언은 대북게이트”… 文 조준?

與	與/SH
이한구 원내대표는 이날 국회에서 기자간담회를 열고 “국회 외교통상통일위원회 국정감사에서 공개된 ‘노무현-김정일 대화록’은 국기를 문란케 하는 엄청난 사건”이라며 이를 ‘영토주권을 포기한 대북게이트’로 규정했다.

이한구	이한구/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
이날	이날/NNG
국회에서	국회/NNG+에서/JKB
기자간담회를	기자/NNG+간담회/NNG+를/JKO
열고	열/VV+고/EC
“국회	“/SS+국회/NNG
외교통상통일위원회	외교/NNG+통상/NNG+통일/NNG+위원회/NNG
국정감사에서	국정/NNG+감사/NNG+에서/JKB
공개된	공개/NNG+되/XSV+ㄴ/ETM
‘노무현-김정일	‘/SS+노무현/NNP+-/SO+김정일/NNP
대화록’은	대화록/NNG+’/SS+은/JX
국기를	국기/NNG+를/JKO
문란케	문란/NNG+하/XSA+게/EC
하는	하/VX+는/ETM
엄청난	엄청나/VA+ㄴ/ETM
사건”이라며	사건/NNG+”/SS+이/VCP+라며/EC
이를	이/NP+를/JKO
‘영토주권을	‘/SS+영토/NNG+주권/NNG+을/JKO
포기한	포기/NNG+하/XSV+ㄴ/ETM
대북게이트’로	대북/NNG+게이트/NNG+’/SS+로/JKB
규정했다.	규정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.4.2
그러면서 △대화록의 존재 여부 및 내용을 확인하기 위한 국회 국정조사 실시 △당 진상조사특위 구성 △국회 정보위원회 긴급 소집을 추진하겠다고 밝혔다.

그러면서	그러/VV+면서/EC
△대화록의	△/SW+대화록/NNG+의/JKG
존재	존재/NNG
여부	여부/NNG
및	및/MAG
내용을	내용/NNG+을/JKO
확인하기	확인/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
국회	국회/NNG
국정조사	국정/NNG+조사/NNG
실시	실시/NNG
△당	△/SW+당/NNG
진상조사특위	진상/NNG+조사/NNG+특위/NNG
구성	구성/NNG
△국회	△/SW+국회/NNG
정보위원회	정보/NNG+위원회/NNG
긴급	긴급/NNG
소집을	소집/NNG+을/JKO
추진하겠다고	추진/NNG+하/XSV+겠/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.357.4.3
당 진상조사특위는 송광호 의원이 위원장을 맡아 11일 첫 회의를 열기로 했다.

당	당/NNG
진상조사특위는	진상/NNG+조사/NNG+특위/NNG+는/JX
송광호	송광호/NNP
의원이	의원/NNG+이/JKS
위원장을	위원장/NNG+을/JKO
맡아	맡/VV+아/EC
11일	11/SN+일/NNB
첫	첫/MMN
회의를	회의/NNG+를/JKO
열기로	열/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.5.1
새누리당은 노 전 대통령의 NLL 무효화 구두약속 의혹뿐 아니라 ‘북핵 문제에서 북한을 대변하겠다’는 발언, 주한미군 철수 문제, 대규모 대북지원 약속 등에 대해서도 진상조사가 필요하다는 방침을 정했다.

새누리당은	새누리당/NNP+은/JX
노	노/NNP
전	전/MMD
대통령의	대통령/NNG+의/JKG
NLL	NLL/SL
무효화	무효/NNG+화/XSN
구두약속	구두/NNG+약속/NNG
의혹뿐	의혹/NNG+뿐/JX
아니라	아니/VCN+라/EC
‘북핵	‘/SS+북핵/NNG
문제에서	문제/NNG+에서/JKB
북한을	북한/NNP+을/JKO
대변하겠다’는	대변/NNG+하/XSV+겠/EP+다/EF+’/SS+는/ETM
발언,	발언/NNG+,/SP
주한미군	주한/NNG+미군/NNG
철수	철수/NNG
문제,	문제/NNG+,/SP
대규모	대/XPN+규모/NNG
대북지원	대북/NNG+지원/NNG
약속	약속/NNG
등에	등/NNB+에/JKB
대해서도	대하/VV+아서/EC+도/JX
진상조사가	진상/NNG+조사/NNG+가/JKS
필요하다는	필요/NNG+하/XSA+다는/ETM
방침을	방침/NNG+을/JKO
정했다.	정하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.6.1
이날 민주당의 거부로 정보위가 열리지 못하자 새누리당 소속 정보위원들은 따로 회의를 열었다.

이날	이날/NNG
민주당의	민주당/NNP+의/JKG
거부로	거부/NNG+로/JKB
정보위가	정보위/NNG+가/JKS
열리지	열리/VV+지/EC
못하자	못하/VX+자/EC
새누리당	새누리당/NNP
소속	소속/NNG
정보위원들은	정보위원/NNG+들/XSN+은/JX
따로	따로/MAG
회의를	회의/NNG+를/JKO
열었다.	열/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.357.6.2
서상기 정보위원장은 “(당시) 대통령을 보필한 비서실장이 국민이 납득할 수 없는 보좌를 했다면 대통령 자격이 없다”고 문 후보를 겨냥했다.

서상기	서상기/NNP
정보위원장은	정보/NNG+위원장/NNG+은/JX
“(당시)	“/SS+(/SS+당시/NNG+)/SS
대통령을	대통령/NNG+을/JKO
보필한	보필/NNG+하/XSV+ㄴ/ETM
비서실장이	비서실장/NNG+이/JKS
국민이	국민/NNG+이/JKS
납득할	납득/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
보좌를	보좌/NNG+를/JKO
했다면	하/VV+았/EP+다면/EC
대통령	대통령/NNG
자격이	자격/NNG+이/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
문	문/NNP
후보를	후보/NNG+를/JKO
겨냥했다.	겨냥/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.6.3
이상일 대변인, 이철우 원내대변인도 브리핑에서 “민주당과 문 후보는 떳떳하다면 국정조사를 받아라”고 압박했다.

이상일	이상일/NNP
대변인,	대변인/NNG+,/SP
이철우	이철우/NNP
원내대변인도	원내/NNG+대변인/NNG+도/JX
브리핑에서	브리핑/NNG+에서/JKB
“민주당과	“/SS+민주당/NNP+과/JC
문	문/NNP
후보는	후보/NNG+는/JX
떳떳하다면	떳떳하/VA+다면/EC
국정조사를	국정/NNG+조사/NNG+를/JKO
받아라”고	받/VV+아라/EF+”/SS+고/JKQ
압박했다.	압박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.7.1
이에 당시 남북 정상회담을 수행한 이재정 전 통일부 장관, 김만복 전 국가정보원장, 백종천 전 대통령안보실장은 국회에서 기자회견을 열고 “어떤 단독회담도, 비밀합의도 없었고 비밀녹취록도 존재하지 않는다”고 반박하면서 “세상을 떠난 전직 대통령의 명예를 훼손하고 정상회담의 권위와 가치를 무너뜨린 데 대해 엄중하게 책임을 물을 것”이라고 말했다.

이에	이/NP+에/JKB
당시	당시/NNG
남북	남북/NNP
정상회담을	정상/NNG+회담/NNG+을/JKO
수행한	수행/NNG+하/XSV+ㄴ/ETM
이재정	이재정/NNP
전	전/MMD
통일부	통일부/NNG
장관,	장관/NNG+,/SP
김만복	김만복/NNP
국가정보원장,	국가/NNG+정보원장/NNG+,/SP
백종천	백종천/NNP
대통령안보실장은	대통령/NNG+안보실장/NNG+은/JX
국회에서	국회/NNG+에서/JKB
기자회견을	기자/NNG+회견/NNG+을/JKO
열고	열/VV+고/EC
“어떤	“/SS+어떤/MMD
단독회담도,	단독/NNG+회담/NNG+도/JX+,/SP
비밀합의도	비밀/NNG+합의/NNG+도/JX
없었고	없/VA+었/EP+고/EC
비밀녹취록도	비밀/NNG+녹취록/NNG+도/JX
존재하지	존재/NNG+하/XSV+지/EC
않는다”고	않/VX+는다/EF+”/SS+고/JKQ
반박하면서	반박/NNG+하/XSV+면서/EC
“세상을	“/SS+세상/NNG+을/JKO
떠난	떠나/VV+ㄴ/ETM
전직	전직/NNG
대통령의	대통령/NNG+의/JKG
명예를	명예/NNG+를/JKO
훼손하고	훼손/NNG+하/XSV+고/EC
정상회담의	정상/NNG+회담/NNG+의/JKG
권위와	권위/NNG+와/JC
가치를	가치/NNG+를/JKO
무너뜨린	무너뜨리/VV+ㄴ/ETM
데	데/NNB
대해	대하/VV+아/EC
엄중하게	엄중/NNG+하/XSA+게/EC
책임을	책임/NNG+을/JKO
물을	묻/VV+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.8.1
이 전 장관은 기자들에게 “남북 정상회담의 대화록은 있지만 1급 비밀로 분류돼 있기 때문에 1급 비밀 취급 인가를 받은 관계자 외에는 열람할 수 없다”고 설명했다.

이	이/NNP
전	전/MMD
장관은	장관/NNG+은/JX
기자들에게	기자/NNG+들/XSN+에게/JKB
“남북	“/SS+남북/NNP
정상회담의	정상/NNG+회담/NNG+의/JKG
대화록은	대화록/NNG+은/JX
있지만	있/VA+지만/EC
1급	1/SN+급/NNG
비밀로	비밀/NNG+로/JKB
분류돼	분류/NNG+되/XSV+어/EC
있기	있/VX+기/ETN
때문에	때문/NNB+에/JKB
비밀	비밀/NNG
취급	취급/NNG
인가를	인가/NNG+를/JKO
받은	받/VV+은/ETM
관계자	관계자/NNG
외에는	외/NNB+에/JKB+는/JX
열람할	열람/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.8.2
또 “회담에서 NLL 관련 이야기는 나올 수도 없는 상황이었다”며 “다만 서해평화수역에 관한 이야기는 있었지만 그 내용은 실무진이 구체적으로 할 이야기였다”고 덧붙였다.

또	또/MAG
“회담에서	“/SS+회담/NNG+에서/JKB
NLL	NLL/SL
관련	관련/NNG
이야기는	이야기/NNG+는/JX
나올	나오/VV+ㄹ/ETM
수도	수/NNB+도/JX
없는	없/VA+는/ETM
상황이었다”며	상황/NNG+이/VCP+었/EP+다/EF+”/SS+며/EC
“다만	“/SS+다만/MAG
서해평화수역에	서해/NNP+평화/NNG+수역/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
있었지만	있/VA+었/EP+지만/EC
그	그/MMD
내용은	내용/NNG+은/JX
실무진이	실무진/NNG+이/JKS
구체적으로	구체/NNG+적/XSN+으로/JKB
할	하/VV+ㄹ/ETM
이야기였다”고	이야기/NNG+이/VCP+었/EP+다/EF+”/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.357.9.1
민주당 박지원 원내대표도 방송에 출연해 “(비밀대화록이) 존재하지도 않는 데다 (존재한다 하더라도) 불법 사실을 얘기한 것을 가지고 국정조사를 실시한다는 것은 국민에게 오히려 안보적으로 마이너스가 된다”며 국정조사 요구를 거부했다.

민주당	민주당/NNP
박지원	박지원/NNP
원내대표도	원내/NNG+대표/NNG+도/JX
방송에	방송/NNG+에/JKB
출연해	출연/NNG+하/XSV+아/EC
“(비밀대화록이)	“/SS+(/SS+비밀/NNG+대화록/NNG+이/JKS+)/SS
존재하지도	존재/NNG+하/XSV+지/EC+도/JX
않는	않/VX+는/ETM
데다	데/NNB+다/JX
(존재한다	(/SS+존재/NNG+하/XSV+ㄴ다/EF
하더라도)	하/VV+더라도/EC+)/SS
불법	불법/NNG
사실을	사실/NNG+을/JKO
얘기한	얘기/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
가지고	가지/VV+고/EC
국정조사를	국정/NNG+조사/NNG+를/JKO
실시한다는	실시/NNG+하/XSV+ㄴ다는/ETM
것은	것/NNB+은/JX
국민에게	국민/NNG+에게/JKB
오히려	오히려/MAG
안보적으로	안보/NNG+적/XSN+으로/JKB
마이너스가	마이너스/NNG+가/JKC
된다”며	되/VV+ㄴ다/EF+”/SS+며/EC
국정조사	국정/NNG+조사/NNG
요구를	요구/NNG+를/JKO
거부했다.	거부/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.357.9.2
박용진 대변인은 “국정조사 요구는 일고의 가치도 없는 허위날조를 기반으로 한 대선용 정쟁전술”이라고 주장했다.

박용진	박용진/NNP
대변인은	대변인/NNG+은/JX
“국정조사	“/SS+국정/NNG+조사/NNG
요구는	요구/NNG+는/JX
일고의	일고/NNG+의/JKG
가치도	가치/NNG+도/JX
없는	없/VA+는/ETM
허위날조를	허위/NNG+날조/NNG+를/JKO
기반으로	기반/NNG+으로/JKB
한	하/VV+ㄴ/ETM
대선용	대선/NNG+용/XSN
정쟁전술”이라고	정쟁/NNG+전술/NNG+”/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


