# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.328
metadata : {}


# id : NWRW1800000029.328.1.1
[오늘과 내일/방형남]남북가스관 추진 전 MB가 답할 일

[오늘과	[/SS+오늘/NNG+과/JC
가치가	가치/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.328.6.1
그러나 굳어 있는 남북관계 상황에서 튀어나온 PNG 구상을 우려의 시선으로 바라보는 국민이 많다.

그러나	그러나/MAJ
굳어	굳/VV+어/EC
있는	있/VX+는/ETM
남북관계	남북/NNP+관계/NNG
상황에서	상황/NNG+에서/JKB
튀어나온	튀어나오/VV+ㄴ/ETM
PNG	PNG/SL
구상을	구상/NNG+을/JKO
우려의	우려/NNG+의/JKG
시선으로	시선/NNG+으로/JKB
바라보는	바라보/VV+는/ETM
국민이	국민/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000029.328.6.2
이 대통령의 가스관 사업이 국민의 폭넓은 지지를 받으려면 최소한 다음의 의구심에 대한 대답을 먼저 내놓아야 한다.

이	이/NNP
대통령의	대통령/NNG+의/JKG
가스관	가스관/NNG
사업이	사업/NNG+이/JKS
국민의	국민/NNG+의/JKG
폭넓은	폭넓/VA+은/ETM
지지를	지지/NNG+를/JKO
받으려면	받/VV+으려면/EC
최소한	최소한/MAG
다음의	다음/NNG+의/JKG
의구심에	의구심/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
대답을	대답/NNG+을/JKO
먼저	먼저/MAG
내놓아야	내놓/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.328.7.1
첫째는 MB 정부 대북(對北) 원칙과의 충돌이다.

첫째는	첫째/NR+는/JX
MB	MB/SL
정부	정부/NNG
대북(對北)	대북/NNG+(/SS+對北/SH+)/SS
원칙과의	원칙/NNG+과/JKB+의/JKG
충돌이다.	충돌/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.328.7.2
한나라당을 포함한 보수 진영이 그간 김대중 노무현 정부의 대북 정책을 ‘퍼주기’라고 공격한 논지의 핵심은 남에서 북으로 흘러간 현금이 김정일 정권의 핵과 미사일 개발 자금으로 쓰였다는 것이다.

한나라당을	한나라당/NNP+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
보수	보수/NNG
진영이	진영/NNG+이/JKS
그간	그/NP+간/XSN
김대중	김대중/NNP
노무현	노무현/NNP
정부의	정부/NNG+의/JKG
대북	대북/NNG
정책을	정책/NNG+을/JKO
‘퍼주기’라고	‘/SS+퍼주/VV+기/ETN+’/SS+라고/JKQ
공격한	공격/NNG+하/XSV+ㄴ/ETM
논지의	논지/NNG+의/JKG
핵심은	핵심/NNG+은/JX
남에서	남/NNP+에서/JKB
북으로	북/NNP+으로/JKB
흘러간	흘러가/VV+ㄴ/ETM
현금이	현금/NNG+이/JKS
김정일	김정일/NNP
정권의	정권/NNG+의/JKG
핵과	핵/NNG+과/JC
미사일	미사일/NNG
개발	개발/NNG
자금으로	자금/NNG+으로/JKB
쓰였다는	쓰이/VV+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.328.7.3
이 대통령도 2009년 7월 외국 언론 인터뷰에서 “과거 정부가 10년간 막대한 돈을 지원했으나 그 돈이 북한 사회의 개방을 돕는 데 사용되지 않고 핵무장을 하는 데 이용됐다는 의혹이 일고 있다”고 말했다.

이	이/NNP
대통령도	대통령/NNG+도/JX
2009년	2009/SN+년/NNB
7월	7/SN+월/NNB
외국	외국/NNG
언론	언론/NNG
인터뷰에서	인터뷰/NNG+에서/JKB
“과거	“/SS+과거/NNG
정부가	정부/NNG+가/JKS
10년간	10/SN+년/NNB+간/XSN
막대한	막대하/VA+ㄴ/ETM
돈을	돈/NNG+을/JKO
지원했으나	지원/NNG+하/XSV+았/EP+으나/EC
그	그/MMD
돈이	돈/NNG+이/JKS
북한	북한/NNP
사회의	사회/NNG+의/JKG
개방을	개방/NNG+을/JKO
돕는	돕/VV+는/ETM
데	데/NNB
사용되지	사용/NNG+되/XSV+지/EC
않고	않/VX+고/EC
핵무장을	핵무장/NNG+을/JKO
하는	하/VV+는/ETM
이용됐다는	이용/NNG+되/XSV+었/EP+다는/ETM
의혹이	의혹/NNG+이/JKS
일고	일/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.328.8.1
남-북-러 가스관이 완성되면 북한에 매년 막대한 현금이 들어간다.

남-북-러	남/NNP+-/SO+북/NNP+-/SO+러/NNP
가스관이	가스관/NNG+이/JKS
완성되면	완성/NNG+되/XSV+면/EC
북한에	북한/NNP+에/JKB
매년	매년/MAG
막대한	막대하/VA+ㄴ/ETM
현금이	현금/NNG+이/JKS
들어간다.	들어가/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.328.8.2
권원순 한국외국어대 교수는 북한을 지나는 가스관의 길이를 740km로 잡아 통과료를 연간 1억1840만 달러(약 1300억 원)로 추정했다.

권원순	권원순/NNP
한국외국어대	한국외국어대/NNP
교수는	교수/NNG+는/JX
북한을	북한/NNP+을/JKO
지나는	지나/VV+는/ETM
가스관의	가스관/NNG+의/JKG
길이를	길이/NNG+를/JKO
740km로	740/SN+km/SW+로/JKB
잡아	잡/VV+아/EC
통과료를	통과료/NNG+를/JKO
연간	연간/NNG
1억1840만	1/SN+억/NR+1840/SN+만/NR
달러(약	달러/NNB+(/SS+약/MMA
1300억	1300/SN+억/NR
원)로	원/NNB+)/SS+로/JKB
추정했다.	추정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.328.8.3
이 대통령이 대규모 남북 경협의 전제조건으로 북한에 요구한 ‘도발에 대한 책임 있는 조치’도 아직 나올 기미가 없다.

이	이/NNP
대통령이	대통령/NNG+이/JKS
대규모	대/XPN+규모/NNG
남북	남북/NNP
경협의	경협/NNG+의/JKG
전제조건으로	전제/NNG+조건/NNG+으로/JKB
북한에	북한/NNP+에/JKB
요구한	요구/NNG+하/XSV+ㄴ/ETM
‘도발에	‘/SS+도발/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
책임	책임/NNG
있는	있/VA+는/ETM
조치’도	조치/NNG+’/SS+도/JX
아직	아직/MAG
나올	나오/VV+ㄹ/ETM
기미가	기미/NNG+가/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.328.8.4
그렇다면 ‘가스관 원조’는 MB 정부 대북정책의 출발점인 ‘비핵 개방 3000’에도 배치된다.

그렇다면	그렇/VA+다면/EC
‘가스관	‘/SS+가스관/NNG
원조’는	원조/NNG+’/SS+는/JX
MB	MB/SL
정부	정부/NNG
대북정책의	대북/NNG+정책/NNG+의/JKG
출발점인	출발점/NNG+이/VCP+ㄴ/ETM
‘비핵	‘/SS+비핵/NNG
개방	개방/NNG
3000’에도	3000/SN+’/SS+에/JKB+도/JX
배치된다.	배치/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.328.8.5
결국 김 정권 연장에 기여할 것인가

결국	결국/MAG
김	김/NNP
정권	정권/NNG
연장에	연장/NNG+에/JKB
기여할	기여/NNG+하/XSV+ㄹ/ETM
것인가	것/NNB+이/VCP+ㄴ가/EF


# id : NWRW1800000029.328.9.1
둘째, 북한 독재정권 지원에 대한 우려다.

둘째,	둘째/NR+,/SP
북한	북한/NNP
독재정권	독재/NNG+정권/NNG
지원에	지원/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
우려다.	우려/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.328.9.2
1990년대 초 북한이 옛 소련의 붕괴와 동유럽 공산권의 몰락으로 위기에 몰렸을 때 노태우 정부는 남북기본합의서 채택과 비핵화 합의로 김일성의 근심을 덜어줬다.

1990년대	1990/SN+년대/NNB
초	초/NNB
북한이	북한/NNP+이/JKS
옛	옛/MMA
소련의	소련/NNP+의/JKG
붕괴와	붕괴/NNG+와/JC
동유럽	동유럽/NNP
공산권의	공산/NNG+권/XSN+의/JKG
몰락으로	몰락/NNG+으로/JKB
위기에	위기/NNG+에/JKB
몰렸을	몰리/VV+었/EP+을/ETM
때	때/NNG
노태우	노태우/NNP
정부는	정부/NNG+는/JX
남북기본합의서	남북/NNP+기본/NNG+합의서/NNG
채택과	채택/NNG+과/JC
비핵화	비핵/NNG+화/XSN
합의로	합의/NNG+로/JKB
김일성의	김일성/NNP+의/JKG
근심을	근심/NNG+을/JKO
덜어줬다.	덜/VV+어/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000029.328.9.3
김정일은 김대중 노무현 정부의 대대적인 지원 덕분에 1990년대 중후반 고난의 시기를 넘기고 핵실험을 두 차례나 했다.

김정일은	김정일/NNP+은/JX
김대중	김대중/NNP
노무현	노무현/NNP
정부의	정부/NNG+의/JKG
대대적인	대대적/NNG+이/VCP+ㄴ/ETM
지원	지원/NNG
덕분에	덕분/NNG+에/JKB
1990년대	1990/SN+년대/NNB
중후반	중후반/NNG
고난의	고난/NNG+의/JKG
시기를	시기/NNG+를/JKO
넘기고	넘기/VV+고/EC
핵실험을	핵/NNG+실험/NNG+을/JKO
두	두/MMN
차례나	차례/NNG+나/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.328.9.4
지금 북한 정권은 북아프리카와 중동의 독재정권이 잇따라 무너지는 것을 보며 떨고 있다.

지금	지금/MAG
북한	북한/NNP
정권은	정권/NNG+은/JX
북아프리카와	북아프리카/NNP+와/JC
중동의	중동/NNP+의/JKG
독재정권이	독재/NNG+정권/NNG+이/JKS
잇따라	잇따르/VV+아/EC
무너지는	무너지/VV+는/ETM
것을	것/NNB+을/JKO
보며	보/VV+며/EC
떨고	떨/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.328.9.5
북한의 변화가 전제되지 않는 PNG 사업은 김정일 정권의 연명을 위한 재정 지원 창구가 될 가능성이 크다.

북한의	북한/NNP+의/JKG
변화가	변화/NNG+가/JKS
전제되지	전제/NNG+되/XSV+지/EC
않는	않/VX+는/ETM
PNG	PNG/SL
사업은	사업/NNG+은/JX
김정일	김정일/NNP
정권의	정권/NNG+의/JKG
연명을	연명/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
재정	재정/NNG
지원	지원/NNG
창구가	창구/NNG+가/JKC
될	되/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000029.328.10.1
셋째, 참담한 실패 사례를 기억해야 한다.

셋째,	셋째/NR+,/SP
참담한	참담/NNG+하/XSA+ㄴ/ETM
실패	실패/NNG
사례를	사례/NNG+를/JKO
기억해야	기억/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.328.10.2
북한 신포에는 15억6200만 달러를 퍼부었으나 공사 중단으로 폐허가 된 경수로가 남아있다.

북한	북한/NNP
신포에는	신포/NNP+에/JKB+는/JX
15억6200만	15/SN+억/NR+6200/SN+만/NR
달러를	달러/NNB+를/JKO
퍼부었으나	퍼붓/VV+었/EP+으나/EC
공사	공사/NNG
중단으로	중단/NNG+으로/JKB
폐허가	폐허/NNG+가/JKC
된	되/VV+ㄴ/ETM
경수로가	경수로/NNG+가/JKS
남아있다.	남/VV+아/EC+있/VX+다/EF+./SF


# id : NWRW1800000029.328.10.3
남-북-미 합의를 헌신짝처럼 내던진 북한 때문에 11억3700만 달러의 우리 국민 세금이 날아갔다.

남-북-미	남/NNP+-/SO+북/NNP+-/SO+미/NNP
합의를	합의/NNG+를/JKO
헌신짝처럼	헌신짝/NNG+처럼/JKB
내던진	내던지/VV+ㄴ/ETM
북한	북한/NNP
때문에	때문/NNB+에/JKB
11억3700만	11/SN+억/NR+3700/SN+만/NR
달러의	달러/NNB+의/JKG
우리	우리/NP
국민	국민/NNG
세금이	세금/NNG+이/JKS
날아갔다.	날아가/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.328.10.4
권 교수는 남북한을 연결하는 가스관 건설비용을 22억 달러로 추정했다.

권	권/NNP
교수는	교수/NNG+는/JX
남북한을	남북한/NNP+을/JKO
연결하는	연결/NNG+하/XSV+는/ETM
가스관	가스관/NNG
건설비용을	건설/NNG+비용/NNG+을/JKO
22억	22/SN+억/NR
달러로	달러/NNB+로/JKB
추정했다.	추정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.328.10.5
PNG가 경수로의 전철을 밟지 않으리란 보장이 있는가.

PNG가	PNG/SL+가/JKS
경수로의	경수로/NNG+의/JKG
전철을	전철/NNG+을/JKO
밟지	밟/VV+지/EC
않으리란	않/VX+으리란/ETM
보장이	보장/NNG+이/JKS
있는가.	있/VA+는가/EF+./SF


# id : NWRW1800000029.328.10.6
더구나 남한에 대한 김정일 집단의 악의(惡意)가 가스관을 어떻게 악용할지 충분히 예상하고 대비할 수 있는가.

더구나	더구나/MAG
남한에	남한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
김정일	김정일/NNP
집단의	집단/NNG+의/JKG
악의(惡意)가	악의/NNG+(/SS+惡意/SH+)/SS+가/JKS
가스관을	가스관/NNG+을/JKO
어떻게	어떻/VA+게/EC
악용할지	악용/NNG+하/XSV+ㄹ지/EC
충분히	충분히/MAG
예상하고	예상/NNG+하/XSV+고/EC
대비할	대비/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는가.	있/VA+는가/EF+./SF


