# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.376
metadata : {}


# id : NWRW1800000030.376.1.1
[충청] "충무공 정신 생생하게 느껴보세요"

[충청]	[/SS+충청/NNP+]/SS
특히 교육동과 관리동의 지붕은 잔디를 심고 완만한 경사의 구릉 형태로 꾸며 주변 경관과 잘 어울리도록 설계했다.

특히	특히/MAG
교육동과	교육/NNG+동/NNG+과/JC
관리동의	관리/NNG+동/NNG+의/JKG
지붕은	지붕/NNG+은/JX
잔디를	잔디/NNG+를/JKO
심고	심/VV+고/EC
완만한	완만하/VA+ㄴ/ETM
경사의	경사/NNG+의/JKG
구릉	구릉/NNG
형태로	형태/NNG+로/JKB
꾸며	꾸미/VV+어/EC
주변	주변/NNG
경관과	경관/NNG+과/JKB
잘	잘/MAG
어울리도록	어울리/VV+도록/EC
설계했다.	설계/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.376.7.3
또 기존 현충사 경내 관리동을 철거한 뒤 잔디, 나무 등을 심어 탁 트인 조망을 확보했으며 기존 유물전시관도 향후 철거할 예정이다.

또	또/MAG
기존	기존/NNG
현충사	현충사/NNP
경내	경내/NNG
관리동을	관리/NNG+동/NNG+을/JKO
철거한	철거/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
잔디,	잔디/NNG+,/SP
나무	나무/NNG
등을	등/NNB+을/JKO
심어	심/VV+어/EC
탁	탁/MAG
트인	트이/VV+ㄴ/ETM
조망을	조망/NNG+을/JKO
확보했으며	확보/NNG+하/XSV+았/EP+으며/EC
유물전시관도	유물/NNG+전시관/NNG+도/JX
향후	향후/NNG
철거할	철거/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.376.8.1
기존에 너무 정적인 전시에 그쳤던 현충사 안 유물전시관과 달리 3D 입체영상물 상영시설, 강당 등을 갖추고 다양한 볼거리와 역사교육 프로그램을 운영할 수 있도록 꾸며지는 것이 특징이다.

기존에	기존/NNG+에/JKB
너무	너무/MAG
정적인	정적/NNG+이/VCP+ㄴ/ETM
전시에	전시/NNG+에/JKB
그쳤던	그치/VV+었/EP+던/ETM
현충사	현충사/NNP
안	안/NNG
유물전시관과	유물/NNG+전시관/NNG+과/JKB
달리	달리/MAG
3D	3/SN+D/SL
입체영상물	입체/NNG+영상물/NNG
상영시설,	상영/NNG+시설/NNG+,/SP
강당	강당/NNG
등을	등/NNB+을/JKO
갖추고	갖추/VV+고/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
볼거리와	볼거리/NNG+와/JC
역사교육	역사/NNG+교육/NNG
프로그램을	프로그램/NNG+을/JKO
운영할	운영/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
꾸며지는	꾸미/VV+어/EC+지/VX+는/ETM
것이	것/NNB+이/JKS
특징이다.	특징/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.376.9.1
전시관동(675㎡)에는 난중일기, 충무공의 검 등 유물 60여점이 전시되며 임진왜란, 조선수군, 충무공의 생애 등이 소개된다.

전시관동(675㎡)에는	전시관/NNG+동/NNG+(/SS+675/SN+㎡/SW+)/SS+에/JKB+는/JX
난중일기,	난중일기/NNP+,/SP
충무공의	충무공/NNP+의/JKG
검	검/NNG
등	등/NNB
유물	유물/NNG
60여점이	60/SN+여/XSN+점/NNB+이/JKS
전시되며	전시/NNG+되/XSV+며/EC
임진왜란,	임진왜란/NNG+,/SP
조선수군,	조선/NNP+수군/NNG+,/SP
생애	생애/NNG
등이	등/NNB+이/JKS
소개된다.	소개/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.376.9.2
노량해전 영상물 등을 상영하는 3D영상 상영실도 들어선다.

노량해전	노량/NNP+해전/NNG
영상물	영상물/NNG
등을	등/NNB+을/JKO
상영하는	상영/NNG+하/XSV+는/ETM
3D영상	3/SN+D/SL+영상/NNG
상영실도	상영실/NNG+도/JX
들어선다.	들어서/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.376.9.3
교육동에선 '난중일기학교', '유물로 보는 이순신', '충무공 찾아 떠나는 여행' 등 다양한 교육프로그램을 진행할 예정이다.

교육동에선	교육/NNG+동/NNG+에서/JKB+ㄴ/JX
'난중일기학교',	'/SS+난중일기/NNP+학교/NNG+'/SS+,/SP
'유물로	'/SS+유물/NNG+로/JKB
보는	보/VV+는/ETM
이순신',	이순신/NNP+'/SS+,/SP
'충무공	'/SS+충무공/NNP
찾아	찾/VV+아/EC
떠나는	떠나/VV+는/ETM
여행'	여행/NNG+'/SS
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
교육프로그램을	교육/NNG+프로그램/NNG+을/JKO
진행할	진행/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.376.9.4
문화재청은 기념관에서 충무공의 생애와 사상, 전쟁사 등을 주제로 특별전을 정기적으로 개최한다는 계획이다.

문화재청은	문화재청/NNG+은/JX
기념관에서	기념관/NNG+에서/JKB
충무공의	충무공/NNP+의/JKG
생애와	생애/NNG+와/JC
사상,	사상/NNG+,/SP
전쟁사	전쟁사/NNG
등을	등/NNB+을/JKO
주제로	주제/NNG+로/JKB
특별전을	특별전/NNG+을/JKO
정기적으로	정기/NNG+적/XSN+으로/JKB
개최한다는	개최/NNG+하/XSV+ㄴ다는/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.376.10.1
현충사관리사무소는 "이순신기념관에는 보물로 지정 예정인 충무공 영의정 증직교지를 비롯, 충무공전서(8권) 등 다양한 유물이 새롭게 선보여 생생한 역사교육장으로 자리잡게 될 것"이라고 말했다.

현충사관리사무소는	현충사/NNP+관리/NNG+사무소/NNG+는/JX
"이순신기념관에는	"/SS+이순신기념관/NNP+에/JKB+는/JX
보물로	보물/NNG+로/JKB
지정	지정/NNG
예정인	예정/NNG+이/VCP+ㄴ/ETM
충무공	충무공/NNP
영의정	영의정/NNG
증직교지를	증직/NNG+교지/NNG+를/JKO
비롯,	비롯/XR+,/SP
충무공전서(8권)	충무공/NNP+전서/NNG+(/SS+8/SN+권/NNB+)/SS
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
유물이	유물/NNG+이/JKS
새롭게	새롭/VA+게/EC
선보여	선보이/VV+어/EC
생생한	생생하/VA+ㄴ/ETM
역사교육장으로	역사/NNG+교육장/NNG+으로/JKB
자리잡게	자리/NNG+잡/VV+게/EC
될	되/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


