# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.69
metadata : {}


# id : NWRW1800000045.69.1.1
[2015 대한민국 창조경제 대상]일자리 20만개 창출 목표로 바쁜 행보

[2015	[/SS+2015/SN
체결하였으며	체결/NNG+하/XSV+았/EP+으며/EC
△노사민정	△/SW+노사/NNG+민정/NNG
대표와	대표/NNG+와/JKB
함께	함께/MAG
국내외	국내외/NNG
기업	기업/NNG
방문과	방문/NNG+과/JC
투자유치에	투자/NNG+유치/NNG+에/JKB
직접	직접/MAG
나서는	나서/VV+는/ETM
등	등/NNB
좋은	좋/VA+은/ETM
일자리	일자리/NNG
유치를	유치/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
광폭	광폭/NNG
행보를	행보/NNG+를/JKO
실천해	실천/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000045.69.5.1
그동안 부산시는 좋은 일자리 창출을 위한 다양한 시책들이 성공적으로 추진될 수 있도록 시 조직체계를 일자리 중심으로 전환하고, 좋은 일자리 20만 개 창출을 위한 기반 구축에 시정의 역량을 집중하였다.

그동안	그동안/NNG
부산시는	부산시/NNP+는/JX
좋은	좋/VA+은/ETM
일자리	일자리/NNG
창출을	창출/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
시책들이	시책/NNG+들/XSN+이/JKS
성공적으로	성공/NNG+적/XSN+으로/JKB
추진될	추진/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
시	시/NNG
조직체계를	조직/NNG+체계/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
전환하고,	전환/NNG+하/XSV+고/EC+,/SP
20만	20/SN+만/NR
개	개/NNB
기반	기반/NNG
구축에	구축/NNG+에/JKB
시정의	시정/NNG+의/JKG
역량을	역량/NNG+을/JKO
집중하였다.	집중/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.69.5.2
△지난해 8월 시장 직속으로 ‘좋은기업유치위원회’를 발족 △금년 2월 지자체 최초로 ‘일자리위원회’ 출범 등은 이러한 의지가 반영된 것이기도 하다.

△지난해	△/SW+지난해/NNG
8월	8/SN+월/NNB
시장	시장/NNG
직속으로	직속/NNG+으로/JKB
‘좋은기업유치위원회’를	‘/SS+좋/VA+은/ETM+기업/NNG+유치/NNG+위원회/NNG+’/SS+를/JKO
발족	발족/NNG
△금년	△/SW+금년/NNG
2월	2/SN+월/NNB
지자체	지자체/NNG
최초로	최초/NNG+로/JKB
‘일자리위원회’	‘/SS+일자리/NNG+위원회/NNG+’/SS
출범	출범/NNG
등은	등/NNB+은/JX
이러한	이러하/VA+ㄴ/ETM
의지가	의지/NNG+가/JKS
반영된	반영/NNG+되/XSV+ㄴ/ETM
것이기도	것/NNB+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000045.69.6.1
이러한 노력의 대표적인 성과로서 민선 6기 새로운 일자리 전략인 ‘산업단지 고용대상별 Total Job Matching 프로젝트’가 2014년 전국 일자리경진대회 대상(대통령상, 고용부 주관)을 수상하였으며, 지역산업진흥계획 평가에서는 2년 연속 최우수등급(S)에 선정되어 국비 282억 원을 확보하는 등 기업지원 서비스 사업 확대를 위한 발판을 마련하였다.

이러한	이러하/VA+ㄴ/ETM
노력의	노력/NNG+의/JKG
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
성과로서	성과/NNG+로서/JKB
민선	민선/NNG
6기	6/SN+기/NNG
새로운	새롭/VA+ㄴ/ETM
일자리	일자리/NNG
전략인	전략/NNG+이/VCP+ㄴ/ETM
‘산업단지	‘/SS+산업/NNG+단지/NNG
고용대상별	고용/NNG+대상/NNG+별/XSN
Total	Total/SL
Job	Job/SL
Matching	Matching/SL
프로젝트’가	프로젝트/NNG+’/SS+가/JKS
2014년	2014/SN+년/NNB
전국	전국/NNG
일자리경진대회	일자리/NNG+경진/NNG+대회/NNG
대상(대통령상,	대상/NNG+(/SS+대통령상/NNG+,/SP
고용부	고용부/NNG
주관)을	주관/NNG+)/SS+을/JKO
수상하였으며,	수상/NNG+하/XSV+았/EP+으며/EC+,/SP
지역산업진흥계획	지역/NNG+산업/NNG+진흥/NNG+계획/NNG
평가에서는	평가/NNG+에서/JKB+는/JX
2년	2/SN+년/NNB
연속	연속/NNG
최우수등급(S)에	최/XPN+우수/NNG+등급/NNG+(/SS+S/SL+)/SS+에/JKB
선정되어	선정/NNG+되/XSV+어/EC
국비	국비/NNG
282억	282/SN+억/NR
원을	원/NNB+을/JKO
확보하는	확보/NNG+하/XSV+는/ETM
등	등/NNB
기업지원	기업/NNG+지원/NNG
서비스	서비스/NNG
사업	사업/NNG
확대를	확대/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
발판을	발판/NNG+을/JKO
마련하였다.	마련/NNG+하/XSV+았/EP+다/EF+./SF


