# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.385
metadata : {}


# id : NWRW1800000028.385.1.1
관광업계 ‘호재’ /항공쪽은 ‘비상’

관광업계	관광업/NNG+계/XSN
인접 지역의 유동인구·물량을 흡수하는, 이른바 ‘빨대효과’에 따라 유리해질 분야와 불리해질 영역을 구분하며 대책 마련을 서두르고 있다.

인접	인접/NNG
지역의	지역/NNG+의/JKG
유동인구·물량을	유동/NNG+인구/NNG+·/SP+물량/NNG+을/JKO
흡수하는,	흡수/NNG+하/XSV+는/ETM+,/SP
이른바	이른바/MAG
‘빨대효과’에	‘/SS+빨대/NNG+효과/NNG+’/SS+에/JKB
따라	따르/VV+아/EC
유리해질	유리/NNG+하/XSA+아/EC+지/VX+ㄹ/ETM
분야와	분야/NNG+와/JC
불리해질	불리/NNG+하/XSA+아/EC+지/VX+ㄹ/ETM
영역을	영역/NNG+을/JKO
구분하며	구분/NNG+하/XSV+며/EC
대책	대책/NNG
마련을	마련/NNG+을/JKO
서두르고	서두르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.385.5.1
영남 동부지역 자치단체들은 대체로 관광 분야에선 비교우위가 있을 것으로 보고 있다.

영남	영남/NNP
동부지역	동부/NNG+지역/NNG
자치단체들은	자치/NNG+단체/NNG+들/XSN+은/JX
대체로	대체로/MAG
관광	관광/NNG
분야에선	분야/NNG+에서/JKB+ㄴ/JX
비교우위가	비교/NNG+우위/NNG+가/JKS
있을	있/VA+을/ETM
것으로	것/NNB+으로/JKB
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.385.5.2
지역문화재와 음식문화를 체험하러 수도권에서 고속철도로 대거 방문할 가능성이 높다는 판단에서다.

지역문화재와	지역/NNG+문화재/NNG+와/JC
음식문화를	음식/NNG+문화/NNG+를/JKO
체험하러	체험/NNG+하/XSV+러/EC
수도권에서	수도/NNG+권/XSN+에서/JKB
고속철도로	고속/NNG+철도/NNG+로/JKB
대거	대거/MAG
방문할	방문/NNG+하/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다는	높/VA+다는/ETM
판단에서다.	판단/NNG+에서/JKB+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.6.1
부산시는 해양관광 등 관광상품을 개발하고 불꽃축제 등 지역축제와 연계한 순환크루즈를 운항할 예정이다.

부산시는	부산시/NNP+는/JX
해양관광	해양/NNG+관광/NNG
등	등/NNB
관광상품을	관광/NNG+상품/NNG+을/JKO
개발하고	개발/NNG+하/XSV+고/EC
불꽃축제	불꽃/NNG+축제/NNG
지역축제와	지역/NNG+축제/NNG+와/JKB
연계한	연계/NNG+하/XSV+ㄴ/ETM
순환크루즈를	순환/NNG+크루즈/NNG+를/JKO
운항할	운항/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.6.2
남해안·동남권과 연계한 관광상품 개발에도 적극 나섰다.

남해안·동남권과	남해안/NNP+·/SP+동남/NNG+권/XSN+과/JKB
연계한	연계/NNG+하/XSV+ㄴ/ETM
관광상품	관광/NNG+상품/NNG
개발에도	개발/NNG+에/JKB+도/JX
적극	적극/NNG
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.385.6.3
울산시는 영남알프스나, 울산역 근처 선사시대 유적인 반구대 암각화(국보 285호) 등 관광자원을 개발해 관광도시로 부상하겠다는 구상도 갖고 있다.

울산시는	울산시/NNP+는/JX
영남알프스나,	영남알프스/NNP+나/JX+,/SP
울산역	울산역/NNP
근처	근처/NNG
선사시대	선사/NNG+시대/NNG
유적인	유적/NNG+이/VCP+ㄴ/ETM
반구대	반구대/NNP
암각화(국보	암각화/NNG+(/SS+국보/NNG
285호)	285/SN+호/NNB+)/SS
등	등/NNB
관광자원을	관광/NNG+자원/NNG+을/JKO
개발해	개발/NNG+하/XSV+아/EC
관광도시로	관광/NNG+도시/NNG+로/JKB
부상하겠다는	부상/NNG+하/XSV+겠/EP+다는/ETM
구상도	구상/NNG+도/JX
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.385.6.4
경주시 관계자는 “시민들도 훨씬 편리해졌지만, 경주를 찾는 연간 관광객이 800만명에서 1000만명 이상으로 늘어날 것”이라며 “옛 관광도시의 명성을 되찾을 수 있는 길이 트였다”고 밝혔다.

경주시	경주시/NNP
관계자는	관계자/NNG+는/JX
“시민들도	“/SS+시민/NNG+들/XSN+도/JX
훨씬	훨씬/MAG
편리해졌지만,	편리/NNG+하/XSA+아/EC+지/VX+었/EP+지만/EC+,/SP
경주를	경주/NNP+를/JKO
찾는	찾/VV+는/ETM
연간	연간/NNG
관광객이	관광객/NNG+이/JKS
800만명에서	800/SN+만/NR+명/NNB+에서/JKB
1000만명	1000/SN+만/NR+명/NNB
이상으로	이상/NNG+으로/JKB
늘어날	늘어나/VV+ㄹ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“옛	“/SS+옛/MMA
관광도시의	관광/NNG+도시/NNG+의/JKG
명성을	명성/NNG+을/JKO
되찾을	되찾/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
길이	길/NNG+이/JKS
트였다”고	트이/VV+었/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.385.6.5
산업시설이 많은 포항과 울산은 수도권으로의 이동시간이 더 단축됨으로써 기업들의 물류비 단축 효과와 함께 산·학·연 협력체계 구축, 수도권 기업의 지역 유치운동에 탄력을 받을 것으로 기대하고 있다.

산업시설이	산업/NNG+시설/NNG+이/JKS
많은	많/VA+은/ETM
포항과	포항/NNP+과/JC
울산은	울산/NNP+은/JX
수도권으로의	수도/NNG+권/XSN+으로/JKB+의/JKG
이동시간이	이동/NNG+시간/NNG+이/JKS
더	더/MAG
단축됨으로써	단축/NNG+되/XSV+ㅁ/ETN+으로써/JKB
기업들의	기업/NNG+들/XSN+의/JKG
물류비	물류비/NNG
단축	단축/NNG
효과와	효과/NNG+와/JKB
함께	함께/MAG
산·학·연	산·학·연/NNG
협력체계	협력/NNG+체계/NNG
구축,	구축/NNG+,/SP
수도권	수도/NNG+권/XSN
기업의	기업/NNG+의/JKG
지역	지역/NNG
유치운동에	유치/NNG+운동/NNG+에/JKB
탄력을	탄력/NNG+을/JKO
받을	받/VV+을/ETM
것으로	것/NNB+으로/JKB
기대하고	기대/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.385.7.1
충북 청원군 강외면에 오송역이 들어섬에 따라, 충북도는 민자 7200억원으로 역세권을 개발해 오송생명과학단지·세종시·오송첨단의료복합단지 등을 아우르는 ‘오송바이오밸리’를 조성하는 계획을 추진중이다.

충북	충북/NNP
청원군	청원군/NNP
강외면에	강외면/NNP+에/JKB
오송역이	오송역/NNP+이/JKS
들어섬에	들어서/VV+ㅁ/ETN+에/JKB
따라,	따르/VV+아/EC+,/SP
충북도는	충북도/NNP+는/JX
민자	민자/NNG
7200억원으로	7200/SN+억/NR+원/NNB+으로/JKB
역세권을	역세권/NNG+을/JKO
개발해	개발/NNG+하/XSV+아/EC
오송생명과학단지·세종시·오송첨단의료복합단지	오송생명과학단지/NNP+·/SP+세종시/NNP+·/SP+오송첨단의료복합단지/NNP
등을	등/NNB+을/JKO
아우르는	아우르/VV+는/ETM
‘오송바이오밸리’를	‘/SS+오송바이오밸리/NNP+’/SS+를/JKO
조성하는	조성/NNG+하/XSV+는/ETM
계획을	계획/NNG+을/JKO
추진중이다.	추진/NNG+중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.8.1
반면 지역 항공업계는 초비상이다.

반면	반면/NNG
지역	지역/NNG
항공업계는	항공업/NNG+계/XSN+는/JX
초비상이다.	초/XPN+비상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.8.2
이미 경부고속철도 서울~대구 구간 개통으로 비행기 승객이 확 줄었는데, 다시 운행시간이 22분 더 단축되면서 승객 감소가 불가피할 것으로 전망된 탓이다.

이미	이미/MAG
경부고속철도	경부고속철도/NNP
서울~대구	서울/NNP+~/SO+대구/NNP
구간	구간/NNG
개통으로	개통/NNG+으로/JKB
비행기	비행기/NNG
승객이	승객/NNG+이/JKS
확	확/MAG
줄었는데,	줄/VV+었/EP+는데/EC+,/SP
다시	다시/MAG
운행시간이	운행/NNG+시간/NNG+이/JKS
22분	22/SN+분/NNB
더	더/MAG
단축되면서	단축/NNG+되/XSV+면서/EC
승객	승객/NNG
감소가	감소/NNG+가/JKS
불가피할	불가피하/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망된	전망/NNG+되/XSV+ㄴ/ETM
탓이다.	탓/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.8.3
서울행 항공기 이용객이 지금보다 울산은 34%, 부산은 22%, 포항은 16% 감소할 것이라는 분석도 나왔다.

서울행	서울행/NNG
항공기	항공기/NNG
이용객이	이용객/NNG+이/JKS
지금보다	지금/NNG+보다/JKB
울산은	울산/NNP+은/JX
34%,	34/SN+%/SW+,/SP
부산은	부산/NNP+은/JX
22%,	22/SN+%/SW+,/SP
포항은	포항/NNP+은/JX
16%	16/SN+%/SW
감소할	감소/NNG+하/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
분석도	분석/NNG+도/JX
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.385.8.4
특히 새로 역사가 들어서는 4곳과 가까운 공항과, 종착역인 부산역과 가까운 김해공항은 거의 초상집 분위기다.

특히	특히/MAG
새로	새로/MAG
역사가	역사/NNG+가/JKS
들어서는	들어서/VV+는/ETM
4곳과	4/SN+곳/NNG+과/JKB
가까운	가깝/VA+ㄴ/ETM
공항과,	공항/NNG+과/JC+,/SP
종착역인	종착역/NNG+이/VCP+ㄴ/ETM
부산역과	부산역/NNP+과/JKB
김해공항은	김해공항/NNP+은/JX
거의	거의/MAG
초상집	초상집/NNG
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.8.5
저가항공사 에어부산은 부산~김포 항공료를 20% 할인하고 요금도 5만2520원으로 내려, 경부고속철도 요금 5만1800원과 엇비슷하게 맞췄다.

저가항공사	저가/NNG+항공사/NNG
에어부산은	에어부산/NNP+은/JX
부산~김포	부산/NNP+~/SO+김포/NNP
항공료를	항공료/NNG+를/JKO
20%	20/SN+%/SW
할인하고	할인/NNG+하/XSV+고/EC
요금도	요금/NNG+도/JX
5만2520원으로	5/SN+만/NR+2520/SN+원/NNB+으로/JKB
내려,	내리/VV+어/EC+,/SP
경부고속철도	경부고속철도/NNP
요금	요금/NNG
5만1800원과	5/SN+만/NR+1800/SN+원/NNB+과/JKB
엇비슷하게	엇비슷하/VA+게/EC
맞췄다.	맞추/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.385.8.6
울산공항은 하루 주차요금을 1만원에서 5000원으로 내렸다.

울산공항은	울산공항/NNP+은/JX
하루	하루/NNG
주차요금을	주차/NNG+요금/NNG+을/JKO
1만원에서	1/SN+만/NR+원/NNB+에서/JKB
5000원으로	5000/SN+원/NNB+으로/JKB
내렸다.	내리/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.385.9.1
의료·교육 부문에서도 우려의 목소리가 터져 나온다.

의료·교육	의료/NNG+·/SP+교육/NNG
부문에서도	부문/NNG+에서/JKB+도/JX
우려의	우려/NNG+의/JKG
목소리가	목소리/NNG+가/JKS
터져	터지/VV+어/EC
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.385.9.2
경부고속철도 서울~대구 구간의 개통으로 지역에서 수도권 대형병원으로 가는 환자가 늘었는데, 2단계 구간이 완공되면서 서울로 빠져나가는 환자가 크게 늘 것으로 보이기 때문이다.

경부고속철도	경부고속철도/NNP
서울~대구	서울/NNP+~/SO+대구/NNP
구간의	구간/NNG+의/JKG
개통으로	개통/NNG+으로/JKB
지역에서	지역/NNG+에서/JKB
수도권	수도/NNG+권/XSN
대형병원으로	대형/NNG+병원/NNG+으로/JKB
가는	가/VV+는/ETM
환자가	환자/NNG+가/JKS
늘었는데,	늘/VV+었/EP+는데/EC+,/SP
2단계	2/SN+단계/NNG
구간이	구간/NNG+이/JKS
완공되면서	완공/NNG+되/XSV+면서/EC
서울로	서울/NNP+로/JKB
빠져나가는	빠져나가/VV+는/ETM
크게	크/VA+게/EC
늘	늘/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보이기	보이/VV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.9.3
이에 따라 지역 거점병원들은 수천억원씩을 들여 병원을 새로 단장하고 첨단 의료기기를 들이는 등 부산한 움직임을 보이고 있다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
지역	지역/NNG
거점병원들은	거점/NNG+병원/NNG+들/XSN+은/JX
수천억원씩을	수천억/NR+원/NNB+씩/XSN+을/JKO
들여	들이/VV+어/EC
병원을	병원/NNG+을/JKO
새로	새로/MAG
단장하고	단장/NNG+하/XSV+고/EC
첨단	첨단/NNG
의료기기를	의료/NNG+기기/NNG+를/JKO
들이는	들이/VV+는/ETM
등	등/NNB
부산한	부산/NNG+하/XSA+ㄴ/ETM
움직임을	움직임/NNG+을/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.385.9.4
부산대병원은 2008년 11월 경남 양산에 양산부산대병원을 개원한 데 이어 부산 아미동 본원은 2017년까지 2180억원을 들여 첨단 의료시설을 갖춘 현대식 병원으로 재단장할 예정이다.

부산대병원은	부산대병원/NNP+은/JX
2008년	2008/SN+년/NNB
11월	11/SN+월/NNB
경남	경남/NNP
양산에	양산/NNP+에/JKB
양산부산대병원을	양산부산대병원/NNP+을/JKO
개원한	개원/NNG+하/XSV+ㄴ/ETM
데	데/NNB
이어	잇/VV+어/EC
부산	부산/NNP
아미동	아미동/NNP
본원은	본원/NNG+은/JX
2017년까지	2017/SN+년/NNB+까지/JX
2180억원을	2180/SN+억/NR+원/NNB+을/JKO
들여	들이/VV+어/EC
첨단	첨단/NNG
의료시설을	의료/NNG+시설/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
현대식	현대식/NNG
병원으로	병원/NNG+으로/JKB
재단장할	재/XPN+단장/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.9.5
울산대병원도 2011년 3월까지 1500억여원을 들여 병실을 현재 700여개에서 1200여개로 늘릴 계획이다.

울산대병원도	울산대병원/NNP+도/JX
2011년	2011/SN+년/NNB
3월까지	3/SN+월/NNB+까지/JX
1500억여원을	1500/SN+억/NR+여/XSN+원/NNB+을/JKO
들여	들이/VV+어/EC
병실을	병실/NNG+을/JKO
현재	현재/MAG
700여개에서	700/SN+여/XSN+개/NNB+에서/JKB
1200여개로	1200/SN+여/XSN+개/NNB+로/JKB
늘릴	늘리/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.385.10.1
이종일(50) 경주상가발전협의회장은 “경부고속철이 다니지 않는 요즘도 승용차로 대도시에 쇼핑을 하러 가는 시민들이 자주 눈에 띈다”며 “앞으로 서울 등의 대형 백화점까지 찾는 시민들이 크게 늘지 않을까 싶다”고 걱정했다.

이종일(50)	이종일/NNP+(/SS+50/SN+)/SS
경주상가발전협의회장은	경주상가발전협의회장/NNG+은/JX
“경부고속철이	“/SS+경부고속철/NNP+이/JKS
다니지	다니/VV+지/EC
않는	않/VX+는/ETM
요즘도	요즘/NNG+도/JX
승용차로	승용차/NNG+로/JKB
대도시에	대/XPN+도시/NNG+에/JKB
쇼핑을	쇼핑/NNG+을/JKO
하러	하/VV+러/EC
가는	가/VV+는/ETM
시민들이	시민/NNG+들/XSN+이/JKS
자주	자주/MAG
눈에	눈/NNG+에/JKB
띈다”며	띄/VV+ㄴ다/EF+”/SS+며/EC
“앞으로	“/SS+앞/NNG+으로/JKB
서울	서울/NNP
등의	등/NNB+의/JKG
대형	대형/NNG
백화점까지	백화점/NNG+까지/JX
찾는	찾/VV+는/ETM
크게	크/VA+게/EC
늘지	늘/VV+지/EC
않을까	않/VX+을까/EC
싶다”고	싶/VX+다/EF+”/SS+고/JKQ
걱정했다.	걱정/NNG+하/XSV+았/EP+다/EF+./SF


