# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.194
metadata : {}


# id : NWRW1800000025.194.1.1
美 외교-안보라인은 ‘365일 두통-불면라인’

美	美/SH
# id : NWRW1800000025.194.3.4
펜타곤 집무실은 물론 사저 지하실에는 보안요원들이 상주하며 상황 발생 시 언제라도 게이츠 장관의 방문을 두드린다.

펜타곤	펜타곤/NNP
집무실은	집무실/NNG+은/JX
물론	물론/MAG
사저	사저/NNG
지하실에는	지하실/NNG+에/JKB+는/JX
보안요원들이	보안/NNG+요원/NNG+들/XSN+이/JKS
상주하며	상주/NNG+하/XSV+며/EC
상황	상황/NNG
발생	발생/NNG
시	시/NNB
언제라도	언제/NP+이/VCP+라도/EC
게이츠	게이츠/NNP
장관의	장관/NNG+의/JKG
방문을	방문/NNG+을/JKO
두드린다.	두드리/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.4.1
1년 365일 하루 24시간 늘 긴장하며 불면의 밤을 보내는 미국 외교안보 라인의 이야기다.

1년	1/SN+년/NNB
365일	365/SN+일/NNB
하루	하루/NNG
24시간	24/SN+시간/NNB
늘	늘/MAG
긴장하며	긴장/NNG+하/XSV+며/EC
불면의	불면/NNG+의/JKG
밤을	밤/NNG+을/JKO
보내는	보내/VV+는/ETM
미국	미국/NNP
외교안보	외교/NNG+안보/NNG
라인의	라인/NNG+의/JKG
이야기다.	이야기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.194.4.2
워싱턴포스트는 4일자 머리기사에서 외교안보 참모진의 긴장된 삶을 르포 형식의 기사로 생생히 전달했다.

워싱턴포스트는	워싱턴포스트/NNP+는/JX
4일자	4/SN+일자/NNG
머리기사에서	머리기사/NNG+에서/JKB
외교안보	외교/NNG+안보/NNG
참모진의	참모진/NNG+의/JKG
긴장된	긴장/NNG+되/XSV+ㄴ/ETM
삶을	삶/NNG+을/JKO
르포	르포/NNG
형식의	형식/NNG+의/JKG
기사로	기사/NNG+로/JKB
생생히	생생히/MAG
전달했다.	전달/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.194.4.3
자신의 혹독한 삶을 공개한 참모진은 멀린 의장, 게이츠 장관 외에도 리언 패네타 중앙정보국(CIA) 국장, 제임스 존스 국가안보보좌관, 재닛 나폴리타노 국토안보장관, 에릭 홀더 법무장관, 마이클 라이터 국가대테러리즘센터(NCTC) 소장, 로버트 뮬러 연방수사국(FBI) 국장 등 8명이다.

자신의	자신/NNG+의/JKG
혹독한	혹독하/VA+ㄴ/ETM
삶을	삶/NNG+을/JKO
공개한	공개/NNG+하/XSV+ㄴ/ETM
참모진은	참모진/NNG+은/JX
멀린	멀린/NNP
의장,	의장/NNG+,/SP
게이츠	게이츠/NNP
장관	장관/NNG
외에도	외/NNB+에/JKB+도/JX
리언	리언/NNP
패네타	패네타/NNP
중앙정보국(CIA)	중앙정보국/NNP+(/SS+CIA/SL+)/SS
국장,	국장/NNG+,/SP
제임스	제임스/NNP
존스	존스/NNP
국가안보보좌관,	국가/NNG+안보/NNG+보좌관/NNG+,/SP
재닛	재닛/NNP
나폴리타노	나폴리타노/NNP
국토안보장관,	국토/NNG+안보/NNG+장관/NNG+,/SP
에릭	에릭/NNP
홀더	홀더/NNP
법무장관,	법무/NNG+장관/NNG+,/SP
마이클	마이클/NNP
라이터	라이터/NNP
국가대테러리즘센터(NCTC)	국가대테러리즘센터/NNP+(/SS+NCTC/SL+)/SS
소장,	소장/NNG+,/SP
로버트	로버트/NNP
뮬러	뮬러/NNP
연방수사국(FBI)	연방수사국/NNP+(/SS+FBI/SL+)/SS
국장	국장/NNG
등	등/NNB
8명이다.	8/SN+명/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.194.5.1
중동 지역을 밥 먹듯이 출장 다니는 패네타 국장은 6월 어느 날 공군 전용기 C-40에 몸을 실었다.

중동	중동/NNP
지역을	지역/NNG+을/JKO
밥	밥/NNG
먹듯이	먹/VV+듯이/EC
출장	출장/NNG
다니는	다니/VV+는/ETM
패네타	패네타/NNP
국장은	국장/NNG+은/JX
6월	6/SN+월/NNB
어느	어느/MMD
날	날/NNG
공군	공군/NNG
전용기	전용기/NNG
C-40에	C/SL+-/SO+40/SN+에/JKB
몸을	몸/NNG+을/JKO
실었다.	싣/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.194.5.2
시간은 오후 8시 40분(미 동부시간).

시간은	시간/NNG+은/JX
오후	오후/NNG
8시	8/SN+시/NNB
40분(미	40/SN+분/NNB+(/SS+미/NNP
동부시간).	동부/NNG+시간/NNG+)/SS+./SF


# id : NWRW1800000025.194.5.3
존스 국가안보보좌관과 함께 16시간을 날아가 파키스탄의 모처에서 테러리즘 관련 심야회의에 참석하기 위해서다.

존스	존스/NNP
국가안보보좌관과	국가/NNG+안보/NNG+보좌관/NNG+과/JKB
함께	함께/MAG
16시간을	16/SN+시간/NNB+을/JKO
날아가	날아가/VV+아/EC
파키스탄의	파키스탄/NNP+의/JKG
모처에서	모처/NNG+에서/JKB
테러리즘	테러리즘/NNG
관련	관련/NNG
심야회의에	심야/NNG+회의/NNG+에/JKB
참석하기	참석/NNG+하/XSV+기/ETN
위해서다.	위하/VV+아서/EC+이/VCP+다/EF+./SF


# id : NWRW1800000025.194.5.4
가방 안에는 두통약 타이레놀이 한 움큼 들어있다.

가방	가방/NNG
안에는	안/NNG+에/JKB+는/JX
두통약	두통약/NNG
타이레놀이	타이레놀/NNP+이/JKS
한	한/MMN
움큼	움큼/NNB
들어있다.	들/VV+어/EC+있/VX+다/EF+./SF


# id : NWRW1800000025.194.5.5
200쪽가량의 보안문서를 보다가 쪽잠을 잘라치면 백악관 상황실은 수시로 CIA 국장의 전화를 울려댄다.

200쪽가량의	200/SN+쪽/NNG+가량/XSN+의/JKG
보안문서를	보안/NNG+문서/NNG+를/JKO
보다가	보/VV+다가/EC
쪽잠을	쪽잠/NNG+을/JKO
잘라치면	자/VV+ㄹ라치면/EC
백악관	백악관/NNP
상황실은	상황실/NNG+은/JX
수시로	수시로/MAG
CIA	CIA/SL
국장의	국장/NNG+의/JKG
전화를	전화/NNG+를/JKO
울려댄다.	울리/VV+어/EC+대/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.194.6.1
홀더 장관은 심야의 고독을 즐긴다.

홀더	홀더/NNP
장관은	장관/NNG+은/JX
심야의	심야/NNG+의/JKG
고독을	고독/NNG+을/JKO
즐긴다.	즐기/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.6.2
대략 오후 11시경 귀가하는 그는 이미 잠자리에 든 자녀들의 방에 들러 잠시 인사를 나눈 뒤 부엌으로 향한다.

대략	대략/MAG
오후	오후/NNG
11시경	11/SN+시/NNB+경/XSN
귀가하는	귀가/NNG+하/XSV+는/ETM
그는	그/NP+는/JX
이미	이미/MAG
잠자리에	잠자리/NNG+에/JKB
든	들/VV+ㄴ/ETM
자녀들의	자녀/NNG+들/XSN+의/JKG
방에	방/NNG+에/JKB
들러	들르/VV+어/EC
잠시	잠시/MAG
인사를	인사/NNG+를/JKO
나눈	나누/VV+ㄴ/ETM
뒤	뒤/NNG
부엌으로	부엌/NNG+으로/JKB
향한다.	향하/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.6.3
집무실에서 가져온 서류더미를 식탁에 늘어놓고 고요 속에서 복잡한 법률 사안과 한판 씨름을 벌인다.

집무실에서	집무실/NNG+에서/JKB
가져온	가져오/VV+ㄴ/ETM
서류더미를	서류/NNG+더미/NNG+를/JKO
식탁에	식탁/NNG+에/JKB
늘어놓고	늘어놓/VV+고/EC
고요	고요/NNG
속에서	속/NNG+에서/JKB
복잡한	복잡하/VA+ㄴ/ETM
법률	법률/NNG
사안과	사안/NNG+과/JKB
한판	한판/NNG
씨름을	씨름/NNG+을/JKO
벌인다.	벌이/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.6.4
말도 많고 탈도 많은 법률 현안에 대한 중대결정을 모든 사람이 잠든 한밤중에 혼자 내린다는 것.

말도	말/NNG+도/JX
많고	많/VA+고/EC
탈도	탈/NNG+도/JX
많은	많/VA+은/ETM
법률	법률/NNG
현안에	현안/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
중대결정을	중대/NNG+결정/NNG+을/JKO
모든	모든/MMN
사람이	사람/NNG+이/JKS
잠든	잠들/VV+ㄴ/ETM
한밤중에	한/XPN+밤중/NNG+에/JKB
혼자	혼자/MAG
내린다는	내리/VV+ㄴ다는/ETM
것.	것/NNB+./SF


# id : NWRW1800000025.194.6.5
그는 “여론과 정치적인 목소리를 벗어나 혼자 생각할 시간이 필요하다.

그는	그/NP+는/JX
“여론과	“/SS+여론/NNG+과/JC
정치적인	정치/NNG+적/XSN+이/VCP+ㄴ/ETM
목소리를	목소리/NNG+를/JKO
벗어나	벗어나/VV+아/EC
혼자	혼자/MAG
생각할	생각/NNG+하/XSV+ㄹ/ETM
시간이	시간/NNG+이/JKS
필요하다.	필요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000025.194.6.6
침묵이 지배하는 내 집은 내 목소리를 들어볼 수 있는 최적의 공간”이라고 말했다.

침묵이	침묵/NNG+이/JKS
지배하는	지배/NNG+하/XSV+는/ETM
내	나/NP+의/JKG
집은	집/NNG+은/JX
목소리를	목소리/NNG+를/JKO
들어볼	듣/VV+어/EC+보/VX+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
최적의	최적/NNG+의/JKG
공간”이라고	공간/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.194.7.1
나폴리타노 장관은 잠자리에 들기 전에 반드시 국내 테러 정보에 대한 극비문서를 점검해야 한다.

나폴리타노	나폴리타노/NNP
장관은	장관/NNG+은/JX
잠자리에	잠자리/NNG+에/JKB
들기	들/VV+기/ETN
전에	전/NNG+에/JKB
반드시	반드시/MAG
국내	국내/NNG
테러	테러/NNG
정보에	정보/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
극비문서를	극비/NNG+문서/NNG+를/JKO
점검해야	점검/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.194.7.2
그는 “내 일과를 나눈다면 이 시간은 한 4막 정도로 볼 수 있다”고 말했다.

그는	그/NP+는/JX
“내	“/SS+나/NP+의/JKG
일과를	일과/NNG+를/JKO
나눈다면	나누/VV+ㄴ다면/EC
이	이/MMD
시간은	시간/NNG+은/JX
한	한/MMN
4막	4/SN+막/NNB
정도로	정도/NNG+로/JKB
볼	보/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.194.7.3
나폴리타노 장관은 “집무실에서의 일상 업무, 의회에서의 증언과 의원들과의 면담, 각종 외부행사와 연회 등이 늘 벌어지지만 진짜 드라마는 아주 애매한 시간에 무대 뒤편에서 벌어지곤 한다”고 말했다.

나폴리타노	나폴리타노/NNP
장관은	장관/NNG+은/JX
“집무실에서의	“/SS+집무실/NNG+에서/JKB+의/JKG
일상	일상/NNG
업무,	업무/NNG+,/SP
의회에서의	의회/NNG+에서/JKB+의/JKG
증언과	증언/NNG+과/JC
의원들과의	의원/NNG+들/XSN+과/JKB+의/JKG
면담,	면담/NNG+,/SP
각종	각종/NNG
외부행사와	외부/NNG+행사/NNG+와/JC
연회	연회/NNG
등이	등/NNB+이/JKS
늘	늘/MAG
벌어지지만	벌어지/VV+지만/EC
진짜	진짜/NNG
드라마는	드라마/NNG+는/JX
아주	아주/MAG
애매한	애매/NNG+하/XSA+ㄴ/ETM
시간에	시간/NNG+에/JKB
무대	무대/NNG
뒤편에서	뒤편/NNG+에서/JKB
벌어지곤	벌어지/VV+곤/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.194.8.1
백악관 상황실에서 열리는 화상통화 시간은 통상 오전 1시.

백악관	백악관/NNP
상황실에서	상황실/NNG+에서/JKB
열리는	열리/VV+는/ETM
화상통화	화상/NNG+통화/NNG
시간은	시간/NNG+은/JX
통상	통상/NNG
오전	오전/NNG
1시.	1/SN+시/NNB+./SF


# id : NWRW1800000025.194.8.2
밤 12시까지 미국 국내는 물론 전 세계에서 종합된 테러 관련 정보를 관계 당국자들과 공유하는 자리이기도 하다.

밤	밤/NNG
12시까지	12/SN+시/NNB+까지/JX
미국	미국/NNP
국내는	국내/NNG+는/JX
물론	물론/MAG
전	전/MMN
세계에서	세계/NNG+에서/JKB
종합된	종합/NNG+되/XSV+ㄴ/ETM
테러	테러/NNG
관련	관련/NNG
정보를	정보/NNG+를/JKO
관계	관계/NNG
당국자들과	당국자/NNG+들/XSN+과/JKB
공유하는	공유/NNG+하/XSV+는/ETM
자리이기도	자리/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000025.194.8.3
2001년 9·11테러 이후 만들어진 NCTC는 12시간씩 2교대로 근무하면서 4000여 개에 이르는 리포트를 분석하고 테러 관련 정보를 통합해 종합평가를 내리는 일을 맡는다.

2001년	2001/SN+년/NNB
9·11테러	9/SN+·/SP+11/SN+테러/NNG
이후	이후/NNG
만들어진	만들/VV+어/EC+지/VX+ㄴ/ETM
NCTC는	NCTC/SL+는/JX
12시간씩	12/SN+시간/NNB+씩/XSN
2교대로	2/SN+교대/NNG+로/JKB
근무하면서	근무/NNG+하/XSV+면서/EC
4000여	4000/SN+여/XSN
개에	개/NNB+에/JKB
이르는	이르/VV+는/ETM
리포트를	리포트/NNG+를/JKO
분석하고	분석/NNG+하/XSV+고/EC
테러	테러/NNG
관련	관련/NNG
정보를	정보/NNG+를/JKO
통합해	통합/NNG+하/XSV+아/EC
종합평가를	종합/NNG+평가/NNG+를/JKO
내리는	내리/VV+는/ETM
일을	일/NNG+을/JKO
맡는다.	맡/VV+는다/EF+./SF


# id : NWRW1800000025.194.9.1
밤을 새워 일하는 외교안보 참모들이 생산한 중요한 문서들은 다음 날 오전 버락 오바마 대통령 주재로 백악관에서 열리는 안보 관련 회의의 안건으로 올라온다.

밤을	밤/NNG+을/JKO
새워	새우/VV+어/EC
일하는	일/NNG+하/XSV+는/ETM
외교안보	외교/NNG+안보/NNG
참모들이	참모/NNG+들/XSN+이/JKS
생산한	생산/NNG+하/XSV+ㄴ/ETM
중요한	중요/NNG+하/XSA+ㄴ/ETM
문서들은	문서/NNG+들/XSN+은/JX
다음	다음/NNG
날	날/NNG
오전	오전/NNG
버락	버락/NNP
오바마	오바마/NNP
대통령	대통령/NNG
주재로	주재/NNG+로/JKB
백악관에서	백악관/NNP+에서/JKB
열리는	열리/VV+는/ETM
안보	안보/NNG
관련	관련/NNG
회의의	회의/NNG+의/JKG
안건으로	안건/NNG+으로/JKB
올라온다.	올라오/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.9.2
관련 당국자들은 고동색 가죽으로 정성스럽게 철해진 극비문서인 ‘대통령 일일 보고’를 대통령의 책상에 올려놓는다.

관련	관련/NNG
당국자들은	당국자/NNG+들/XSN+은/JX
고동색	고동색/NNG
가죽으로	가죽/NNG+으로/JKB
정성스럽게	정성/NNG+스럽/XSA+게/EC
철해진	철하/VV+아/EC+지/VX+ㄴ/ETM
극비문서인	극비/NNG+문서/NNG+이/VCP+ㄴ/ETM
‘대통령	‘/SS+대통령/NNG
일일	일일/NNG
보고’를	보고/NNG+’/SS+를/JKO
대통령의	대통령/NNG+의/JKG
책상에	책상/NNG+에/JKB
올려놓는다.	올려놓/VV+는다/EF+./SF


# id : NWRW1800000025.194.9.3
“좋은 아침”이라며 밝은 얼굴로 집무실에 들어온 오바마 대통령은 탁자에 올려진 체리를 입에 물면서 “자 시작해 봅시다”라고 말문을 연다.

“좋은	“/SS+좋/VA+은/ETM
아침”이라며	아침/NNG+”/SS+이/VCP+라며/EC
밝은	밝/VA+은/ETM
얼굴로	얼굴/NNG+로/JKB
집무실에	집무실/NNG+에/JKB
들어온	들어오/VV+ㄴ/ETM
오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
탁자에	탁자/NNG+에/JKB
올려진	올리/VV+어/EC+지/VX+ㄴ/ETM
체리를	체리/NNG+를/JKO
입에	입/NNG+에/JKB
물면서	물/VV+면서/EC
“자	“/SS+자/IC
시작해	시작/NNG+하/XSV+아/EC
봅시다”라고	보/VX+ㅂ시다/EF+”/SS+라고/JKQ
말문을	말문/NNG+을/JKO
연다.	열/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.9.4
그제야 백악관의 유리창에 햇살이 쏟아진다.

그제야	그제야/MAG
백악관의	백악관/NNP+의/JKG
유리창에	유리창/NNG+에/JKB
햇살이	햇살/NNG+이/JKS
쏟아진다.	쏟아지/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.9.5
세계 최강대국인 미국의 안보회의는 이렇게 시작된다.

세계	세계/NNG
최강대국인	최/XPN+강대국/NNG+이/VCP+ㄴ/ETM
미국의	미국/NNP+의/JKG
안보회의는	안보/NNG+회의/NNG+는/JX
이렇게	이렇/VA+게/EC
시작된다.	시작/NNG+되/XSV+ㄴ다/EF+./SF


