# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.60
metadata : {}


# id : NWRW1800000049.60.1.1
‘5초 조문’만 허용… 경직된 사회주의체제 머물러

‘5초	‘/SS+5/SN+초/NNB
주의를	주의/NNG+를/JKO
주며	주/VV+며/EC
“멈추지	“/SS+멈추/VV+지/EC
말고	말/VX+고/EC
계속	계속/MAG
걸어가라”고	걸어가/VV+라/EF+”/SS+고/JKQ
지시했다.	지시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.60.7.3
군복 차림에 배낭을 멘 카스트로 사진과 그 아래 진열된 수많은 훈장들, 그 옆에 도열한 의장대를 제대로 볼 수 있는 시간은 불과 5초뿐이었다.

군복	군복/NNG
차림에	차림/NNG+에/JKB
배낭을	배낭/NNG+을/JKO
멘	메/VV+ㄴ/ETM
카스트로	카스트로/NNP
사진과	사진/NNG+과/JC
그	그/MMD
아래	아래/NNG
진열된	진열/NNG+되/XSV+ㄴ/ETM
수많은	수많/VA+은/ETM
훈장들,	훈장/NNG+들/XSN+,/SP
옆에	옆/NNG+에/JKB
도열한	도열/NNG+하/XSV+ㄴ/ETM
의장대를	의장대/NNG+를/JKO
제대로	제대로/MAG
볼	보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
시간은	시간/NNG+은/JX
불과	불과/MAG
5초뿐이었다.	5/SN+초/NNB+뿐/JX+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000049.60.8.1
‘카스트로의 혁명 동지’처럼 느껴지는 고령의 조문객들에게도 조문 시간은 예외 없이 적용됐다.

‘카스트로의	‘/SS+카스트로/NNP+의/JKG
혁명	혁명/NNG
동지’처럼	동지/NNG+’/SS+처럼/JKB
느껴지는	느끼/VV+어/EC+지/VX+는/ETM
고령의	고령/NNG+의/JKG
조문객들에게도	조문객/NNG+들/XSN+에게/JKB+도/JX
조문	조문/NNG
시간은	시간/NNG+은/JX
예외	예외/NNG
없이	없이/MAG
적용됐다.	적용/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.60.8.2
훈장을 단 제복 차림의 한 예비역 노인은 가슴팍을 움켜잡은 채 눈시울을 붉혔지만 5초 뒤 자리를 떠야 했다.

훈장을	훈장/NNG+을/JKO
단	달/VV+ㄴ/ETM
제복	제복/NNG
차림의	차림/NNG+의/JKG
한	한/MMN
예비역	예비역/NNG
노인은	노인/NNG+은/JX
가슴팍을	가슴팍/NNG+을/JKO
움켜잡은	움켜잡/VV+은/ETM
채	채/NNB
눈시울을	눈시울/NNG+을/JKO
붉혔지만	붉히/VV+었/EP+지만/EC
5초	5/SN+초/NNB
뒤	뒤/NNG
자리를	자리/NNG+를/JKO
떠야	뜨/VV+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000049.60.8.3
전직 교사인 오르단시아 산그렐 씨(70·여)는 “카스트로는 누구에겐 할아버지 같고, 누구에겐 아버지 같은 존재다.

전직	전직/NNG
교사인	교사/NNG+이/VCP+ㄴ/ETM
오르단시아	오르단시아/NNP
산그렐	산그렐/NNP
씨(70·여)는	씨/NNB+(/SS+70/SN+·/SP+여/NNG+)/SS+는/JX
“카스트로는	“/SS+카스트로/NNP+는/JX
누구에겐	누구/NP+에게/JKB+ㄴ/JX
할아버지	할아버지/NNG
같고,	같/VA+고/EC+,/SP
아버지	아버지/NNG
같은	같/VA+은/ETM
존재다.	존재/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.60.8.4
가족이 떠났으니 슬프다”며 짧은 작별인사를 아쉬워하며 눈물을 흘렸다.

가족이	가족/NNG+이/JKS
떠났으니	떠나/VV+았/EP+으니/EC
슬프다”며	슬프/VA+다/EF+”/SS+며/EC
짧은	짧/VA+은/ETM
작별인사를	작별/NNG+인사/NNG+를/JKO
아쉬워하며	아쉬워하/VV+며/EC
눈물을	눈물/NNG+을/JKO
흘렸다.	흘리/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.60.9.1
옛 사회주의국가 독재자들은 사망하면 시신이 유리관에 밀랍 인형처럼 안치돼 조문객을 맞이했다.

옛	옛/MMA
사회주의국가	사회주의/NNG+국가/NNG
독재자들은	독재자/NNG+들/XSN+은/JX
사망하면	사망/NNG+하/XSV+면/EC
시신이	시신/NNG+이/JKS
유리관에	유리관/NNG+에/JKB
밀랍	밀랍/NNG
인형처럼	인형/NNG+처럼/JKB
안치돼	안치/NNG+되/XSV+어/EC
조문객을	조문객/NNG+을/JKO
맞이했다.	맞이하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.60.9.2
‘유리관 속 시신’은 죽지 않고 잠들어 있는 느낌을 준다.

‘유리관	‘/SS+유리관/NNG
속	속/NNG
시신’은	시신/NNG+’/SS+은/JX
죽지	죽/VV+지/EC
않고	않/VX+고/EC
잠들어	잠들/VV+어/EC
있는	있/VX+는/ETM
느낌을	느낌/NNG+을/JKO
준다.	주/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.60.9.3
그러나 카스트로 시신은 곧바로 화장됐다.

그러나	그러나/MAJ
카스트로	카스트로/NNP
시신은	시신/NNG+은/JX
곧바로	곧바로/MAG
화장됐다.	화장/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.60.9.4
아바나 현지 관계자들은 “카스트로는 우상화를 체질적으로 싫어했다.

아바나	아바나/NNP
현지	현지/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
“카스트로는	“/SS+카스트로/NNP+는/JX
우상화를	우상/NNG+화/XSN+를/JKO
체질적으로	체질/NNG+적/XSN+으로/JKB
싫어했다.	싫어하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.60.9.5
그는 늘 육체나 물질보다 정신과 사상을 강조했다”고 말했다.

그는	그/NP+는/JX
늘	늘/MAG
육체나	육체/NNG+나/JC
물질보다	물질/NNG+보다/JKB
정신과	정신/NNG+과/JC
사상을	사상/NNG+을/JKO
강조했다”고	강조/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.60.9.6
쿠바 TV들은 그의 타계를 “피델의 육체가 우릴 떠났다”거나 “그가 물리적으로는 더 이상 우리 곁에 없다”는 다소 시적인 표현으로 보도했다.

쿠바	쿠바/NNP
TV들은	TV/SL+들/XSN+은/JX
그의	그/NP+의/JKG
타계를	타계/NNG+를/JKO
“피델의	“/SS+피델/NNP+의/JKG
육체가	육체/NNG+가/JKS
우릴	우리/NP+ㄹ/JKO
떠났다”거나	떠나/VV+았/EP+다/EF+”/SS+거나/EC
“그가	“/SS+그/NP+가/JKS
물리적으로는	물리/NNG+적/XSN+으로/JKB+는/JX
더	더/MAG
이상	이상/NNG
우리	우리/NP
곁에	곁/NNG+에/JKB
없다”는	없/VA+다/EF+”/SS+는/ETM
다소	다소/MAG
시적인	시/NNG+적/XSN+이/VCP+ㄴ/ETM
표현으로	표현/NNG+으로/JKB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.60.9.7
기자에겐 “피델의 사상과 정신은 영원히 우리와 함께 있다”는 의미로 들렸다.

기자에겐	기자/NNG+에게/JKB+ㄴ/JX
“피델의	“/SS+피델/NNP+의/JKG
사상과	사상/NNG+과/JC
정신은	정신/NNG+은/JX
영원히	영원히/MAG
우리와	우리/NP+와/JKB
함께	함께/MAG
있다”는	있/VA+다/EF+”/SS+는/ETM
의미로	의미/NNG+로/JKB
들렸다.	들리/VV+었/EP+다/EF+./SF


