# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.313
metadata : {}


# id : NWRW1800000046.313.1.1
[8개 부처 업무보고] 행자부, 지방조직 개편안 보고

[8개	[/SS+8/SN+개/NNB
4823명	4823/SN+명/NNB
추가	추가/NNG
확충하기로	확충/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.313.5.9
2013년 말 기준으로 전국에는 면사무소가 1196개 있는데, 정부는 면적이나 생활 여건 등을 고려해 통폐합 기준을 조만간 마련할 예정이다.

2013년	2013/SN+년/NNB
말	말/NNB
기준으로	기준/NNG+으로/JKB
전국에는	전국/NNG+에/JKB+는/JX
면사무소가	면사무소/NNG+가/JKS
1196개	1196/SN+개/NNB
있는데,	있/VA+는데/EC+,/SP
정부는	정부/NNG+는/JX
면적이나	면적/NNG+이나/JC
생활	생활/NNG
여건	여건/NNG
등을	등/NNB+을/JKO
고려해	고려/NNG+하/XSV+아/EC
통폐합	통폐합/NNG
기준을	기준/NNG+을/JKO
조만간	조만간/MAG
마련할	마련/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.313.6.1
기관이 통폐합되지만 공무원 수는 줄어들지 않을 전망이다.

기관이	기관/NNG+이/JKS
통폐합되지만	통폐합/NNG+되/XSV+지만/EC
공무원	공무원/NNG
수는	수/NNG+는/JX
줄어들지	줄어들/VV+지/EC
않을	않/VX+을/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.313.6.2
정종섭 행자부장관은 "수요가 줄어든 분야에는 공무원 인력도 줄어들어야겠지만, 시대 변화로 새로 수요가 필요한 분야가 있기 때문에 전체적인 수에 큰 변화는 없을 것"이라고 말했다.

정종섭	정종섭/NNP
행자부장관은	행자부/NNG+장관/NNG+은/JX
"수요가	"/SS+수요/NNG+가/JKS
줄어든	줄어들/VV+ㄴ/ETM
분야에는	분야/NNG+에/JKB+는/JX
공무원	공무원/NNG
인력도	인력/NNG+도/JX
줄어들어야겠지만,	줄어들/VV+어야/EC+하/VX+겠/EP+지만/EC+,/SP
시대	시대/NNG
변화로	변화/NNG+로/JKB
새로	새로/MAG
수요가	수요/NNG+가/JKS
필요한	필요/NNG+하/XSA+ㄴ/ETM
분야가	분야/NNG+가/JKS
있기	있/VA+기/ETN
때문에	때문/NNB+에/JKB
전체적인	전체/NNG+적/XSN+이/VCP+ㄴ/ETM
수에	수/NNG+에/JKB
큰	크/VA+ㄴ/ETM
변화는	변화/NNG+는/JX
없을	없/VA+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.313.7.1
이 밖에 행자부는 규모가 큰 26개 공기업 부채비율을 매년 10%포인트씩 감축하고, 정부조직 전반에 대한 조직 진단을 시행해 유사 중복 기능을 찾아내고 여의치 않으면 통폐합하겠다고 밝혔다.

이	이/NP
밖에	밖/NNG+에/JKB
행자부는	행자부/NNG+는/JX
규모가	규모/NNG+가/JKS
큰	크/VA+ㄴ/ETM
26개	26/SN+개/NNB
공기업	공기업/NNG
부채비율을	부채/NNG+비율/NNG+을/JKO
매년	매년/MAG
10%포인트씩	10/SN+%/SW+포인트/NNG+씩/XSN
감축하고,	감축/NNG+하/XSV+고/EC+,/SP
정부조직	정부/NNG+조직/NNG
전반에	전반/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
조직	조직/NNG
진단을	진단/NNG+을/JKO
시행해	시행/NNG+하/XSV+아/EC
유사	유사/NNG
중복	중복/NNG
기능을	기능/NNG+을/JKO
찾아내고	찾아내/VV+고/EC
여의치	여의하/VA+지/EC
않으면	않/VX+으면/EC
통폐합하겠다고	통폐합/NNG+하/XSV+겠/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.313.8.1
국민안전처 업무보고에서는 '119특수구조대(육상)'와 '해양특수구조대(해상)'를 확충해 육상에서 30분, 해상에서는 1시간 이내 현장에 도착해 대응할 수 있도록 2017년까지 인력과 장비를 확충하는 방안이 보고됐다.

국민안전처	국민/NNG+안전처/NNG
업무보고에서는	업무/NNG+보고/NNG+에서/JKB+는/JX
'119특수구조대(육상)'와	'/SS+119특수구조대/NNP+(/SS+육상/NNG+)/SS+'/SS+와/JC
'해양특수구조대(해상)'를	'/SS+해양특수구조대/NNP+(/SS+해상/NNG+)/SS+'/SS+를/JKO
확충해	확충/NNG+하/XSV+아/EC
육상에서	육상/NNG+에서/JKB
30분,	30/SN+분/NNB+,/SP
해상에서는	해상/NNG+에서/JKB+는/JX
1시간	1/SN+시간/NNB
이내	이내/MAG
현장에	현장/NNG+에/JKB
도착해	도착/NNG+하/XSV+아/EC
대응할	대응/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
2017년까지	2017/SN+년/NNB+까지/JX
인력과	인력/NNG+과/JC
장비를	장비/NNG+를/JKO
확충하는	확충/NNG+하/XSV+는/ETM
방안이	방안/NNG+이/JKS
보고됐다.	보고/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000046.313.8.2
안전처는 또 지난해 세월호 참사 당시 현장 지휘권을 놓고 해경과 해군 사이에 혼선이 있었던 문제를 개선하기 위해 육상 재난은 관할 소방서장, 해상 재난은 관할 해양경비안전서장이 초기 단계 대응을 총괄토록 하겠다고 밝혔다.

안전처는	안전처/NNG+는/JX
또	또/MAG
지난해	지난해/NNG
세월호	세월호/NNP
참사	참사/NNG
당시	당시/NNG
현장	현장/NNG
지휘권을	지휘/NNG+권/XSN+을/JKO
놓고	놓/VV+고/EC
해경과	해경/NNG+과/JKB
해군	해군/NNG
사이에	사이/NNG+에/JKB
혼선이	혼선/NNG+이/JKS
있었던	있/VA+었/EP+던/ETM
문제를	문제/NNG+를/JKO
개선하기	개선/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
육상	육상/NNG
재난은	재난/NNG+은/JX
관할	관할/NNG
소방서장,	소방서장/NNG+,/SP
해상	해상/NNG
해양경비안전서장이	해양/NNG+경비/NNG+안전/NNG+서장/NNG+이/JKS
초기	초기/NNG
단계	단계/NNG
대응을	대응/NNG+을/JKO
총괄토록	총괄/NNG+하/XSV+도록/EC
하겠다고	하/VX+겠/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


