# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.396
metadata : {}


# id : NWRW1800000022.396.1.1
美 실질 실업률(구직 포기·파트타임 근무자 포함)은 17.5%… "최악의 겨울";저축액은 적고 빚은 많아… 1982년보다 상황 나빠

美	美/SH
지난 2007년 18%였던 아동빈곤비율은 오는 2011년에는 27%에 이를 것으로 추산된다.

지난	지나/VV+ㄴ/ETM
2007년	2007/SN+년/NNB
18%였던	18/SN+%/SW+이/VCP+었/EP+던/ETM
아동빈곤비율은	아동/NNG+빈곤/NNG+비율/NNG+은/JX
오는	오/VV+는/ETM
2011년에는	2011/SN+년/NNB+에/JKB+는/JX
27%에	27/SN+%/SW+에/JKB
이를	이르/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
추산된다.	추산/NNG+되/XSV+ㄴ다/EF+./SF


