# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.72
metadata : {}


# id : NWRW1800000049.72.1.1
[2016 한국 시니어산업 대상]건강하고 활력 넘치는 노후 생활

[2016	[/SS+2016/SN
3개	3/SN+개/NNB
분야	분야/NNG
95개	95/SN+개/NNB
일자리를	일자리/NNG+를/JKO
창출하고	창출/NNG+하/XSV+고/EC
5240명의	5240/SN+명/NNB+의/JKG
어르신에게	어르신/NNG+에게/JKB
일자리	일자리/NNG
제공을	제공/NNG+을/JKO
통해	통하/VV+아/EC
노인복지	노인/NNG+복지/NNG
향상에	향상/NNG+에/JKB
기여하고	기여/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.72.5.2
노인일자리 사업은 전담기관인 청주시니어클럽, 청남시니어클럽 등 6개 시니어클럽과 청주시노인종합복지관, 청주상당노인복지관 등 5개 노인복지관 등 총 12개 기관에서 수행하고 있다.

노인일자리	노인/NNG+일자리/NNG
사업은	사업/NNG+은/JX
전담기관인	전담/NNG+기관/NNG+이/VCP+ㄴ/ETM
청주시니어클럽,	청주시니어클럽/NNP+,/SP
청남시니어클럽	청남시니어클럽/NNP
등	등/NNB
6개	6/SN+개/NNB
시니어클럽과	시니어클럽/NNG+과/JC
청주시노인종합복지관,	청주시노인종합복지관/NNP+,/SP
청주상당노인복지관	청주상당노인복지관/NNP
5개	5/SN+개/NNB
노인복지관	노인/NNG+복지관/NNG
총	총/MMA
12개	12/SN+개/NNB
기관에서	기관/NNG+에서/JKB
수행하고	수행/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.72.5.3
노인복지관은 월 20만 원의 상당의 취약계층 지원과 공공시설 봉사 등 공익활동 사업을, 시니어클럽은 할머니손맛 반찬 전문점과 행복한 일터 등 월 40만∼60만 원의 수익형 일자리 사업을 수행한다.

노인복지관은	노인/NNG+복지관/NNG+은/JX
월	월/NNG
20만	20/SN+만/NR
원의	원/NNB+의/JKG
상당의	상당/NNG+의/JKG
취약계층	취약/NNG+계층/NNG
지원과	지원/NNG+과/JC
공공시설	공공시설/NNG
봉사	봉사/NNG
등	등/NNB
공익활동	공익/NNG+활동/NNG
사업을,	사업/NNG+을/JKO+,/SP
시니어클럽은	시니어클럽/NNG+은/JX
할머니손맛	할머니/NNG+손맛/NNG
반찬	반찬/NNG
전문점과	전문점/NNG+과/JC
행복한	행복/NNG+하/XSA+ㄴ/ETM
일터	일터/NNG
40만∼60만	40/SN+만/NR+∼/SO+60/SN+만/NR
수익형	수익/NNG+형/XSN
일자리	일자리/NNG
사업을	사업/NNG+을/JKO
수행한다.	수행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.72.6.1
한편 시니어클럽에서 운영하는 할머니손맛반찬전문점을 비롯한 한땀봉제사업단, 청원시니어푸드, 백세할머니밥상, 시니어북카페 ‘카페온정’ 등은 전문성과 수익성을 겸비한 특색 있는 노인일자리 사업으로 각광받아 전국 모범사례로 벤치마킹 대상이 되고 있다.

한편	한편/MAG
시니어클럽에서	시니어클럽/NNG+에서/JKB
운영하는	운영/NNG+하/XSV+는/ETM
할머니손맛반찬전문점을	할머니손맛반찬전문점/NNP+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
한땀봉제사업단,	한땀봉제사업단/NNP+,/SP
청원시니어푸드,	청원시니어푸드/NNP+,/SP
백세할머니밥상,	백세할머니밥상/NNP+,/SP
시니어북카페	시니어북카페/NNG
‘카페온정’	‘/SS+카페온정/NNP+’/SS
등은	등/NNB+은/JX
전문성과	전문/NNG+성/XSN+과/JC
수익성을	수익/NNG+성/XSN+을/JKO
겸비한	겸비/NNG+하/XSV+ㄴ/ETM
특색	특색/NNG
있는	있/VA+는/ETM
노인일자리	노인/NNG+일자리/NNG
사업으로	사업/NNG+으로/JKB
각광받아	각광/NNG+받/XSV+아/EC
전국	전국/NNG
모범사례로	모범/NNG+사례/NNG+로/JKB
벤치마킹	벤치마킹/NNG
대상이	대상/NNG+이/JKC
되고	되/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.72.6.2
이와 함께 취약노인 생활지원 강화를 위해 ‘9988 행복지키미’사업을 비롯해 청소년 선도지원 사업, 우리아이 영양맘, 녹색마을 만들기, 도서관 관리지원 사업 등 공공서비스 분야의 노인인력 파견 사업은 어르신들의 파트 타임으로 정착된 인기 직종이다.

이와	이/NP+와/JKB
함께	함께/MAG
취약노인	취약/NNG+노인/NNG
생활지원	생활/NNG+지원/NNG
강화를	강화/NNG+를/JKO
위해	위하/VV+아/EC
‘9988	‘/SS+9988/SN
행복지키미’사업을	행복/NNG+지키미/NNG+’/SS+사업/NNG+을/JKO
비롯해	비롯하/VV+아/EC
청소년	청소년/NNG
선도지원	선도/NNG+지원/NNG
사업,	사업/NNG+,/SP
우리아이	우리/NP+아이/NNG
영양맘,	영양/NNG+맘/NNG+,/SP
녹색마을	녹색/NNG+마을/NNG
만들기,	만들/VV+기/ETN+,/SP
도서관	도서관/NNG
관리지원	관리/NNG+지원/NNG
사업	사업/NNG
등	등/NNB
공공서비스	공공/NNG+서비스/NNG
분야의	분야/NNG+의/JKG
노인인력	노인/NNG+인력/NNG
파견	파견/NNG
사업은	사업/NNG+은/JX
어르신들의	어르신/NNG+들/XSN+의/JKG
파트	파트/NNG
타임으로	타임/NNG+으로/JKB
정착된	정착/NNG+되/XSV+ㄴ/ETM
인기	인기/NNG
직종이다.	직종/NNG+이/VCP+다/EF+./SF


