# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.352
metadata : {}


# id : NWRW1800000044.352.1.1
KBS 세월호 편파방송 논란속…여당 ‘수신료 인상’ 기습상정

KBS	KBS/SL
새누리당이	새누리당/NNP+이/JKS
8일	8/SN+일/NNB
<한국방송>	</SS+한국방송/NNP+>/SS
수신료	수신료/NNG
인상	인상/NNG
승인안을	승인/NNG+안/NNG+을/JKO
국회	국회/NNG
미래창조과학방송통신위원회(미방위)에	미래/NNG+창조/NNG+과학/NNG+방송/NNG+통신/NNG+위원회/NNG+(/SS+미방위/NNG+)/SS+에/JKB
기습적으로	기습/NNG+적/XSN+으로/JKB
상정했다.	상정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.6.2
새누리당은 국회법 절차에 따른 것이라고 주장했지만, 야당과 언론 관련 단체들은 세월호 정국을 악용한 행위라며 일제히 반발했다.

새누리당은	새누리당/NNP+은/JX
국회법	국회법/NNG
절차에	절차/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
주장했지만,	주장/NNG+하/XSV+았/EP+지만/EC+,/SP
야당과	야당/NNG+과/JC
언론	언론/NNG
관련	관련/NNG
단체들은	단체/NNG+들/XSN+은/JX
세월호	세월호/NNP
정국을	정국/NNG+을/JKO
악용한	악용/NNG+하/XSV+ㄴ/ETM
행위라며	행위/NNG+이/VCP+라며/EC
일제히	일제히/MAG
반발했다.	반발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.7.1
새누리당 소속인 한선교 미방위원장은 이날 오전 미방위 전체회의를 소집해 수신료 인상 승인안을 상정했다.

새누리당	새누리당/NNP
소속인	소속/NNG+이/VCP+ㄴ/ETM
한선교	한선교/NNP
미방위원장은	미방위원장/NNG+은/JX
이날	이날/NNG
오전	오전/NNG
미방위	미방위/NNG
전체회의를	전체/NNG+회의/NNG+를/JKO
소집해	소집/NNG+하/XSV+아/EC
수신료	수신료/NNG
인상	인상/NNG
승인안을	승인/NNG+안/NNG+을/JKO
상정했다.	상정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.7.2
이 회의에는 새누리당 소속 의원들만 참석했으며, 야당 의원들은 “안건이 협의되지 않았다”며 불참했다.

이	이/MMD
회의에는	회의/NNG+에/JKB+는/JX
새누리당	새누리당/NNP
소속	소속/NNG
의원들만	의원/NNG+들/XSN+만/JX
참석했으며,	참석/NNG+하/XSV+았/EP+으며/EC+,/SP
야당	야당/NNG
의원들은	의원/NNG+들/XSN+은/JX
“안건이	“/SS+안건/NNG+이/JKS
협의되지	협의/NNG+되/XSV+지/EC
않았다”며	않/VX+았/EP+다/EF+”/SS+며/EC
불참했다.	불참/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.7.3
한 위원장은 “수신료 인상 승인안은 국회법에 의한 자동상정일이 4월30일이었다.

한	한/NNP
위원장은	위원장/NNG+은/JX
“수신료	“/SS+수신료/NNG
인상	인상/NNG
승인안은	승인/NNG+안/NNG+은/JX
국회법에	국회법/NNG+에/JKB
의한	의하/VV+ㄴ/ETM
자동상정일이	자동/NNG+상정일/NNG+이/JKS
4월30일이었다.	4/SN+월/NNB+30/SN+일/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000044.352.7.4
그런데 자동상정이 됐는데도 (전체회의에서) 대체토론이 이뤄지지 않으면 법안심사소위로 회부되지 않기 때문에, 오늘 상정 절차를 다시 밟아 대체토론을 거치려는 것”이라며 “본격적인 토론을 하자는 것이지, 오늘 수신료 인상을 결정짓는 게 아니다”라고 말했다.

그런데	그런데/MAJ
자동상정이	자동/NNG+상정/NNG+이/JKC
됐는데도	되/VV+었/EP+는데/EC+도/JX
(전체회의에서)	(/SS+전체/NNG+회의/NNG+에서/JKB+)/SS
대체토론이	대체/NNG+토론/NNG+이/JKS
이뤄지지	이뤄지/VV+지/EC
않으면	않/VX+으면/EC
법안심사소위로	법안/NNG+심사/NNG+소위/NNG+로/JKB
회부되지	회부/NNG+되/XSV+지/EC
않기	않/VX+기/ETN
때문에,	때문/NNB+에/JKB+,/SP
오늘	오늘/MAG
상정	상정/NNG
절차를	절차/NNG+를/JKO
다시	다시/MAG
밟아	밟/VV+아/EC
대체토론을	대체/NNG+토론/NNG+을/JKO
거치려는	거치/VV+려는/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“본격적인	“/SS+본격/NNG+적/XSN+이/VCP+ㄴ/ETM
토론을	토론/NNG+을/JKO
하자는	하/VV+자는/ETM
것이지,	것/NNB+이/VCP+지/EC+,/SP
수신료	수신료/NNG
인상을	인상/NNG+을/JKO
결정짓는	결정짓/VV+는/ETM
게	거/NNB+이/JKC
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.8.1
국회법 59조는 승인안이 상임위에 회부된 뒤 50일이 지나도 상정되지 않으면 이후 처음 열리는 상임위에 자동으로 상정된다고 규정하고 있다.

국회법	국회법/NNG
59조는	59/SN+조/NNB+는/JX
승인안이	승인/NNG+안/NNG+이/JKS
상임위에	상임위/NNG+에/JKB
회부된	회부/NNG+되/XSV+ㄴ/ETM
뒤	뒤/NNG
50일이	50/SN+일/NNB+이/JKS
지나도	지나/VV+아도/EC
상정되지	상정/NNG+되/XSV+지/EC
않으면	않/VX+으면/EC
이후	이후/NNG
처음	처음/NNG
열리는	열리/VV+는/ETM
자동으로	자동/NNG+으로/JKB
상정된다고	상정/NNG+되/XSV+ㄴ다고/EC
규정하고	규정/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.352.8.2
그러나 위원장이 간사와 합의할 경우에는 자동상정을 하지 않을 수도 있다.

그러나	그러나/MAJ
위원장이	위원장/NNG+이/JKS
간사와	간사/NNG+와/JKB
합의할	합의/NNG+하/XSV+ㄹ/ETM
경우에는	경우/NNG+에/JKB+는/JX
자동상정을	자동/NNG+상정/NNG+을/JKO
하지	하/VV+지/EC
않을	않/VX+을/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.352.8.3
<한국방송> 수신료를 현행 2500원에서 4000원으로 올리는 인상 승인안은 지난 2월28일 방송통신위원회를 통과해 국회에 제출됐다.

<한국방송>	</SS+한국방송/NNP+>/SS
수신료를	수신료/NNG+를/JKO
현행	현행/NNG
2500원에서	2500/SN+원/NNB+에서/JKB
4000원으로	4000/SN+원/NNB+으로/JKB
올리는	올리/VV+는/ETM
인상	인상/NNG
승인안은	승인/NNG+안/NNG+은/JX
지난	지나/VV+ㄴ/ETM
2월28일	2/SN+월/NNB+28/SN+일/NNB
방송통신위원회를	방송/NNG+통신/NNG+위원회/NNG+를/JKO
통과해	통과/NNG+하/XSV+아/EC
국회에	국회/NNG+에/JKB
제출됐다.	제출/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.352.9.1
새누리당의 일방적인 상정에 야당은 거세게 반발했다.

새누리당의	새누리당/NNP+의/JKG
일방적인	일방/NNG+적/XSN+이/VCP+ㄴ/ETM
상정에	상정/NNG+에/JKB
야당은	야당/NNG+은/JX
거세게	거세/VA+게/EC
반발했다.	반발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.9.2
미방위의 새정치민주연합 간사인 유승희 의원 쪽은 “자동상정일은 4월30일이 아니라 24일이고, 수신료 인상안을 여당 간사와 공식적으로 논의한 것은 어제(7일) 밤이 처음이었다”며 “국회법에 여야가 합의하면 안건을 상정하지 않을 수 있다는 조항이 있는 것은 그만큼 의회의 합의 정신을 강조한 것인데, 그동안 논의되지 않은 안건을 여당이 기습적으로 상정한 것은 입법 취지에 어긋난 것”이라고 말했다.

미방위의	미방위/NNG+의/JKG
새정치민주연합	새정치민주연합/NNP
간사인	간사/NNG+이/VCP+ㄴ/ETM
유승희	유승희/NNP
의원	의원/NNG
쪽은	쪽/NNB+은/JX
“자동상정일은	“/SS+자동/NNG+상정일/NNG+은/JX
4월30일이	4/SN+월/NNB+30/SN+일/NNB+이/JKC
아니라	아니/VCN+라/EC
24일이고,	24/SN+일/NNB+이/VCP+고/EC+,/SP
수신료	수신료/NNG
인상안을	인상안/NNG+을/JKO
여당	여당/NNG
간사와	간사/NNG+와/JKB
공식적으로	공식/NNG+적/XSN+으로/JKB
논의한	논의/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
어제(7일)	어제/NNG+(/SS+7/SN+일/NNB+)/SS
밤이	밤/NNG+이/JKS
처음이었다”며	처음/NNG+이/VCP+었/EP+다/EF+”/SS+며/EC
“국회법에	“/SS+국회법/NNG+에/JKB
여야가	여야/NNG+가/JKS
합의하면	합의/NNG+하/XSV+면/EC
안건을	안건/NNG+을/JKO
상정하지	상정/NNG+하/XSV+지/EC
않을	않/VX+을/ETM
수	수/NNB
있다는	있/VA+다는/ETM
조항이	조항/NNG+이/JKS
있는	있/VA+는/ETM
그만큼	그만큼/MAG
의회의	의회/NNG+의/JKG
합의	합의/NNG
정신을	정신/NNG+을/JKO
강조한	강조/NNG+하/XSV+ㄴ/ETM
것인데,	것/NNB+이/VCP+ㄴ데/EC+,/SP
그동안	그동안/NNG
논의되지	논의/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
여당이	여당/NNG+이/JKS
기습적으로	기습/NNG+적/XSN+으로/JKB
상정한	상정/NNG+하/XSV+ㄴ/ETM
입법	입법/NNG
취지에	취지/NNG+에/JKB
어긋난	어긋나/VV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.9.3
이에 새누리당 소속 미방위원들은 수신료 인상 승인안을 충분히 검토해보자며 안건조정위원회 구성 요구서를 제출했다.

이에	이/NP+에/JKB
새누리당	새누리당/NNP
소속	소속/NNG
미방위원들은	미방위원/NNG+들/XSN+은/JX
수신료	수신료/NNG
인상	인상/NNG
승인안을	승인/NNG+안/NNG+을/JKO
충분히	충분히/MAG
검토해보자며	검토/NNG+하/XSV+아/EC+보/VX+자며/EC
안건조정위원회	안건/NNG+조정/NNG+위원회/NNG
구성	구성/NNG
요구서를	요구서/NNG+를/JKO
제출했다.	제출/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.9.4
안건조정위는 이견이 큰 안건을 두고 최장 90일까지 논의할 수 있다.

안건조정위는	안건/NNG+조정위/NNG+는/JX
이견이	이견/NNG+이/JKS
큰	크/VA+ㄴ/ETM
안건을	안건/NNG+을/JKO
두고	두/VV+고/EC
최장	최장/NNG
90일까지	90/SN+일/NNB+까지/JX
논의할	논의/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.352.10.1
새정치연합에선 세월호 애도 정국에서 새누리당이 현재 상임위에서 처리되기도 힘든 수신료 인상안을 굳이 상정한 것은 ‘불순한 의도’가 깔려 있다고 보고 있다.

새정치연합에선	새정치연합/NNP+에서/JKB+ㄴ/JX
세월호	세월호/NNP
애도	애도/NNG
정국에서	정국/NNG+에서/JKB
새누리당이	새누리당/NNP+이/JKS
현재	현재/MAG
상임위에서	상임위/NNG+에서/JKB
처리되기도	처리/NNG+되/XSV+기/ETN+도/JX
힘든	힘들/VA+ㄴ/ETM
수신료	수신료/NNG
인상안을	인상안/NNG+을/JKO
굳이	굳이/MAG
상정한	상정/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
‘불순한	‘/SS+불순/NNG+하/XSA+ㄴ/ETM
의도’가	의도/NNG+’/SS+가/JKS
깔려	깔리/VV+어/EC
있다고	있/VX+다고/EC
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.352.10.2
일단 수신료 인상안을 상정해 놓은 뒤, ‘왜 상정해 놓고도 통과시키지 않느냐’는 여론몰이를 하려는 것 아니냐는 것이다.

일단	일단/MAG
수신료	수신료/NNG
인상안을	인상안/NNG+을/JKO
상정해	상정/NNG+하/XSV+아/EC
놓은	놓/VX+은/ETM
뒤,	뒤/NNG+,/SP
‘왜	‘/SS+왜/MAG
놓고도	놓/VX+고도/EC
통과시키지	통과/NNG+시키/XSV+지/EC
않느냐’는	않/VX+느냐/EF+’/SS+는/ETM
여론몰이를	여론/NNG+몰이/NNG+를/JKO
하려는	하/VV+려는/ETM
것	것/NNB
아니냐는	아니/VCN+냐는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.352.10.3
미방위원인 최민희 새정치연합 의원은 언론개혁시민연대와 함께 국회에서 기자회견을 열어 “온 나라가 슬픔에 빠져 있는 사이 국민의 호주머니를 털어 정권을 위한 방송의 배를 불리려는 것”이라고 비판했다.

미방위원인	미방위원/NNG+이/VCP+ㄴ/ETM
최민희	최민희/NNP
새정치연합	새정치연합/NNP
의원은	의원/NNG+은/JX
언론개혁시민연대와	언론/NNG+개혁/NNG+시민/NNG+연대/NNG+와/JKB
함께	함께/MAG
국회에서	국회/NNG+에서/JKB
기자회견을	기자/NNG+회견/NNG+을/JKO
열어	열/VV+어/EC
“온	“/SS+온/MMN
나라가	나라/NNG+가/JKS
슬픔에	슬픔/NNG+에/JKB
빠져	빠지/VV+어/EC
있는	있/VX+는/ETM
사이	사이/NNG
국민의	국민/NNG+의/JKG
호주머니를	호주머니/NNG+를/JKO
털어	털/VV+어/EC
정권을	정권/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
방송의	방송/NNG+의/JKG
배를	배/NNG+를/JKO
불리려는	불리/VV+려는/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.352.10.4
정치권에선 지난달 방송법 개정을 통해 한국방송 사장 청문회 실시 조항이 신설된 이후 한국방송 쪽에서 줄곧 여권에 압력을 넣었다는 소문도 파다하다.

정치권에선	정치/NNG+권/XSN+에서/JKB+ㄴ/JX
지난달	지난달/NNG
방송법	방송법/NNG
개정을	개정/NNG+을/JKO
통해	통하/VV+아/EC
한국방송	한국방송/NNP
사장	사장/NNG
청문회	청문회/NNG
실시	실시/NNG
조항이	조항/NNG+이/JKS
신설된	신설/NNG+되/XSV+ㄴ/ETM
이후	이후/NNG
쪽에서	쪽/NNB+에서/JKB
줄곧	줄곧/MAG
여권에	여권/NNG+에/JKB
압력을	압력/NNG+을/JKO
넣었다는	넣/VV+었/EP+다는/ETM
소문도	소문/NNG+도/JX
파다하다.	파다하/VA+다/EF+./SF


# id : NWRW1800000044.352.11.1
언론 관련 시민·노동단체들도 “절대 불가”를 외치며 격한 반응을 쏟아냈다.

언론	언론/NNG
관련	관련/NNG
시민·노동단체들도	시민/NNG+·/SP+노동/NNG+단체/NNG+들/XSN+도/JX
“절대	“/SS+절대/NNG
불가”를	불가/NNG+”/SS+를/JKO
외치며	외치/VV+며/EC
격한	격하/VA+ㄴ/ETM
반응을	반응/NNG+을/JKO
쏟아냈다.	쏟/VV+아/EC+내/VX+었/EP+다/EF+./SF


# id : NWRW1800000044.352.11.2
언론노조 김한중 정책실장은 “이번 기습 상정은 시기·절차·방법 모두 다 부적절하다.

언론노조	언론/NNG+노조/NNG
김한중	김한중/NNP
정책실장은	정책실장/NNG+은/JX
“이번	“/SS+이번/NNG
기습	기습/NNG
상정은	상정/NNG+은/JX
시기·절차·방법	시기/NNG+·/SP+절차/NNG+·/SP+방법/NNG
모두	모두/MAG
다	다/MAG
부적절하다.	부적절하/VA+다/EF+./SF


# id : NWRW1800000044.352.11.3
공영방송으로서 정치적 독립과 방송 공정성 모두 확보가 되지 않는 최악의 상황에서 추진되는 수신료 인상은 받아들일 수 없다.

공영방송으로서	공영/NNG+방송/NNG+으로서/JKB
정치적	정치/NNG+적/XSN
독립과	독립/NNG+과/JC
방송	방송/NNG
공정성	공정/NNG+성/XSN
모두	모두/MAG
확보가	확보/NNG+가/JKC
되지	되/VV+지/EC
않는	않/VX+는/ETM
최악의	최악/NNG+의/JKG
상황에서	상황/NNG+에서/JKB
추진되는	추진/NNG+되/XSV+는/ETM
수신료	수신료/NNG
인상은	인상/NNG+은/JX
받아들일	받아들이/VV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.352.11.4
언론 관련 시민단체들과 공조해 추후 투쟁 방향을 결정하겠다”고 밝혔다.

언론	언론/NNG
관련	관련/NNG
시민단체들과	시민/NNG+단체/NNG+들/XSN+과/JKB
공조해	공조/NNG+하/XSV+아/EC
추후	추후/NNG
투쟁	투쟁/NNG
방향을	방향/NNG+을/JKO
결정하겠다”고	결정/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


