# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000034.316
metadata : {}


# id : NWRW1800000034.316.1.1
국민은 포기한 '퇴직금 누진제', 적자 공기업은 챙겼다

국민은	국민/NNG+은/JX
퇴직금이	퇴직금/NNG+이/JKS
불어난다.	불어나/VV+ㄴ다/EF+./SF


# id : NWRW1800000034.316.4.2
문제는 경영 압박이 심해진다는 이유로 정부에서 2001년부터 '지방 공기업 설립·운영기준'을 고쳐 이를 완전 폐지하고 누진율을 적용하지 않는 '퇴직금 단수제'를 도입하도록 했다는 데 있다.

문제는	문제/NNG+는/JX
경영	경영/NNG
압박이	압박/NNG+이/JKS
심해진다는	심하/VA+아/EC+지/VX+ㄴ다는/ETM
이유로	이유/NNG+로/JKB
정부에서	정부/NNG+에서/JKB
2001년부터	2001/SN+년/NNB+부터/JX
'지방	'/SS+지방/NNG
공기업	공기업/NNG
설립·운영기준'을	설립/NNG+·/SP+운영/NNG+기준/NNG+'/SS+을/JKO
고쳐	고치/VV+어/EC
이를	이/NP+를/JKO
완전	완전/NNG
폐지하고	폐지/NNG+하/XSV+고/EC
누진율을	누진/NNG+율/XSN+을/JKO
적용하지	적용/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
'퇴직금	'/SS+퇴직금/NNG
단수제'를	단수/NNG+제/XSN+'/SS+를/JKO
도입하도록	도입/NNG+하/XSV+도록/EC
했다는	하/VV+았/EP+다는/ETM
데	데/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000034.316.4.3
퇴직 전 3개월 임금에 근무연수를 고려해 지급하는 것이다.

퇴직	퇴직/NNG
전	전/NNG
3개월	3/SN+개월/NNB
임금에	임금/NNG+에/JKB
근무연수를	근무/NNG+연수/NNG+를/JKO
고려해	고려/NNG+하/XSV+아/EC
지급하는	지급/NNG+하/XSV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.4.4
IMF 금융위기 이후 대부분 민간 기업에서는 퇴직금 누진제가 없어졌다.

IMF	IMF/SL
금융위기	금융/NNG+위기/NNG
이후	이후/NNG
대부분	대/XPN+부분/NNG
민간	민간/NNG
기업에서는	기업/NNG+에서/JKB+는/JX
퇴직금	퇴직금/NNG
누진제가	누진/NNG+제/XSN+가/JKS
없어졌다.	없어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000034.316.5.1
◇서울시 산하 공기업 다수

◇서울시	◇/SW+서울시/NNP
산하	산하/NNG
공기업	공기업/NNG
다수	다수/NNG


# id : NWRW1800000034.316.6.1
서울메트로와 서울도시철도공사, 인천메트로는 정부 권고를 무시하고 퇴직금 누진제를 고수했고, 작년 감사원으로부터 2003년부터 2010년까지 모두 1908명에게 퇴직금 197억3800만원을 과다 지급했다는 지적을 받았다.

서울메트로와	서울메트로/NNP+와/JC
서울도시철도공사,	서울도시철도공사/NNP+,/SP
인천메트로는	인천메트로/NNP+는/JX
정부	정부/NNG
권고를	권고/NNG+를/JKO
무시하고	무시/NNG+하/XSV+고/EC
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
고수했고,	고수/NNG+하/XSV+았/EP+고/EC+,/SP
작년	작년/NNG
감사원으로부터	감사원/NNG+으로부터/JKB
2003년부터	2003/SN+년/NNB+부터/JX
2010년까지	2010/SN+년/NNB+까지/JX
모두	모두/MAG
1908명에게	1908/SN+명/NNB+에게/JKB
197억3800만원을	197/SN+억/NR+3800/SN+만/NR+원/NNB+을/JKO
과다	과다/NNG
지급했다는	지급/NNG+하/XSV+았/EP+다는/ETM
지적을	지적/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.6.2
1인당 평균 1000만원 이상을 더 받고 나간 셈이다.

1인당	1/SN+인/NNG+당/XSN
평균	평균/NNG
1000만원	1000/SN+만/NR+원/NNB
이상을	이상/NNG+을/JKO
더	더/MAG
받고	받/VV+고/EC
나간	나가/VX+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.6.3
이들 공기업에서 누진제를 적용받는 직원이 30년을 일하고 나간다면 퇴직금을 최대 9000만원 더 챙길 수 있는 것으로 나타났다.

이들	이/NP+들/XSN
공기업에서	공기업/NNG+에서/JKB
누진제를	누진/NNG+제/XSN+를/JKO
적용받는	적용/NNG+받/XSV+는/ETM
직원이	직원/NNG+이/JKS
30년을	30/SN+년/NNB+을/JKO
일하고	일/NNG+하/XSV+고/EC
나간다면	나가/VX+ㄴ다면/EC
퇴직금을	퇴직금/NNG+을/JKO
최대	최대/NNG
9000만원	9000/SN+만/NR+원/NNB
더	더/MAG
챙길	챙기/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.6.4
당시 감사원은 "메트로와 도시철도공사가 아직도 퇴직금 누진제를 적용할 생각으로 퇴직급여충당금을 쌓아놓고 있는데 이 규모가 모두 1697억8100만원에 달한다"고 밝혔다.

당시	당시/NNG
감사원은	감사원/NNG+은/JX
"메트로와	"/SS+메트로/NNP+와/JC
도시철도공사가	도시철도공사/NNP+가/JKS
아직도	아직/MAG+도/JX
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
적용할	적용/NNG+하/XSV+ㄹ/ETM
생각으로	생각/NNG+으로/JKB
퇴직급여충당금을	퇴직/NNG+급여/NNG+충당금/NNG+을/JKO
쌓아놓고	쌓/VV+아/EC+놓/VX+고/EC
있는데	있/VX+는데/EC
이	이/MMD
규모가	규모/NNG+가/JKS
모두	모두/MAG
1697억8100만원에	1697/SN+억/NR+8100/SN+만/NR+원/NNB+에/JKB
달한다"고	달하/VV+ㄴ다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000034.316.6.5
감사원이 해마다 퇴직금 누진제를 폐지하라고 요구하고 있지만, 이들 기관은 말을 듣지 않고 있다.

감사원이	감사원/NNG+이/JKS
해마다	해마다/MAG
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
폐지하라고	폐지/NNG+하/XSV+라고/EC
요구하고	요구/NNG+하/XSV+고/EC
있지만,	있/VX+지만/EC+,/SP
이들	이/NP+들/XSN
기관은	기관/NNG+은/JX
말을	말/NNG+을/JKO
듣지	듣/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000034.316.6.6
문제는 이들이 지난 2010년 기준으로 적자가 각각 2568억원(서울메트로)과 2218억원(도시철도공사), 505억원(인천메트로)에 이르는 부실 공기업이란 점이다.

문제는	문제/NNG+는/JX
이들이	이/NP+들/XSN+이/JKS
지난	지나/VV+ㄴ/ETM
2010년	2010/SN+년/NNB
기준으로	기준/NNG+으로/JKB
적자가	적자/NNG+가/JKS
각각	각각/MAG
2568억원(서울메트로)과	2568/SN+억/NR+원/NNB+(/SS+서울메트로/NNP+)/SS+과/JC
2218억원(도시철도공사),	2218/SN+억/NR+원/NNB+(/SS+도시철도공사/NNP+)/SS+,/SP
505억원(인천메트로)에	505/SN+억/NR+원/NNB+(/SS+인천메트로/NNP+)/SS+에/JKB
이르는	이르/VV+는/ETM
부실	부실/NNG
공기업이란	공기업/NNG+이/VCP+란/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.6.7
현재 퇴직금 누진제를 고수하는 지방 공기업은 8개.

현재	현재/MAG
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
고수하는	고수/NNG+하/XSV+는/ETM
지방	지방/NNG
공기업은	공기업/NNG+은/JX
8개.	8/SN+개/NNB+./SF


# id : NWRW1800000034.316.6.8
이들 외에 서울시설공단, 서울농수산물공사와 SH공사, 의정부시설공단, 화성도시공사 등이 있다.

이들	이/NP+들/XSN
외에	외/NNB+에/JKB
서울시설공단,	서울시설공단/NNP+,/SP
서울농수산물공사와	서울농수산물공사/NNP+와/JC
SH공사,	SH공사/NNP+,/SP
의정부시설공단,	의정부시설공단/NNP+,/SP
화성도시공사	화성도시공사/NNP
등이	등/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000034.316.6.9
서울시 산하 공기업이 5곳, 인천 1곳, 경기도 2곳이다.

서울시	서울시/NNP
산하	산하/NNG
공기업이	공기업/NNG+이/JKS
5곳,	5/SN+곳/NNG+,/SP
인천	인천/NNP
1곳,	1/SN+곳/NNG+,/SP
경기도	경기도/NNP
2곳이다.	2/SN+곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.7.1
◇세금으로 '퇴직금 잔치'

◇세금으로	◇/SW+세금/NNG+으로/JKB
'퇴직금	'/SS+퇴직금/NNG
잔치'	잔치/NNG+'/SS


# id : NWRW1800000034.316.8.1
서울메트로는 2000년 1월 1일 이전 입사자 5381명, 도시철도공사는 2000년 12월 31일 이전 입사자 2243명에 대해 퇴직금 누진제를 운영하고 있다.

서울메트로는	서울메트로/NNP+는/JX
2000년	2000/SN+년/NNB
1월	1/SN+월/NNB
1일	1/SN+일/NNB
이전	이전/NNG
입사자	입사자/NNG
5381명,	5381/SN+명/NNB+,/SP
도시철도공사는	도시철도공사/NNP+는/JX
12월	12/SN+월/NNB
31일	31/SN+일/NNB
2243명에	2243/SN+명/NNB+에/JKB
대해	대하/VV+아/EC
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
운영하고	운영/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000034.316.8.2
인천메트로는 849명, 서울시설공단 692명, 서울농수산물공사 40명, SH공사 401명, 의정부시설공단 37명, 화성도시공사 5명 등 모두 9648명이 누진제 혜택을 누리고 있다.

인천메트로는	인천메트로/NNP+는/JX
849명,	849/SN+명/NNB+,/SP
서울시설공단	서울시설공단/NNP
692명,	692/SN+명/NNB+,/SP
서울농수산물공사	서울농수산물공사/NNP
40명,	40/SN+명/NNB+,/SP
SH공사	SH공사/NNP
401명,	401/SN+명/NNB+,/SP
의정부시설공단	의정부시설공단/NNP
37명,	37/SN+명/NNB+,/SP
화성도시공사	화성도시공사/NNP
5명	5/SN+명/NNB
등	등/NNB
모두	모두/MAG
9648명이	9648/SN+명/NNB+이/JKS
누진제	누진/NNG+제/XSN
혜택을	혜택/NNG+을/JKO
누리고	누리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000034.316.8.3
이들은 상당수가 적자이거나 수익에 대한 고민 없이 시 위탁 사업만을 맡기 때문에 철저히 시민 세금으로 운영하는 곳이다.

이들은	이/NP+들/XSN+은/JX
상당수가	상당수/NNG+가/JKS
적자이거나	적자/NNG+이/VCP+거나/EC
수익에	수익/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
고민	고민/NNG
없이	없이/MAG
시	시/NNG
위탁	위탁/NNG
사업만을	사업/NNG+만/JX+을/JKO
맡기	맡/VV+기/ETN
때문에	때문/NNB+에/JKB
철저히	철저히/MAG
시민	시민/NNG
세금으로	세금/NNG+으로/JKB
운영하는	운영/NNG+하/XSV+는/ETM
곳이다.	곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.8.4
SH공사는 부채만 16조2315억원(2010년 기준)에 이른다.

SH공사는	SH공사/NNP+는/JX
부채만	부채/NNG+만/JX
16조2315억원(2010년	16/SN+조/NR+2315/SN+억/NR+원/NNB+(/SS+2010/SN+년/NNB
기준)에	기준/NNG+)/SS+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000034.316.8.5
직원들에게 '퇴직금 잔치'를 벌였다는 비판이 잇따르는 것도 이런 사정 때문이다.

직원들에게	직원/NNG+들/XSN+에게/JKB
'퇴직금	'/SS+퇴직금/NNG
잔치'를	잔치/NNG+'/SS+를/JKO
벌였다는	벌이/VV+었/EP+다는/ETM
비판이	비판/NNG+이/JKS
잇따르는	잇따르/VV+는/ETM
것도	것/NNB+도/JX
이런	이런/MMD
사정	사정/NNG
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.9.1
◇"노사합의 필요하다"며 배짱

◇"노사합의	◇/SW+"/SS+노사/NNG+합의/NNG
필요하다"며	필요/NNG+하/XSA+다/EF+"/SS+며/EC
배짱	배짱/NNG


# id : NWRW1800000034.316.10.1
해를 거듭해도 폐단이 고쳐지지 않자 행정안전부는 5일 올해부터 퇴직금 누진제가 남아 있는 지방공기업은 경영평가에서 상당한 불이익을 받도록 했다.

해를	해/NNG+를/JKO
거듭해도	거듭/MAG+하/XSV+아도/EC
폐단이	폐단/NNG+이/JKS
고쳐지지	고치/VV+어/EC+지/VX+지/EC
않자	않/VX+자/EC
행정안전부는	행정/NNG+안전부/NNG+는/JX
5일	5/SN+일/NNB
올해부터	올해/NNG+부터/JX
퇴직금	퇴직금/NNG
누진제가	누진/NNG+제/XSN+가/JKS
남아	남/VV+아/EC
있는	있/VX+는/ETM
지방공기업은	지방/NNG+공기업/NNG+은/JX
경영평가에서	경영/NNG+평가/NNG+에서/JKB
상당한	상당/NNG+하/XSA+ㄴ/ETM
불이익을	불/XPN+이익/NNG+을/JKO
받도록	받/VV+도록/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.10.2
누진제를 유지하는 지방공기업은 올해 경영평가 점수를 1점 깎고, 내년에는 2점을 깎는 등 제도를 폐지할 때까지 감점이 해마다 늘어나도록 했다.

누진제를	누진/NNG+제/XSN+를/JKO
유지하는	유지/NNG+하/XSV+는/ETM
지방공기업은	지방/NNG+공기업/NNG+은/JX
올해	올해/NNG
경영평가	경영/NNG+평가/NNG
점수를	점수/NNG+를/JKO
1점	1/SN+점/NNB
깎고,	깎/VV+고/EC+,/SP
내년에는	내년/NNG+에/JKB+는/JX
2점을	2/SN+점/NNB+을/JKO
깎는	깎/VV+는/ETM
등	등/NNB
제도를	제도/NNG+를/JKO
폐지할	폐지/NNG+하/XSV+ㄹ/ETM
때까지	때/NNG+까지/JX
감점이	감점/NNG+이/JKS
해마다	해마다/MAG
늘어나도록	늘어나/VV+도록/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.10.3
기관장 리더십 평가도 감점 대상이다.

기관장	기관장/NNG
리더십	리더십/NNG
평가도	평가/NNG+도/JX
감점	감점/NNG
대상이다.	대상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.11.1
누진제를 없애지 않은 공기업들 고민은 이 문제가 노사합의 사안이라는 데 있다.

누진제를	누진/NNG+제/XSN+를/JKO
없애지	없애/VV+지/EC
않은	않/VX+은/ETM
공기업들	공기업/NNG+들/XSN
고민은	고민/NNG+은/JX
이	이/MMD
문제가	문제/NNG+가/JKS
노사합의	노사/NNG+합의/NNG
사안이라는	사안/NNG+이/VCP+라는/ETM
데	데/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000034.316.11.2
노조가 합의를 거부하면 해결하기 어렵다.

노조가	노조/NNG+가/JKS
합의를	합의/NNG+를/JKO
거부하면	거부/NNG+하/XSV+면/EC
해결하기	해결/NNG+하/XSV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000034.316.11.3
2000년 이후 700여개에 이르는 정부 공공기관 대부분이 노사 합의로 누진제를 폐지했다.

2000년	2000/SN+년/NNB
이후	이후/NNG
700여개에	700/SN+여/XSN+개/NNB+에/JKB
이르는	이르/VV+는/ETM
정부	정부/NNG
공공기관	공공/NNG+기관/NNG
대부분이	대/XPN+부분/NNG+이/JKS
노사	노사/NNG
합의로	합의/NNG+로/JKB
누진제를	누진/NNG+제/XSN+를/JKO
폐지했다.	폐지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.11.4
2009년 강원랜드와 KBS를 끝으로 누진제는 거의 자취를 감췄고, 대구도시철도공사와 부산교통공사도 각각 2000년과 2001년 이를 없앴다.

2009년	2009/SN+년/NNB
강원랜드와	강원랜드/NNP+와/JC
KBS를	KBS/SL+를/JKO
끝으로	끝/NNG+으로/JKB
누진제는	누진/NNG+제/XSN+는/JX
거의	거의/MAG
자취를	자취/NNG+를/JKO
감췄고,	감추/VV+었/EP+고/EC+,/SP
대구도시철도공사와	대구도시철도공사/NNP+와/JC
부산교통공사도	부산교통공사/NNP+도/JX
각각	각각/MAG
2000년과	2000/SN+년/NNB+과/JC
2001년	2001/SN+년/NNB
이를	이/NP+를/JKO
없앴다.	없애/VV+었/EP+다/EF+./SF


# id : NWRW1800000034.316.12.1
그런데 일부 지방 공기업이 합의가 이뤄지지 않았다는 이유로 이를 고집하고 있다.

그런데	그런데/MAJ
일부	일부/NNG
지방	지방/NNG
공기업이	공기업/NNG+이/JKS
합의가	합의/NNG+가/JKS
이뤄지지	이뤄지/VV+지/EC
않았다는	않/VX+았/EP+다는/ETM
이유로	이유/NNG+로/JKB
이를	이/NP+를/JKO
고집하고	고집/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000034.316.12.2
행안부 공기업과는 "해당 공기업은 노조가 강하거나, 누진제를 폐지하는 대신 위로금을 준다든지 수당을 올려주는 등 다른 보전 수단이 없어 끌려다니는 처지"라며 "법적으로 강제할 수 없어 계속 압박을 가해 이를 포기하도록 유도하는 것"이라고 말했다.

행안부	행안부/NNG
공기업과는	공기업/NNG+과/JKB+는/JX
"해당	"/SS+해당/NNG
공기업은	공기업/NNG+은/JX
노조가	노조/NNG+가/JKS
강하거나,	강하/VA+거나/EC+,/SP
누진제를	누진/NNG+제/XSN+를/JKO
폐지하는	폐지/NNG+하/XSV+는/ETM
대신	대신/NNG
위로금을	위로금/NNG+을/JKO
준다든지	주/VV+ㄴ다든지/EC
수당을	수당/NNG+을/JKO
올려주는	올리/VV+어/EC+주/VX+는/ETM
등	등/NNB
다른	다른/MMD
보전	보전/NNG
수단이	수단/NNG+이/JKS
없어	없/VA+어/EC
끌려다니는	끌리/VV+어/EC+다니/VV+는/ETM
처지"라며	처지/NNG+"/SS+이/VCP+라며/EC
"법적으로	"/SS+법/NNG+적/XSN+으로/JKB
강제할	강제/NNG+하/XSV+ㄹ/ETM
수	수/NNB
계속	계속/MAG
압박을	압박/NNG+을/JKO
가해	가하/VV+아/EC
이를	이/NP+를/JKO
포기하도록	포기/NNG+하/XSV+도록/EC
유도하는	유도/NNG+하/XSV+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.12.3
경영평가 점수가 깎이면 성과급이나 공기업 부실 여부 판단에 영향을 주기 때문에 자구책을 취하지 않겠느냐는 예상이다.

경영평가	경영/NNG+평가/NNG
점수가	점수/NNG+가/JKS
깎이면	깎이/VV+면/EC
성과급이나	성과급/NNG+이나/JC
공기업	공기업/NNG
부실	부실/NNG
여부	여부/NNG
판단에	판단/NNG+에/JKB
영향을	영향/NNG+을/JKO
주기	주/VV+기/ETN
때문에	때문/NNB+에/JKB
자구책을	자구책/NNG+을/JKO
취하지	취하/VV+지/EC
않겠느냐는	않/VX+겠/EP+느냐는/ETM
예상이다.	예상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000034.316.12.4
이 밖에 행안부는 지방공기업 평가 기준 중 당기 순이익과 사업 수지비율 등 경영성과 지표 비중을 3점 높이고, 고졸자와 청년 실업자, 북한 이탈 주민과 다문화 가정 자녀 등에 대한 고용 노력 등을 새로 반영하도록 했다.

이	이/MMD
밖에	밖/NNG+에/JKB
행안부는	행안부/NNG+는/JX
지방공기업	지방/NNG+공기업/NNG
평가	평가/NNG
기준	기준/NNG
중	중/NNB
당기	당기/NNG
순이익과	순이익/NNG+과/JC
사업	사업/NNG
수지비율	수지/NNG+비율/NNG
등	등/NNB
경영성과	경영/NNG+성과/NNG
지표	지표/NNG
비중을	비중/NNG+을/JKO
3점	3/SN+점/NNB
높이고,	높이/VV+고/EC+,/SP
고졸자와	고졸자/NNG+와/JC
청년	청년/NNG
실업자,	실업자/NNG+,/SP
북한	북한/NNP
이탈	이탈/NNG
주민과	주민/NNG+과/JC
다문화	다문화/NNG
가정	가정/NNG
자녀	자녀/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
고용	고용/NNG
노력	노력/NNG
등을	등/NNB+을/JKO
새로	새로/MAG
반영하도록	반영/NNG+하/XSV+도록/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000034.316.12.5
[그래픽] 퇴직금 누진제를 폐지하지 않고 있는 공기업

[그래픽]	[/SS+그래픽/NNG+]/SS
퇴직금	퇴직금/NNG
누진제를	누진/NNG+제/XSN+를/JKO
폐지하지	폐지/NNG+하/XSV+지/EC
않고	않/VX+고/EC
있는	있/VX+는/ETM
공기업	공기업/NNG


