# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.127
metadata : {}


# id : NWRW1800000021.127.1.1
[신나는 공부]‘클릭 손품’만 잘 팔면 영어 공짜로 배워요

[신나는	[/SS+신나/VV+는/ETM
시간과	시간/NNG+과/JC
돈을	돈/NNG+을/JKO
절약하면서	절약/NNG+하/XSV+면서/EC
공부할	공부/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
영어학습	영어/NNP+학습/NNG
사이트,	사이트/NNG+,/SP
지금	지금/MAG
‘클릭’해	‘/SS+클릭/NNG+’/SS+하/VV+아/EC
보자.	보/VX+자/EF+./SF


# id : NWRW1800000021.127.5.1
○‘영어 초보’라면 Click here!

○‘영어	○/SW+‘/SS+영어/NNP
초보’라면	초보/NNG+’/SS+라면/EC
Click	Click/SL
here!	here/SL+!/SF


# id : NWRW1800000021.127.6.1
‘영어 초보’ 엄마라면 기초 문법이나 회화 강의로 영어공부를 시작해 보자.

‘영어	‘/SS+영어/NNP
초보’	초보/NNG+’/SS
엄마라면	엄마/NNG+이/VCP+라면/EC
기초	기초/NNG
문법이나	문법/NNG+이나/JC
회화	회화/NNG
강의로	강의/NNG+로/JKB
영어공부를	영어/NNP+공부/NNG+를/JKO
시작해	시작/NNG+하/XSV+아/EC
보자.	보/VX+자/EF+./SF


# id : NWRW1800000021.127.7.1
어학학습포털 정철닷컴(www.jungchul.com)에선 ‘죽은 문법 살리기’ 영문법 강의를 무료로 제공한다.

어학학습포털	어학/NNG+학습/NNG+포털/NNG
정철닷컴(www.jungchul.com)에선	정철/NNP+닷컴/NNG+(/SS+www/SL+./SP+jungchul/SL+./SP+com/SL+)/SS+에서/JKB+ㄴ/JX
‘죽은	‘/SS+죽/VV+은/ETM
문법	문법/NNG
살리기’	살리/VV+기/ETN+’/SS
영문법	영문법/NNG
강의를	강의/NNG+를/JKO
무료로	무료/NNG+로/JKB
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.7.2
엄마들이 잘 아는 격언이나 이야기에서 발췌한 문장을 예로 들어 문법을 설명하기 때문에 내용 이해가 비교적 쉬운 편.

엄마들이	엄마/NNG+들/XSN+이/JKS
잘	잘/MAG
아는	알/VV+는/ETM
격언이나	격언/NNG+이나/JC
이야기에서	이야기/NNG+에서/JKB
발췌한	발췌/NNG+하/XSV+ㄴ/ETM
문장을	문장/NNG+을/JKO
예로	예/NNG+로/JKB
들어	들/VV+어/EC
문법을	문법/NNG+을/JKO
설명하기	설명/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
내용	내용/NNG
이해가	이해/NNG+가/JKS
비교적	비교/NNG+적/XSN
쉬운	쉽/VA+ㄴ/ETM
편.	편/NNB+./SF


# id : NWRW1800000021.127.7.3
회원 가입은 필수.

회원	회원/NNG
가입은	가입/NNG+은/JX
필수.	필수/NNG+./SF


# id : NWRW1800000021.127.8.1
“단어는 아는데 그 단어를 활용해 말하고 쓰지 못하겠어요.”

“단어는	“/SS+단어/NNG+는/JX
아는데	알/VV+는데/EC
그	그/MMD
단어를	단어/NNG+를/JKO
활용해	활용/NNG+하/XSV+아/EC
말하고	말/NNG+하/XSV+고/EC
쓰지	쓰/VV+지/EC
못하겠어요.”	못하/VX+겠/EP+어요/EF+./SF+”/SS


# id : NWRW1800000021.127.8.2
이런 문제를 호소하는 엄마라면 능률교육에서 운영하는 이티하우스(www.et-house.com)의 ‘능률영어검색 창’이 도움이 된다.

이런	이런/MMD
문제를	문제/NNG+를/JKO
호소하는	호소/NNG+하/XSV+는/ETM
엄마라면	엄마/NNG+이/VCP+라면/EC
능률교육에서	능률교육/NNP+에서/JKB
운영하는	운영/NNG+하/XSV+는/ETM
이티하우스(www.et-house.com)의	이티하우스/NNG+(/SS+www/SL+./SP+et/SL+-/SO+house/SL+./SP+com/SL+)/SS+의/JKG
‘능률영어검색	‘/SS+능률/NNG+영어/NNP+검색/NNG
창’이	창/NNG+’/SS+이/JKS
도움이	도움/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.8.3
한글 또는 영어 단어를 검색 창에 입력하면 단어의 뜻은 물론 자주 함께 쓰이는 단어, 예문까지 한 번에 찾아볼 수 있다.

한글	한글/NNG
또는	또는/MAG
영어	영어/NNP
단어를	단어/NNG+를/JKO
검색	검색/NNG
창에	창/NNG+에/JKB
입력하면	입력/NNG+하/XSV+면/EC
단어의	단어/NNG+의/JKG
뜻은	뜻/NNG+은/JX
물론	물론/MAG
자주	자주/MAG
함께	함께/MAG
쓰이는	쓰이/VV+는/ETM
단어,	단어/NNG+,/SP
예문까지	예문/NNG+까지/JX
한	한/MMN
번에	번/NNB+에/JKB
찾아볼	찾아보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.8.4
어휘, 문법, 회화 실력을 확인하는 ‘영어진단테스트’를 제외하면 모든 자료를 회원 가입 없이 바로 이용할 수 있다.

어휘,	어휘/NNG+,/SP
문법,	문법/NNG+,/SP
회화	회화/NNG
실력을	실력/NNG+을/JKO
확인하는	확인/NNG+하/XSV+는/ETM
‘영어진단테스트’를	‘/SS+영어/NNP+진단/NNG+테스트/NNG+’/SS+를/JKO
제외하면	제외/NNG+하/XSV+면/EC
모든	모든/MMN
자료를	자료/NNG+를/JKO
회원	회원/NNG
가입	가입/NNG
없이	없이/MAG
바로	바로/MAG
이용할	이용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.8.5
발음에 자신이 없는 엄마라면 윤선생영어교실(www.yoons.com)에서 제공하는 영영발음사전을 활용해 보자.

발음에	발음/NNG+에/JKB
자신이	자신/NNG+이/JKS
없는	없/VA+는/ETM
엄마라면	엄마/NNG+이/VCP+라면/EC
윤선생영어교실(www.yoons.com)에서	윤선생영어교실/NNP+(/SS+www/SL+./SP+yoons/SL+./SP+com/SL+)/SS+에서/JKB
제공하는	제공/NNG+하/XSV+는/ETM
영영발음사전을	영영/NNG+발음/NNG+사전/NNG+을/JKO
활용해	활용/NNG+하/XSV+아/EC
보자.	보/VX+자/EF+./SF


# id : NWRW1800000021.127.8.6
홈페이지 하단의 검색 창에 단어를 입력하면 영어로 단어의 뜻과 발음을 확인할 수 있다.

홈페이지	홈페이지/NNG
하단의	하단/NNG+의/JKG
검색	검색/NNG
창에	창/NNG+에/JKB
단어를	단어/NNG+를/JKO
입력하면	입력/NNG+하/XSV+면/EC
영어로	영어/NNP+로/JKB
단어의	단어/NNG+의/JKG
뜻과	뜻/NNG+과/JKB
발음을	발음/NNG+을/JKO
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.8.7
이 사전은 해당 단어와 같은 의미로 사용되는 동의어까지 함께 찾아준다.

이	이/MMD
사전은	사전/NNG+은/JX
해당	해당/NNG
단어와	단어/NNG+와/JKB
같은	같/VA+은/ETM
의미로	의미/NNG+로/JKB
사용되는	사용/NNG+되/XSV+는/ETM
동의어까지	동의어/NNG+까지/JX
함께	함께/MAG
찾아준다.	찾/VV+아/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000021.127.9.1
미국 아이오와주립대(www.uiowa.edu/∼acadtech/phonetics/#)가 제공하는 발음교정 프로그램도 도움이 된다.

미국	미국/NNP
아이오와주립대(www.uiowa.edu/∼acadtech/phonetics/#)가	아이오와주립대/NNP+(/SS+www/SL+./SP+uiowa/SL+./SP+edu/SL+//SP+∼/SO+acadtech/SL+//SP+phonetics/SL+//SP+#/SW+)/SS+가/JKS
제공하는	제공/NNG+하/XSV+는/ETM
발음교정	발음/NNG+교정/NNG
프로그램도	프로그램/NNG+도/JX
도움이	도움/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.9.2
원어민이 단어를 소리 내 읽는 동영상을 보며 발음을 익히도록 구성돼 있어 정확한 입 모양이나 혀의 위치까지 확인할 수 있다.

원어민이	원어민/NNG+이/JKS
단어를	단어/NNG+를/JKO
소리	소리/NNG
내	내/VV+어/EC
읽는	읽/VV+는/ETM
동영상을	동영상/NNG+을/JKO
보며	보/VV+며/EC
발음을	발음/NNG+을/JKO
익히도록	익히/VV+도록/EC
구성돼	구성/NNG+되/XSV+어/EC
있어	있/VX+어/EC
정확한	정확/NNG+하/XSA+ㄴ/ETM
입	입/NNG
모양이나	모양/NNG+이나/JC
혀의	혀/NNG+의/JKG
위치까지	위치/NNG+까지/JX
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.9.3
(단, 위 홈페이지 주소 그대로 인터넷 주소 창에 입력해야 프로그램을 바로 이용할 수 있다)

(단,	(/SS+단/MAJ+,/SP
위	위/NNG
홈페이지	홈페이지/NNG
주소	주소/NNG
그대로	그대로/MAG
인터넷	인터넷/NNG
창에	창/NNG+에/JKB
입력해야	입력/NNG+하/XSV+아야/EC
프로그램을	프로그램/NNG+을/JKO
바로	바로/MAG
이용할	이용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다)	있/VA+다/EF+)/SS


# id : NWRW1800000021.127.10.1
○ ‘영어 고수’라면 Click here!

○	○/SW
‘영어	‘/SS+영어/NNP
고수’라면	고수/NNG+’/SS+라면/EC
Click	Click/SL
here!	here/SL+!/SF


# id : NWRW1800000021.127.11.1
어느 정도 영어 실력을 쌓은 엄마라면 영자신문 읽기나 토익, 토플 같은 공인영어시험에 도전해 보자.

어느	어느/MMD
정도	정도/NNG
영어	영어/NNP
실력을	실력/NNG+을/JKO
쌓은	쌓/VV+은/ETM
엄마라면	엄마/NNG+이/VCP+라면/EC
영자신문	영자/NNG+신문/NNG
읽기나	읽/VV+기/ETN+나/JC
토익,	토익/NNG+,/SP
토플	토플/NNG
같은	같/VA+은/ETM
공인영어시험에	공인/NNG+영어/NNP+시험/NNG+에/JKB
도전해	도전/NNG+하/XSV+아/EC
보자.	보/VX+자/EF+./SF


# id : NWRW1800000021.127.12.1
해커스토익(www.Hackers.co.kr)은 ‘AP뉴스 받아쓰기’ 코너를 통해 최신 해외 뉴스를 제공한다.

해커스토익(www.Hackers.co.kr)은	해커스/NNP+토익/NNG+(/SS+www/SL+./SP+Hackers/SL+./SP+co/SL+./SP+kr/SL+)/SS+은/JX
‘AP뉴스	‘/SS+AP/SL+뉴스/NNG
받아쓰기’	받아쓰기/NNG+’/SS
코너를	코너/NNG+를/JKO
통해	통하/VV+아/EC
최신	최신/NNG
해외	해외/NNG
뉴스를	뉴스/NNG+를/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.12.2
아나운서의 정확한 발음을 들으며 받아쓰기를 하도록 구성돼 있어 듣기 실력을 향상시키는 데 도움이 된다.

아나운서의	아나운서/NNG+의/JKG
정확한	정확/NNG+하/XSA+ㄴ/ETM
발음을	발음/NNG+을/JKO
들으며	듣/VV+으며/EC
받아쓰기를	받아쓰기/NNG+를/JKO
하도록	하/VV+도록/EC
구성돼	구성/NNG+되/XSV+어/EC
있어	있/VX+어/EC
듣기	듣기/NNG
실력을	실력/NNG+을/JKO
향상시키는	향상/NNG+시키/XSV+는/ETM
데	데/NNB
도움이	도움/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.12.3
토익, 텝스 리딩 강의도 무료로 들을 수 있다.

토익,	토익/NNG+,/SP
텝스	텝스/NNG
리딩	리딩/NNG
강의도	강의/NNG+도/JX
무료로	무료/NNG+로/JKB
들을	듣/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.12.4
엄마가 공부하는 영자신문과 시험 강의는 중고등학생 자녀에게도 좋은 학습 자료가 된다.

엄마가	엄마/NNG+가/JKS
공부하는	공부/NNG+하/XSV+는/ETM
영자신문과	영자/NNG+신문/NNG+과/JC
시험	시험/NNG
강의는	강의/NNG+는/JX
중고등학생	중고등학생/NNG
자녀에게도	자녀/NNG+에게/JKB+도/JX
좋은	좋/VA+은/ETM
학습	학습/NNG
자료가	자료/NNG+가/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.13.1
윈글리쉬닷컴(www.winglish.com)은 요일별로 다채로운 무료 학습 자료를 제공한다.

윈글리쉬닷컴(www.winglish.com)은	윈글리쉬/NNG+닷컴/NNG+(/SS+www/SL+./SP+winglish/SL+./SP+com/SL+)/SS+은/JX
요일별로	요일/NNG+별/XSN+로/JKB
다채로운	다채롭/VA+ㄴ/ETM
무료	무료/NNG
학습	학습/NNG
자료를	자료/NNG+를/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.13.2
월요일은 토익 같은 시험 관련 자료, 화요일엔 비즈니스 어휘, 금요일엔 만화 또는 팝송을 이용할 수 있다.

월요일은	월요일/NNG+은/JX
토익	토익/NNG
같은	같/VA+은/ETM
시험	시험/NNG
관련	관련/NNG
자료,	자료/NNG+,/SP
화요일엔	화요일/NNG+에/JKB+ㄴ/JX
비즈니스	비즈니스/NNG
어휘,	어휘/NNG+,/SP
금요일엔	금요일/NNG+에/JKB+ㄴ/JX
만화	만화/NNG
또는	또는/MAG
팝송을	팝송/NNG+을/JKO
이용할	이용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.127.13.3
회원 가입은 필수.

회원	회원/NNG
가입은	가입/NNG+은/JX
필수.	필수/NNG+./SF


# id : NWRW1800000021.127.14.1
○ 자녀를 위한 학습 자료는?

○	○/SW
자녀를	자녀/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
학습	학습/NNG
자료는?	자료/NNG+는/JX+?/SF


# id : NWRW1800000021.127.14.2
Click here!

Click	Click/SL
here!	here/SL+!/SF


# id : NWRW1800000021.127.15.1
자녀가 영어에 흥미를 갖게 하는 방법을 찾고 싶다면 다음 사이트를 살펴보자.

자녀가	자녀/NNG+가/JKS
영어에	영어/NNP+에/JKB
흥미를	흥미/NNG+를/JKO
갖게	갖/VV+게/EC
하는	하/VX+는/ETM
방법을	방법/NNG+을/JKO
찾고	찾/VV+고/EC
싶다면	싶/VX+다면/EC
다음	다음/NNG
사이트를	사이트/NNG+를/JKO
살펴보자.	살펴보/VV+자/EF+./SF


# id : NWRW1800000021.127.15.2
재능에듀닷컴(www.jei-edu.com)은 초등학교 저학년인 자녀의 어휘 학습에 도움이 되는 그림영어사전과 음식 계절 등 같은 범주에 속하는 수십 개의 단어를 함께 공부하는 그림영어단어를 제공한다.

재능에듀닷컴(www.jei-edu.com)은	재능에듀/NNP+닷컴/NNG+(/SS+www/SL+./SP+jei/SL+-/SO+edu/SL+./SP+com/SL+)/SS+은/JX
초등학교	초등학교/NNG
저학년인	저/XPN+학년/NNG+이/VCP+ㄴ/ETM
자녀의	자녀/NNG+의/JKG
어휘	어휘/NNG
학습에	학습/NNG+에/JKB
도움이	도움/NNG+이/JKC
되는	되/VV+는/ETM
그림영어사전과	그림/NNG+영어/NNP+사전/NNG+과/JC
음식	음식/NNG
계절	계절/NNG
등	등/NNB
같은	같/VA+은/ETM
범주에	범주/NNG+에/JKB
속하는	속하/VV+는/ETM
수십	수십/NR
개의	개/NNB+의/JKG
단어를	단어/NNG+를/JKO
함께	함께/MAG
공부하는	공부/NNG+하/XSV+는/ETM
그림영어단어를	그림/NNG+영어/NNP+단어/NNG+를/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.16.1
YBM ECC(www.ybmecc.com)의 ‘온라인 공부방’에선 일상생활에서 일어나는 상황을 노래와 챈트로 배워보는 코너가 마련돼 있다.

YBM	YBM/SL
ECC(www.ybmecc.com)의	ECC/SL+(/SS+www/SL+./SP+ybmecc/SL+./SP+com/SL+)/SS+의/JKG
‘온라인	‘/SS+온라인/NNG
공부방’에선	공부방/NNG+’/SS+에서/JKB+ㄴ/JX
일상생활에서	일상생활/NNG+에서/JKB
일어나는	일어나/VV+는/ETM
상황을	상황/NNG+을/JKO
노래와	노래/NNG+와/JC
챈트로	챈트/NNG+로/JKB
배워보는	배우/VV+어/EC+보/VX+는/ETM
코너가	코너/NNG+가/JKS
마련돼	마련/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.127.16.2
발음을 듣고 단어를 찾는 게임은 자녀의 학습 흥미를 높이는 데 도움이 된다.

발음을	발음/NNG+을/JKO
듣고	듣/VV+고/EC
단어를	단어/NNG+를/JKO
찾는	찾/VV+는/ETM
게임은	게임/NNG+은/JX
자녀의	자녀/NNG+의/JKG
학습	학습/NNG
흥미를	흥미/NNG+를/JKO
높이는	높이/VV+는/ETM
데	데/NNB
도움이	도움/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.127.17.1
영국 공영방송 BBC(www.bbc.co.uk/cbeebies)의 홈페이지에 있는 색칠공부도 재미있게 영어공부를 할 수 있는 활동 중 하나.

영국	영국/NNP
공영방송	공영/NNG+방송/NNG
BBC(www.bbc.co.uk/cbeebies)의	BBC/SL+(/SS+www/SL+./SP+bbc/SL+./SP+co/SL+./SP+uk/SL+//SP+cbeebies/SL+)/SS+의/JKG
홈페이지에	홈페이지/NNG+에/JKB
있는	있/VA+는/ETM
색칠공부도	색칠/NNG+공부/NNG+도/JX
재미있게	재미있/VA+게/EC
영어공부를	영어/NNP+공부/NNG+를/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
활동	활동/NNG
중	중/NNB
하나.	하나/NR+./SF


# id : NWRW1800000021.127.17.2
동물과 자연에 관심이 많은 자녀에겐 내셔널지오그래픽의 어린이 사이트(kids.nationalgeographic.com), 야후(kids.yahoo.com/animal)의 동물 코너가 좋은 학습 자료가 된다.

동물과	동물/NNG+과/JC
자연에	자연/NNG+에/JKB
관심이	관심/NNG+이/JKS
많은	많/VA+은/ETM
자녀에겐	자녀/NNG+에게/JKB+ㄴ/JX
내셔널지오그래픽의	내셔널지오그래픽/NNP+의/JKG
어린이	어린이/NNG
사이트(kids.nationalgeographic.com),	사이트/NNG+(/SS+kids/SL+./SP+nationalgeographic/SL+./SP+com/SL+)/SS+,/SP
야후(kids.yahoo.com/animal)의	야후/NNP+(/SS+kids/SL+./SP+yahoo/SL+./SP+com/SL+//SP+animal/SL+)/SS+의/JKG
동물	동물/NNG
코너가	코너/NNG+가/JKS
좋은	좋/VA+은/ETM
학습	학습/NNG
자료가	자료/NNG+가/JKC
된다.	되/VV+ㄴ다/EF+./SF


