# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.222
metadata : {}


# id : NWRW1800000054.222.1.1
[NOW] "며늘아, 차례 음식은 대행에 맡기렴"

[NOW]	[/SS+NOW/SL+]/SS
차례상 대행업체들은 지역별로 맞춤형 음식 서비스를 제공하는 다양한 서비스로 손님을 끌고 있다.

차례상	차례상/NNG
대행업체들은	대행업체/NNG+들/XSN+은/JX
지역별로	지역/NNG+별/XSN+로/JKB
맞춤형	맞춤/NNG+형/XSN
음식	음식/NNG
서비스를	서비스/NNG+를/JKO
제공하는	제공/NNG+하/XSV+는/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
서비스로	서비스/NNG+로/JKB
손님을	손/NNG+님/XSN+을/JKO
끌고	끌/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000054.222.8.2
사람들 입맛에 맞게 서울 고객에겐 서울 음식, 전라도 출신 고객에겐 전라도 음식, 경상도 고객에겐 경상도 특색 음식을 준비하는 식이다.

사람들	사람/NNG+들/XSN
입맛에	입맛/NNG+에/JKB
맞게	맞/VV+게/EC
서울	서울/NNP
고객에겐	고객/NNG+에게/JKB+ㄴ/JX
음식,	음식/NNG+,/SP
전라도	전라도/NNP
출신	출신/NNG
경상도	경상도/NNP
특색	특색/NNG
음식을	음식/NNG+을/JKO
준비하는	준비/NNG+하/XSV+는/ETM
식이다.	식/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.222.9.1
명절에 벌초를 하거나 차례를 지내야 한다는 '의무감'은 젊은 세대로 갈수록 엷어진다.

명절에	명절/NNG+에/JKB
벌초를	벌초/NNG+를/JKO
하거나	하/VV+거나/EC
차례를	차례/NNG+를/JKO
지내야	지내/VV+어야/EC
한다는	하/VX+ㄴ다는/ETM
'의무감'은	'/SS+의무감/NNG+'/SS+은/JX
젊은	젊/VA+은/ETM
세대로	세대/NNG+로/JKB
갈수록	갈수록/MAG
엷어진다.	엷어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.222.9.2
이들 사이에선 차례나 제사가 꼭 필요하냐는 목소리도 있다.

이들	이/NP+들/XSN
사이에선	사이/NNG+에서/JKB+ㄴ/JX
차례나	차례/NNG+나/JC
제사가	제사/NNG+가/JKS
꼭	꼭/MAG
필요하냐는	필요/NNG+하/XSA+냐는/ETM
목소리도	목소리/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.222.9.3
지난달 청와대 홈페이지 국민청원 게시판에는 '제사 폐지합시다'라는 제목의 글이 올라왔다.

지난달	지난달/NNG
청와대	청와대/NNP
홈페이지	홈페이지/NNG
국민청원	국민/NNG+청원/NNG
게시판에는	게시판/NNG+에/JKB+는/JX
'제사	'/SS+제사/NNG
폐지합시다'라는	폐지/NNG+하/XSV+ㅂ시다/EF+'/SS+이/VCP+라는/ETM
제목의	제목/NNG+의/JKG
글이	글/NNG+이/JKS
올라왔다.	올라오/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.9.4
글 작성자는 "명절에 대다수 여성은 친정에 가지 못하고 명절증후군을 심하게 앓는다"면서 "조상을 기리는 것은 정성이면 족하다"고 적었다.

글	글/NNG
작성자는	작성자/NNG+는/JX
"명절에	"/SS+명절/NNG+에/JKB
대다수	대/XPN+다수/NNG
여성은	여성/NNG+은/JX
친정에	친정/NNG+에/JKB
가지	가/VV+지/EC
못하고	못하/VX+고/EC
명절증후군을	명절/NNG+증후군/NNG+을/JKO
심하게	심하/VA+게/EC
앓는다"면서	앓/VV+는다/EF+"/SS+면서/EC
"조상을	"/SS+조상/NNG+을/JKO
기리는	기리/VV+는/ETM
것은	것/NNB+은/JX
정성이면	정성/NNG+이/VCP+면/EC
족하다"고	족하/VA+다/EF+"/SS+고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.222.9.5
900여 명이 청원에 동의했고 맘카페(주로 아이 엄마로 이뤄진 온라인 커뮤니티)에선 링크를 공유했다.

900여	900/SN+여/XSN
명이	명/NNB+이/JKS
청원에	청원/NNG+에/JKB
동의했고	동의/NNG+하/XSV+았/EP+고/EC
맘카페(주로	맘카페/NNG+(/SS+주로/MAG
아이	아이/NNG
엄마로	엄마/NNG+로/JKB
이뤄진	이뤄지/VV+ㄴ/ETM
온라인	온라인/NNG
커뮤니티)에선	커뮤니티/NNG+)/SS+에서/JKB+ㄴ/JX
링크를	링크/NNG+를/JKO
공유했다.	공유/NNG+하/XSV+았/EP+다/EF+./SF


