# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.41
metadata : {}


# id : NWRW1800000025.41.1.1
[설 연휴특집]설 준비에 지친 심신… □ 하나면 사르르

[설	[/SS+설/NNG
기름진	기름지/VA+ㄴ/ETM
명절음식	명절/NNG+음식/NNG
냄새에도	냄새/NNG+에/JKB+도/JX
향초가	향초/NNG+가/JKS
제격이다.	제격/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.41.3.3
어둠을 살짝 밀어내는 작은 빛, 부드럽게 스며드는 은은한 향기.

어둠을	어둠/NNG+을/JKO
살짝	살짝/MAG
밀어내는	밀어내/VV+는/ETM
작은	작/VA+은/ETM
빛,	빛/NNG+,/SP
부드럽게	부드럽/VA+게/EC
스며드는	스며들/VV+는/ETM
은은한	은은하/VA+ㄴ/ETM
향기.	향기/NNG+./SF


# id : NWRW1800000025.41.3.4
작은 향초 하나에 따스하고 평화로운 세계가 깃들어 있다.

작은	작/VA+은/ETM
향초	향초/NNG
하나에	하나/NR+에/JKB
따스하고	따스하/VA+고/EC
평화로운	평화/NNG+롭/XSA+ㄴ/ETM
세계가	세계/NNG+가/JKS
깃들어	깃들/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.41.4.1
○향초의 힘

○향초의	○/SW+향초/NNG+의/JKG
힘	힘/NNG


# id : NWRW1800000025.41.5.1
영국의 아로마세러피스트 마기 티설랜드는 저서 ‘여성을 위한 아로마테라피’에서 정신적으로 지쳤을 때는 바질 향을, 원기회복이 필요할 때는 로즈마리 향의 도움을 받는다고 했다.

영국의	영국/NNP+의/JKG
아로마세러피스트	아로마/NNG+세러피스트/NNG
마기	마기/NNP
티설랜드는	티설랜드/NNP+는/JX
저서	저서/NNG
‘여성을	‘/SS+여성/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
아로마테라피’에서	아로마테라피/NNG+’/SS+에서/JKB
정신적으로	정신/NNG+적/XSN+으로/JKB
지쳤을	지치/VV+었/EP+을/ETM
때는	때/NNG+는/JX
바질	바질/NNG
향을,	향/NNG+을/JKO+,/SP
원기회복이	원기/NNG+회복/NNG+이/JKS
필요할	필요/NNG+하/XSA+ㄹ/ETM
로즈마리	로즈마리/NNG
향의	향/NNG+의/JKG
도움을	도움/NNG+을/JKO
받는다고	받/VV+는다고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.41.5.2
아이가 잠이 오지 않는다고 호소할 때는 라벤더 향기를 맡도록 하며, 주변 공기를 정화시킬 때는 베르가모트나 레몬 오일을 이용한다.

아이가	아이/NNG+가/JKS
잠이	잠/NNG+이/JKS
오지	오/VV+지/EC
않는다고	않/VX+는다고/EC
호소할	호소/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
라벤더	라벤더/NNG
향기를	향기/NNG+를/JKO
맡도록	맡/VV+도록/EC
하며,	하/VX+며/EC+,/SP
주변	주변/NNG
공기를	공기/NNG+를/JKO
정화시킬	정화/NNG+시키/XSV+ㄹ/ETM
베르가모트나	베르가모트/NNG+나/JC
레몬	레몬/NNG
오일을	오일/NNG+을/JKO
이용한다.	이용/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.6.1
향초의 아로마는 몸과 마음을 건강하게 지켜주고 스트레스 해소에도 효과를 발휘한다.

향초의	향초/NNG+의/JKG
아로마는	아로마/NNG+는/JX
몸과	몸/NNG+과/JC
마음을	마음/NNG+을/JKO
건강하게	건강/NNG+하/XSA+게/EC
지켜주고	지키/VV+어/EC+주/VX+고/EC
스트레스	스트레스/NNG
해소에도	해소/NNG+에/JKB+도/JX
효과를	효과/NNG+를/JKO
발휘한다.	발휘/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.6.2
전문가들은 재스민이나 유칼립투스 향은 신경쇠약을 완화하고 라벤더는 날이 선 신경을 도닥여주며, 캐모마일도 마음을 편하게 가라앉히는 데 도움을 준다고 말한다.

전문가들은	전문가/NNG+들/XSN+은/JX
재스민이나	재스민/NNG+이나/JC
유칼립투스	유칼립투스/NNG
향은	향/NNG+은/JX
신경쇠약을	신경/NNG+쇠약/NNG+을/JKO
완화하고	완화/NNG+하/XSV+고/EC
라벤더는	라벤더/NNG+는/JX
날이	날/NNG+이/JKS
선	서/VV+ㄴ/ETM
신경을	신경/NNG+을/JKO
도닥여주며,	도닥이/VV+어/EC+주/VX+며/EC+,/SP
캐모마일도	캐모마일/NNG+도/JX
마음을	마음/NNG+을/JKO
편하게	편하/VA+게/EC
가라앉히는	가라앉히/VV+는/ETM
데	데/NNB
도움을	도움/NNG+을/JKO
준다고	주/VV+ㄴ다고/EC
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.6.3
페퍼민트는 머리를 맑게 하고 집중력을 높이며 상큼한 오렌지, 버베나 향은 기분 전환에 좋다.

페퍼민트는	페퍼민트/NNG+는/JX
머리를	머리/NNG+를/JKO
맑게	맑/VA+게/EC
하고	하/VX+고/EC
집중력을	집중력/NNG+을/JKO
높이며	높이/VV+며/EC
상큼한	상큼하/VA+ㄴ/ETM
오렌지,	오렌지/NNG+,/SP
버베나	버베나/NNG
향은	향/NNG+은/JX
기분	기분/NNG
전환에	전환/NNG+에/JKB
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.41.7.1
촛불은 주위의 연기를 흡수하는 성질이 있어 냄새 제거에도 효과적이다.

촛불은	촛불/NNG+은/JX
주위의	주위/NNG+의/JKG
연기를	연기/NNG+를/JKO
흡수하는	흡수/NNG+하/XSV+는/ETM
성질이	성질/NNG+이/JKS
있어	있/VA+어/EC
냄새	냄새/NNG
제거에도	제거/NNG+에/JKB+도/JX
효과적이다.	효과/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000025.41.7.2
생선이나 고기를 구운 뒤 향초를 켜면 비릿한 냄새가 말끔히 사라진다.

생선이나	생선/NNG+이나/JC
고기를	고기/NNG+를/JKO
구운	굽/VV+ㄴ/ETM
뒤	뒤/NNG
향초를	향초/NNG+를/JKO
켜면	켜/VV+면/EC
비릿한	비릿하/VA+ㄴ/ETM
냄새가	냄새/NNG+가/JKS
말끔히	말끔히/MAG
사라진다.	사라지/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.7.3
강아지나 고양이, 담배 냄새도 빠른 시간에 삼켜버린다.

강아지나	강아지/NNG+나/JC
고양이,	고양이/NNG+,/SP
담배	담배/NNG
냄새도	냄새/NNG+도/JX
빠른	빠르/VA+ㄴ/ETM
시간에	시간/NNG+에/JKB
삼켜버린다.	삼키/VV+어/EC+버리/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.41.7.4
갤러리아백화점 명품관 ‘아베다’ 매니저는 “집 안 공기 정화용으로 향초의 인기가 높다”면서 “재구매율이 높고 한 번에 몇 세트씩 사가는 분들이 많다”고 말했다.

갤러리아백화점	갤러리아백화점/NNP
명품관	명품관/NNG
‘아베다’	‘/SS+아베다/NNP+’/SS
매니저는	매니저/NNG+는/JX
“집	“/SS+집/NNG
안	안/NNG
공기	공기/NNG
정화용으로	정화/NNG+용/XSN+으로/JKB
향초의	향초/NNG+의/JKG
인기가	인기/NNG+가/JKS
높다”면서	높/VA+다/EF+”/SS+면서/EC
“재구매율이	“/SS+재/XPN+구매/NNG+율/XSN+이/JKS
높고	높/VA+고/EC
한	한/MMN
번에	번/NNB+에/JKB
몇	몇/NR
세트씩	세트/NNG+씩/XSN
사가는	사/VV+아/EC+가/VX+는/ETM
분들이	분/NNB+들/XSN+이/JKS
많다”고	많/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.41.8.1
○향기와 분위기에 취하다

○향기와	○/SW+향기/NNG+와/JC
분위기에	분위기/NNG+에/JKB
취하다	취하/VV+다/EF


# id : NWRW1800000025.41.9.1
달콤하고 상쾌한 향은 거실에 잘 어울린다.

달콤하고	달콤하/VA+고/EC
상쾌한	상쾌하/VA+ㄴ/ETM
향은	향/NNG+은/JX
거실에	거실/NNG+에/JKB
잘	잘/MAG
어울린다.	어울리/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.9.2
침실과 드레스룸에는 장미, 라벤더, 재스민처럼 여성스럽고 가벼운 꽃향기가 나는 초가 좋다.

침실과	침실/NNG+과/JC
드레스룸에는	드레스/NNG+룸/NNG+에/JKB+는/JX
장미,	장미/NNG+,/SP
라벤더,	라벤더/NNG+,/SP
재스민처럼	재스민/NNG+처럼/JKB
여성스럽고	여성/NNG+스럽/XSA+고/EC
가벼운	가볍/VA+ㄴ/ETM
꽃향기가	꽃향기/NNG+가/JKS
나는	나/VV+는/ETM
초가	초/NNG+가/JKS
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.41.9.3
화장실에는 과일 향이나 민트 향초를 켜면 깔끔함이 살아난다.

화장실에는	화장실/NNG+에/JKB+는/JX
과일	과일/NNG
향이나	향/NNG+이나/JC
민트	민트/NNG
향초를	향초/NNG+를/JKO
켜면	켜/VV+면/EC
깔끔함이	깔끔/NNG+하/XSA+ㅁ/ETN+이/JKS
살아난다.	살아나/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.9.4
주방에는 달콤한 과일, 아몬드 향초가 적합하다.

주방에는	주방/NNG+에/JKB+는/JX
달콤한	달콤하/VA+ㄴ/ETM
과일,	과일/NNG+,/SP
아몬드	아몬드/NNG
향초가	향초/NNG+가/JKS
적합하다.	적합/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000025.41.9.5
식사를 할 때는 향 없는 초를 선택하는 편이 낫다.

식사를	식사/NNG+를/JKO
할	하/VV+ㄹ/ETM
때는	때/NNG+는/JX
향	향/NNG
없는	없/VA+는/ETM
초를	초/NNG+를/JKO
선택하는	선택/NNG+하/XSV+는/ETM
편이	편/NNB+이/JKS
낫다.	낫/VA+다/EF+./SF


# id : NWRW1800000025.41.9.6
음식 냄새와 섞이지 않으면서 음식에 따뜻한 빛을 비춰 식욕을 돋우는 효과를 내기 때문이다.

음식	음식/NNG
냄새와	냄새/NNG+와/JKB
섞이지	섞이/VV+지/EC
않으면서	않/VX+으면서/EC
음식에	음식/NNG+에/JKB
따뜻한	따뜻하/VA+ㄴ/ETM
빛을	빛/NNG+을/JKO
비춰	비추/VV+어/EC
식욕을	식욕/NNG+을/JKO
돋우는	돋우/VV+는/ETM
효과를	효과/NNG+를/JKO
내기	내/VV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.41.10.1
아베다의 향초 ‘유포릭’과 ‘레인 포레스트’(2만8000원)는 천연 밀랍으로 만들었다.

아베다의	아베다/NNP+의/JKG
향초	향초/NNG
‘유포릭’과	‘/SS+유포릭/NNP+’/SS+과/JC
‘레인	‘/SS+레인/NNP
포레스트’(2만8000원)는	포레스트/NNG+’/SS+(/SS+2/SN+만/NR+8000/SN+원/NNB+)/SS+는/JX
천연	천연/NNG
밀랍으로	밀랍/NNG+으로/JKB
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.41.10.2
‘유포릭’은 로즈와 재스민 향이 편안하고 따뜻한 분위기를 만들어주며, ‘레인 포레스트’는 페퍼민트, 클로브(정향)가 심신을 안정시켜준다.

‘유포릭’은	‘/SS+유포릭/NNP+’/SS+은/JX
로즈와	로즈/NNG+와/JC
재스민	재스민/NNG
향이	향/NNG+이/JKS
편안하고	편안/NNG+하/XSA+고/EC
따뜻한	따뜻하/VA+ㄴ/ETM
분위기를	분위기/NNG+를/JKO
만들어주며,	만들/VV+어/EC+주/VX+며/EC+,/SP
‘레인	‘/SS+레인/NNP
포레스트’는	포레스트/NNG+’/SS+는/JX
페퍼민트,	페퍼민트/NNG+,/SP
클로브(정향)가	클로브/NNG+(/SS+정향/NNG+)/SS+가/JKS
심신을	심신/NNG+을/JKO
안정시켜준다.	안정/NNG+시키/XSV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.41.10.3
‘샴퓨어 소이왁스 캔들’(4만 원)은 유기농 베르가모트, 라벤더, 레몬, 일랑일랑 등 25가지 꽃과 식물 에센스로 향을 낸다.

‘샴퓨어	‘/SS+샴퓨어/NNP
소이왁스	소이/NNG+왁스/NNG
캔들’(4만	캔들/NNG+’/SS+(/SS+4/SN+만/NR
원)은	원/NNB+)/SS+은/JX
유기농	유기농/NNG
베르가모트,	베르가모트/NNG+,/SP
라벤더,	라벤더/NNG+,/SP
레몬,	레몬/NNG+,/SP
일랑일랑	일랑일랑/NNG
등	등/NNB
25가지	25/SN+가지/NNB
꽃과	꽃/NNG+과/JC
식물	식물/NNG
에센스로	에센스/NNG+로/JKB
향을	향/NNG+을/JKO
낸다.	내/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.11.1
록시땅의 ‘라벤더 캔들’(3만3000원)을 켜면, 라벤더의 릴렉싱 효과로 로맨틱하고 평온한 분위기를 만들 수 있다.

록시땅의	록시땅/NNP+의/JKG
‘라벤더	‘/SS+라벤더/NNG
캔들’(3만3000원)을	캔들/NNG+’/SS+(/SS+3/SN+만/NR+3000/SN+원/NNB+)/SS+을/JKO
켜면,	켜/VV+면/EC+,/SP
라벤더의	라벤더/NNG+의/JKG
릴렉싱	릴렉싱/NNG
효과로	효과/NNG+로/JKB
로맨틱하고	로맨틱/NNG+하/XSA+고/EC
평온한	평온/NNG+하/XSA+ㄴ/ETM
분위기를	분위기/NNG+를/JKO
만들	만들/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.11.2
‘윈터 포레스트 캔들’(2만8000원)은 솔잎의 상쾌함, 다양한 여름과일, 엷은 시나몬 향이 청량하면서도 은은한 향기를 자아낸다.

‘윈터	‘/SS+윈터/NNG
포레스트	포레스트/NNG
캔들’(2만8000원)은	캔들/NNG+’/SS+(/SS+2/SN+만/NR+8000/SN+원/NNB+)/SS+은/JX
솔잎의	솔잎/NNG+의/JKG
상쾌함,	상쾌하/VA+ㅁ/ETN+,/SP
다양한	다양/NNG+하/XSA+ㄴ/ETM
여름과일,	여름/NNG+과일/NNG+,/SP
엷은	엷/VA+은/ETM
시나몬	시나몬/NNG
향이	향/NNG+이/JKS
청량하면서도	청량하/VA+면서/EC+도/JX
은은한	은은하/VA+ㄴ/ETM
향기를	향기/NNG+를/JKO
자아낸다.	자아내/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.12.1
딥티크가 가장 선택의 폭이 넓다.

딥티크가	딥티크/NNP+가/JKS
가장	가장/MAG
선택의	선택/NNG+의/JKG
폭이	폭/NNG+이/JKS
넓다.	넓/VA+다/EF+./SF


# id : NWRW1800000025.41.12.2
장미, 미모사부터 감귤, 머스크, 사이프러스 등(8만8000원)이 있다.

장미,	장미/NNG+,/SP
미모사부터	미모사/NNG+부터/JX
감귤,	감귤/NNG+,/SP
머스크,	머스크/NNG+,/SP
사이프러스	사이프러스/NNG
등(8만8000원)이	등/NNB+(/SS+8/SN+만/NR+8000/SN+원/NNB+)/SS+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.13.1
이마트 자연주의에서 판매하는 ‘소이왁스 향초’(7500원)도 좋다.

이마트	이마트/NNP
자연주의에서	자연주의/NNG+에서/JKB
판매하는	판매/NNG+하/XSV+는/ETM
‘소이왁스	‘/SS+소이/NNG+왁스/NNG
향초’(7500원)도	향초/NNG+’/SS+(/SS+7500/SN+원/NNB+)/SS+도/JX
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.41.13.2
라벤더, 로즈마리, 오렌지, 라임 버베나 등 다섯 가지 향기가 있다.

라벤더,	라벤더/NNG+,/SP
로즈마리,	로즈마리/NNG+,/SP
오렌지,	오렌지/NNG+,/SP
라임	라임/NNG
버베나	버베나/NNG
등	등/NNB
다섯	다섯/NR
가지	가지/NNB
향기가	향기/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.13.3
국내 업체에서 만든 제품으로 100% 식물성 원료와 친환경 소재인 에코심지를 사용했다.

국내	국내/NNG
업체에서	업체/NNG+에서/JKB
만든	만들/VV+ㄴ/ETM
제품으로	제품/NNG+으로/JKB
100%	100/SN+%/SW
식물성	식물/NNG+성/XSN
원료와	원료/NNG+와/JC
친환경	친/XPN+환경/NNG
소재인	소재/NNG+이/VCP+ㄴ/ETM
에코심지를	에코/NNG+심지/NNG+를/JKO
사용했다.	사용/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.41.14.1
○향초 고르기

○향초	○/SW+향초/NNG
고르기	고르/VV+기/ETN


# id : NWRW1800000025.41.15.1
향초의 종류와 가격대는 다양하다.

향초의	향초/NNG+의/JKG
종류와	종류/NNG+와/JC
가격대는	가격대/NNG+는/JX
다양하다.	다양/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000025.41.15.2
시중에서 쉽게 볼 수 있는 저렴한 가격대의 초는 파라핀으로 만든 것이 많다.

시중에서	시중/NNG+에서/JKB
쉽게	쉽/VA+게/EC
볼	보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
저렴한	저렴하/VA+ㄴ/ETM
가격대의	가격대/NNG+의/JKG
초는	초/NNG+는/JX
파라핀으로	파라핀/NNG+으로/JKB
만든	만들/VV+ㄴ/ETM
것이	것/NNB+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000025.41.15.3
파라핀은 석유를 정제하는 과정에서 나오는 부산물.

파라핀은	파라핀/NNG+은/JX
석유를	석유/NNG+를/JKO
정제하는	정제/NNG+하/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
나오는	나오/VV+는/ETM
부산물.	부산물/NNG+./SF


# id : NWRW1800000025.41.15.4
파라핀 초는 오래 켜둘수록 좋지 않은 냄새를 배출해 두통이나 현기증을 일으킬 수 있다.

파라핀	파라핀/NNG
초는	초/NNG+는/JX
오래	오래/MAG
켜둘수록	켜/VV+어/EC+두/VX+ㄹ수록/EC
좋지	좋/VA+지/EC
않은	않/VX+은/ETM
냄새를	냄새/NNG+를/JKO
배출해	배출/NNG+하/XSV+아/EC
두통이나	두통/NNG+이나/JC
현기증을	현기증/NNG+을/JKO
일으킬	일으키/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.16.1
오랜 시간 깨끗하게 좋은 향을 맡고 싶다면 천연 재료로 만든 향초를 ?라야 한다.

오랜	오랜/MMA
시간	시간/NNG
깨끗하게	깨끗하/VA+게/EC
좋은	좋/VA+은/ETM
향을	향/NNG+을/JKO
맡고	맡/VV+고/EC
싶다면	싶/VX+다면/EC
천연	천연/NNG
재료로	재료/NNG+로/JKB
만든	만들/VV+ㄴ/ETM
향초를	향초/NNG+를/JKO
?라야	?르/NV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.41.16.2
벌집이나 야자나무 추출물, 소이왁스가 대표적인 천연 재료다.

벌집이나	벌집/NNG+이나/JC
야자나무	야자나무/NNG
추출물,	추출물/NNG+,/SP
소이왁스가	소이/NNG+왁스/NNG+가/JKS
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
천연	천연/NNG
재료다.	재료/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.41.16.3
고가의 향초 중에도 천연 재료와 파라핀을 섞어 만든 것이 있다.

고가의	고가/NNG+의/JKG
향초	향초/NNG
중에도	중/NNB+에/JKB+도/JX
천연	천연/NNG
재료와	재료/NNG+와/JC
파라핀을	파라핀/NNG+을/JKO
섞어	섞/VV+어/EC
만든	만들/VV+ㄴ/ETM
것이	것/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.16.4
향초 제조회사인 MK인터내셔날의 배영근 대표는 “파라핀과 천연재료 향초를 같이 켜보면 그을음이나 냄새가 확실히 차이가 난다”고 말했다.

향초	향초/NNG
제조회사인	제조/NNG+회사/NNG+이/VCP+ㄴ/ETM
MK인터내셔날의	MK인터내셔날/NNP+의/JKG
배영근	배영근/NNP
대표는	대표/NNG+는/JX
“파라핀과	“/SS+파라핀/NNG+과/JC
천연재료	천연/NNG+재료/NNG
향초를	향초/NNG+를/JKO
같이	같이/MAG
켜보면	켜/VV+어/EC+보/VX+면/EC
그을음이나	그을음/NNG+이나/JC
냄새가	냄새/NNG+가/JKS
확실히	확실히/MAG
차이가	차이/NNG+가/JKS
난다”고	나/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.41.17.1
200g짜리 브랜드 향초는 길게는 50시간까지 사용할 수 있다고 한다.

200g짜리	200/SN+g/SW+짜리/XSN
브랜드	브랜드/NNG
향초는	향초/NNG+는/JX
길게는	길/VA+게/EC+는/JX
50시간까지	50/SN+시간/NNB+까지/JX
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다고	있/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.17.2
사용법과 보관 방법에 따라 사용시간이 달라진다.

사용법과	사용법/NNG+과/JC
보관	보관/NNG
방법에	방법/NNG+에/JKB
따라	따르/VV+아/EC
사용시간이	사용/NNG+시간/NNG+이/JKS
달라진다.	달라지/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.41.17.3
평균 30∼40시간 쓸 수 있다.

평균	평균/NNG
30∼40시간	30/SN+∼/SO+40/SN+시간/NNB
쓸	쓰/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.41.17.4
한번 초를 켜면 초의 표면이 다 녹을 때까지 충분히 연소시키는 게 좋다.

한번	한번/NNG
초를	초/NNG+를/JKO
켜면	켜/VV+면/EC
초의	초/NNG+의/JKG
표면이	표면/NNG+이/JKS
다	다/MAG
녹을	녹/VV+을/ETM
때까지	때/NNG+까지/JX
충분히	충분히/MAG
연소시키는	연소/NNG+시키/XSV+는/ETM
게	거/NNB+이/JKS
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.41.17.5
초를 잠깐 켰다가 끄기를 반복하면, 초 가운데를 중심으로 아래쪽으로만 터널이 생겨 절반도 쓰지 못하고 버릴 수 있다.

초를	초/NNG+를/JKO
잠깐	잠깐/MAG
켰다가	켜/VV+었/EP+다가/EC
끄기를	끄/VV+기/ETN+를/JKO
반복하면,	반복/NNG+하/XSV+면/EC+,/SP
초	초/NNG
가운데를	가운데/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
아래쪽으로만	아래쪽/NNG+으로/JKB+만/JX
터널이	터널/NNG+이/JKS
생겨	생기/VV+어/EC
절반도	절반/NNG+도/JX
쓰지	쓰/VV+지/EC
못하고	못하/VX+고/EC
버릴	버리/VX+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


