# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.340
metadata : {}


# id : NWRW1800000049.340.1.1
靑 “여기서 밀리면 레임덕” 정면돌파

靑	靑/SH
때문으로	때문/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.340.5.1
청와대 핵심 관계자는 “우 수석과 관련된 의혹이 많기는 하지만 팩트(사실)로 확인된 것이 없지 않느냐”며 “이런 상황에서 밀리는 모습을 보이면 앞으로도 비슷한 일이 계속 생길 수 있다”고 했다.

청와대	청와대/NNP
핵심	핵심/NNG
관계자는	관계자/NNG+는/JX
“우	“/SS+우/NNP
수석과	수석/NNG+과/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
의혹이	의혹/NNG+이/JKS
많기는	많/VA+기/ETN+는/JX
하지만	하/VX+지만/EC
팩트(사실)로	팩트/NNG+(/SS+사실/NNG+)/SS+로/JKB
확인된	확인/NNG+되/XSV+ㄴ/ETM
것이	것/NNB+이/JKS
없지	없/VA+지/EC
않느냐”며	않/VX+느냐/EF+”/SS+며/EC
“이런	“/SS+이런/MMD
상황에서	상황/NNG+에서/JKB
밀리는	밀리/VV+는/ETM
모습을	모습/NNG+을/JKO
보이면	보이/VV+면/EC
앞으로도	앞/NNG+으로/JKB+도/JX
비슷한	비슷하/VA+ㄴ/ETM
일이	일/NNG+이/JKS
계속	계속/MAG
생길	생기/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.340.5.2
청와대 다른 참모는 “우 수석이 직접 언론 앞에 섰다는 것은 그만큼 억울하고 자신이 있다는 뜻으로 본다”며 “본인이 강하게 의혹을 반박하고 있고 내용에 타당성이 있으니 그냥 지켜보는 상황”이라고 말했다.

청와대	청와대/NNP
다른	다른/MMD
참모는	참모/NNG+는/JX
“우	“/SS+우/NNP
수석이	수석/NNG+이/JKS
직접	직접/MAG
언론	언론/NNG
앞에	앞/NNG+에/JKB
섰다는	서/VV+었/EP+다는/ETM
것은	것/NNB+은/JX
그만큼	그만큼/MAG
억울하고	억울/NNG+하/XSA+고/EC
자신이	자신/NNG+이/JKS
있다는	있/VA+다는/ETM
뜻으로	뜻/NNG+으로/JKB
본다”며	보/VV+ㄴ다/EF+”/SS+며/EC
“본인이	“/SS+본인/NNG+이/JKS
강하게	강하/VA+게/EC
의혹을	의혹/NNG+을/JKO
반박하고	반박/NNG+하/XSV+고/EC
있고	있/VX+고/EC
내용에	내용/NNG+에/JKB
타당성이	타당성/NNG+이/JKS
있으니	있/VA+으니/EC
그냥	그냥/MAG
지켜보는	지켜보/VV+는/ETM
상황”이라고	상황/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.340.5.3
국면을 진정시키기 위해 지금 우 수석을 물러나게 한다면 야권의 공세가 더욱 거세지고 여권의 원심력은 더욱 커질 수 있다는 취지다.

국면을	국면/NNG+을/JKO
진정시키기	진정/NNG+시키/XSV+기/ETN
위해	위하/VV+아/EC
지금	지금/MAG
우	우/NNP
수석을	수석/NNG+을/JKO
물러나게	물러나/VV+게/EC
한다면	하/VX+ㄴ다면/EC
야권의	야권/NNG+의/JKG
공세가	공세/NNG+가/JKS
더욱	더욱/MAG
거세지고	거세/VA+어/EC+지/VX+고/EC
여권의	여권/NNG+의/JKG
원심력은	원심력/NNG+은/JX
커질	커지/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
취지다.	취지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.340.6.1
한번 믿은 사람은 여간해서는 바꾸지 않는 박 대통령의 인사 스타일도 정면 돌파 기류의 한 배경이다.

한번	한번/MAG
믿은	믿/VV+은/ETM
사람은	사람/NNG+은/JX
여간해서는	여간/MAG+하/XSA+아서/EC+는/JX
바꾸지	바꾸/VV+지/EC
않는	않/VX+는/ETM
박	박/NNP
대통령의	대통령/NNG+의/JKG
인사	인사/NNG
스타일도	스타일/NNG+도/JX
정면	정면/NNG
돌파	돌파/NNG
기류의	기류/NNG+의/JKG
한	한/MMN
배경이다.	배경/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.340.6.2
여권 관계자는 “박 대통령이 ‘성완종 게이트’ 당시 이완구 국무총리의 사의를 받아들인 적이 있지만 그때는 구체적인 증언이 있었기 때문이었으며 지금과는 상황이 다르다”고 했다.

여권	여권/NNG
관계자는	관계자/NNG+는/JX
“박	“/SS+박/NNP
대통령이	대통령/NNG+이/JKS
‘성완종	‘/SS+성완종/NNP
게이트’	게이트/NNG+’/SS
당시	당시/NNG
이완구	이완구/NNP
국무총리의	국무총리/NNG+의/JKG
사의를	사의/NNG+를/JKO
받아들인	받아들이/VV+ㄴ/ETM
적이	적/NNB+이/JKS
있지만	있/VA+지만/EC
그때는	그때/NNG+는/JX
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
증언이	증언/NNG+이/JKS
있었기	있/VA+었/EP+기/ETN
때문이었으며	때문/NNB+이/VCP+었/EP+으며/EC
지금과는	지금/NNG+과/JKB+는/JX
상황이	상황/NNG+이/JKS
다르다”고	다르/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.340.7.1
다만 청와대 내에서 “우 수석에 대한 의혹이 계속 나오면 청와대 전체의 이미지가 나빠질 수 있다”는 목소리도 나오고 있다.

다만	다만/MAG
청와대	청와대/NNP
내에서	내/NNB+에서/JKB
“우	“/SS+우/NNP
수석에	수석/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의혹이	의혹/NNG+이/JKS
계속	계속/MAG
나오면	나오/VV+면/EC
전체의	전체/NNG+의/JKG
이미지가	이미지/NNG+가/JKS
나빠질	나빠지/VV+ㄹ/ETM
수	수/NNB
있다”는	있/VA+다/EF+”/SS+는/ETM
목소리도	목소리/NNG+도/JX
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


