# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.329
metadata : {}


# id : NWRW1800000038.329.1.1
[NEWS & VIEW] "내가 약속하면 여러분은 지켜야"

[NEWS	[/SS+NEWS/SL
정치권과	정치/NNG+권/XSN+과/JC
정부에서	정부/NNG+에서/JKB
제기된	제기/NNG+되/XSV+ㄴ/ETM
공약	공약/NNG
수정론에	수정/NNG+론/XSN+에/JKB
대해	대하/VV+아/EC
'공약	'/SS+공약/NNG
이행'	이행/NNG+'/SS
의지를	의지/NNG+를/JKO
분명히	분명히/MAG
하면서	하/VV+면서/EC
그것도	그것/NP+도/JX
새	새/MMA
정부	정부/NNG
출범과	출범/NNG+과/JKB
동시에	동시/NNG+에/JKB
즉각	즉각/MAG
착수하겠다는	착수/NNG+하/XSV+겠/EP+다는/ETM
밝힌	밝히/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


