# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.338
metadata : {}


# id : NWRW1800000026.338.1.1
美 FRB, 추가 '양적 완화' 초읽기;최대 1조달러 규모 내달 초 발표할 듯

美	美/SH
하반기와	하반기/NNG+와/JC
내년	내년/NNG
경제	경제/NNG
성장률	성장/NNG+률/XSN
전망치를	전망/NNG+치/XSN+를/JKO
하향	하향/NNG
조정했으며,	조정/NNG+하/XSV+았/EP+으며/EC+,/SP
인플레를	인플레/NNG+를/JKO
유발할	유발/NNG+하/XSV+ㄹ/ETM
특단의	특단/NNG+의/JKG
대책도	대책/NNG+도/JX
검토하고	검토/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.338.6.2
특단의 대책이란 FRB가 물가 수준 목표제를 도입한 뒤 끊임없이 자금을 공급해 시장에 인플레 기대 심리를 불러일으키는 것을 말한다.

특단의	특단/NNG+의/JKG
대책이란	대책/NNG+이란/JX
FRB가	FRB/SL+가/JKS
물가	물가/NNG
수준	수준/NNG
목표제를	목표/NNG+제/XSN+를/JKO
도입한	도입/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
끊임없이	끊임없이/MAG
자금을	자금/NNG+을/JKO
공급해	공급/NNG+하/XSV+아/EC
시장에	시장/NNG+에/JKB
인플레	인플레/NNG
기대	기대/NNG
심리를	심리/NNG+를/JKO
불러일으키는	불러일으키/VV+는/ETM
것을	것/NNB+을/JKO
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.338.7.1
하지만 추가 양적 완화가 역효과를 가져올 것이라는 시각도 없지 않다.

하지만	하지만/MAJ
추가	추가/NNG
양적	양/NNG+적/XSN
완화가	완화/NNG+가/JKS
역효과를	역효과/NNG+를/JKO
가져올	가져오/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
시각도	시각/NNG+도/JX
없지	없/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000026.338.7.2
리처드 피셔(Fisher) 댈러스 연방준비은행 총재는 지난 7일 "양적 완화가 고용을 촉진시킬 것이라는 주장에 회의적"이라고 밝혔다.

리처드	리처드/NNP
피셔(Fisher)	피셔/NNP+(/SS+Fisher/SL+)/SS
댈러스	댈러스/NNP
연방준비은행	연방준비은행/NNP
총재는	총재/NNG+는/JX
지난	지나/VV+ㄴ/ETM
7일	7/SN+일/NNB
"양적	"/SS+양/NNG+적/XSN
완화가	완화/NNG+가/JKS
고용을	고용/NNG+을/JKO
촉진시킬	촉진/NNG+시키/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
주장에	주장/NNG+에/JKB
회의적"이라고	회의/NNG+적/XSN+"/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.338.7.3
토머스 호니그(Hoenig) 캔자스시티 연방준비은행 총재도 12일 "양적 완화는 금융시장에 불확실성만 더해줄 뿐 이득은 별로 없는 매우 위험한 전략"이라고 말했다.

토머스	토머스/NNP
호니그(Hoenig)	호니그/NNP+(/SS+Hoenig/SL+)/SS
캔자스시티	캔자스시티/NNP
연방준비은행	연방준비은행/NNP
총재도	총재/NNG+도/JX
12일	12/SN+일/NNB
"양적	"/SS+양/NNG+적/XSN
완화는	완화/NNG+는/JX
금융시장에	금융/NNG+시장/NNG+에/JKB
불확실성만	불확실/NNG+성/XSN+만/JX
더해줄	더/MAG+하/XSV+아/EC+주/VX+ㄹ/ETM
뿐	뿐/NNB
이득은	이득/NNG+은/JX
별로	별로/MAG
없는	없/VA+는/ETM
매우	매우/MAG
위험한	위험/NNG+하/XSA+ㄴ/ETM
전략"이라고	전략/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.338.8.1
☞ 양적 완화(量的緩和·Quantitative Easing)

☞	☞/SW
양적	양/NNG+적/XSN
완화(量的緩和·Quantitative	완화/NNG+(/SS+量的緩和/SH+·/SP+Quantitative/SL
Easing)	Easing/SL+)/SS


# id : NWRW1800000026.338.9.1
중앙은행이 고유의 기능인 발권력을 동원해 화폐를 찍어낸 뒤 국채나 회사채를 매입하는 방식으로 시중에 유동성(流動性·자금)을 공급하는 정책을 말한다.

중앙은행이	중앙은행/NNG+이/JKS
고유의	고유/NNG+의/JKG
기능인	기능/NNG+이/VCP+ㄴ/ETM
발권력을	발권력/NNG+을/JKO
동원해	동원/NNG+하/XSV+아/EC
화폐를	화폐/NNG+를/JKO
찍어낸	찍/VV+어/EC+내/VX+ㄴ/ETM
뒤	뒤/NNG
국채나	국채/NNG+나/JC
회사채를	회사채/NNG+를/JKO
매입하는	매입/NNG+하/XSV+는/ETM
방식으로	방식/NNG+으로/JKB
시중에	시중/NNG+에/JKB
유동성(流動性·자금)을	유동/NNG+성/XSN+(/SS+流動性/SH+·/SP+자금/NNG+)/SS+을/JKO
공급하는	공급/NNG+하/XSV+는/ETM
정책을	정책/NNG+을/JKO
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.338.9.2
기준금리가 제로에 근접한 상황에선 더 이상 금리 인하를 통해 자금을 풀기 어렵기 때문에 경기 부양을 위한 각종 양적 완화정책이 동원된다.

기준금리가	기준/NNG+금리/NNG+가/JKS
제로에	제로/NNG+에/JKB
근접한	근접/NNG+하/XSV+ㄴ/ETM
상황에선	상황/NNG+에서/JKB+ㄴ/JX
더	더/MAG
이상	이상/NNG
금리	금리/NNG
인하를	인하/NNG+를/JKO
통해	통하/VV+아/EC
자금을	자금/NNG+을/JKO
풀기	풀/VV+기/ETN
어렵기	어렵/VA+기/ETN
때문에	때문/NNB+에/JKB
경기	경기/NNG
부양을	부양/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
각종	각종/NNG
양적	양/NNG+적/XSN
완화정책이	완화/NNG+정책/NNG+이/JKS
동원된다.	동원/NNG+되/XSV+ㄴ다/EF+./SF


