# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.381
metadata : {}


# id : NWRW1800000048.381.1.1
[아침 햇발] 강인한 사람들, 박근혜·김무성·박원순… / 박용현

[아침	[/SS+아침/NNG
지금	지금/MAG
쏟아지는	쏟아지/VV+는/ETM
의혹제기	의혹/NNG+제기/NNG
보도는	보도/NNG+는/JX
모두	모두/MAG
처벌될	처벌/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.381.3.6
요구되는 수준의 소명자료 없이 의심스런 정황에만 근거하고 있기 때문이다.

요구되는	요구/NNG+되/XSV+는/ETM
수준의	수준/NNG+의/JKG
소명자료	소명/NNG+자료/NNG
없이	없이/MAG
의심스런	의심/NNG+스럽/XSA+ㄴ/ETM
정황에만	정황/NNG+에/JKB+만/JX
근거하고	근거/NNG+하/XSV+고/EC
있기	있/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.3.7
이런 상황이 정상인가.

이런	이런/MMD
상황이	상황/NNG+이/JKS
정상인가.	정상/NNG+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000048.381.3.8
‘그런 의혹이 있다’는 주장은 그 의혹이 진실이 아닐 가능성도 열어둔 것으로, 검증과 해명을 통해 진실을 밝히는 촉매제 구실을 할 뿐이다.

‘그런	‘/SS+그런/MMD
의혹이	의혹/NNG+이/JKS
있다’는	있/VA+다/EF+’/SS+는/ETM
주장은	주장/NNG+은/JX
그	그/MMD
진실이	진실/NNG+이/JKC
아닐	아니/VCN+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
열어둔	열/VV+어/EC+두/VX+ㄴ/ETM
것으로,	것/NNB+으로/JKB+,/SP
검증과	검증/NNG+과/JC
해명을	해명/NNG+을/JKO
통해	통하/VV+아/EC
진실을	진실/NNG+을/JKO
밝히는	밝히/VV+는/ETM
촉매제	촉매제/NNG
구실을	구실/NNG+을/JKO
할	하/VV+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.3.9
여기에까지 엄격한 소명자료를 요구한다면 후보 검증은 사실상 불가능해진다.

여기에까지	여기/NP+에/JKB+까지/JX
엄격한	엄격/NNG+하/XSA+ㄴ/ETM
소명자료를	소명/NNG+자료/NNG+를/JKO
요구한다면	요구/NNG+하/XSV+ㄴ다면/EC
후보	후보/NNG
검증은	검증/NNG+은/JX
사실상	사실/NNG+상/XSN
불가능해진다.	불/XPN+가능/NNG+하/XSA+아/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000048.381.4.1
김무성 대표나 고승덕 전 의원은 억울할 수 있다.

김무성	김무성/NNP
대표나	대표/NNG+나/JC
고승덕	고승덕/NNP
전	전/MMD
의원은	의원/NNG+은/JX
억울할	억울/NNG+하/XSA+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.381.4.2
하지만 숙명이다.

하지만	하지만/MAJ
숙명이다.	숙명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.4.3
미국 연방대법원은 저 유명한 ‘뉴욕타임스 대 설리번’ 판결에서 정치인을 비롯한 공적인 인물의 특성을 이렇게 묘사했다.

미국	미국/NNP
연방대법원은	연방대법원/NNP+은/JX
저	저/MMD
유명한	유명/NNG+하/XSA+ㄴ/ETM
‘뉴욕타임스	‘/SS+뉴욕타임스/NNP
대	대/NNB
설리번’	설리번/NNP+’/SS
판결에서	판결/NNG+에서/JKB
정치인을	정치인/NNG+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
공적인	공/NNG+적/XSN+이/VCP+ㄴ/ETM
인물의	인물/NNG+의/JKG
특성을	특성/NNG+을/JKO
이렇게	이렇/VA+게/EC
묘사했다.	묘사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.381.4.4
“가혹한 기후에서도 번창할 수 있는 불굴의 용기와 인내를 가진 강인한 사람.”

“가혹한	“/SS+가혹/NNG+하/XSA+ㄴ/ETM
기후에서도	기후/NNG+에서/JKB+도/JX
번창할	번창/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
불굴의	불굴/NNG+의/JKG
용기와	용기/NNG+와/JC
인내를	인내/NNG+를/JKO
가진	가지/VV+ㄴ/ETM
강인한	강인하/VA+ㄴ/ETM
사람.”	사람/NNG+./SF+”/SS


# id : NWRW1800000048.381.4.5
심학봉 의원처럼 사실이 드러나도 버티는 철면피성 강인함을 말하는 게 아니다.

심학봉	심학봉/NNP
의원처럼	의원/NNG+처럼/JKB
사실이	사실/NNG+이/JKS
드러나도	드러나/VV+아도/EC
버티는	버티/VV+는/ETM
철면피성	철면피/NNG+성/XSN
강인함을	강인하/VA+ㅁ/ETN+을/JKO
말하는	말/NNG+하/XSV+는/ETM
게	거/NNB+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000048.381.4.6
허위나 과장된 비난에 직면하더라도 인내하는 강인함을 말한다.

허위나	허위/NNG+나/JC
과장된	과장/NNG+되/XSV+ㄴ/ETM
비난에	비난/NNG+에/JKB
직면하더라도	직면/NNG+하/XSV+더라도/EC
인내하는	인내/NNG+하/XSV+는/ETM
강인함을	강인하/VA+ㅁ/ETN+을/JKO
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.381.4.7
“민주사회에서는 공공의 사안에 대해 자유로운 토론이 보장돼야 한다”는 원칙에서 나오는 강인함이다.

“민주사회에서는	“/SS+민주/NNG+사회/NNG+에서/JKB+는/JX
공공의	공공/NNG+의/JKG
사안에	사안/NNG+에/JKB
대해	대하/VV+아/EC
자유로운	자유/NNG+롭/XSA+ㄴ/ETM
토론이	토론/NNG+이/JKS
보장돼야	보장/NNG+되/XSV+어야/EC
한다”는	하/VX+ㄴ다/EF+”/SS+는/ETM
원칙에서	원칙/NNG+에서/JKB
나오는	나오/VV+는/ETM
강인함이다.	강인하/VA+ㅁ/ETN+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.4.8
공직에 나섬으로써 검증과 비판을 자청했고, 이에 대응해 나갈 능력도 있으리라는 얘기다.

공직에	공직/NNG+에/JKB
나섬으로써	나서/VV+ㅁ/ETN+으로써/JKB
검증과	검증/NNG+과/JC
비판을	비판/NNG+을/JKO
자청했고,	자청/NNG+하/XSV+았/EP+고/EC+,/SP
이에	이/NP+에/JKB
대응해	대응/NNG+하/XSV+아/EC
나갈	나가/VX+ㄹ/ETM
능력도	능력/NNG+도/JX
있으리라는	있/VA+으리라는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.4.9
이런 이유로 미국에서는 공적인 인물에 대한 의혹제기를 철저히 보장한다.

이런	이런/MMD
이유로	이유/NNG+로/JKB
미국에서는	미국/NNP+에서/JKB+는/JX
공적인	공/NNG+적/XSN+이/VCP+ㄴ/ETM
인물에	인물/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의혹제기를	의혹/NNG+제기/NNG+를/JKO
철저히	철저히/MAG
보장한다.	보장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.381.4.10
형사처벌은커녕 손해배상 책임을 묻는 경우도 매우 드물다.

형사처벌은커녕	형사/NNG+처벌/NNG+은커녕/JX
손해배상	손해/NNG+배상/NNG
책임을	책임/NNG+을/JKO
묻는	묻/VV+는/ETM
경우도	경우/NNG+도/JX
매우	매우/MAG
드물다.	드물/VA+다/EF+./SF


# id : NWRW1800000048.381.5.1
그래도 박원순 서울시장은 억울할 수 있다.

그래도	그래도/MAJ
박원순	박원순/NNP
서울시장은	서울시장/NNG+은/JX
억울할	억울/NNG+하/XSA+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.381.5.2
박 시장은 아들의 병역기피 의혹에 대해 “2012년 공개검증 이후 법원과 검찰, 병무청이 의혹이 사실이 아니라는 것을 확인한 것만 해도 이번이 여섯번째”라고 설명한다.

박	박/NNP
시장은	시장/NNG+은/JX
아들의	아들/NNG+의/JKG
병역기피	병역/NNG+기피/NNG
의혹에	의혹/NNG+에/JKB
대해	대하/VV+아/EC
“2012년	“/SS+2012/SN+년/NNB
공개검증	공개/NNG+검증/NNG
이후	이후/NNG
법원과	법원/NNG+과/JC
검찰,	검찰/NNG+,/SP
병무청이	병무청/NNG+이/JKS
의혹이	의혹/NNG+이/JKS
사실이	사실/NNG+이/JKC
아니라는	아니/VCN+라는/ETM
것을	것/NNB+을/JKO
확인한	확인/NNG+하/XSV+ㄴ/ETM
것만	것/NNB+만/JX
해도	하/VV+아도/EC
이번이	이번/NNG+이/JKS
여섯번째”라고	여섯/NR+번/NNB+째/XSN+”/SS+라고/JKQ
설명한다.	설명/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.381.5.3
그런데도 새로운 증거도 없이, 의혹제기 수준을 넘어 막말을 일삼는 이들은 분명 도를 넘었다.

그런데도	그렇/VA+ㄴ데/EC+도/JX
새로운	새롭/VA+ㄴ/ETM
증거도	증거/NNG+도/JX
없이,	없이/MAG+,/SP
의혹제기	의혹/NNG+제기/NNG
수준을	수준/NNG+을/JKO
넘어	넘/VV+어/EC
막말을	막말/NNG+을/JKO
일삼는	일삼/VV+는/ETM
이들은	이/NNB+들/XSN+은/JX
분명	분명/MAG
도를	도/NNG+를/JKO
넘었다.	넘/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.381.5.4
하지만 박 시장이 민사소송도 아닌 고소·고발로 대응하는 게 적절할까.

하지만	하지만/MAJ
박	박/NNP
시장이	시장/NNG+이/JKS
민사소송도	민사/NNG+소송/NNG+도/JX
아닌	아니/VCN+ㄴ/ETM
고소·고발로	고소/NNG+·/SP+고발/NNG+로/JKB
대응하는	대응/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
적절할까.	적절하/VA+ㄹ까/EF+./SF


# id : NWRW1800000048.381.5.5
“질서는 처벌의 공포를 통해서만 달성될 수 있는 게 아니다.

“질서는	“/SS+질서/NNG+는/JX
처벌의	처벌/NNG+의/JKG
공포를	공포/NNG+를/JKO
통해서만	통하/VV+아서/EC+만/JX
달성될	달성/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
게	거/NNB+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000048.381.5.6
악마의 대변자에 대응하는 법은 선의 대변자들을 내세우는 것이다.

악마의	악마/NNG+의/JKG
대변자에	대변자/NNG+에/JKB
대응하는	대응/NNG+하/XSV+는/ETM
법은	법/NNB+은/JX
선의	선/NNG+의/JKG
대변자들을	대변자/NNG+들/XSN+을/JKO
내세우는	내세우/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.5.7
공적인 토론에서 발휘되는 이성의 힘을 믿고, 법으로 침묵을 강요하는 일은 피해야 한다.”(루이스 브랜다이스 미국 연방대법관)

공적인	공/NNG+적/XSN+이/VCP+ㄴ/ETM
토론에서	토론/NNG+에서/JKB
발휘되는	발휘/NNG+되/XSV+는/ETM
이성의	이성/NNG+의/JKG
힘을	힘/NNG+을/JKO
믿고,	믿/VV+고/EC+,/SP
법으로	법/NNG+으로/JKB
침묵을	침묵/NNG+을/JKO
강요하는	강요/NNG+하/XSV+는/ETM
일은	일/NNG+은/JX
피해야	피하/VV+아야/EC
한다.”(루이스	하/VX+ㄴ다/EF+./SF+”/SS+(/SS+루이스/NNP
브랜다이스	브랜다이스/NNP
미국	미국/NNP
연방대법관)	연방/NNG+대/XPN+법관/NNG+)/SS


# id : NWRW1800000048.381.6.1
끝으로 가장 강인해야 할 정치인에 대한 이야기가 남았다.

끝으로	끝/NNG+으로/JKB
가장	가장/MAG
강인해야	강인하/VA+아야/EC
할	하/VX+ㄹ/ETM
정치인에	정치인/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
이야기가	이야기/NNG+가/JKS
남았다.	남/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.381.6.2
박근혜 대통령이다.

박근혜	박근혜/NNP
대통령이다.	대통령/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.381.6.3
세월호 참사 당일의 박 대통령 행적에 의문을 제기한 외국 기자와 인권운동가, 시민들이 명예훼손 혐의로 족족 기소됐다.

세월호	세월호/NNP
참사	참사/NNG
당일의	당일/NNG+의/JKG
박	박/NNP
대통령	대통령/NNG
행적에	행적/NNG+에/JKB
의문을	의문/NNG+을/JKO
제기한	제기/NNG+하/XSV+ㄴ/ETM
외국	외국/NNG
기자와	기자/NNG+와/JC
인권운동가,	인권/NNG+운동가/NNG+,/SP
시민들이	시민/NNG+들/XSN+이/JKS
명예훼손	명예/NNG+훼손/NNG
혐의로	혐의/NNG+로/JKB
족족	족족/MAG
기소됐다.	기소/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.381.6.4
50%의 지지율을 자랑하는 한 나라의 대통령이 공론의 장을 통해 이들을 제압할 용기와 인내는 없었다는 말인가.

50%의	50/SN+%/SW+의/JKG
지지율을	지지/NNG+율/XSN+을/JKO
자랑하는	자랑/NNG+하/XSV+는/ETM
한	한/MMN
나라의	나라/NNG+의/JKG
대통령이	대통령/NNG+이/JKS
공론의	공론/NNG+의/JKG
장을	장/NNG+을/JKO
통해	통하/VV+아/EC
이들을	이/NP+들/XSN+을/JKO
제압할	제압/NNG+하/XSV+ㄹ/ETM
용기와	용기/NNG+와/JC
인내는	인내/NNG+는/JX
없었다는	없/VA+었/EP+다는/ETM
말인가.	말/NNG+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000048.381.6.5
검찰의 힘을 동원해 입막음을 해야 할 만큼 그날의 행적에 취약점이 있다는 것인가.

검찰의	검찰/NNG+의/JKG
힘을	힘/NNG+을/JKO
동원해	동원/NNG+하/XSV+아/EC
입막음을	입막음/NNG+을/JKO
해야	하/VV+아야/EC
할	하/VX+ㄹ/ETM
만큼	만큼/NNB
그날의	그날/NNG+의/JKG
행적에	행적/NNG+에/JKB
취약점이	취약점/NNG+이/JKS
있다는	있/VA+다는/ETM
것인가.	것/NNB+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000048.381.6.6
유엔인권이사회는 우리 정부에 명예훼손죄를 폐지하고 공직자는 민사소송도 삼가라고 권고했는데, 대통령과 관련된 명예훼손 기소부터 남발되니 나라 꼴이 창피하다.

유엔인권이사회는	유엔인권이사회/NNP+는/JX
우리	우리/NP
정부에	정부/NNG+에/JKB
명예훼손죄를	명예/NNG+훼손죄/NNG+를/JKO
폐지하고	폐지/NNG+하/XSV+고/EC
공직자는	공직자/NNG+는/JX
민사소송도	민사/NNG+소송/NNG+도/JX
삼가라고	삼가/VV+라고/EC
권고했는데,	권고/NNG+하/XSV+았/EP+는데/EC+,/SP
대통령과	대통령/NNG+과/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
명예훼손	명예/NNG+훼손/NNG
기소부터	기소/NNG+부터/JX
남발되니	남발/NNG+되/XSV+니/EC
나라	나라/NNG
꼴이	꼴/NNG+이/JKS
창피하다.	창피/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000048.381.6.7
김무성 대표 등 현 정권의 수많은 공직자도 국민을 고발하고 소송을 냈다.

김무성	김무성/NNP
대표	대표/NNG
등	등/NNB
현	현/MMD
정권의	정권/NNG+의/JKG
수많은	수많/VA+은/ETM
공직자도	공직자/NNG+도/JX
국민을	국민/NNG+을/JKO
고발하고	고발/NNG+하/XSV+고/EC
소송을	소송/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.381.6.8
그도 모자라 김 대표는 ‘비판 기사를 많이 싣는다’며 포털까지 손보겠다고 나섰다.

그도	그/NP+도/JX
모자라	모자라/VV+아/EC
김	김/NNP
대표는	대표/NNG+는/JX
‘비판	‘/SS+비판/NNG
기사를	기사/NNG+를/JKO
많이	많이/MAG
싣는다’며	싣/VV+는다/EF+’/SS+며/EC
포털까지	포털/NNG+까지/JX
손보겠다고	손보/VV+겠/EP+다고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.381.6.9
민주주의와 이성의 힘을 믿는 강인한 사람들은 어디로 가고, 공권력의 근육 뒤로 숨어버리는 나약한 공직자만 남은 것인가.

민주주의와	민주주의/NNG+와/JC
이성의	이성/NNG+의/JKG
힘을	힘/NNG+을/JKO
믿는	믿/VV+는/ETM
강인한	강인하/VA+ㄴ/ETM
사람들은	사람/NNG+들/XSN+은/JX
어디로	어디/NP+로/JKB
가고,	가/VV+고/EC+,/SP
공권력의	공권력/NNG+의/JKG
근육	근육/NNG
뒤로	뒤/NNG+로/JKB
숨어버리는	숨/VV+어/EC+버리/VX+는/ETM
나약한	나약/NNG+하/XSA+ㄴ/ETM
공직자만	공직자/NNG+만/JX
남은	남/VV+은/ETM
것인가.	것/NNB+이/VCP+ㄴ가/EF+./SF


