# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.243
metadata : {}


# id : NWRW1800000048.243.1.1
[단독] 취소 기준 또 완화…교육부 도넘은 ‘자사고 구하기’

[단독]	[/SS+단독/NNG+]/SS
교육감들은 서울 휘문고, 경기 용인 외대부고, 전북 군산 중앙고 등 자사고 21곳의 2011~14년 운영 성과를 평가해 8월까지 재지정 여부를 결정한다.

교육감들은	교육감/NNG+들/XSN+은/JX
서울	서울/NNP
휘문고,	휘문고/NNP+,/SP
경기	경기/NNP
용인	용인/NNP
외대부고,	외대부고/NNP+,/SP
전북	전북/NNP
군산	군산/NNP
중앙고	중앙고/NNP
등	등/NNB
자사고	자사고/NNG
21곳의	21/SN+곳/NNG+의/JKG
2011~14년	2011/SN+~/SO+14/SN+년/NNB
운영	운영/NNG
성과를	성과/NNG+를/JKO
평가해	평가/NNG+하/XSV+아/EC
8월까지	8/SN+월/NNB+까지/JX
재지정	재/XPN+지정/NNG
여부를	여부/NNG+를/JKO
결정한다.	결정/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.243.3.1
교육부가 지난 3월23일 시·도교육청들에 보낸 ‘자사고 평가지표 표준안’을 보면, 지난해 교육부 평가안보다 평가 기준이 훨씬 후퇴한 대목이 여럿이다.

교육부가	교육부/NNG+가/JKS
지난	지나/VV+ㄴ/ETM
3월23일	3/SN+월/NNB+23/SN+일/NNB
시·도교육청들에	시·도/NNG+교육청/NNG+들/XSN+에/JKB
보낸	보내/VV+ㄴ/ETM
‘자사고	‘/SS+자사고/NNG
평가지표	평가/NNG+지표/NNG
표준안’을	표준안/NNG+’/SS+을/JKO
보면,	보/VV+면/EC+,/SP
지난해	지난해/NNG
교육부	교육부/NNG
평가안보다	평가/NNG+안/NNG+보다/JKB
평가	평가/NNG
기준이	기준/NNG+이/JKS
훨씬	훨씬/MAG
후퇴한	후퇴/NNG+하/XSV+ㄴ/ETM
대목이	대목/NNG+이/JKS
여럿이다.	여럿/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.243.3.2
핵심 평가 항목인 ‘입학전형 부정’과 ‘교육과정 부당 운영’이 대표적이다.

핵심	핵심/NNG
평가	평가/NNG
항목인	항목/NNG+이/VCP+ㄴ/ETM
‘입학전형	‘/SS+입학/NNG+전형/NNG
부정’과	부정/NNG+’/SS+과/JC
‘교육과정	‘/SS+교육/NNG+과정/NNG
부당	부당/NNG
운영’이	운영/NNG+’/SS+이/JKS
대표적이다.	대표/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000048.243.3.3
지난해엔 두 항목 중 하나라도 ‘미흡’ 평가를 받은 자사고는 교육감이 지정 취소를 할 수 있었다.

지난해엔	지난해/NNG+에/JKB+ㄴ/JX
두	두/MMN
항목	항목/NNG
중	중/NNB
하나라도	하나/NR+이/VCP+라도/EC
‘미흡’	‘/SS+미흡/NNG+’/SS
평가를	평가/NNG+를/JKO
받은	받/VV+은/ETM
자사고는	자사고/NNG+는/JX
교육감이	교육감/NNG+이/JKS
지정	지정/NNG
취소를	취소/NNG+를/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000048.243.3.4
그러나 올해는 그보다 더 심한 ‘매우 미흡’으로 평가돼도 지정 취소를 하지 못하게 하고, 2년 뒤 재평가하도록 제한했다.

그러나	그러나/MAJ
올해는	올해/NNG+는/JX
그보다	그/NP+보다/JKB
더	더/MAG
심한	심하/VA+ㄴ/ETM
‘매우	‘/SS+매우/MAG
미흡’으로	미흡/NNG+’/SS+으로/JKB
평가돼도	평가/NNG+되/XSV+어도/EC
지정	지정/NNG
취소를	취소/NNG+를/JKO
하지	하/VV+지/EC
못하게	못하/VX+게/EC
하고,	하/VX+고/EC+,/SP
2년	2/SN+년/NNB
뒤	뒤/NNG
재평가하도록	재/XPN+평가/NNG+하/XSV+도록/EC
제한했다.	제한/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.243.3.5
두 항목은 자사고가 ‘사학의 건학이념 실현’ 등 지정 목적을 저버렸는지, 요컨대 성적 상위권을 ‘미리 선발’해 국어·영어·수학을 과다 편성하는 ‘입시교육’에 치중했는지를 평가하는 잣대다.

두	두/MMN
항목은	항목/NNG+은/JX
자사고가	자사고/NNG+가/JKS
‘사학의	‘/SS+사학/NNG+의/JKG
건학이념	건학/NNG+이념/NNG
실현’	실현/NNG+’/SS
등	등/NNB
지정	지정/NNG
목적을	목적/NNG+을/JKO
저버렸는지,	저버리/VV+었/EP+는지/EC+,/SP
요컨대	요컨대/MAG
성적	성적/NNG
상위권을	상위/NNG+권/XSN+을/JKO
‘미리	‘/SS+미리/MAG
선발’해	선발/NNG+’/SS+하/XSV+아/EC
국어·영어·수학을	국어/NNG+·/SP+영어/NNP+·/SP+수학/NNG+을/JKO
과다	과다/NNG
편성하는	편성/NNG+하/XSV+는/ETM
‘입시교육’에	‘/SS+입시/NNG+교육/NNG+’/SS+에/JKB
치중했는지를	치중/NNG+하/XSV+았/EP+는지/EF+를/JKO
평가하는	평가/NNG+하/XSV+는/ETM
잣대다.	잣대/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.243.3.6
이밖에 학생 전출·중도이탈 비율, 사회통합전형(사회적 배려 대상자) 선발 노력 등에서도 감점을 줄였다.

이밖에	이/NP+밖/NNG+에/JKB
학생	학생/NNG
전출·중도이탈	전출/NNG+·/SP+중도/NNG+이탈/NNG
비율,	비율/NNG+,/SP
사회통합전형(사회적	사회/NNG+통합/NNG+전형/NNG+(/SS+사회/NNG+적/XSN
배려	배려/NNG
대상자)	대상자/NNG+)/SS
선발	선발/NNG
노력	노력/NNG
등에서도	등/NNB+에서/JKB+도/JX
감점을	감점/NNG+을/JKO
줄였다.	줄이/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.243.3.7
지정 취소 기준 점수도 ‘60점’ 미만으로 제시해, 지난해 여러 시·도교육청 기준(70점 미만)보다 낮췄다.

지정	지정/NNG
취소	취소/NNG
기준	기준/NNG
점수도	점수/NNG+도/JX
‘60점’	‘/SS+60/SN+점/NNB+’/SS
미만으로	미만/NNG+으로/JKB
제시해,	제시/NNG+하/XSV+아/EC+,/SP
지난해	지난해/NNG
여러	여러/MMN
시·도교육청	시·도/NNG+교육청/NNG
기준(70점	기준/NNG+(/SS+70/SN+점/NNB
미만)보다	미만/NNG+)/SS+보다/JKB
낮췄다.	낮추/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.243.4.1
나아가 초·중등교육 지도·감독 권한과 책임이 있는 교육감들이 지역 사정에 맞춰 평가 항목이나 배점을 조정할 수 있는 ‘재량권’을 통제하는 내용도 담았다.

나아가	나아가/VV+아/EC
초·중등교육	초·중등/NNG+교육/NNG
지도·감독	지도/NNG+·/SP+감독/NNG
권한과	권한/NNG+과/JC
책임이	책임/NNG+이/JKS
있는	있/VA+는/ETM
교육감들이	교육감/NNG+들/XSN+이/JKS
지역	지역/NNG
사정에	사정/NNG+에/JKB
맞춰	맞추/VV+어/EC
평가	평가/NNG
항목이나	항목/NNG+이나/JC
배점을	배점/NNG+을/JKO
조정할	조정/NNG+하/XSV+ㄹ/ETM
수	수/NNB
‘재량권’을	‘/SS+재량/NNG+권/XSN+’/SS+을/JKO
통제하는	통제/NNG+하/XSV+는/ETM
내용도	내용/NNG+도/JX
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.243.4.2
교육부 평가안을 “합리적 근거 없이” 변경하면 불이익을 주겠다며, 교육부 안의 수용을 압박했다.

교육부	교육부/NNG
평가안을	평가/NNG+안/NNG+을/JKO
“합리적	“/SS+합리/NNG+적/XSN
근거	근거/NNG
없이”	없이/MAG+”/SS
변경하면	변경/NNG+하/XSV+면/EC
불이익을	불/XPN+이익/NNG+을/JKO
주겠다며,	주/VV+겠/EP+다며/EC+,/SP
안의	안/NNG+의/JKG
수용을	수용/NNG+을/JKO
압박했다.	압박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.243.4.3
하지만 오승걸 교육부 학교정책관은 “지난해 자사고 평가를 둘러싼 갈등을 줄이려 학교·교육청 의견을 수렴해 만든 안”이라며 “지정 취소를 못 하게 하거나 교육감 평가권을 제약하려는 의도는 없다”고 말했다.

하지만	하지만/MAJ
오승걸	오승걸/NNP
교육부	교육부/NNG
학교정책관은	학교/NNG+정책관/NNG+은/JX
“지난해	“/SS+지난해/NNG
자사고	자사고/NNG
평가를	평가/NNG+를/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
갈등을	갈등/NNG+을/JKO
줄이려	줄이/VV+려/EC
학교·교육청	학교/NNG+·/SP+교육청/NNG
의견을	의견/NNG+을/JKO
수렴해	수렴/NNG+하/XSV+아/EC
만든	만들/VV+ㄴ/ETM
안”이라며	안/NNG+”/SS+이/VCP+라며/EC
“지정	“/SS+지정/NNG
취소를	취소/NNG+를/JKO
못	못/MAG
하게	하/VV+게/EC
하거나	하/VX+거나/EC
교육감	교육감/NNG
평가권을	평가/NNG+권/XSN+을/JKO
제약하려는	제약/NNG+하/XSV+려는/ETM
의도는	의도/NNG+는/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.243.5.1
시·도교육청들이 교육부 평가안을 온전히 수용할지는 미지수다.

시·도교육청들이	시·도/NNG+교육청/NNG+들/XSN+이/JKS
교육부	교육부/NNG
평가안을	평가/NNG+안/NNG+을/JKO
온전히	온전히/MAG
수용할지는	수용/NNG+하/XSV+ㄹ지/EF+는/JX
미지수다.	미지수/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.243.5.2
서울시교육청은 ‘평가지표 개발위원회’를 꾸려 곧 회의를 열 예정이다.

서울시교육청은	서울시교육청/NNP+은/JX
‘평가지표	‘/SS+평가/NNG+지표/NNG
개발위원회’를	개발/NNG+위원회/NNG+’/SS+를/JKO
꾸려	꾸리/VV+어/EC
곧	곧/MAG
회의를	회의/NNG+를/JKO
열	열/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.243.5.3
지난해 조희연 서울시교육감은 ‘자사고가 일반고를 황폐화한다’며 공교육 영향 평가 등을 거쳐 자사고 14곳 가운데 6곳을 지정 취소했으나, 교육부가 이를 직권 취소해 갈등을 빚었다.

지난해	지난해/NNG
조희연	조희연/NNP
서울시교육감은	서울시/NNP+교육감/NNG+은/JX
‘자사고가	‘/SS+자사고/NNG+가/JKS
일반고를	일반고/NNG+를/JKO
황폐화한다’며	황폐/NNG+화/XSN+하/XSV+ㄴ다/EF+’/SS+며/EC
공교육	공교육/NNG
영향	영향/NNG
평가	평가/NNG
등을	등/NNB+을/JKO
거쳐	거치/VV+어/EC
자사고	자사고/NNG
14곳	14/SN+곳/NNG
가운데	가운데/NNG
6곳을	6/SN+곳/NNG+을/JKO
지정	지정/NNG
취소했으나,	취소/NNG+하/XSV+았/EP+으나/EC+,/SP
교육부가	교육부/NNG+가/JKS
이를	이/NP+를/JKO
직권	직권/NNG
취소해	취소/NNG+하/XSV+아/EC
갈등을	갈등/NNG+을/JKO
빚었다.	빚/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.243.5.4
자사고·특목고·국제중 등의 지정 권한이 교육감에게 있는데도 교육부는 지정 취소를 할 때 ‘장관 동의’를 받도록 지난해 12월 초중등교육법 시행령을 바꿔 “지방교육자치를 퇴행시켰다”는 비판을 받은 바 있다.

자사고·특목고·국제중	자사고/NNG+·/SP+특목고/NNG+·/SP+국제중/NNG
등의	등/NNB+의/JKG
지정	지정/NNG
권한이	권한/NNG+이/JKS
교육감에게	교육감/NNG+에게/JKB
있는데도	있/VA+는데/EC+도/JX
교육부는	교육부/NNG+는/JX
취소를	취소/NNG+를/JKO
할	하/VV+ㄹ/ETM
때	때/NNG
‘장관	‘/SS+장관/NNG
동의’를	동의/NNG+’/SS+를/JKO
받도록	받/VV+도록/EC
지난해	지난해/NNG
12월	12/SN+월/NNB
초중등교육법	초중등/NNG+교육법/NNG
시행령을	시행령/NNG+을/JKO
바꿔	바꾸/VV+어/EC
“지방교육자치를	“/SS+지방/NNG+교육/NNG+자치/NNG+를/JKO
퇴행시켰다”는	퇴행/NNG+시키/XSV+었/EP+다/EF+”/SS+는/ETM
비판을	비판/NNG+을/JKO
받은	받/VV+은/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.243.6.1
국회 교육문화체육관광위원회 소속 정진후 정의당 의원은 “교육부가 자사고 평가를 무력화하는 방안을 내놨다.

국회	국회/NNG
교육문화체육관광위원회	교육/NNG+문화/NNG+체육/NNG+관광/NNG+위원회/NNG
소속	소속/NNG
정진후	정진후/NNP
정의당	정의당/NNP
의원은	의원/NNG+은/JX
“교육부가	“/SS+교육부/NNG+가/JKS
자사고	자사고/NNG
평가를	평가/NNG+를/JKO
무력화하는	무력/NNG+화/XSN+하/XSV+는/ETM
방안을	방안/NNG+을/JKO
내놨다.	내놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.243.6.2
자사고 감싸기는 고교 입시 경쟁을 가중시켜 박근혜 정부가 표방하는 ‘꿈·끼 교육’ 취지와도 충돌하는 것”이라며 “교육청들은 자사고를 제대로 살필 평가안을 내놓아야 한다”고 말했다.

자사고	자사고/NNG
감싸기는	감싸/VV+기/ETN+는/JX
고교	고교/NNG
입시	입시/NNG
경쟁을	경쟁/NNG+을/JKO
가중시켜	가중/NNG+시키/XSV+어/EC
박근혜	박근혜/NNP
정부가	정부/NNG+가/JKS
표방하는	표방/NNG+하/XSV+는/ETM
‘꿈·끼	‘/SS+꿈/NNG+·/SP+끼/NNG
교육’	교육/NNG+’/SS
취지와도	취지/NNG+와/JKB+도/JX
충돌하는	충돌/NNG+하/XSV+는/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“교육청들은	“/SS+교육청/NNG+들/XSN+은/JX
자사고를	자사고/NNG+를/JKO
제대로	제대로/MAG
살필	살피/VV+ㄹ/ETM
평가안을	평가/NNG+안/NNG+을/JKO
내놓아야	내놓/VV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


