# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.363
metadata : {}


# id : NWRW1800000045.363.1.1
[단독] 6·25 영웅 밴 플리트 美8군 사령관의 전시 자필 메모 첫 공개

[단독]	[/SS+단독/NNG+]/SS
△포병(artillery)과	△/SW+포병/NNG+(/SS+artillery/SL+)/SS+과/JC
보병(infantry)의	보병/NNG+(/SS+infantry/SL+)/SS+의/JKG
합동	합동/NNG
작전(Try	작전/NNG+(/SS+Try/SL
Art.	Art/SL+./SF
Inf.	Inf/SL+./SF
team)	team/SL+)/SS
등을	등/NNB+을/JKO
꼽았다.	꼽/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.363.7.2
이어서 강원도 철원 지역에서 벌어진 대표적 전투였던 켈리(Kelly)고지 전투와 백마(Whitehorse)고지 전투를 표시한 뒤 ‘전환(Diversions)’이라고 적었다.

이어서	이어서/MAG
강원도	강원도/NNP
철원	철원/NNP
지역에서	지역/NNG+에서/JKB
벌어진	벌어지/VV+ㄴ/ETM
대표적	대표/NNG+적/XSN
전투였던	전투/NNG+이/VCP+었/EP+던/ETM
켈리(Kelly)고지	켈리/NNP+(/SS+Kelly/SL+)/SS+고지/NNG
전투와	전투/NNG+와/JC
백마(Whitehorse)고지	백마/NNG+(/SS+Whitehorse/SL+)/SS+고지/NNG
전투를	전투/NNG+를/JKO
표시한	표시/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
‘전환(Diversions)’이라고	‘/SS+전환/NNG+(/SS+Diversions/SL+)/SS+’/SS+이라고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.363.7.3
이들 고지전으로 국면 전환을 이뤘다는 뜻으로 보인다.

이들	이/NP+들/XSN
고지전으로	고지전/NNG+으로/JKB
국면	국면/NNG
전환을	전환/NNG+을/JKO
이뤘다는	이루/VV+었/EP+다는/ETM
뜻으로	뜻/NNG+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.363.7.4
백마고지 전투가 1952년 10월이었던 만큼 이 메모를 쓴 시기는 1953년 초로 추정된다.

백마고지	백마고지/NNP
전투가	전투/NNG+가/JKS
1952년	1952/SN+년/NNB
10월이었던	10/SN+월/NNB+이/VCP+었/EP+던/ETM
만큼	만큼/NNB
이	이/MMD
메모를	메모/NNG+를/JKO
쓴	쓰/VV+ㄴ/ETM
시기는	시기/NNG+는/JX
1953년	1953/SN+년/NNB
초로	초/NNB+로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000045.363.8.1
군사편찬연구소 남보람 소령은 “연합군을 지휘했던 밴 플리트 장군이 직접 전황을 분석한 기록은 역사적으로 매우 의미 있는 사료”라며 “메모광으로 알려진 그가 6·25전쟁 관련 기록을 더 많이 남겼을 것으로 예상되는 만큼 적극적인 사료 발굴이 필요하다”고 했다.

군사편찬연구소	군사/NNG+편찬/NNG+연구소/NNG
남보람	남보람/NNP
소령은	소령/NNG+은/JX
“연합군을	“/SS+연합군/NNG+을/JKO
지휘했던	지휘/NNG+하/XSV+았/EP+던/ETM
밴	밴/NNP
플리트	플리트/NNP
장군이	장군/NNG+이/JKS
직접	직접/MAG
전황을	전황/NNG+을/JKO
분석한	분석/NNG+하/XSV+ㄴ/ETM
기록은	기록/NNG+은/JX
역사적으로	역사/NNG+적/XSN+으로/JKB
매우	매우/MAG
의미	의미/NNG
있는	있/VA+는/ETM
사료”라며	사료/NNG+”/SS+이/VCP+라며/EC
“메모광으로	“/SS+메모/NNG+광/XSN+으로/JKB
알려진	알려지/VV+ㄴ/ETM
그가	그/NP+가/JKS
6·25전쟁	6/SN+·/SP+25/SN+전쟁/NNG
관련	관련/NNG
기록을	기록/NNG+을/JKO
더	더/MAG
많이	많이/MAG
남겼을	남기/VV+었/EP+을/ETM
것으로	것/NNB+으로/JKB
예상되는	예상/NNG+되/XSV+는/ETM
만큼	만큼/NNB
적극적인	적극/NNG+적/XSN+이/VCP+ㄴ/ETM
사료	사료/NNG
발굴이	발굴/NNG+이/JKS
필요하다”고	필요/NNG+하/XSA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


