# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.261
metadata : {}


# id : NWRW1800000022.261.1.1
[MARKET & MONEY] 삼성전자 100만원 간다?

[MARKET	[/SS+MARKET/SL
# id : NWRW1800000022.261.6.2
6월 초부터 외국계 증권사들이 삼성전자 목표주가를 앞다투어 올린 것을 감안하면, 목표주가 상향조정과 외국인의 삼성전자 순매수 금액 급증이 서로 맞물린 셈이다.

6월	6/SN+월/NNB
초부터	초/NNB+부터/JX
외국계	외국/NNG+계/XSN
증권사들이	증권사/NNG+들/XSN+이/JKS
삼성전자	삼성전자/NNP
목표주가를	목표/NNG+주가/NNG+를/JKO
앞다투어	앞다투/VV+어/EC
올린	올리/VV+ㄴ/ETM
것을	것/NNB+을/JKO
감안하면,	감안/NNG+하/XSV+면/EC+,/SP
목표주가	목표주/NNG+가/JKS
상향조정과	상향/NNG+조정/NNG+과/JC
외국인의	외국인/NNG+의/JKG
순매수	순/MMA+매수/NNG
금액	금액/NNG
급증이	급증/NNG+이/JKS
서로	서로/MAG
맞물린	맞물리/VV+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.261.6.3
그 결과 작년 금융위기 직후 42%대까지 떨어졌던 삼성전자의 외국인 비중이 46.85%로, 지난 2007년 말 수준까지 높아졌다.

그	그/MMD
결과	결과/NNG
작년	작년/NNG
금융위기	금융/NNG+위기/NNG
직후	직후/NNG
42%대까지	42/SN+%/SW+대/XSN+까지/JX
떨어졌던	떨어지/VV+었/EP+던/ETM
삼성전자의	삼성전자/NNP+의/JKG
외국인	외국인/NNG
비중이	비중/NNG+이/JKS
46.85%로,	46/SN+./SP+85/SN+%/SW+로/JKB+,/SP
지난	지나/VV+ㄴ/ETM
2007년	2007/SN+년/NNB
말	말/NNB
수준까지	수준/NNG+까지/JX
높아졌다.	높아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.261.7.1
이에 외국계 증권사가 실제 전망 이상으로 목표주가를 지나치게 높게 제시한 뒤 주가가 일정 수준까지 오르면 한발 앞서 차익 실현에 나서는 게 아니냐는 관측도 나온다.

이에	이/NP+에/JKB
외국계	외국/NNG+계/XSN
증권사가	증권사/NNG+가/JKS
실제	실제/NNG
전망	전망/NNG
이상으로	이상/NNG+으로/JKB
목표주가를	목표/NNG+주가/NNG+를/JKO
지나치게	지나치/VA+게/EC
높게	높/VA+게/EC
제시한	제시/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
주가가	주가/NNG+가/JKS
일정	일정/NNG
수준까지	수준/NNG+까지/JX
오르면	오르/VV+면/EC
한발	한발/MAG
앞서	앞서/MAG
차익	차익/NNG
실현에	실현/NNG+에/JKB
나서는	나서/VV+는/ETM
게	거/NNB+이/JKC
아니냐는	아니/VCN+냐는/ETM
관측도	관측/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.261.7.2
익명을 요구한 국내 A증권사 애널리스트는 "일부 외국계 증권사는 영업을 지원할 목적으로 국내 대형주에 대해 '의도'가 있는 것으로 비치는 리포트를 내는 경우도 있었다"고 말했다.

익명을	익명/NNG+을/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
국내	국내/NNG
A증권사	A/SL+증권사/NNG
애널리스트는	애널리스트/NNG+는/JX
"일부	"/SS+일부/NNG
외국계	외국/NNG+계/XSN
증권사는	증권사/NNG+는/JX
영업을	영업/NNG+을/JKO
지원할	지원/NNG+하/XSV+ㄹ/ETM
목적으로	목적/NNG+으로/JKB
대형주에	대형주/NNG+에/JKB
대해	대하/VV+아/EC
'의도'가	'/SS+의도/NNG+'/SS+가/JKS
있는	있/VA+는/ETM
것으로	것/NNB+으로/JKB
비치는	비치/VV+는/ETM
리포트를	리포트/NNG+를/JKO
내는	내/VV+는/ETM
경우도	경우/NNG+도/JX
있었다"고	있/VV+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.261.7.3
증시 전문가들은 "외국계 증권사들이 내놓은 목표주가라고 해서 모두 실현될 것으로 믿지 말고, 10~15% 정도 낮춰 볼 필요가 있다"고 투자자들에게 조언했다.

증시	증시/NNG
전문가들은	전문가/NNG+들/XSN+은/JX
"외국계	"/SS+외국/NNG+계/XSN
증권사들이	증권사/NNG+들/XSN+이/JKS
내놓은	내놓/VV+은/ETM
목표주가라고	목표/NNG+주가/NNG+이/VCP+라고/EC
해서	하/VV+아서/EC
모두	모두/MAG
실현될	실현/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
믿지	믿/VV+지/EC
말고,	말/VX+고/EC+,/SP
10~15%	10/SN+~/SO+15/SN+%/SW
정도	정도/NNG
낮춰	낮추/VV+어/EC
볼	보/VX+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
투자자들에게	투자자/NNG+들/XSN+에게/JKB
조언했다.	조언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.261.8.1
이런 의혹에 대해 외국계 B증권사 관계자는 "외국계 증권사의 경우, 영업과 리서치(증시 조사·분석)가 완전히 분리돼 독립적으로 작동한다"면서 "그런 내부 사정을 이해한다면 (의도가 있다는 식의) 오해는 터무니없는 것"이라고 말했다.

이런	이런/MMD
의혹에	의혹/NNG+에/JKB
대해	대하/VV+아/EC
외국계	외국/NNG+계/XSN
B증권사	B/SL+증권사/NNG
관계자는	관계자/NNG+는/JX
"외국계	"/SS+외국/NNG+계/XSN
증권사의	증권사/NNG+의/JKG
경우,	경우/NNG+,/SP
영업과	영업/NNG+과/JC
리서치(증시	리서치/NNG+(/SS+증시/NNG
조사·분석)가	조사/NNG+·/SP+분석/NNG+)/SS+가/JKS
완전히	완전히/MAG
분리돼	분리/NNG+되/XSV+어/EC
독립적으로	독립/NNG+적/XSN+으로/JKB
작동한다"면서	작동/NNG+하/XSV+ㄴ다/EF+"/SS+면서/EC
"그런	"/SS+그런/MMD
내부	내부/NNG
사정을	사정/NNG+을/JKO
이해한다면	이해/NNG+하/XSV+ㄴ다면/EC
(의도가	(/SS+의도/NNG+가/JKS
있다는	있/VA+다는/ETM
식의)	식/NNB+의/JKG+)/SS
오해는	오해/NNG+는/JX
터무니없는	터무니없/VA+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


