# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.173
metadata : {}


# id : NWRW1800000033.173.1.1
“365일 선물 사주고 싶어요” 아낌없이 쓰는 이모-고모들

“365일	“/SS+365/SN+일/NNB
안정된	안정/NNG+되/XSV+ㄴ/ETM
반면	반면/NNG
부양가족이	부양가족/NNG+이/JKS
없다	없/VA+다/EC
보니	보/VX+니/EC
조카에게	조카/NNG+에게/JKB
애정과	애정/NNG+과/JC
관심을	관심/NNG+을/JKO
쏟고	쏟/VV+고/EC
선물	선물/NNG
공세를	공세/NNG+를/JKO
하는	하/VV+는/ETM
이모와	이모/NNG+와/JC
고모를	고모/NNG+를/JKO
가리키는	가리키/VV+는/ETM
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.173.5.3
조카들이 어릴 땐 ‘선물 공세’를 하다가 어느 정도 성장한 뒤에는 수시로 문자메시지를 보내 애정을 표시한다.

조카들이	조카/NNG+들/XSN+이/JKS
어릴	어리/VA+ㄹ/ETM
땐	때/NNG+ㄴ/JX
‘선물	‘/SS+선물/NNG
공세’를	공세/NNG+’/SS+를/JKO
하다가	하/VV+다가/EC
어느	어느/MMD
정도	정도/NNG
성장한	성장/NNG+하/XSV+ㄴ/ETM
뒤에는	뒤/NNG+에/JKB+는/JX
수시로	수시로/MAG
문자메시지를	문자/NNG+메시지/NNG+를/JKO
보내	보내/VV+어/EC
애정을	애정/NNG+을/JKO
표시한다.	표시/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.173.5.4
한두 달에 한 번씩 식사를 같이하는 것은 필수.

한두	한두/MMN
달에	달/NNG+에/JKB
한	한/MMN
번씩	번/NNB+씩/XSN
식사를	식사/NNG+를/JKO
같이하는	같이/MAG+하/XSV+는/ETM
것은	것/NNB+은/JX
필수.	필수/NNG+./SF


# id : NWRW1800000033.173.6.1
○ 미혼 남녀 33% “나는 조카바보”

○	○/SW
미혼	미혼/NNG
남녀	남녀/NNG
33%	33/SN+%/SW
“나는	“/SS+나/NP+는/JX
조카바보”	조카/NNG+바보/NNG+”/SS


# id : NWRW1800000033.173.7.1
동아일보와 SK마케팅앤컴퍼니가 2∼4일 25∼44세 미혼 남녀 500명을 설문조사한 결과 응답자의 33.4%가 스스로를 조카바보라고 생각하고 있었다.

동아일보와	동아일보/NNP+와/JC
SK마케팅앤컴퍼니가	SK마케팅앤컴퍼니/NNP+가/JKS
2∼4일	2/SN+∼/SO+4/SN+일/NNB
25∼44세	25/SN+∼/SO+44/SN+세/NNB
미혼	미혼/NNG
남녀	남녀/NNG
500명을	500/SN+명/NNB+을/JKO
설문조사한	설문/NNG+조사/NNG+하/XSV+ㄴ/ETM
결과	결과/NNG
응답자의	응답자/NNG+의/JKG
33.4%가	33/SN+./SP+4/SN+%/SW+가/JKS
스스로를	스스로/NNG+를/JKO
조카바보라고	조카/NNG+바보/NNG+이/VCP+라고/EC
생각하고	생각/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000033.173.7.2
응답자 중 가장 많은 40.6%는 1년에 조카 선물로 10만∼30만 원을 썼다.

응답자	응답자/NNG
중	중/NNB
가장	가장/MAG
많은	많/VA+은/ETM
40.6%는	40/SN+./SP+6/SN+%/SW+는/JX
1년에	1/SN+년/NNB+에/JKB
조카	조카/NNG
선물로	선물/NNG+로/JKB
10만∼30만	10/SN+만/NR+∼/SO+30/SN+만/NR
원을	원/NNB+을/JKO
썼다.	쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.173.8.1
본보는 1년에 선물에 쓰는 금액을 기준으로 상위 20%(104명) 이상을 분석해 봤다.

본보는	본보/NNG+는/JX
1년에	1/SN+년/NNB+에/JKB
선물에	선물/NNG+에/JKB
쓰는	쓰/VV+는/ETM
금액을	금액/NNG+을/JKO
기준으로	기준/NNG+으로/JKB
상위	상위/NNG
20%(104명)	20/SN+%/SW+(/SS+104/SN+명/NNB+)/SS
이상을	이상/NNG+을/JKO
분석해	분석/NNG+하/XSV+아/EC
봤다.	보/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.173.8.2
이들 가운데 59.6%는 수시로 선물을 사줬고, 51.0%는 한 번에 5만∼10만 원어치의 선물을 샀다.

이들	이/NP+들/XSN
가운데	가운데/NNG
59.6%는	59/SN+./SP+6/SN+%/SW+는/JX
수시로	수시로/MAG
선물을	선물/NNG+을/JKO
사줬고,	사/VV+아/EC+주/VX+었/EP+고/EC+,/SP
51.0%는	51/SN+./SP+0/SN+%/SW+는/JX
한	한/MMN
번에	번/NNB+에/JKB
5만∼10만	5/SN+만/NR+∼/SO+10/SN+만/NR
원어치의	원/NNB+어치/XSN+의/JKG
샀다.	사/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.8.3
3분의 1 이상은 50만 원 이상의 의류나 유모차 등 고가의 선물을 준 적이 있었다.

3분의	3/SN+분/XSN+의/JKG
1	1/SN
이상은	이상/NNG+은/JX
50만	50/SN+만/NR
원	원/NNB
이상의	이상/NNG+의/JKG
의류나	의류/NNG+나/JC
유모차	유모차/NNG
등	등/NNB
고가의	고가/NNG+의/JKG
선물을	선물/NNG+을/JKO
준	주/VV+ㄴ/ETM
적이	적/NNB+이/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000033.173.8.4
10%는 조카 선물로 1년에 100만 원 이상 썼다.

10%는	10/SN+%/SW+는/JX
조카	조카/NNG
선물로	선물/NNG+로/JKB
1년에	1/SN+년/NNB+에/JKB
100만	100/SN+만/NR
원	원/NNB
이상	이상/NNG
썼다.	쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.173.8.5
이들은 “조카가 너무 예쁘고 귀여워서”(76.9%) “자녀가 없으니 대리만족이 느껴져서”(10.6%) 선물을 구입했다고 응답했다.

이들은	이/NP+들/XSN+은/JX
“조카가	“/SS+조카/NNG+가/JKS
너무	너무/MAG
예쁘고	예쁘/VA+고/EC
귀여워서”(76.9%)	귀엽/VA+어서/EC+”/SS+(/SS+76/SN+./SP+9/SN+%/SW+)/SS
“자녀가	“/SS+자녀/NNG+가/JKS
없으니	없/VA+으니/EC
대리만족이	대리/NNG+만족/NNG+이/JKS
느껴져서”(10.6%)	느끼/VV+어/EC+지/VX+어서/EC+”/SS+(/SS+10/SN+./SP+6/SN+%/SW+)/SS
선물을	선물/NNG+을/JKO
구입했다고	구입/NNG+하/XSV+았/EP+다고/EC
응답했다.	응답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.9.1
조카바보들은 대체로 소비 성향도 높은 것으로 조사됐다.

조카바보들은	조카/NNG+바보/NNG+들/XSN+은/JX
대체로	대체로/MAG
소비	소비/NNG
성향도	성향/NNG+도/JX
높은	높/VA+은/ETM
것으로	것/NNB+으로/JKB
조사됐다.	조사/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.173.9.2
60.6%는 쇼핑을 할 때 웬만하면 명품 또는 유명 브랜드 제품을 사고, 53.8%는 뮤지컬이나 공연을 찾아서 감상한다고 답했다.

60.6%는	60/SN+./SP+6/SN+%/SW+는/JX
쇼핑을	쇼핑/NNG+을/JKO
할	하/VV+ㄹ/ETM
때	때/NNG
웬만하면	웬만하/VA+면/EC
명품	명품/NNG
또는	또는/MAG
유명	유명/NNG
브랜드	브랜드/NNG
제품을	제품/NNG+을/JKO
사고,	사/VV+고/EC+,/SP
53.8%는	53/SN+./SP+8/SN+%/SW+는/JX
뮤지컬이나	뮤지컬/NNG+이나/JC
공연을	공연/NNG+을/JKO
찾아서	찾/VV+아서/EC
감상한다고	감상/NNG+하/XSV+ㄴ다고/EC
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.9.3
49.0%는 “자신이 모임을 주도한다”고 답해 사회성도 강한 것으로 나타났다.

49.0%는	49/SN+./SP+0/SN+%/SW+는/JX
“자신이	“/SS+자신/NNG+이/JKS
모임을	모임/NNG+을/JKO
주도한다”고	주도/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
답해	답/NNG+하/XSV+아/EC
사회성도	사회/NNG+성/XSN+도/JX
강한	강하/VA+ㄴ/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.10.1
황상민 연세대 심리학과 교수는 “조카바보 현상은 소득계층이 다양해지면서 가처분소득이 높은 미혼 남녀들이 자신이 좋아하는 대상에 돈을 쓰고 만족감을 느끼는 자기만족에서 시작되는 것”이라며 “2000년대 중반 가수 팬클럽에서 ‘삼촌팬’과 ‘이모팬’이 생긴 것과 비슷한 심리”라고 설명했다.

황상민	황상민/NNP
연세대	연세대/NNP
심리학과	심리학과/NNG
교수는	교수/NNG+는/JX
“조카바보	“/SS+조카/NNG+바보/NNG
현상은	현상/NNG+은/JX
소득계층이	소득/NNG+계층/NNG+이/JKS
다양해지면서	다양/NNG+하/XSA+아/EC+지/VX+면서/EC
가처분소득이	가/XPN+처분/NNG+소득/NNG+이/JKS
높은	높/VA+은/ETM
미혼	미혼/NNG
남녀들이	남녀/NNG+들/XSN+이/JKS
자신이	자신/NNG+이/JKS
좋아하는	좋아하/VV+는/ETM
대상에	대상/NNG+에/JKB
돈을	돈/NNG+을/JKO
쓰고	쓰/VV+고/EC
만족감을	만족감/NNG+을/JKO
느끼는	느끼/VV+는/ETM
자기만족에서	자기만족/NNG+에서/JKB
시작되는	시작/NNG+되/XSV+는/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“2000년대	“/SS+2000/SN+년대/NNB
중반	중반/NNG
가수	가수/NNG
팬클럽에서	팬클럽/NNG+에서/JKB
‘삼촌팬’과	‘/SS+삼촌/NNG+팬/NNG+’/SS+과/JC
‘이모팬’이	‘/SS+이모/NNG+팬/NNG+’/SS+이/JKS
생긴	생기/VV+ㄴ/ETM
것과	것/NNB+과/JKB
비슷한	비슷하/VA+ㄴ/ETM
심리”라고	심리/NNG+”/SS+라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.11.1
○ 유통업계 ‘큰손’ 된 조카바보

○	○/SW
유통업계	유통업/NNG+계/XSN
‘큰손’	‘/SS+큰손/NNG+’/SS
된	되/VV+ㄴ/ETM
조카바보	조카/NNG+바보/NNG


# id : NWRW1800000033.173.12.1
유통업계에서는 조카바보들을 새로운 전략고객으로 주목하고 있다.

유통업계에서는	유통업/NNG+계/XSN+에서/JKB+는/JX
조카바보들을	조카/NNG+바보/NNG+들/XSN+을/JKO
새로운	새롭/VA+ㄴ/ETM
전략고객으로	전략/NNG+고객/NNG+으로/JKB
주목하고	주목/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.173.12.2
이들이 브랜드나 디자인을 중시하고 가격은 크게 개의치 않는 성향을 보이기 때문.

이들이	이/NP+들/XSN+이/JKS
브랜드나	브랜드/NNG+나/JC
디자인을	디자인/NNG+을/JKO
중시하고	중시/NNG+하/XSV+고/EC
가격은	가격/NNG+은/JX
크게	크/VA+게/EC
개의치	개의/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
성향을	성향/NNG+을/JKO
보이기	보이/VV+기/ETN
때문.	때문/NNB+./SF


# id : NWRW1800000033.173.13.1
롯데백화점 관계자는 “30대 기혼 고객은 ‘블루독’이나 ‘캔키즈’ 같은 국내 브랜드를 선호하지만 30대 미혼은 버버리, 구치, 랄프로렌칠드런 등 수입 아동복을 선호한다”며 “아동복 매장에서 회원 가입을 하는 미혼 이모와 고모가 늘어나고 있다”고 전했다.

롯데백화점	롯데백화점/NNP
관계자는	관계자/NNG+는/JX
“30대	“/SS+30/SN+대/NNB
기혼	기혼/NNG
고객은	고객/NNG+은/JX
‘블루독’이나	‘/SS+블루독/NNP+’/SS+이나/JC
‘캔키즈’	‘/SS+캔키즈/NNP+’/SS
같은	같/VA+은/ETM
국내	국내/NNG
브랜드를	브랜드/NNG+를/JKO
선호하지만	선호/NNG+하/XSV+지만/EC
30대	30/SN+대/NNB
미혼은	미혼/NNG+은/JX
버버리,	버버리/NNP+,/SP
구치,	구치/NNP+,/SP
랄프로렌칠드런	랄프로렌칠드런/NNP
등	등/NNB
수입	수입/NNG
아동복을	아동복/NNG+을/JKO
선호한다”며	선호/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
“아동복	“/SS+아동복/NNG
매장에서	매장/NNG+에서/JKB
회원	회원/NNG
가입을	가입/NNG+을/JKO
하는	하/VV+는/ETM
미혼	미혼/NNG
이모와	이모/NNG+와/JC
고모가	고모/NNG+가/JKS
늘어나고	늘어나/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.14.1
신세계백화점에서 30대 미혼 여성이 아동용 제품을 사는 데 쓴 금액은 2007년 94만9000원에서 작년 123만9000원으로 30.6% 증가했다.

신세계백화점에서	신세계백화점/NNP+에서/JKB
30대	30/SN+대/NNB
미혼	미혼/NNG
여성이	여성/NNG+이/JKS
아동용	아동/NNG+용/XSN
제품을	제품/NNG+을/JKO
사는	사/VV+는/ETM
데	데/NNB
쓴	쓰/VV+ㄴ/ETM
금액은	금액/NNG+은/JX
2007년	2007/SN+년/NNB
94만9000원에서	94/SN+만/NR+9000/SN+원/NNB+에서/JKB
작년	작년/NNG
123만9000원으로	123/SN+만/NR+9000/SN+원/NNB+으로/JKB
30.6%	30/SN+./SP+6/SN+%/SW
증가했다.	증가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.14.2
백화점 측은 “최근 황금돼지띠(2007년), 백호랑이띠(2010년), 흑룡띠(2012년)가 이어지면서 이를 기념한 고가 선물 구매도 이어지고 있다”고 설명했다.

백화점	백화점/NNG
측은	측/NNB+은/JX
“최근	“/SS+최근/NNG
황금돼지띠(2007년),	황금/NNG+돼지띠/NNG+(/SS+2007/SN+년/NNB+)/SS+,/SP
백호랑이띠(2010년),	백호랑이띠/NNG+(/SS+2010/SN+년/NNB+)/SS+,/SP
흑룡띠(2012년)가	흑/NNG+룡띠/NNG+(/SS+2012/SN+년/NNB+)/SS+가/JKS
이어지면서	이어지/VV+면서/EC
이를	이/NP+를/JKO
기념한	기념/NNG+하/XSV+ㄴ/ETM
고가	고가/NNG
선물	선물/NNG
구매도	구매/NNG+도/JX
이어지고	이어지/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.173.15.1
■조카바보

■조카바보	■/SW+조카/NNG+바보/NNG


# id : NWRW1800000033.173.16.1
조카가 너무 귀여워 어쩔 줄 몰라서 조카에게 수시로 선물을 사주는 미혼 남녀를 뜻하는 말.

조카가	조카/NNG+가/JKS
너무	너무/MAG
귀여워	귀엽/VA+어/EC
어쩔	어쩌/VV+ㄹ/ETM
줄	줄/NNB
몰라서	모르/VV+아서/EC
조카에게	조카/NNG+에게/JKB
수시로	수시로/MAG
선물을	선물/NNG+을/JKO
사주는	사/VV+아/EC+주/VX+는/ETM
미혼	미혼/NNG
남녀를	남녀/NNG+를/JKO
뜻하는	뜻/NNG+하/XSV+는/ETM
말.	말/NNG+./SF


# id : NWRW1800000033.173.16.2
늦게까지 결혼하지 않은 고소득층이 많아 ‘골드 앤트’ 또는 ‘골드 엉클’이라고 불리기도 한다.

늦게까지	늦/VA+게/EC+까지/JX
결혼하지	결혼/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
고소득층이	고/XPN+소득/NNG+층/XSN+이/JKS
많아	많/VA+아/EC
‘골드	‘/SS+골드/NNG
앤트’	앤트/NNG+’/SS
또는	또는/MAG
엉클’이라고	엉클/NNG+’/SS+이라고/JKQ
불리기도	불리/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.173.16.3
조카바보가 늘어나는 데는 만혼(晩婚)과 저출산의 영향이 크다.

조카바보가	조카/NNG+바보/NNG+가/JKS
늘어나는	늘어나/VV+는/ETM
데는	데/NNB+는/JX
만혼(晩婚)과	만혼/NNG+(/SS+晩婚/SH+)/SS+과/JC
저출산의	저/XPN+출산/NNG+의/JKG
영향이	영향/NNG+이/JKS
크다.	크/VA+다/EF+./SF


