# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.63
metadata : {}


# id : NWRW1800000052.63.1.1
[단독] 김윤철 작가, 900대1 경쟁뚫고 ‘콜라이드 국제상’

[단독]	[/SS+단독/NNG+]/SS
넘어	넘/VV+어/EC
예술	예술/NNG
활동으로	활동/NNG+으로/JKB
역동적인	역동/NNG+적/XSN+이/VCP+ㄴ/ETM
물질의	물질/NNG+의/JKG
현상과	현상/NNG+과/JC
본질을	본질/NNG+을/JKO
찾는	찾/VV+는/ETM
일에	일/NNG+에/JKB
매료돼	매료/NNG+되/XSV+어/EC
있고,	있/VX+고/EC+,/SP
경험과	경험/NNG+과/JC
개념	개념/NNG
사이의	사이/NNG+의/JKG
간극을	간극/NNG+을/JKO
탐구하는	탐구/NNG+하/XSV+는/ETM
뛰어난	뛰어나/VA+ㄴ/ETM
능력을	능력/NNG+을/JKO
지녀	지니/VV+어/EC
수상자로	수상자/NNG+로/JKB
선정했다.	선정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.63.8.4
과학과 예술이 두달 동안 ‘충돌’할 것이다”라고 밝혔다.

과학과	과학/NNG+과/JC
예술이	예술/NNG+이/JKS
두달	두/MMN+달/NNB
동안	동안/NNG
‘충돌’할	‘/SS+충돌/NNG+’/SS+하/VV+ㄹ/ETM
것이다”라고	것/NNB+이/VCP+다/EF+”/SS+라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.63.9.1
김 작가는 세른에서 한 물리학자와 짝을 이뤄 오는 9월부터 두달 동안 서로 영감을 주고받으며 작품 활동을 한다.

김	김/NNP
작가는	작가/NNG+는/JX
세른에서	세른/NNP+에서/JKB
한	한/MMN
물리학자와	물리학자/NNG+와/JKB
짝을	짝/NNG+을/JKO
이뤄	이루/VV+어/EC
오는	오/VX+는/ETM
9월부터	9/SN+월/NNB+부터/JX
두달	두/MMN+달/NNB
동안	동안/NNG
서로	서로/MAG
영감을	영감/NNG+을/JKO
주고받으며	주고받/VV+으며/EC
작품	작품/NNG
활동을	활동/NNG+을/JKO
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000052.63.9.2
그는 “과학과 예술은 원래 한 뿌리였다.

그는	그/NP+는/JX
“과학과	“/SS+과학/NNG+과/JC
예술은	예술/NNG+은/JX
원래	원래/MAG
한	한/MMN
뿌리였다.	뿌리/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000052.63.9.3
과학자는 예술적 상상력이, 예술가는 과학적 상상력이 필요하다.

과학자는	과학자/NNG+는/JX
예술적	예술/NNG+적/XSN
상상력이,	상상력/NNG+이/JKS+,/SP
예술가는	예술가/NNG+는/JX
과학적	과학/NNG+적/XSN
상상력이	상상력/NNG+이/JKS
필요하다.	필요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000052.63.9.4
세른에 머물며 이전에 구상한 ‘캐스케이드’(우주선이 지구 대기에 들어오면서 전자와 광자가 다량으로 생기는 현상)라는 주제의 시설 전시작품을 발전시킬 생각이다”고 말했다.

세른에	세른/NNP+에/JKB
머물며	머물/VV+며/EC
이전에	이전/NNG+에/JKB
구상한	구상/NNG+하/XSV+ㄴ/ETM
‘캐스케이드’(우주선이	‘/SS+캐스케이드/NNG+’/SS+(/SS+우주선/NNG+이/JKS
지구	지구/NNG
대기에	대기/NNG+에/JKB
들어오면서	들어오/VV+면서/EC
전자와	전자/NNG+와/JC
광자가	광자/NNG+가/JKS
다량으로	다량/NNG+으로/JKB
생기는	생기/VV+는/ETM
현상)라는	현상/NNG+)/SS+이/VCP+라는/ETM
주제의	주제/NNG+의/JKG
시설	시설/NNG
전시작품을	전시/NNG+작품/NNG+을/JKO
발전시킬	발전/NNG+시키/XSV+ㄹ/ETM
생각이다”고	생각/NNG+이/VCP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.63.10.1
1970년 서울에서 태어나 추계예술대학에서 전자음악 작곡을 전공한 김 작가는 17년 전 독일로 유학을 갔다 쾰른디미어예술대에서 오디오비주얼미디어로 전공을 바꿨다.

1970년	1970/SN+년/NNB
서울에서	서울/NNP+에서/JKB
태어나	태어나/VV+아/EC
추계예술대학에서	추계예술대학/NNP+에서/JKB
전자음악	전자/NNG+음악/NNG
작곡을	작곡/NNG+을/JKO
전공한	전공/NNG+하/XSV+ㄴ/ETM
김	김/NNP
작가는	작가/NNG+는/JX
17년	17/SN+년/NNB
전	전/NNG
독일로	독일/NNP+로/JKB
유학을	유학/NNG+을/JKO
갔다	가/VV+았/EP+다/EC
쾰른디미어예술대에서	쾰른디미어예술대/NNP+에서/JKB
오디오비주얼미디어로	오디오/NNG+비주얼/NNG+미디어/NNG+로/JKB
전공을	전공/NNG+을/JKO
바꿨다.	바꾸/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.63.10.2
그는 유럽에서 유체역학과 메타물질(초자연물질) 등 질료에 천착하는 예술가로 알려져, 그의 전시회에는 유체역학이나 재료공학을 연구하는 유럽 학생들이 단체 관람을 오기도 한다.

그는	그/NP+는/JX
유럽에서	유럽/NNP+에서/JKB
유체역학과	유체/NNG+역학/NNG+과/JC
메타물질(초자연물질)	메타/NNG+물질/NNG+(/SS+초/XPN+자연/NNG+물질/NNG+)/SS
등	등/NNB
질료에	질료/NNG+에/JKB
천착하는	천착/NNG+하/XSV+는/ETM
예술가로	예술가/NNG+로/JKB
알려져,	알려지/VV+어/EC+,/SP
그의	그/NP+의/JKG
전시회에는	전시회/NNG+에/JKB+는/JX
유체역학이나	유체/NNG+역학/NNG+이나/JC
재료공학을	재료/NNG+공학/NNG+을/JKO
연구하는	연구/NNG+하/XSV+는/ETM
유럽	유럽/NNP
학생들이	학생/NNG+들/XSN+이/JKS
단체	단체/NNG
관람을	관람/NNG+을/JKO
오기도	오/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000052.63.11.1
2년 전 귀국한 김 작가는 현재 고등과학원의 초학제연구프로그램인 매터리얼리티연구단 연구책임자로 있다.

2년	2/SN+년/NNB
전	전/NNG
귀국한	귀국/NNG+하/XSV+ㄴ/ETM
김	김/NNP
작가는	작가/NNG+는/JX
현재	현재/MAG
고등과학원의	고등과학원/NNP+의/JKG
초학제연구프로그램인	초/XPN+학제/NNG+연구/NNG+프로그램/NNG+이/VCP+ㄴ/ETM
매터리얼리티연구단	매터리얼리티연구단/NNP
연구책임자로	연구/NNG+책임자/NNG+로/JKB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000052.63.11.2
2014년에는 국립현대미술관 초청으로 현장제작 작품 설치 프로젝트인 ‘초자연’전시회에 참가하기도 했다.

2014년에는	2014/SN+년/NNB+에/JKB+는/JX
국립현대미술관	국립현대미술관/NNP
초청으로	초청/NNG+으로/JKB
현장제작	현장/NNG+제작/NNG
작품	작품/NNG
설치	설치/NNG
프로젝트인	프로젝트/NNG+이/VCP+ㄴ/ETM
‘초자연’전시회에	‘/SS+초/XPN+자연/NNG+’/SS+전시회/NNG+에/JKB
참가하기도	참가/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000052.63.11.3
그는 지금도 소립자인 뮤온입자 검파기에서 나오는 패턴 등으로 소리를 만들고 자신이 만든 악기로 연주를 하는 등 현대 실험 음악 활동을 하고 있다.

그는	그/NP+는/JX
지금도	지금/NNG+도/JX
소립자인	소립자/NNG+이/VCP+ㄴ/ETM
뮤온입자	뮤온/NNG+입자/NNG
검파기에서	검파기/NNG+에서/JKB
나오는	나오/VV+는/ETM
패턴	패턴/NNG
등으로	등/NNB+으로/JKB
소리를	소리/NNG+를/JKO
만들고	만들/VV+고/EC
자신이	자신/NNG+이/JKS
만든	만들/VV+ㄴ/ETM
악기로	악기/NNG+로/JKB
연주를	연주/NNG+를/JKO
하는	하/VV+는/ETM
등	등/NNB
현대	현대/NNG
실험	실험/NNG
음악	음악/NNG
활동을	활동/NNG+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000052.63.12.1
김 작가는 “나비 날개에 있는 금속성 느껴지는 색에 매력을 느껴 직접 금속으로 작품 재료를 만들어 쓰고 있는데, 물리학자가 광결정이라고 알려줬다.

김	김/NNP
작가는	작가/NNG+는/JX
“나비	“/SS+나비/NNG
날개에	날개/NNG+에/JKB
있는	있/VA+는/ETM
금속성	금속/NNG+성/XSN
느껴지는	느끼/VV+어/EC+지/VX+는/ETM
색에	색/NNG+에/JKB
매력을	매력/NNG+을/JKO
느껴	느끼/VV+어/EC
직접	직접/MAG
금속으로	금속/NNG+으로/JKB
작품	작품/NNG
재료를	재료/NNG+를/JKO
만들어	만들/VV+어/EC
쓰고	쓰/VV+고/EC
있는데,	있/VX+는데/EC+,/SP
물리학자가	물리학자/NNG+가/JKS
광결정이라고	광/NNG+결정/NNG+이/VCP+라고/EC
알려줬다.	알리/VV+어/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000052.63.12.2
예술 쪽에서도 과학적 지식 없이 새로운 영역을 개척할 수 없다.

예술	예술/NNG
쪽에서도	쪽/NNB+에서/JKB+도/JX
과학적	과학/NNG+적/XSN
지식	지식/NNG
없이	없이/MAG
새로운	새롭/VA+ㄴ/ETM
영역을	영역/NNG+을/JKO
개척할	개척/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000052.63.12.3
캐스케이드 구상이 끝나면 한국에 돌아와 작품을 완성한 뒤 내년이나 후년께 유럽 전시를 할 계획이다”라고 말했다.

캐스케이드	캐스케이드/NNG
구상이	구상/NNG+이/JKS
끝나면	끝나/VV+면/EC
한국에	한국/NNP+에/JKB
돌아와	돌아오/VV+아/EC
작품을	작품/NNG+을/JKO
완성한	완성/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
내년이나	내년/NNG+이나/JC
후년께	후년/NNG+께/XSN
유럽	유럽/NNP
전시를	전시/NNG+를/JKO
할	하/VV+ㄹ/ETM
계획이다”라고	계획/NNG+이/VCP+다/EF+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.63.13.1
올해 콜라이드상은 세른이 영국 리버풀 소재 뉴미디어아트센터인 팩트(FACT)와 공동으로 시상했다.

올해	올해/NNG
콜라이드상은	콜라이드/NNG+상/NNG+은/JX
세른이	세른/NNP+이/JKS
영국	영국/NNP
리버풀	리버풀/NNP
소재	소재/NNG
뉴미디어아트센터인	뉴미디어아트센터/NNG+이/VCP+ㄴ/ETM
팩트(FACT)와	팩트/NNP+(/SS+FACT/SL+)/SS+와/JKB
공동으로	공동/NNG+으로/JKB
시상했다.	시상/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.63.13.2
이에 따라 김 작가는 세른 방문 뒤 팩트에도 한달 동안 머물며 팩트 소속 예술가들뿐만 아니라 리버풀대 물리학과 교수들과 워크숍 등 교류를 한다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
김	김/NNP
작가는	작가/NNG+는/JX
세른	세른/NNP
방문	방문/NNG
뒤	뒤/NNG
팩트에도	팩트/NNP+에/JKB+도/JX
한달	한/MMN+달/NNB
동안	동안/NNG
머물며	머물/VV+며/EC
팩트	팩트/NNP
소속	소속/NNG
예술가들뿐만	예술가/NNG+들/XSN+뿐/JX+만/JX
아니라	아니/VCN+라/EC
리버풀대	리버풀대/NNP
물리학과	물리학과/NNG
교수들과	교수/NNG+들/XSN+과/JKB
워크숍	워크숍/NNG
등	등/NNB
교류를	교류/NNG+를/JKO
한다.	하/VV+ㄴ다/EF+./SF


