# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.124
metadata : {}


# id : NWRW1800000022.124.1.1
[청년취업 10000명]창원·마산 인재 81명, 현장에서 뽑습니다;'청년취업 1만명 프로젝트' 잡월드 창원 로드쇼

[청년취업	[/SS+청년/NNG+취업/NNG
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.3.2
이날 오후 1시부터 5시까지 행사장인 창원전문대에 총 20개의 중소기업들이 면접 부스를 열고 현장 채용에 나선다.

이날	이날/NNG
오후	오후/NNG
1시부터	1/SN+시/NNB+부터/JX
5시까지	5/SN+시/NNB+까지/JX
행사장인	행사장/NNG+이/VCP+ㄴ/ETM
창원전문대에	창원전문대/NNP+에/JKB
총	총/MMA
20개의	20/SN+개/NNB+의/JKG
중소기업들이	중소기업/NNG+들/XSN+이/JKS
면접	면접/NNG
부스를	부스/NNG+를/JKO
열고	열/VV+고/EC
현장	현장/NNG
채용에	채용/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.124.3.3
이들 중소기업은 모두 신용등급 중상위권(BB+ 등급 이상)에 속하는 기업은행 추천 업체들이다.

이들	이/NP+들/XSN
중소기업은	중소기업/NNG+은/JX
모두	모두/MAG
신용등급	신용/NNG+등급/NNG
중상위권(BB+	중상위/NNG+권/XSN+(/SS+BB/SL++/SW
등급	등급/NNG
이상)에	이상/NNG+)/SS+에/JKB
속하는	속하/VV+는/ETM
기업은행	기업은행/NNP
추천	추천/NNG
업체들이다.	업체/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.4.1
창원 로드쇼는 수출업체들이 몰려 있는 창원·마산 지역의 특성에 맞게 해외취업 인재를 많이 뽑는다는 것이 특징.

창원	창원/NNP
로드쇼는	로드쇼/NNG+는/JX
수출업체들이	수출업체/NNG+들/XSN+이/JKS
몰려	몰리/VV+어/EC
있는	있/VX+는/ETM
창원·마산	창원/NNP+·/SP+마산/NNP
지역의	지역/NNG+의/JKG
특성에	특성/NNG+에/JKB
맞게	맞/VV+게/EC
해외취업	해외/NNG+취업/NNG
인재를	인재/NNG+를/JKO
많이	많이/MAG
뽑는다는	뽑/VV+는다는/ETM
것이	것/NNB+이/JKS
특징.	특징/NNG+./SF


# id : NWRW1800000022.124.4.2
대형공작기계 제조 전문업체인 한국정밀기계㈜는 해외 영업을 담당할 신입·경력사원 3명을 뽑는다.

대형공작기계	대형/NNG+공작/NNG+기계/NNG
제조	제조/NNG
전문업체인	전문/NNG+업체/NNG+이/VCP+ㄴ/ETM
한국정밀기계㈜는	한국정밀기계/NNP+㈜/SW+는/JX
해외	해외/NNG
영업을	영업/NNG+을/JKO
담당할	담당/NNG+하/XSV+ㄹ/ETM
신입·경력사원	신입/NNG+·/SP+경력/NNG+사원/NNG
3명을	3/SN+명/NNB+을/JKO
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000022.124.4.3
세계 최고 수준의 기술력과 달러 대비 원화 환율 상승에 힘입은 수출가격 경쟁력을 바탕으로 독일과 일본 업체가 휩쓸어온 미국·유럽·중국 등 해외 시장을 본격 공략하기 위해서다.

세계	세계/NNG
최고	최고/NNG
수준의	수준/NNG+의/JKG
기술력과	기술력/NNG+과/JC
달러	달러/NNG
대비	대비/NNG
원화	원화/NNG
환율	환율/NNG
상승에	상승/NNG+에/JKB
힘입은	힘입/VV+은/ETM
수출가격	수출/NNG+가격/NNG
경쟁력을	경쟁력/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
독일과	독일/NNP+과/JC
일본	일본/NNP
업체가	업체/NNG+가/JKS
휩쓸어온	휩쓸/VV+어/EC+오/VX+ㄴ/ETM
미국·유럽·중국	미국/NNP+·/SP+유럽/NNP+·/SP+중국/NNP
등	등/NNB
해외	해외/NNG
시장을	시장/NNG+을/JKO
본격	본격/NNG
공략하기	공략/NNG+하/XSV+기/ETN
위해서다.	위하/VV+아서/EC+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.4.4
이 회사 관계자는 "우리 회사 제품은 독일·일본제와 비교할 때 같은 품질에 가격이 3분의 1 수준이고 애프터서비스(A/S)가 좋기 때문에 국내외 시장에서 인기를 끌고 있다"고 말했다.

이	이/MMD
회사	회사/NNG
관계자는	관계자/NNG+는/JX
"우리	"/SS+우리/NP
제품은	제품/NNG+은/JX
독일·일본제와	독일/NNP+·/SP+일본제/NNG+와/JKB
비교할	비교/NNG+하/XSV+ㄹ/ETM
때	때/NNG
같은	같/VA+은/ETM
품질에	품질/NNG+에/JKB
가격이	가격/NNG+이/JKS
3분의	3/SN+분/XSN+의/JKG
1	1/SN
수준이고	수준/NNG+이/VCP+고/EC
애프터서비스(A/S)가	애프터서비스/NNG+(/SS+A/SL+//SP+S/SL+)/SS+가/JKS
좋기	좋/VA+기/ETN
때문에	때문/NNB+에/JKB
국내외	국내외/NNG
시장에서	시장/NNG+에서/JKB
인기를	인기/NNG+를/JKO
끌고	끌/VV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.124.5.1
지난해 1300억원의 매출을 올린 이 회사는 올해 2000억원의 매출을 목표로 하고 있다.

지난해	지난해/NNG
1300억원의	1300/SN+억/NR+원/NNB+의/JKG
매출을	매출/NNG+을/JKO
올린	올리/VV+ㄴ/ETM
이	이/MMD
회사는	회사/NNG+는/JX
올해	올해/NNG
2000억원의	2000/SN+억/NR+원/NNB+의/JKG
목표로	목표/NNG+로/JKB
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.5.2
지난해부터 제품 주문이 꾸준히 들어와 내년까지 밀려 있는 일감만 3500억원어치에 이른다.

지난해부터	지난해/NNG+부터/JX
제품	제품/NNG
주문이	주문/NNG+이/JKS
꾸준히	꾸준히/MAG
들어와	들어오/VV+아/EC
내년까지	내년/NNG+까지/JX
밀려	밀리/VV+어/EC
있는	있/VX+는/ETM
일감만	일감/NNG+만/JX
3500억원어치에	3500/SN+억/NR+원/NNB+어치/XSN+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.124.5.3
직원 수는 총 400명으로, 이번에 뽑는 사원들은 마산 인근(경남 함안)의 본사에서 근무할 예정이다.

직원	직원/NNG
수는	수/NNG+는/JX
총	총/MMA
400명으로,	400/SN+명/NNB+으로/JKB+,/SP
이번에	이번/NNG+에/JKB
뽑는	뽑/VV+는/ETM
사원들은	사원/NNG+들/XSN+은/JX
마산	마산/NNP
인근(경남	인근/NNG+(/SS+경남/NNP
함안)의	함안/NNP+)/SS+의/JKG
본사에서	본사/NNG+에서/JKB
근무할	근무/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.5.4
이 회사 하종식 대표는 "신입이나 경력 구분없이 영어가 능통하고 일에 대한 열정이 있는 분들을 환영한다"고 말했다.

이	이/MMD
회사	회사/NNG
하종식	하종식/NNP
대표는	대표/NNG+는/JX
"신입이나	"/SS+신입/NNG+이나/JC
경력	경력/NNG
구분없이	구분/NNG+없이/MAG
영어가	영어/NNP+가/JKS
능통하고	능통하/VA+고/EC
일에	일/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
열정이	열정/NNG+이/JKS
있는	있/VA+는/ETM
분들을	분/NNB+들/XSN+을/JKO
환영한다"고	환영/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.124.6.1
㈜현대단조는 발전소·대형 선박·석유화학 플랜트 등에 들어가는 초대형 기계부품을 만드는 회사다.

㈜현대단조는	㈜/SW+현대단조/NNP+는/JX
발전소·대형	발전소/NNG+·/SP+대형/NNG
선박·석유화학	선박/NNG+·/SP+석유/NNG+화학/NNG
플랜트	플랜트/NNG
등에	등/NNB+에/JKB
들어가는	들어가/VV+는/ETM
초대형	초/XPN+대형/NNG
기계부품을	기계/NNG+부품/NNG+을/JKO
만드는	만들/VV+는/ETM
회사다.	회사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.6.2
이번 로드쇼에서 해외 영업과 생산 기술 방면의 인재 4명을 뽑는다.

이번	이번/NNG
로드쇼에서	로드쇼/NNG+에서/JKB
해외	해외/NNG
영업과	영업/NNG+과/JC
생산	생산/NNG
기술	기술/NNG
방면의	방면/NNG+의/JKG
인재	인재/NNG
4명을	4/SN+명/NNB+을/JKO
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000022.124.6.3
국내보다 해외에서 더 유명한 이 회사는 수출 비중이 70%대에 달하고, 최근에는 중국·인도 등에서 합작 제의를 받고 있다.

국내보다	국내/NNG+보다/JKB
해외에서	해외/NNG+에서/JKB
더	더/MAG
유명한	유명/NNG+하/XSA+ㄴ/ETM
이	이/MMD
회사는	회사/NNG+는/JX
수출	수출/NNG
비중이	비중/NNG+이/JKS
70%대에	70/SN+%/SW+대/XSN+에/JKB
달하고,	달하/VV+고/EC+,/SP
최근에는	최근/NNG+에/JKB+는/JX
중국·인도	중국/NNP+·/SP+인도/NNP
등에서	등/NNB+에서/JKB
합작	합작/NNG
제의를	제의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.6.4
내년에는 주식시장 상장도 계획하고 있다.

내년에는	내년/NNG+에/JKB+는/JX
주식시장	주식/NNG+시장/NNG
상장도	상장/NNG+도/JX
계획하고	계획/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.6.5
지난해 매출액은 692억원.

지난해	지난해/NNG
매출액은	매출액/NNG+은/JX
692억원.	692/SN+억/NR+원/NNB+./SF


# id : NWRW1800000022.124.6.6
올해는 1000억원대를 목표로 하고 있다.

올해는	올해/NNG+는/JX
1000억원대를	1000/SN+억/NR+원/NNB+대/XSN+를/JKO
목표로	목표/NNG+로/JKB
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.6.7
직원 수는 총 86명.

직원	직원/NNG
수는	수/NNG+는/JX
총	총/MMA
86명.	86/SN+명/NNB+./SF


# id : NWRW1800000022.124.6.8
회사측은 해외 영업·마케팅 관련 인력이 4명에 불과해 곤란을 겪고 있다고 밝혔다.

회사측은	회사/NNG+측/NNB+은/JX
해외	해외/NNG
영업·마케팅	영업/NNG+·/SP+마케팅/NNG
관련	관련/NNG
인력이	인력/NNG+이/JKS
4명에	4/SN+명/NNB+에/JKB
불과해	불과/MAG+하/XSA+아/EC
곤란을	곤란/NNG+을/JKO
겪고	겪/VV+고/EC
있다고	있/VX+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.124.7.1
이 회사 마평수 대표는 "최근 3~4년간 회사가 견실한 성장을 하면서 우수 인재에 대한 갈망이 크다"면서 "영업과 기술 분야 외에도 훌륭한 인재가 찾아온다면 추가채용을 적극 고려하겠다"고 말했다.

이	이/MMD
회사	회사/NNG
마평수	마평수/NNP
대표는	대표/NNG+는/JX
"최근	"/SS+최근/NNG
3~4년간	3/SN+~/SO+4/SN+년/NNB+간/XSN
회사가	회사/NNG+가/JKS
견실한	견실하/VA+ㄴ/ETM
성장을	성장/NNG+을/JKO
하면서	하/VV+면서/EC
우수	우수/NNG
인재에	인재/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
갈망이	갈망/NNG+이/JKS
크다"면서	크/VA+다/EF+"/SS+면서/EC
"영업과	"/SS+영업/NNG+과/JC
기술	기술/NNG
분야	분야/NNG
외에도	외/NNB+에/JKB+도/JX
훌륭한	훌륭하/VA+ㄴ/ETM
인재가	인재/NNG+가/JKS
찾아온다면	찾아오/VV+ㄴ다면/EC
추가채용을	추가/NNG+채용/NNG+을/JKO
적극	적극/NNG
고려하겠다"고	고려/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.124.8.1
수출포장전문업체인 동방트로비스㈜는 국내영업 2명, 재무 1명, 생산관리 2명 등 총 5명의 신입·경력 사원을 뽑는다.

수출포장전문업체인	수출/NNG+포장/NNG+전문/NNG+업체/NNG+이/VCP+ㄴ/ETM
동방트로비스㈜는	동방트로비스/NNP+㈜/SW+는/JX
국내영업	국내/NNG+영업/NNG
2명,	2/SN+명/NNB+,/SP
재무	재무/NNG
1명,	1/SN+명/NNB+,/SP
생산관리	생산/NNG+관리/NNG
2명	2/SN+명/NNB
등	등/NNB
총	총/MMA
5명의	5/SN+명/NNB+의/JKG
신입·경력	신입/NNG+·/SP+경력/NNG
사원을	사원/NNG+을/JKO
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000022.124.8.2
이 회사는 창원산업단지에서 생산된 수출제품(주로 기계류)을 안전하게 운송할 수 있도록 목재 프레임(틀)을 이용해 튼튼하게 포장하는 데 국내 최고 수준의 노하우를 갖고 있다.

이	이/MMD
회사는	회사/NNG+는/JX
창원산업단지에서	창원산업단지/NNP+에서/JKB
생산된	생산/NNG+되/XSV+ㄴ/ETM
수출제품(주로	수출/NNG+제품/NNG+(/SS+주로/MAG
기계류)을	기계/NNG+류/XSN+)/SS+을/JKO
안전하게	안전/NNG+하/XSA+게/EC
운송할	운송/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
목재	목재/NNG
프레임(틀)을	프레임/NNG+(/SS+틀/NNG+)/SS+을/JKO
이용해	이용/NNG+하/XSV+아/EC
튼튼하게	튼튼하/VA+게/EC
포장하는	포장/NNG+하/XSV+는/ETM
데	데/NNB
국내	국내/NNG
최고	최고/NNG
수준의	수준/NNG+의/JKG
노하우를	노하우/NNG+를/JKO
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.8.3
현대자동차와 GM대우 등이 해외 생산공장에 자동차 부품을 수출할 때 이 회사의 포장기술을 이용하고 있다.

현대자동차와	현대자동차/NNP+와/JC
GM대우	GM대우/NNP
등이	등/NNB+이/JKS
해외	해외/NNG
생산공장에	생산/NNG+공장/NNG+에/JKB
자동차	자동차/NNG
부품을	부품/NNG+을/JKO
수출할	수출/NNG+하/XSV+ㄹ/ETM
때	때/NNG
이	이/MMD
회사의	회사/NNG+의/JKG
포장기술을	포장/NNG+기술/NNG+을/JKO
이용하고	이용/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.9.1
지난해 매출은 260억원이고, 직원은 본사와 계열사(목재가공업체)를 합쳐 170여명이다.

지난해	지난해/NNG
매출은	매출/NNG+은/JX
260억원이고,	260/SN+억/NR+원/NNB+이/VCP+고/EC+,/SP
직원은	직원/NNG+은/JX
본사와	본사/NNG+와/JC
계열사(목재가공업체)를	계열사/NNG+(/SS+목재/NNG+가공업체/NNG+)/SS+를/JKO
합쳐	합치/VV+어/EC
170여명이다.	170/SN+여/XSN+명/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.9.2
이 회사 관계자는 "사세가 확장되면서 인원이 부족해진 데다 (불황으로) 경영이 어려울 때 영업 부문의 역량을 더욱 높인다는 전략에 따라 신규 채용에 나섰다"고 설명했다.

이	이/MMD
회사	회사/NNG
관계자는	관계자/NNG+는/JX
"사세가	"/SS+사세/NNG+가/JKS
확장되면서	확장/NNG+되/XSV+면서/EC
인원이	인원/NNG+이/JKS
부족해진	부족/NNG+하/XSA+아/EC+지/VX+ㄴ/ETM
데다	데/NNB+다/JX
(불황으로)	(/SS+불황/NNG+으로/JKB+)/SS
경영이	경영/NNG+이/JKS
어려울	어렵/VA+ㄹ/ETM
때	때/NNG
영업	영업/NNG
부문의	부문/NNG+의/JKG
역량을	역량/NNG+을/JKO
더욱	더욱/MAG
높인다는	높이/VV+ㄴ다는/ETM
전략에	전략/NNG+에/JKB
따라	따르/VV+아/EC
신규	신규/NNG
채용에	채용/NNG+에/JKB
나섰다"고	나서/VV+었/EP+다/EF+"/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.124.10.1
선박 엔진과 발전 플랜트 설비를 생산하는 마산의 신진중공업㈜은 총무·해외영업·생산관리 등의 분야에서 경력사원 3명을 뽑는다.

선박	선박/NNG
엔진과	엔진/NNG+과/JC
발전	발전/NNG
플랜트	플랜트/NNG
설비를	설비/NNG+를/JKO
생산하는	생산/NNG+하/XSV+는/ETM
마산의	마산/NNP+의/JKG
신진중공업㈜은	신진중공업/NNP+㈜/SW+은/JX
총무·해외영업·생산관리	총무/NNG+·/SP+해외/NNG+영업/NNG+·/SP+생산/NNG+관리/NNG
등의	등/NNB+의/JKG
분야에서	분야/NNG+에서/JKB
경력사원	경력/NNG+사원/NNG
3명을	3/SN+명/NNB+을/JKO
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000022.124.10.2
이 회사 박호근 실장은 "3년 정도의 경력이 있고, 가능하면 지방에서 일할 수 있는 사람을 선호한다"고 말했다.

이	이/MMD
회사	회사/NNG
박호근	박호근/NNP
실장은	실장/NNG+은/JX
"3년	"/SS+3/SN+년/NNB
정도의	정도/NNG+의/JKG
경력이	경력/NNG+이/JKS
있고,	있/VA+고/EC+,/SP
가능하면	가능/NNG+하/XSA+면/EC
지방에서	지방/NNG+에서/JKB
일할	일/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
사람을	사람/NNG+을/JKO
선호한다"고	선호/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.124.10.3
신진중공업은 직원이 총 80명이고, 지난해 124억원의 매출을 올렸다.

신진중공업은	신진중공업/NNP+은/JX
직원이	직원/NNG+이/JKS
총	총/MMA
80명이고,	80/SN+명/NNB+이/VCP+고/EC+,/SP
지난해	지난해/NNG
124억원의	124/SN+억/NR+원/NNB+의/JKG
매출을	매출/NNG+을/JKO
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.124.11.1
인근 가전·자동차 대기업의 우수 협력업체들도 대거 채용에 나선다.

인근	인근/NNG
가전·자동차	가전/NNG+·/SP+자동차/NNG
대기업의	대/XPN+기업/NNG+의/JKG
우수	우수/NNG
협력업체들도	협력/NNG+업체/NNG+들/XSN+도/JX
대거	대거/MAG
채용에	채용/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.124.11.2
에어컨 부품을 생산하는 화남테크는 품질관리와 연구개발 분야의 인재 3명을, 자동차부품 생산업체인 ㈜아스픽은 사출금형 설계 및 조립, 품질관리 분야의 신입·경력사원 4명을 뽑는다.

에어컨	에어컨/NNG
부품을	부품/NNG+을/JKO
생산하는	생산/NNG+하/XSV+는/ETM
화남테크는	화남테크/NNP+는/JX
품질관리와	품질/NNG+관리/NNG+와/JC
연구개발	연구/NNG+개발/NNG
분야의	분야/NNG+의/JKG
인재	인재/NNG
3명을,	3/SN+명/NNB+을/JKO+,/SP
자동차부품	자동차/NNG+부품/NNG
생산업체인	생산업체/NNG+이/VCP+ㄴ/ETM
㈜아스픽은	㈜/SW+아스픽/NNP+은/JX
사출금형	사출/NNG+금형/NNG
설계	설계/NNG
및	및/MAG
조립,	조립/NNG+,/SP
품질관리	품질/NNG+관리/NNG
신입·경력사원	신입/NNG+·/SP+경력/NNG+사원/NNG
4명을	4/SN+명/NNB+을/JKO
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000022.124.11.3
항공기 엔진과 동체 부품을 생산하는 ㈜연암테크는 총무·인사 분야의 신입·경력 사원 3명을 찾고 있다.

항공기	항공기/NNG
엔진과	엔진/NNG+과/JC
동체	동체/NNG
부품을	부품/NNG+을/JKO
생산하는	생산/NNG+하/XSV+는/ETM
㈜연암테크는	㈜/SW+연암테크/NNP+는/JX
총무·인사	총무/NNG+·/SP+인사/NNG
분야의	분야/NNG+의/JKG
신입·경력	신입/NNG+·/SP+경력/NNG
사원	사원/NNG
3명을	3/SN+명/NNB+을/JKO
찾고	찾/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.12.1
이 밖에 81개의 창원 지역 중소기업들은 조선일보와 기업은행이 함께 운영하는 중소기업 취업전문 무료 사이트 '잡월드'(www.ibkcsjob.co.kr)를 통해 총 250여개의 일자리를 내놓을 예정이다.

이	이/MMD
밖에	밖/NNG+에/JKB
81개의	81/SN+개/NNB+의/JKG
창원	창원/NNP
지역	지역/NNG
중소기업들은	중소기업/NNG+들/XSN+은/JX
조선일보와	조선일보/NNP+와/JC
기업은행이	기업은행/NNP+이/JKS
함께	함께/MAG
운영하는	운영/NNG+하/XSV+는/ETM
중소기업	중소기업/NNG
취업전문	취업/NNG+전문/NNG
무료	무료/NNG
사이트	사이트/NNG
'잡월드'(www.ibkcsjob.co.kr)를	'/SS+잡월드/NNP+'/SS+(/SS+www/SL+./SP+ibkcsjob/SL+./SP+co/SL+./SP+kr/SL+)/SS+를/JKO
통해	통하/VV+아/EC
총	총/MMA
250여개의	250/SN+여/XSN+개/NNB+의/JKG
일자리를	일자리/NNG+를/JKO
내놓을	내놓/VV+을/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.13.1
잡월드 로드쇼 행사장에서는 채용업체의 면접 외에도 구직자를 위한 구직 전략과 면접 이미지 컨설팅, 이력서 사진 무료촬영 등의 부대 행사가 열린다.

잡월드	잡월드/NNP
로드쇼	로드쇼/NNG
행사장에서는	행사장/NNG+에서/JKB+는/JX
채용업체의	채용/NNG+업체/NNG+의/JKG
면접	면접/NNG
외에도	외/NNB+에/JKB+도/JX
구직자를	구직자/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
구직	구직/NNG
전략과	전략/NNG+과/JC
이미지	이미지/NNG
컨설팅,	컨설팅/NNG+,/SP
이력서	이력서/NNG
사진	사진/NNG
무료촬영	무료/NNG+촬영/NNG
등의	등/NNB+의/JKG
부대	부대/NNG
행사가	행사/NNG+가/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.124.13.2
참여 기업들에 대한 상세 정보는 '잡월드' 사이트의 '창원 잡월드 로드쇼' 코너에서 찾아볼 수 있다.

참여	참여/NNG
기업들에	기업/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
상세	상세/XR
정보는	정보/NNG+는/JX
'잡월드'	'/SS+잡월드/NNP+'/SS
사이트의	사이트/NNG+의/JKG
'창원	'/SS+창원/NNP
잡월드	잡월드/NNP
로드쇼'	로드쇼/NNG+'/SS
코너에서	코너/NNG+에서/JKB
찾아볼	찾아보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000022.124.14.1
앞서 구미 로드쇼에는 2200명가량의 구직자가 참여해 19명이 현장 채용됐고, 100명에 대해 채용절차가 진행 중이다.

앞서	앞서/MAG
구미	구미/NNP
로드쇼에는	로드쇼/NNG+에/JKB+는/JX
2200명가량의	2200/SN+명/NNB+가량/XSN+의/JKG
구직자가	구직자/NNG+가/JKS
참여해	참여/NNG+하/XSV+아/EC
19명이	19/SN+명/NNB+이/JKS
현장	현장/NNG
채용됐고,	채용/NNG+되/XSV+었/EP+고/EC+,/SP
100명에	100/SN+명/NNB+에/JKB
대해	대하/VV+아/EC
채용절차가	채용/NNG+절차/NNG+가/JKS
진행	진행/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.124.14.2
대덕 로드쇼에는 약 1000명의 구직자가 방문해 16명이 현장 채용됐고, 68명이 추가 면접 절차를 밟고 있다.

대덕	대덕/NNP
로드쇼에는	로드쇼/NNG+에/JKB+는/JX
약	약/MMA
1000명의	1000/SN+명/NNB+의/JKG
구직자가	구직자/NNG+가/JKS
방문해	방문/NNG+하/XSV+아/EC
16명이	16/SN+명/NNB+이/JKS
현장	현장/NNG
채용됐고,	채용/NNG+되/XSV+었/EP+고/EC+,/SP
68명이	68/SN+명/NNB+이/JKS
추가	추가/NNG
면접	면접/NNG
절차를	절차/NNG+를/JKO
밟고	밟/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.124.14.3
문의는 기업은행 잡월드 운영팀.

문의는	문의/NNG+는/JX
기업은행	기업은행/NNP
잡월드	잡월드/NNP
운영팀.	운영/NNG+팀/NNG+./SF


# id : NWRW1800000022.124.14.4
(02)6322-5359, 5360.

(02)6322-5359,	(/SS+02/SN+)/SS+6322/SN+-/SO+5359/SN+,/SP
5360.	5360/SN+./SF


