# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.390
metadata : {}


# id : NWRW1800000030.390.1.1
[호남] [문화 현장] 전주동헌서 품위와 겸양 펼친다

[호남]	[/SS+호남/NNP+]/SS
양보했다.	양보/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.390.10.1
이들 3례는 '2학' 강의와 함께 전주동헌 대청과 마당에서 이뤄진다.

이들	이/NP+들/XSN
3례는	3/SN+례/NNG+는/JX
'2학'	'/SS+2/SN+학/NNG+'/SS
강의와	강의/NNG+와/JKB
함께	함께/MAG
전주동헌	전주동헌/NNP
대청과	대청/NNG+과/JC
마당에서	마당/NNG+에서/JKB
이뤄진다.	이뤄지/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.390.10.2
'2학' 강의는 '다산(茶山)으로 본 한국정신'과 '대학으로 읽는 한국정신'으로 각각 오종일 전주대 교수와 이천승 고려대 교수가 맡는다.

'2학'	'/SS+2/SN+학/NNG+'/SS
강의는	강의/NNG+는/JX
'다산(茶山)으로	'/SS+다산/NNP+(/SS+茶山/SH+)/SS+으로/JKB
본	보/VV+ㄴ/ETM
한국정신'과	한국/NNP+정신/NNG+'/SS+과/JC
'대학으로	'/SS+대학/NNP+으로/JKB
읽는	읽/VV+는/ETM
한국정신'으로	한국/NNP+정신/NNG+'/SS+으로/JKB
각각	각각/MAG
오종일	오종일/NNP
전주대	전주대/NNP
교수와	교수/NNG+와/JC
이천승	이천승/NNP
고려대	고려대/NNP
교수가	교수/NNG+가/JKS
맡는다.	맡/VV+는다/EF+./SF


# id : NWRW1800000030.390.11.1
◆전주는 전통문화연수의 寶庫

◆전주는	◆/SW+전주/NNP+는/JX
전통문화연수의	전통문화/NNG+연수/NNG+의/JKG
寶庫	寶庫/SH


# id : NWRW1800000030.390.12.1
곽 교육감과 교육장 등 서울교육청 간부 20여명은 29일 낮 장현식 선생 고택에 짐을 내려놓자마자 한옥마을 전통문화관으로 건너가 점심으로 비빔밥을 지어 함께 나눈다.

곽	곽/NNP
교육감과	교육감/NNG+과/JC
교육장	교육장/NNG
등	등/NNB
서울교육청	서울교육청/NNP
간부	간부/NNG
20여명은	20/SN+여/XSN+명/NNB+은/JX
29일	29/SN+일/NNB
낮	낮/NNG
장현식	장현식/NNP
선생	선생/NNG
고택에	고택/NNG+에/JKB
짐을	짐/NNG+을/JKO
내려놓자마자	내려놓/VV+자마자/EC
한옥마을	한옥/NNG+마을/NNG
전통문화관으로	전통/NNG+문화관/NNG+으로/JKB
건너가	건너가/VV+아/EC
점심으로	점심/NNG+으로/JKB
비빔밥을	비빔밥/NNG+을/JKO
지어	짓/VV+어/EC
함께	함께/MAG
나눈다.	나누/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.390.12.2
'2학'과 '3례' 연수 중간에 판소리도 배우고 다산의 '그림자 놀이'도 즐긴 뒤 고택 및 주변 한옥에서 묵는다.

'2학'과	'/SS+2/SN+학/NNG+'/SS+과/JC
'3례'	'/SS+3/SN+례/NNG+'/SS
연수	연수/NNG
중간에	중간/NNG+에/JKB
판소리도	판소리/NNG+도/JX
배우고	배우/VV+고/EC
다산의	다산/NNP+의/JKG
'그림자	'/SS+그림자/NNG
놀이'도	놀이/NNG+'/SS+도/JX
즐긴	즐기/VV+ㄴ/ETM
뒤	뒤/NNG
고택	고택/NNG
및	및/MAG
주변	주변/NNG
한옥에서	한옥/NNG+에서/JKB
묵는다.	묵/VV+는다/EF+./SF


# id : NWRW1800000030.390.12.3
아침에 오목대 길을 산책한 뒤 한옥마을에서 콩나물 국밥을 시식하고, 생태하천으로 복원된 전주천도 걷는다.

아침에	아침/NNG+에/JKB
오목대	오목대/NNP
길을	길/NNG+을/JKO
산책한	산책/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
한옥마을에서	한옥/NNG+마을/NNG+에서/JKB
콩나물	콩나물/NNG
국밥을	국밥/NNG+을/JKO
시식하고,	시식/NNG+하/XSV+고/EC+,/SP
생태하천으로	생태/NNG+하천/NNG+으로/JKB
복원된	복원/NNG+되/XSV+ㄴ/ETM
전주천도	전주천/NNP+도/JX
걷는다.	걷/VV+는다/EF+./SF


# id : NWRW1800000030.390.12.4
강암서예관에선 붓으로 쓰는 수결(手決)도 익힌다.

강암서예관에선	강암서예관/NNP+에서/JKB+ㄴ/JX
붓으로	붓/NNG+으로/JKB
쓰는	쓰/VV+는/ETM
수결(手決)도	수결/NNG+(/SS+手決/SH+)/SS+도/JX
익힌다.	익히/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.390.13.1
전통문화연수원은 28일 오후 첫 단체 연수객을 맞기 위해 청소와 실내 집기, 이부자리 정리에 바빴다.

전통문화연수원은	전통문화연수원/NNP+은/JX
28일	28/SN+일/NNB
오후	오후/NNG
첫	첫/MMN
단체	단체/NNG
연수객을	연수객/NNG+을/JKO
맞기	맞/VV+기/ETN
위해	위하/VV+아/EC
청소와	청소/NNG+와/JC
실내	실내/NNG
집기,	집기/NNG+,/SP
이부자리	이부자리/NNG
정리에	정리/NNG+에/JKB
바빴다.	바쁘/VA+았/EP+다/EF+./SF


# id : NWRW1800000030.390.13.2
연수원은 우선 '2학3례'를 중심으로 연수단 체류 일정 및 선택에 따라 수시로 프로그램을 리모델링하면서 연수 주제 및 과정을 확대할 계획이다.

연수원은	연수원/NNG+은/JX
우선	우선/MAG
'2학3례'를	'/SS+2/SN+학/NNG+3/SN+례/NNG+'/SS+를/JKO
중심으로	중심/NNG+으로/JKB
연수단	연수단/NNG
체류	체류/NNG
일정	일정/NNG
및	및/MAG
선택에	선택/NNG+에/JKB
따라	따르/VV+아/EC
수시로	수시로/MAG
프로그램을	프로그램/NNG+을/JKO
리모델링하면서	리모델링/NNG+하/XSV+면서/EC
연수	연수/NNG
주제	주제/NNG
과정을	과정/NNG+을/JKO
확대할	확대/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.390.13.3
연수원 김순석 강사는 "한옥마을은 음식·소리·한지·서예 등 전통문화 콘텐츠들이 즐비해, 연수프로그램 편성은 그 자연스러운 취사 선택이 될 것"이라고 했다.

연수원	연수원/NNG
김순석	김순석/NNP
강사는	강사/NNG+는/JX
"한옥마을은	"/SS+한옥/NNG+마을/NNG+은/JX
음식·소리·한지·서예	음식/NNG+·/SP+소리/NNG+·/SP+한지/NNG+·/SP+서예/NNG
등	등/NNB
전통문화	전통문화/NNG
콘텐츠들이	콘텐츠/NNG+들/XSN+이/JKS
즐비해,	즐비하/VA+아/EC+,/SP
연수프로그램	연수/NNG+프로그램/NNG
편성은	편성/NNG+은/JX
그	그/MMD
자연스러운	자연/NNG+스럽/XSA+ㄴ/ETM
취사	취사/NNG
선택이	선택/NNG+이/JKC
될	되/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.390.14.1
송하진 전주시장은 "첫 체류 연수에 서울의 교육자들이 참여해 주셔서 더욱 뜻 깊고 감사하다"며 "전통문화를 확산시키면서 전주를 그 체험연수의 중심에 등장시키는 노력은 앞으로도 계속된다"고 했다.

송하진	송하진/NNP
전주시장은	전주시장/NNG+은/JX
"첫	"/SS+첫/MMN
체류	체류/NNG
연수에	연수/NNG+에/JKB
서울의	서울/NNP+의/JKG
교육자들이	교육자/NNG+들/XSN+이/JKS
참여해	참여/NNG+하/XSV+아/EC
주셔서	주/VX+시/EP+어서/EC
더욱	더욱/MAG
뜻	뜻/NNG
깊고	깊/VA+고/EC
감사하다"며	감사/NNG+하/XSA+다/EF+"/SS+며/EC
"전통문화를	"/SS+전통문화/NNG+를/JKO
확산시키면서	확산/NNG+시키/XSV+면서/EC
전주를	전주/NNP+를/JKO
그	그/MMD
체험연수의	체험/NNG+연수/NNG+의/JKG
중심에	중심/NNG+에/JKB
등장시키는	등장/NNG+시키/XSV+는/ETM
노력은	노력/NNG+은/JX
앞으로도	앞/NNG+으로/JKB+도/JX
계속된다"고	계속/NNG+되/XSV+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.390.14.2
서울교육청은 수월한 전통문화교육을 위해 전주 한옥마을 및 전통문화연수원 수학여행을 일선 학교에 적극 권유하겠다고 협약을 통해 약속했다.

서울교육청은	서울교육청/NNP+은/JX
수월한	수월하/VA+ㄴ/ETM
전통문화교육을	전통문화/NNG+교육/NNG+을/JKO
위해	위하/VV+아/EC
전주	전주/NNP
한옥마을	한옥/NNG+마을/NNG
및	및/MAG
전통문화연수원	전통문화연수원/NNP
수학여행을	수학여행/NNG+을/JKO
일선	일선/NNG
학교에	학교/NNG+에/JKB
적극	적극/NNG
권유하겠다고	권유/NNG+하/XSV+겠/EP+다고/EC
협약을	협약/NNG+을/JKO
통해	통하/VV+아/EC
약속했다.	약속/NNG+하/XSV+았/EP+다/EF+./SF


