# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.228
metadata : {}


# id : NWRW1800000049.228.1.1
美 올림픽농구대표팀, 이름만 드림팀?

美	美/SH
# id : NWRW1800000049.228.4.1
하지만 2016 리우데자네이루 올림픽에서는 미국 농구 대표팀의 인기가 4년 전보다 못할 것 같다.

하지만	하지만/MAJ
2016	2016/SN
리우데자네이루	리우데자네이루/NNP
올림픽에서는	올림픽/NNG+에서/JKB+는/JX
미국	미국/NNP
농구	농구/NNG
대표팀의	대표/NNG+팀/NNG+의/JKG
인기가	인기/NNG+가/JKS
4년	4/SN+년/NNB
전보다	전/NNG+보다/JKB
못할	못/MAG+하/XSA+ㄹ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000049.228.5.1
미국 대표팀 예비 명단에 포함됐던 슈퍼스타들이 줄줄이 올림픽 불참 의사를 밝히고 있기 때문이다.

미국	미국/NNP
대표팀	대표/NNG+팀/NNG
예비	예비/NNG
명단에	명단/NNG+에/JKB
포함됐던	포함/NNG+되/XSV+었/EP+던/ETM
슈퍼스타들이	슈퍼스타/NNG+들/XSN+이/JKS
줄줄이	줄줄이/MAG
올림픽	올림픽/NNG
불참	불참/NNG
의사를	의사/NNG+를/JKO
밝히고	밝히/VV+고/EC
있기	있/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.228.5.2
미국의 ‘머큐리 뉴스’는 7일 NBA 현역 최고 스타인 골든스테이트의 스테픈 커리(사진)가 플레이오프에서 다친 무릎 부상을 이유로 미국농구협회에 올림픽 불참 의사를 전했다고 보도했다.

미국의	미국/NNP+의/JKG
‘머큐리	‘/SS+머큐리/NNP
뉴스’는	뉴스/NNP+’/SS+는/JX
7일	7/SN+일/NNB
NBA	NBA/SL
현역	현역/NNG
최고	최고/NNG
스타인	스타/NNG+이/VCP+ㄴ/ETM
골든스테이트의	골든스테이트/NNP+의/JKG
스테픈	스테픈/NNP
커리(사진)가	커리/NNP+(/SS+사진/NNG+)/SS+가/JKS
플레이오프에서	플레이오프/NNG+에서/JKB
다친	다치/VV+ㄴ/ETM
무릎	무릎/NNG
부상을	부상/NNG+을/JKO
이유로	이유/NNG+로/JKB
미국농구협회에	미국농구협회/NNP+에/JKB
올림픽	올림픽/NNG
불참	불참/NNG
의사를	의사/NNG+를/JKO
전했다고	전하/VV+았/EP+다고/EC
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.228.5.3
AP통신도 7일 “챔피언결정전을 치르고 있는 커리가 무릎과 발목 부상 때문에 올림픽에 나가지 않는 것이 최선이라고 밝혔다”고 보도했다.

AP통신도	AP통신/NNP+도/JX
7일	7/SN+일/NNB
“챔피언결정전을	“/SS+챔피언/NNG+결정전/NNG+을/JKO
치르고	치르/VV+고/EC
있는	있/VX+는/ETM
커리가	커리/NNP+가/JKS
무릎과	무릎/NNG+과/JC
발목	발목/NNG
부상	부상/NNG
때문에	때문/NNB+에/JKB
올림픽에	올림픽/NNG+에/JKB
나가지	나가/VV+지/EC
않는	않/VX+는/ETM
것이	것/NNB+이/JKS
최선이라고	최선/NNG+이/VCP+라고/EC
밝혔다”고	밝히/VV+었/EP+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.228.6.1
‘머큐리 뉴스’는 커리의 팀 동료인 앤드리 이궈달라와 클레이 톰프슨도 브라질에서 유행하고 있는 지카 바이러스를 걱정해 사실상 출전 포기로 마음이 기울었다고 전했다.

‘머큐리	‘/SS+머큐리/NNP
뉴스’는	뉴스/NNP+’/SS+는/JX
커리의	커리/NNP+의/JKG
팀	팀/NNG
동료인	동료/NNG+이/VCP+ㄴ/ETM
앤드리	앤드리/NNP
이궈달라와	이궈달라/NNP+와/JC
클레이	클레이/NNP
톰프슨도	톰프슨/NNP+도/JX
브라질에서	브라질/NNP+에서/JKB
유행하고	유행/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
지카	지카/NNP
바이러스를	바이러스/NNG+를/JKO
걱정해	걱정/NNG+하/XSV+아/EC
사실상	사실/NNG+상/XSN
출전	출전/NNG
포기로	포기/NNG+로/JKB
마음이	마음/NNG+이/JKS
기울었다고	기울/VV+었/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.228.6.2
이에 앞서 크리스 폴과 블레이크 그리핀(이상 LA클리퍼스) 앤서니 데이비스(뉴올리언스)는 올림픽 불참을 선언했고, 르브론 제임스(클리블랜드)와 러셀 웨스트브룩(오클라호마시티)도 불참을 고려하는 것으로 알려졌다.

이에	이/NP+에/JKB
앞서	앞서/VV+어/EC
크리스	크리스/NNP
폴과	폴/NNP+과/JC
블레이크	블레이크/NNP
그리핀(이상	그리핀/NNP+(/SS+이상/NNG
LA클리퍼스)	LA클리퍼스/NNP+)/SS
앤서니	앤서니/NNP
데이비스(뉴올리언스)는	데이비스/NNP+(/SS+뉴올리언스/NNP+)/SS+는/JX
올림픽	올림픽/NNG
불참을	불참/NNG+을/JKO
선언했고,	선언/NNG+하/XSV+았/EP+고/EC+,/SP
르브론	르브론/NNP
제임스(클리블랜드)와	제임스/NNP+(/SS+클리블랜드/NNP+)/SS+와/JC
러셀	러셀/NNP
웨스트브룩(오클라호마시티)도	웨스트브룩/NNP+(/SS+오클라호마시티/NNP+)/SS+도/JX
고려하는	고려/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.228.7.1
한편 2008년과 2012년 올림픽에서 스페인을 연속 은메달로 이끈 시카고의 센터 파우 가솔 역시 지난달 31일 “지카 바이러스는 심각한 문제다.

한편	한편/MAG
2008년과	2008/SN+년/NNB+과/JC
2012년	2012/SN+년/NNB
올림픽에서	올림픽/NNG+에서/JKB
스페인을	스페인/NNP+을/JKO
연속	연속/NNG
은메달로	은메달/NNG+로/JKB
이끈	이끌/VV+ㄴ/ETM
시카고의	시카고/NNP+의/JKG
센터	센터/NNG
파우	파우/NNP
가솔	가솔/NNP
역시	역시/MAG
지난달	지난달/NNG
31일	31/SN+일/NNB
“지카	“/SS+지카/NNP
바이러스는	바이러스/NNG+는/JX
심각한	심각하/VA+ㄴ/ETM
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.228.7.2
올림픽 불참도 고려하고 있다”고 밝혔었다.

올림픽	올림픽/NNG
불참도	불참/NNG+도/JX
고려하고	고려/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝혔었다.	밝히/VV+었었/EP+다/EF+./SF


