# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.248
metadata : {}


# id : NWRW1800000026.248.1.1
9살 윤정이 노래에 깜짝… 트로트로 휩쓸줄 알았죠;기획사 대표 홍익선과 가수 장윤정의 기이한 인연

9살	9/SN+살/NNB

# id : NWRW1800000026.248.2.4
두 사람 모두 그게 자기네 인생의 중대한 계기라고는 상상하지 못했다.

두	두/MMN
사람	사람/NNG
모두	모두/MAG
그게	그거/NP+이/JKS
자기네	자기/NP+네/XSN
인생의	인생/NNG+의/JKG
중대한	중대/NNG+하/XSA+ㄴ/ETM
계기라고는	계기/NNG+이/VCP+라고/EC+는/JX
상상하지	상상/NNG+하/XSV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.248.3.1
그가 말했다.

그가	그/NP+가/JKS
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.3.2
"트로트 가수로 대성할 재목이라고 감탄했다.

"트로트	"/SS+트로트/NNG
가수로	가수/NNG+로/JKB
대성할	대성/NNG+하/XSV+ㄹ/ETM
재목이라고	재목/NNG+이/VCP+라고/EC
감탄했다.	감탄/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.3.3
그래서 윤정이 부모님과 가끔 연락하며 이 친구 진로를 지켜봤다.

그래서	그래서/MAJ
윤정이	윤정이/NNP
부모님과	부모/NNG+님/XSN+과/JKB
가끔	가끔/MAG
연락하며	연락/NNG+하/XSV+며/EC
이	이/MMD
친구	친구/NNG
진로를	진로/NNG+를/JKO
지켜봤다.	지켜보/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.3.4
역시 어릴 때부터 트로트로 온갖 노래대회를 휩쓸더니 1999년 강변가요제 대상을 타더라."

역시	역시/MAG
어릴	어리/VA+ㄹ/ETM
때부터	때/NNG+부터/JX
트로트로	트로트/NNG+로/JKB
온갖	온갖/MMN
노래대회를	노래/NNG+대회/NNG+를/JKO
휩쓸더니	휩쓸/VV+더니/EC
1999년	1999/SN+년/NNB
강변가요제	강변/NNG+가요제/NNG
대상을	대상/NNG+을/JKO
타더라."	타/VV+더라/EF+./SF+"/SS


# id : NWRW1800000026.248.4.1
부모도 딸이 가수 되길 바랐고, 본인도 발라드와 댄스 가수를 꿈꾸며 서울예술대학으로 진학했다.

부모도	부모/NNG+도/JX
딸이	딸/NNG+이/JKS
가수	가수/NNG
되길	되/VV+기/ETN+ㄹ/JKO
바랐고,	바라/VV+았/EP+고/EC+,/SP
본인도	본인/NNG+도/JX
발라드와	발라드/NNG+와/JC
댄스	댄스/NNG
가수를	가수/NNG+를/JKO
꿈꾸며	꿈꾸/VV+며/EC
서울예술대학으로	서울예술대학/NNP+으로/JKB
진학했다.	진학/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.4.2
강변가요제 출신이라면 응당 그러하듯, 장윤정 또한 대형음반사에 소속돼 정식 데뷔를 꿈꿨다.

강변가요제	강변/NNG+가요제/NNG
출신이라면	출신/NNG+이/VCP+라면/EC
응당	응당/MAG
그러하듯,	그러하/VA+듯/EC+,/SP
장윤정	장윤정/NNP
또한	또한/MAG
대형음반사에	대형/NNG+음반사/NNG+에/JKB
소속돼	소속/NNG+되/XSV+어/EC
정식	정식/NNG
데뷔를	데뷔/NNG+를/JKO
꿈꿨다.	꿈꾸/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.248.5.1
인연이란 기이한 것이다.

인연이란	인연/NNG+이란/JX
기이한	기이하/VA+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.248.5.2
홍익선과 장윤정은 훗날 좌절과 낭패감 속에서 재회한다.

홍익선과	홍익선/NNP+과/JC
장윤정은	장윤정/NNP+은/JX
훗날	훗날/NNG
좌절과	좌절/NNG+과/JC
낭패감	낭패감/NNG
속에서	속/NNG+에서/JKB
재회한다.	재회/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.248.5.3
그 사이에 홍익선이 출입하던 서울 천호동 동양카바레, 영동대교 앞 클로버카바레 등이 급속도로 쇠락했다.

그	그/MMD
사이에	사이/NNG+에/JKB
홍익선이	홍익선/NNP+이/JKS
출입하던	출입/NNG+하/XSV+던/ETM
서울	서울/NNP
천호동	천호동/NNP
동양카바레,	동양카바레/NNP+,/SP
영동대교	영동대교/NNP
앞	앞/NNG
클로버카바레	클로버카바레/NNP
등이	등/NNB+이/JKS
급속도로	급속도/NNG+로/JKB
쇠락했다.	쇠락/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.4
그가 말했다.

그가	그/NP+가/JKS
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.5
"1990년대 중반까지만 해도 금요일 밤 이태원 거리는 남대문 시장보다 인파가 더 많을 정도로 밤 업소들이 성황이었다.

"1990년대	"/SS+1990/SN+년대/NNB
중반까지만	중반/NNG+까지/JX+만/JX
해도	하/VV+아도/EC
금요일	금요일/NNG
밤	밤/NNG
이태원	이태원/NNP
거리는	거리/NNG+는/JX
남대문	남대문/NNP
시장보다	시장/NNG+보다/JKB
인파가	인파/NNG+가/JKS
더	더/MAG
많을	많/VA+을/ETM
정도로	정도/NNG+로/JKB
업소들이	업소/NNG+들/XSN+이/JKS
성황이었다.	성황/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.248.5.6
내가 관리하는 가수들은 이태원, 장안평, 면목동, 상봉동 등 나이트클럽 밀집 지역에서 20분 단위로 업소를 돌곤 했다."

내가	내/NP+가/JKS
관리하는	관리/NNG+하/XSV+는/ETM
가수들은	가수/NNG+들/XSN+은/JX
이태원,	이태원/NNP+,/SP
장안평,	장안평/NNP+,/SP
면목동,	면목동/NNP+,/SP
상봉동	상봉동/NNP
등	등/NNB
나이트클럽	나이트클럽/NNG
밀집	밀집/NNG
지역에서	지역/NNG+에서/JKB
20분	20/SN+분/NNB
단위로	단위/NNG+로/JKB
업소를	업소/NNG+를/JKO
돌곤	돌/VV+곤/EC
했다."	하/VX+았/EP+다/EF+./SF+"/SS


# id : NWRW1800000026.248.5.7
1990년대 후반, 다양한 레저문화의 확산과 함께 속칭 '밤 업소'들은 하나둘씩 문을 닫았다.

1990년대	1990/SN+년대/NNB
후반,	후반/NNG+,/SP
다양한	다양/NNG+하/XSA+ㄴ/ETM
레저문화의	레저/NNG+문화/NNG+의/JKG
확산과	확산/NNG+과/JKB
함께	함께/MAG
속칭	속칭/NNG
'밤	'/SS+밤/NNG
업소'들은	업소/NNG+'/SS+들/XSN+은/JX
하나둘씩	하나둘/NR+씩/XSN
문을	문/NNG+을/JKO
닫았다.	닫/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.8
홍익선은 망했다.

홍익선은	홍익선/NNP+은/JX
망했다.	망하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.9
국내에서 일을 못 찾던 그는 베트남까지 가서 돼지농장을 했다.

국내에서	국내/NNG+에서/JKB
일을	일/NNG+을/JKO
못	못/MAG
찾던	찾/VV+던/ETM
그는	그/NP+는/JX
베트남까지	베트남/NNP+까지/JX
가서	가/VV+아서/EC
돼지농장을	돼지/NNG+농장/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.10
농장에 있던 돼지 700마리가 전염병으로 몰사했다.

농장에	농장/NNG+에/JKB
있던	있/VA+던/ETM
돼지	돼지/NNG
700마리가	700/SN+마리/NNB+가/JKS
전염병으로	전염병/NNG+으로/JKB
몰사했다.	몰사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.5.11
홍익선은 빈털터리로 귀국해 다시 연예가를 기웃거렸다.

홍익선은	홍익선/NNP+은/JX
빈털터리로	빈털터리/NNG+로/JKB
귀국해	귀국/NNG+하/XSV+아/EC
다시	다시/MAG
연예가를	연예가/NNG+를/JKO
기웃거렸다.	기웃거리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.248.6.1
연예가에서 들은 말은 이러했다.

연예가에서	연예가/NNG+에서/JKB
들은	듣/VV+은/ETM
말은	말/NNG+은/JX
이러했다.	이러하/VA+았/EP+다/EF+./SF


# id : NWRW1800000026.248.6.2
"모 기획사에 '뽕필(트로트 분위기)'나는 재원이 하나 있는데, 앨범도 못 내고 있다."

"모	"/SS+모/MMD
기획사에	기획사/NNG+에/JKB
'뽕필(트로트	'/SS+뽕필/NNG+(/SS+트로트/NNG
분위기)'나는	분위기/NNG+)/SS+'/SS+나/VV+는/ETM
재원이	재원/NNG+이/JKS
하나	하나/NR
있는데,	있/VA+는데/EC+,/SP
앨범도	앨범/NNG+도/JX
못	못/MAG
내고	내/VV+고/EC
있다."	있/VX+다/EF+./SF+"/SS


# id : NWRW1800000026.248.7.1
알고 보니 10년 전 자기 앞에서 노래하던 장윤정이었다.

알고	알/VV+고/EC
보니	보/VX+니/EC
10년	10/SN+년/NNB
전	전/NNG
자기	자기/NP
앞에서	앞/NNG+에서/JKB
노래하던	노래/NNG+하/XSV+던/ETM
장윤정이었다.	장윤정/NNP+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.248.7.2
"윤정이는 어려서부터 성대 구조가 트로트에 맞게 형성돼 있었다.

"윤정이는	"/SS+윤정이/NNP+는/JX
어려서부터	어리/VA+어서/EC+부터/JX
성대	성대/NNG
구조가	구조/NNG+가/JKS
트로트에	트로트/NNG+에/JKB
맞게	맞/VV+게/EC
형성돼	형성/NNG+되/XSV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.248.7.3
그러니 어른이 돼서 다른 장르에 도전하려니 되질 않은 것이다."

그러니	그러니/MAJ
어른이	어른/NNG+이/JKC
돼서	되/VV+어서/EC
다른	다른/MMD
장르에	장르/NNG+에/JKB
도전하려니	도전/NNG+하/XSV+려니/EC
되질	되/VV+지/EC+ㄹ/JX
않은	않/VX+은/ETM
것이다."	것/NNB+이/VCP+다/EF+./SF+"/SS


# id : NWRW1800000026.248.8.1
워낙에 홍익선의 인생은 트로트였다.

워낙에	워낙/MAG+에/JKB
홍익선의	홍익선/NNP+의/JKG
인생은	인생/NNG+은/JX
트로트였다.	트로트/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.248.8.2
"업소 부장하면서 처음에는 댄스가수를 무대에 올렸다.

"업소	"/SS+업소/NNG
부장하면서	부장/NNG+하/VV+면서/EC
처음에는	처음/NNG+에/JKB+는/JX
댄스가수를	댄스/NNG+가수/NNG+를/JKO
무대에	무대/NNG+에/JKB
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.248.8.3
그런데 이미자, 나훈아, 남진, 주현미, 하춘화 같은 가수들과 일하게 되면서 충격을 받았다.

그런데	그런데/MAJ
이미자,	이미자/NNP+,/SP
나훈아,	나훈아/NNP+,/SP
남진,	남진/NNP+,/SP
주현미,	주현미/NNP+,/SP
하춘화	하춘화/NNP
같은	같/VA+은/ETM
가수들과	가수/NNG+들/XSN+과/JKB
일하게	일/NNG+하/XSV+게/EC
되면서	되/VV+면서/EC
충격을	충격/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.8.4
신승훈, 김건모 등 당시 톱가수가 나왔을 때와도 비교할 수 없을 만큼 손님들 호응이 뜨거운 거다.

신승훈,	신승훈/NNP+,/SP
김건모	김건모/NNP
등	등/NNB
당시	당시/NNG
톱가수가	톱/NNG+가수/NNG+가/JKS
나왔을	나오/VV+았/EP+을/ETM
때와도	때/NNG+와/JKB+도/JX
비교할	비교/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없을	없/VA+을/ETM
만큼	만큼/NNB
손님들	손/NNG+님/XSN+들/XSN
호응이	호응/NNG+이/JKS
뜨거운	뜨겁/VA+ㄴ/ETM
거다.	거/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.248.8.5
거의 쓰러지더라.

거의	거의/MAG
쓰러지더라.	쓰러지/VV+더라/EF+./SF


# id : NWRW1800000026.248.8.6
장윤정?

장윤정?	장윤정/NNP+?/SF


# id : NWRW1800000026.248.8.7
자기는 싫었겠지만, 누가 봐도 트로트 가수였다."

자기는	자기/NP+는/JX
싫었겠지만,	싫/VA+었/EP+겠/EP+지만/EC+,/SP
누가	누구/NP+가/JKS
봐도	보/VV+아도/EC
트로트	트로트/NNG
가수였다."	가수/NNG+이/VCP+었/EP+다/EF+./SF+"/SS


# id : NWRW1800000026.248.9.1
그리하여 2003년 여름 좌절한 여가수와 사업 쫄딱 망해 먹은 연예부장이 재회했다.

그리하여	그리하여/MAJ
2003년	2003/SN+년/NNB
여름	여름/NNG
좌절한	좌절/NNG+하/XSV+ㄴ/ETM
여가수와	여가수/NNG+와/JC
사업	사업/NNG
쫄딱	쫄딱/MAG
망해	망하/VV+아/EC
먹은	먹/VX+은/ETM
연예부장이	연예부장/NNG+이/JKS
재회했다.	재회/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.9.2
장윤정 부모가 먼저 연락을 했다.

장윤정	장윤정/NNP
부모가	부모/NNG+가/JKS
먼저	먼저/MAG
연락을	연락/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.10.1
그가 두 가지를 말했다.

그가	그/NP+가/JKS
두	두/MMN
가지를	가지/NNB+를/JKO
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.10.2
"너는 뽕필이 있으니까 트로트를 해야 한다.

"너는	"/SS+너/NP+는/JX
뽕필이	뽕필/NNG+이/JKS
있으니까	있/VA+으니까/EC
트로트를	트로트/NNG+를/JKO
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000026.248.10.3
늙은이 취급받는 트로트시장에서 너같이 중독성 있는 음색은 대성한다.

늙은이	늙은이/NNG
취급받는	취급/NNG+받/XSV+는/ETM
트로트시장에서	트로트/NNG+시장/NNG+에서/JKB
너같이	너/NP+같이/JKB
중독성	중독/NNG+성/XSN
있는	있/VA+는/ETM
음색은	음색/NNG+은/JX
대성한다.	대성/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.248.10.4
또 하나.

또	또/MAG
하나.	하나/NR+./SF


# id : NWRW1800000026.248.10.5
3년은 죽었다 생각하고 '행사'를 뛰자.

3년은	3/SN+년/NNB+은/JX
죽었다	죽/VV+었/EP+다/EF
생각하고	생각/NNG+하/XSV+고/EC
'행사'를	'/SS+행사/NNG+'/SS+를/JKO
뛰자.	뛰/VV+자/EF+./SF


# id : NWRW1800000026.248.10.6
트로트가 시장에 팔리려면 최소 3년은 밑바닥 인생이 필요하다."

트로트가	트로트/NNG+가/JKS
시장에	시장/NNG+에/JKB
팔리려면	팔리/VV+려면/EC
최소	최소/NNG
3년은	3/SN+년/NNB+은/JX
밑바닥	밑바닥/NNG
인생이	인생/NNG+이/JKS
필요하다."	필요/NNG+하/XSA+다/EF+./SF+"/SS


# id : NWRW1800000026.248.11.1
방송이 아니라 전국을 누비며 생음악으로 노래를 하는 게 바로 행사다.

방송이	방송/NNG+이/JKC
아니라	아니/VCN+라/EC
전국을	전국/NNG+을/JKO
누비며	누비/VV+며/EC
생음악으로	생/XPN+음악/NNG+으로/JKB
노래를	노래/NNG+를/JKO
하는	하/VV+는/ETM
게	거/NNB+이/JKS
바로	바로/MAG
행사다.	행사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.248.11.2
장윤정은 닷새를 방구석에 틀어박혀 울다가 항복했다.

장윤정은	장윤정/NNP+은/JX
닷새를	닷새/NNG+를/JKO
방구석에	방구석/NNG+에/JKB
틀어박혀	틀어박히/VV+어/EC
울다가	울/VV+다가/EC
항복했다.	항복/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.11.3
풀죽어 있는 장윤정에게 내민 곡이 바로 공전의 히트작 '어머나'였다.

풀죽어	풀/NNG+죽/VV+어/EC
있는	있/VX+는/ETM
장윤정에게	장윤정/NNP+에게/JKB
내민	내밀/VV+ㄴ/ETM
곡이	곡/NNG+이/JKS
바로	바로/MAG
공전의	공전/NNG+의/JKG
히트작	히트작/NNG
'어머나'였다.	'/SS+어머나/NNP+'/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.248.11.4
홍익선은 "원래는 다른 거물급 가수에게 주기로 돼 있던 곡이었는데, 윤정이는 '너무 싼 티 난다'고 또 한참을 않겠다고 했다"고 했다.

홍익선은	홍익선/NNP+은/JX
"원래는	"/SS+원래/NNG+는/JX
다른	다른/MMD
거물급	거물급/NNG
가수에게	가수/NNG+에게/JKB
주기로	주/VV+기/ETN+로/JKB
돼	되/VV+어/EC
있던	있/VX+던/ETM
곡이었는데,	곡/NNG+이/VCP+었/EP+는데/EC+,/SP
윤정이는	윤정이/NNP+는/JX
'너무	'/SS+너무/MAG
싼	싸/VA+ㄴ/ETM
티	티/NNG
난다'고	나/VV+ㄴ다/EF+'/SS+고/JKQ
또	또/MAG
한참을	한참/NNG+을/JKO
않겠다고	않/VV+겠/EP+다고/EC
했다"고	하/VV+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.12.1
두 사람은 '어머나'와 다른 가수들 곡을 들고 유랑극단처럼 전국을 떠돌았다.

두	두/MMN
사람은	사람/NNG+은/JX
'어머나'와	'/SS+어머나/NNP+'/SS+와/JC
다른	다른/MMD
가수들	가수/NNG+들/XSN
곡을	곡/NNG+을/JKO
들고	들/VV+고/EC
유랑극단처럼	유랑/NNG+극단/NNG+처럼/JKB
전국을	전국/NNG+을/JKO
떠돌았다.	떠돌/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.12.2
장윤정은 지난달 한 연예프로그램에서 "나도, 홍 사장님도 세상 물정 모르던 사람들이라 누구나 다 그러는 줄 알고 과로사(過勞死) 직전까지 행사에 열중했다"고 했다.

장윤정은	장윤정/NNP+은/JX
지난달	지난달/NNG
한	한/MMN
연예프로그램에서	연예/NNG+프로그램/NNG+에서/JKB
"나도,	"/SS+나/NP+도/JX+,/SP
홍	홍/NNP
사장님도	사장/NNG+님/XSN+도/JX
세상	세상/NNG
물정	물정/NNG
모르던	모르/VV+던/ETM
사람들이라	사람/NNG+들/XSN+이/VCP+라/EC
누구나	누구/NP+나/JX
다	다/MAG
그러는	그러/VV+는/ETM
줄	줄/NNB
알고	알/VV+고/EC
과로사(過勞死)	과로사/NNG+(/SS+過勞死/SH+)/SS
직전까지	직전/NNG+까지/JX
행사에	행사/NNG+에/JKB
열중했다"고	열중/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.12.3
1년 뒤인 2004년 여름, 시쳇말로 '빵 터졌다'.

1년	1/SN+년/NNB
뒤인	뒤/NNG+이/VCP+ㄴ/ETM
2004년	2004/SN+년/NNB
여름,	여름/NNG+,/SP
시쳇말로	시쳇말/NNG+로/JKB
'빵	'/SS+빵/MAG
터졌다'.	터지/VV+었/EP+다/EF+'/SS+./SF


# id : NWRW1800000026.248.13.1
장윤정의 말에 따르면, 지나가는 아이들이 '저기 장윤정 간다'고 알아보기 시작했다.

장윤정의	장윤정/NNP+의/JKG
말에	말/NNG+에/JKB
따르면,	따르/VV+면/EC+,/SP
지나가는	지나가/VV+는/ETM
아이들이	아이/NNG+들/XSN+이/JKS
'저기	'/SS+저기/NP
장윤정	장윤정/NNP
간다'고	가/VV+ㄴ다/EF+'/SS+고/JKQ
알아보기	알아보/VV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.13.2
고속도로 휴게소, 시장터, 노래방은 물론 지상파 음악방송에서까지 '어머나'가 터져 나왔다.

고속도로	고속/NNG+도로/NNG
휴게소,	휴게소/NNG+,/SP
시장터,	시장터/NNG+,/SP
노래방은	노래방/NNG+은/JX
물론	물론/MAG
지상파	지상파/NNG
음악방송에서까지	음악/NNG+방송/NNG+에서/JKB+까지/JX
'어머나'가	'/SS+어머나/NNP+'/SS+가/JKS
터져	터지/VV+어/EC
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.14.1
좌절한 발라드·댄스 가수 장윤정은 독보적인 트로트 가수가 됐다.

좌절한	좌절/NNG+하/XSV+ㄴ/ETM
발라드·댄스	발라드/NNG+·/SP+댄스/NNG
가수	가수/NNG
장윤정은	장윤정/NNP+은/JX
독보적인	독보/NNG+적/XSN+이/VCP+ㄴ/ETM
트로트	트로트/NNG
가수가	가수/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.248.14.2
장윤정에게 눈물을 한 바가지 쏟게 만든 전직 연예부장, 전직 돼지농장장은 이후 박현빈을 비롯해 또 다른 신예 트로트 가수들을 발굴 중이다.

장윤정에게	장윤정/NNP+에게/JKB
눈물을	눈물/NNG+을/JKO
한	한/MMN
바가지	바가지/NNG
쏟게	쏟/VV+게/EC
만든	만들/VV+ㄴ/ETM
전직	전직/NNG
연예부장,	연예부장/NNG+,/SP
돼지농장장은	돼지/NNG+농장장/NNG+은/JX
이후	이후/NNG
박현빈을	박현빈/NNP+을/JKO
비롯해	비롯하/VV+아/EC
또	또/MAG
다른	다른/MMD
신예	신예/NNG
트로트	트로트/NNG
가수들을	가수/NNG+들/XSN+을/JKO
발굴	발굴/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.248.14.3
디너쇼, 버라이어티쇼, 콘서트는 물론 시장통까지 훑으며 노래를 부르는 보편적인 가수들이다.

디너쇼,	디너쇼/NNG+,/SP
버라이어티쇼,	버라이어티/NNG+쇼/NNG+,/SP
콘서트는	콘서트/NNG+는/JX
물론	물론/MAG
시장통까지	시장통/NNG+까지/JX
훑으며	훑/VV+으며/EC
노래를	노래/NNG+를/JKO
부르는	부르/VV+는/ETM
보편적인	보편/NNG+적/XSN+이/VCP+ㄴ/ETM
가수들이다.	가수/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000026.248.14.4
킹메이커 홍익선이 말했다.

킹메이커	킹메이커/NNG
홍익선이	홍익선/NNP+이/JKS
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.248.14.5
"미국 가수 비욘세의 창법에서도 트로트적인 감성을 찾을 수 있다.

"미국	"/SS+미국/NNP
가수	가수/NNG
비욘세의	비욘세/NNP+의/JKG
창법에서도	창법/NNG+에서/JKB+도/JX
트로트적인	트로트/NNG+적/XSN+이/VCP+ㄴ/ETM
감성을	감성/NNG+을/JKO
찾을	찾/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.248.14.6
일본을 거쳐 미국까지 한국 트로트를 알리겠다."

일본을	일본/NNP+을/JKO
거쳐	거치/VV+어/EC
미국까지	미국/NNP+까지/JX
한국	한국/NNP
트로트를	트로트/NNG+를/JKO
알리겠다."	알리/VV+겠/EP+다/EF+./SF+"/SS


