# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.305
metadata : {}


# id : NWRW1800000025.305.1.1
[동남권 교통혁명 Ⅱ]“와, 저기 진짜 고래다~”

[동남권	[/SS+동남/NNG+권/XSN
됐다.》	되/VV+었/EP+다/EF+./SF+》/SS


# id : NWRW1800000025.305.4.1
○ 다양한 고래관광

○	○/SW
다양한	다양/NNG+하/XSA+ㄴ/ETM
고래관광	고래/NNG+관광/NNG


# id : NWRW1800000025.305.5.1
고래생태체험관에서 ‘먹이 쇼’를 펼치는 돌고래들은 일본 와카야마(和歌山) 현 다이지(太地) 앞바다 훈련장에서 6개월간 훈련을 받고 2008년 12월 울산으로 수송된 것이다.

고래생태체험관에서	고래/NNG+생태/NNG+체험관/NNG+에서/JKB
‘먹이	‘/SS+먹이/NNG
쇼’를	쇼/NNG+’/SS+를/JKO
펼치는	펼치/VV+는/ETM
돌고래들은	돌고래/NNG+들/XSN+은/JX
일본	일본/NNP
와카야마(和歌山)	와카야마/NNP+(/SS+和歌山/SH+)/SS
현	현/MMD
다이지(太地)	다이지/NNP+(/SS+太地/SH+)/SS
앞바다	앞바다/NNG
훈련장에서	훈련장/NNG+에서/JKB
6개월간	6/SN+개월/NNB+간/XSN
훈련을	훈련/NNG+을/JKO
받고	받/VV+고/EC
2008년	2008/SN+년/NNB
12월	12/SN+월/NNB
울산으로	울산/NNP+으로/JKB
수송된	수송/NNG+되/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.5.2
당초 네 마리였으나 한 마리는 죽고 세 마리만 남았다.

당초	당초/NNG
네	네/MMN
마리였으나	마리/NNB+이/VCP+었/EP+으나/EC
한	한/MMN
마리는	마리/NNB+는/JX
죽고	죽/VV+고/EC
세	세/MMN
마리만	마리/NNB+만/JX
남았다.	남/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.305.5.3
이들은 남구청장으로부터 주민등록증을 받은 남구 주민이다.

이들은	이/NP+들/XSN+은/JX
남구청장으로부터	남구청장/NNG+으로부터/JKB
주민등록증을	주민/NNG+등록증/NNG+을/JKO
받은	받/VV+은/ETM
남구	남구/NNP
주민이다.	주민/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.6.1
돌고래가 사는 수족관은 길이 11m, 높이 2.6m, 너비 3.7m 터널식으로 바닷물 970t이 채워져 있다.

돌고래가	돌고래/NNG+가/JKS
사는	살/VV+는/ETM
수족관은	수족관/NNG+은/JX
길이	길이/NNG
11m,	11/SN+m/SW+,/SP
높이	높이/NNG
2.6m,	2/SN+./SP+6/SN+m/SW+,/SP
너비	너비/NNG
3.7m	3/SN+./SP+7/SN+m/SW
터널식으로	터널식/NNG+으로/JKB
바닷물	바닷물/NNG
970t이	970/SN+t/SW+이/JKS
채워져	채우/VV+어/EC+지/VX+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.305.6.2
관광객들은 유리 터널 안을 거닐면서 돌고래가 머리 위와 옆으로 헤엄치는 모습도 볼 수 있다.

관광객들은	관광객/NNG+들/XSN+은/JX
유리	유리/NNG
터널	터널/NNG
안을	안/NNG+을/JKO
거닐면서	거닐/VV+면서/EC
돌고래가	돌고래/NNG+가/JKS
머리	머리/NNG
위와	위/NNG+와/JC
옆으로	옆/NNG+으로/JKB
헤엄치는	헤엄치/VV+는/ETM
모습도	모습/NNG+도/JX
볼	보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.305.6.3
고래생태체험관에는 고래와 대왕고래가 결투하는 장면을 볼 수 있는 4차원(4D) 영상관도 갖추고 있다.

고래생태체험관에는	고래/NNG+생태/NNG+체험관/NNG+에/JKB+는/JX
고래와	고래/NNG+와/JC
대왕고래가	대왕/NNG+고래/NNG+가/JKS
결투하는	결투/NNG+하/XSV+는/ETM
장면을	장면/NNG+을/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
4차원(4D)	4/SN+차원/NNG+(/SS+4/SN+D/SL+)/SS
영상관도	영상관/NNG+도/JX
갖추고	갖추/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.305.7.1
고래생태체험관 옆 고래박물관도 관광객들에게 인기다.

고래생태체험관	고래/NNG+생태/NNG+체험관/NNG
옆	옆/NNG
고래박물관도	고래/NNG+박물관/NNG+도/JX
관광객들에게	관광객/NNG+들/XSN+에게/JKB
인기다.	인기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.7.2
고래박물관은 국내에서 유일하게 한자리에서 고래를 두루 관람할 수 있다.

고래박물관은	고래/NNG+박물관/NNG+은/JX
국내에서	국내/NNG+에서/JKB
유일하게	유일/NNG+하/XSA+게/EC
한자리에서	한자리/NNG+에서/JKB
고래를	고래/NNG+를/JKO
두루	두루/MAG
관람할	관람/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.305.8.1
특히 고래박물관 2층과 3층 복도에는 일본에서 기증받은 길이 12.4m짜리 실물 브라이드 고래뼈가 전시돼 있다.

특히	특히/MAG
고래박물관	고래/NNG+박물관/NNG
2층과	2/SN+층/NNG+과/JC
3층	3/SN+층/NNG
복도에는	복도/NNG+에/JKB+는/JX
일본에서	일본/NNP+에서/JKB
기증받은	기증/NNG+받/XSV+은/ETM
길이	길이/NNG
12.4m짜리	12/SN+./SP+4/SN+m/SW+짜리/XSN
실물	실물/NNG
브라이드	브라이드/NNG
고래뼈가	고래/NNG+뼈/NNG+가/JKS
전시돼	전시/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.305.8.2
3층 천장에는 길이 13.5m에 이르는 귀신고래 실물 크기 모형이 걸려 있다.

3층	3/SN+층/NNG
천장에는	천장/NNG+에/JKB+는/JX
길이	길이/NNG
13.5m에	13/SN+./SP+5/SN+m/SW+에/JKB
이르는	이르/VV+는/ETM
귀신고래	귀신고래/NNG
실물	실물/NNG
크기	크기/NNG
모형이	모형/NNG+이/JKS
걸려	걸리/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.305.8.3
1986년 상업포경이 금지되기 직전까지 장생포항을 기점으로 고래잡이를 했던 진양5호(98.88t)도 야외에 전시돼 있다.

1986년	1986/SN+년/NNB
상업포경이	상업/NNG+포경/NNG+이/JKS
금지되기	금지/NNG+되/XSV+기/ETN
직전까지	직전/NNG+까지/JX
장생포항을	장생포항/NNP+을/JKO
기점으로	기점/NNG+으로/JKB
고래잡이를	고래잡이/NNG+를/JKO
했던	하/VV+았/EP+던/ETM
진양5호(98.88t)도	진양/NNP+5/SN+호/NNB+(/SS+98/SN+./SP+88/SN+t/SW+)/SS+도/JX
야외에	야외/NNG+에/JKB
전시돼	전시/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.305.8.4
2005년 5월 개관한 고래박물관의 지난달 말까지의 누적 관광객은 126만여 명.

2005년	2005/SN+년/NNB
5월	5/SN+월/NNB
개관한	개관/NNG+하/XSV+ㄴ/ETM
고래박물관의	고래/NNG+박물관/NNG+의/JKG
지난달	지난달/NNG
말까지의	말/NNB+까지/JX+의/JKG
누적	누적/NNG
관광객은	관광객/NNG+은/JX
126만여	126/SN+만/NR+여/XSN
명.	명/NNB+./SF


# id : NWRW1800000025.305.9.1
이와 함께 관광객들이 바다에 직접 나가 고래를 관찰하는 고래바다 여행선(262t급)도 인기다.

이와	이/NP+와/JKB
함께	함께/MAG
관광객들이	관광객/NNG+들/XSN+이/JKS
바다에	바다/NNG+에/JKB
직접	직접/MAG
나가	나가/VV+아/EC
고래를	고래/NNG+를/JKO
관찰하는	관찰/NNG+하/XSV+는/ETM
고래바다	고래/NNG+바다/NNG
여행선(262t급)도	여행선/NNG+(/SS+262/SN+t/SW+급/NNG+)/SS+도/JX
인기다.	인기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.9.2
지난해 7월부터 운항하기 시작한 이 배는 최대 143명의 승객과 승무원을 태우고 울산 앞바다를 3시간여 동안 운항하며 고래를 관찰한다.

지난해	지난해/NNG
7월부터	7/SN+월/NNB+부터/JX
운항하기	운항/NNG+하/XSV+기/ETN
시작한	시작/NNG+하/XSV+ㄴ/ETM
이	이/MMD
배는	배/NNG+는/JX
최대	최대/NNG
143명의	143/SN+명/NNB+의/JKG
승객과	승객/NNG+과/JC
승무원을	승무원/NNG+을/JKO
태우고	태우/VV+고/EC
울산	울산/NNP
앞바다를	앞바다/NNG+를/JKO
3시간여	3/SN+시간/NNB+여/XSN
동안	동안/NNG
운항하며	운항/NNG+하/XSV+며/EC
고래를	고래/NNG+를/JKO
관찰한다.	관찰/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.305.9.3
관광객들은 바다에서 수백∼수천 마리의 돌고래떼가 유영하는 모습을 수시로 볼 수 있다.

관광객들은	관광객/NNG+들/XSN+은/JX
바다에서	바다/NNG+에서/JKB
수백∼수천	수백/NR+∼/SO+수천/NR
마리의	마리/NNB+의/JKG
돌고래떼가	돌고래/NNG+떼/NNG+가/JKS
유영하는	유영하/VV+는/ETM
모습을	모습/NNG+을/JKO
수시로	수시로/MAG
볼	보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.305.10.1
○ 고래관광 메카로 육성

○	○/SW
고래관광	고래/NNG+관광/NNG
메카로	메카/NNG+로/JKB
육성	육성/NNG


# id : NWRW1800000025.305.11.1
장생포는 국내에서는 처음으로 2008년 7월 ‘고래문화특구’로 지정됐다.

장생포는	장생포/NNP+는/JX
국내에서는	국내/NNG+에서/JKB+는/JX
처음으로	처음/NNG+으로/JKB
2008년	2008/SN+년/NNB
7월	7/SN+월/NNB
‘고래문화특구’로	‘/SS+고래/NNG+문화/NNG+특구/NNG+’/SS+로/JKB
지정됐다.	지정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.305.11.2
이에 따라 울산 남구청은 장생포 일원을 ‘고래관광 1번지’로 발전시키기 위한 다양한 사업을 펼친다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
울산	울산/NNP
남구청은	남구청/NNP+은/JX
장생포	장생포/NNP
일원을	일원/NNG+을/JKO
‘고래관광	‘/SS+고래/NNG+관광/NNG
1번지’로	1/SN+번지/NNG+’/SS+로/JKB
발전시키기	발전/NNG+시키/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
사업을	사업/NNG+을/JKO
펼친다.	펼치/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.305.12.1
현대미포조선에 임대해준 장생포 해양공원 일원 약 10만 m²(약 3만 평)에 임대기간이 끝나는 2014년부터 고래테마파크를 조성한다.

현대미포조선에	현대미포조선/NNP+에/JKB
임대해준	임대/NNG+하/XSV+아/EC+주/VX+ㄴ/ETM
장생포	장생포/NNP
해양공원	해양/NNG+공원/NNG
일원	일원/NNG
약	약/MMA
10만	10/SN+만/NR
m²(약	m²/SW+(/SS+약/MMA
3만	3/SN+만/NR
평)에	평/NNB+)/SS+에/JKB
임대기간이	임대/NNG+기간/NNG+이/JKS
끝나는	끝나/VV+는/ETM
2014년부터	2014/SN+년/NNB+부터/JX
고래테마파크를	고래/NNG+테마파크/NNG+를/JKO
조성한다.	조성/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.305.12.2
2017년까지 4년간 총 600억 원을 들여 조성할 테마파크에는 ‘고래순치장’을 만들어 야생 돌고래를 인간과 조화를 이루도록 훈련시켜 국내 돌고래 쇼 장에 공급할 계획이다.

2017년까지	2017/SN+년/NNB+까지/JX
4년간	4/SN+년/NNB+간/XSN
총	총/MMA
600억	600/SN+억/NR
원을	원/NNB+을/JKO
들여	들이/VV+어/EC
조성할	조성/NNG+하/XSV+ㄹ/ETM
테마파크에는	테마파크/NNG+에/JKB+는/JX
‘고래순치장’을	‘/SS+고래/NNG+순치장/NNG+’/SS+을/JKO
만들어	만들/VV+어/EC
야생	야생/NNG
돌고래를	돌고래/NNG+를/JKO
인간과	인간/NNG+과/JKB
조화를	조화/NNG+를/JKO
이루도록	이루/VV+도록/EC
훈련시켜	훈련/NNG+시키/XSV+어/EC
국내	국내/NNG
돌고래	돌고래/NNG
쇼	쇼/NNG
장에	장/NA+에/JKB
공급할	공급/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.13.1
또 돌고래 쇼 장과 돌고래 터치 체험장도 갖춘다.

또	또/MAG
돌고래	돌고래/NNG
쇼	쇼/NNG
장과	장/NA+과/JC
터치	터치/NNG
체험장도	체험장/NNG+도/JX
갖춘다.	갖추/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.305.13.2
국민 안보교육과 이색적인 볼거리 창출을 위해 퇴역 함정 3척을 전시하는 함상공원과 쾌적한 고래 생태관광을 위한 크루즈 여행선 등을 댈 수 있는 계류시설도 갖출 계획이다.

국민	국민/NNG
안보교육과	안보/NNG+교육/NNG+과/JC
이색적인	이색/NNG+적/XSN+이/VCP+ㄴ/ETM
볼거리	볼거리/NNG
창출을	창출/NNG+을/JKO
위해	위하/VV+아/EC
퇴역	퇴역/NNG
함정	함정/NNG
3척을	3/SN+척/NNB+을/JKO
전시하는	전시/NNG+하/XSV+는/ETM
함상공원과	함상/NNG+공원/NNG+과/JC
쾌적한	쾌적하/VA+ㄴ/ETM
고래	고래/NNG
생태관광을	생태/NNG+관광/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
크루즈	크루즈/NNG
여행선	여행선/NNG
등을	등/NNB+을/JKO
댈	대/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
계류시설도	계류/NNG+시설/NNG+도/JX
갖출	갖추/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.305.13.3
김두겸 남구청장은 “고속철도(KTX) 울산역이 개통되고 고래테마파크가 완공되면 전국에서 연간 100만 명 이상의 관광객이 장생포를 찾을 것”이라며 “장생포를 한국의 대표적인 ‘생태관광지’로 발전시키겠다”고 말했다.

김두겸	김두겸/NNP
남구청장은	남구청장/NNG+은/JX
“고속철도(KTX)	“/SS+고속/NNG+철도/NNG+(/SS+KTX/SL+)/SS
울산역이	울산역/NNP+이/JKS
개통되고	개통/NNG+되/XSV+고/EC
고래테마파크가	고래/NNG+테마파크/NNG+가/JKS
완공되면	완공/NNG+되/XSV+면/EC
전국에서	전국/NNG+에서/JKB
연간	연간/NNG
100만	100/SN+만/NR
명	명/NNB
이상의	이상/NNG+의/JKG
관광객이	관광객/NNG+이/JKS
장생포를	장생포/NNP+를/JKO
찾을	찾/VV+을/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“장생포를	“/SS+장생포/NNP+를/JKO
한국의	한국/NNP+의/JKG
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
‘생태관광지’로	‘/SS+생태/NNG+관광지/NNG+’/SS+로/JKB
발전시키겠다”고	발전/NNG+시키/XSV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.305.14.1
○ 장생포와 고래

○	○/SW
장생포와	장생포/NNP+와/JC
고래	고래/NNG


# id : NWRW1800000025.305.15.1
울산 장생포는 러시아 태평양 포경회사가 1899년 태평양 일대에서 잡은 고래를 해체하는 장소로 선정하면서 포경기지가 됐다.

울산	울산/NNP
장생포는	장생포/NNP+는/JX
러시아	러시아/NNP
태평양	태평양/NNP
포경회사가	포경/NNG+회사/NNG+가/JKS
1899년	1899/SN+년/NNB
일대에서	일대/NNG+에서/JKB
잡은	잡/VV+은/ETM
고래를	고래/NNG+를/JKO
해체하는	해체/NNG+하/XSV+는/ETM
장소로	장소/NNG+로/JKB
선정하면서	선정/NNG+하/XSV+면서/EC
포경기지가	포경/NNG+기지/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.305.15.2
1986년 국제포경위원회(IWC)에 의해 상업포경이 금지되기까지 장생포에서는 50여 척의 포경선이 국내 고래고기 소비량의 80% 이상을 충당했다.

1986년	1986/SN+년/NNB
국제포경위원회(IWC)에	국제포경위원회/NNP+(/SS+IWC/SL+)/SS+에/JKB
의해	의하/VV+아/EC
상업포경이	상업/NNG+포경/NNG+이/JKS
금지되기까지	금지/NNG+되/XSV+기/ETN+까지/JX
장생포에서는	장생포/NNP+에서/JKB+는/JX
50여	50/SN+여/XSN
척의	척/NNB+의/JKG
포경선이	포경선/NNG+이/JKS
국내	국내/NNG
고래고기	고래/NNG+고기/NNG
소비량의	소비량/NNG+의/JKG
80%	80/SN+%/SW
이상을	이상/NNG+을/JKO
충당했다.	충당/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.305.15.3
2005년에는 IWC 총회가 울산에서 열리기도 했다.

2005년에는	2005/SN+년/NNB+에/JKB+는/JX
IWC	IWC/SL
총회가	총회/NNG+가/JKS
울산에서	울산/NNP+에서/JKB
열리기도	열리/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


