# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.313
metadata : {}


# id : NWRW1800000054.313.1.1
[터치! 코리아] 그 사랑이 눈총 받는 이유

[터치!	[/SS+터치/NNG+!/SF
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000054.313.2.4
역시 인테리어의 완성은 사람.

역시	역시/MAG
인테리어의	인테리어/NNG+의/JKG
완성은	완성/NNG+은/JX
사람.	사람/NNG+./SF


# id : NWRW1800000054.313.2.5
'청와대'가 프로페셔널한 직업인들이 '통치'라는 직무를 수행하는 곳으로 비치게 했다.

'청와대'가	'/SS+청와대/NNP+'/SS+가/JKS
프로페셔널한	프로페셔널/NNG+하/XSV+ㄴ/ETM
직업인들이	직업인/NNG+들/XSN+이/JKS
'통치'라는	'/SS+통치/NNG+'/SS+이/VCP+라는/ETM
직무를	직무/NNG+를/JKO
수행하는	수행/NNG+하/XSV+는/ETM
곳으로	곳/NNG+으로/JKB
비치게	비치/VV+게/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000054.313.3.1
'특별히 한 일도 없이 쇼만 한다'는 비판도 있지만 그런 쇼도 못하는 정부가 많았다.

'특별히	'/SS+특별히/MAG
한	하/VV+ㄴ/ETM
일도	일/NNG+도/JX
없이	없이/MAG
쇼만	쇼/NNG+만/JX
한다'는	하/VV+ㄴ다/EF+'/SS+는/ETM
비판도	비판/NNG+도/JX
있지만	있/VA+지만/EC
그런	그런/MMD
쇼도	쇼/NNG+도/JX
못하는	못/MAG+하/XSV+는/ETM
정부가	정부/NNG+가/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000054.313.3.2
그 정도 연출 능력이라면 앞으로 기대하겠다는 게 지금 여론인 듯하다.

그	그/MMD
정도	정도/NNG
연출	연출/NNG
능력이라면	능력/NNG+이/VCP+라면/EC
앞으로	앞/NNG+으로/JKB
기대하겠다는	기대/NNG+하/XSV+겠/EP+다는/ETM
게	거/NNB+이/JKS
지금	지금/MAG
여론인	여론/NNG+이/VCP+ㄴ/ETM
듯하다.	듯/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000054.313.3.3
'문재인 후보'는 득표율 41%에 불과했지만 갤럽 여론조사(16~18일)에서는 응답자 1004명 중 87%가 '문재인 대통령이 국정 수행을 잘할 것'이라 전망했다.

'문재인	'/SS+문재인/NNP
후보'는	후보/NNG+'/SS+는/JX
득표율	득표/NNG+율/XSN
41%에	41/SN+%/SW+에/JKB
불과했지만	불과/MAG+하/XSA+았/EP+지만/EC
갤럽	갤럽/NNP
여론조사(16~18일)에서는	여론/NNG+조사/NNG+(/SS+16/SN+~/SO+18/SN+일/NNB+)/SS+에서/JKB+는/JX
응답자	응답자/NNG
1004명	1004/SN+명/NNB
중	중/NNB
87%가	87/SN+%/SW+가/JKS
대통령이	대통령/NNG+이/JKS
국정	국정/NNG
수행을	수행/NNG+을/JKO
잘할	잘/MAG+하/XSV+ㄹ/ETM
것'이라	것/NNB+'/SS+이/VCP+라/EC
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.313.3.4
국정 수행에 대한 기대치가 득표율의 더블 스코어를 넘었다.

국정	국정/NNG
수행에	수행/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
기대치가	기대/NNG+치/XSN+가/JKS
득표율의	득표/NNG+율/XSN+의/JKG
더블	더블/NNG
스코어를	스코어/NNG+를/JKO
넘었다.	넘/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.313.4.1
좋은 날이 아쉬운 건 그런 날이 짧기 때문이다.

좋은	좋/VA+은/ETM
날이	날/NNG+이/JKS
아쉬운	아쉽/VA+ㄴ/ETM
건	거/NNB+ㄴ/JX
그런	그런/MMD
짧기	짧/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.4.2
잔칫상 치우고 나면 청구서가 날아든다.

잔칫상	잔칫상/NNG
치우고	치우/VV+고/EC
나면	나/VX+면/EC
청구서가	청구서/NNG+가/JKS
날아든다.	날아들/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.5.1
'사드 반품하자'는 얘기가 나오는 걸 보니 안보 이슈로 갈등이 커질 것이다.

'사드	'/SS+사드/NNG
반품하자'는	반품/NNG+하/XSV+자/EF+'/SS+는/ETM
얘기가	얘기/NNG+가/JKS
나오는	나오/VV+는/ETM
걸	거/NNB+ㄹ/JKO
보니	보/VV+니/EC
안보	안보/NNG
이슈로	이슈/NNG+로/JKB
갈등이	갈등/NNG+이/JKS
커질	커지/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.5.2
내각이 완비되고 공약 실행 단계가 오면 '진보'의 명도와 채도가 급격히 높아질 것이다.

내각이	내각/NNG+이/JKS
완비되고	완비/NNG+되/XSV+고/EC
공약	공약/NNG
실행	실행/NNG
단계가	단계/NNG+가/JKS
오면	오/VV+면/EC
'진보'의	'/SS+진보/NNG+'/SS+의/JKG
명도와	명도/NNG+와/JC
채도가	채도/NNG+가/JKS
급격히	급격히/MAG
높아질	높아지/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.5.3
야당들 전당대회가 끝나고 내년 지방선거를 염두에 둔 투쟁이 격해지면 '아군이냐 적군이냐' '종북이냐 애국이냐' 패러다임 싸움이 격화될 게 뻔하다.

야당들	야당/NNG+들/XSN
전당대회가	전당/NNG+대회/NNG+가/JKS
끝나고	끝나/VV+고/EC
내년	내년/NNG
지방선거를	지방/NNG+선거/NNG+를/JKO
염두에	염두/NNG+에/JKB
둔	두/VV+ㄴ/ETM
투쟁이	투쟁/NNG+이/JKS
격해지면	격하/VA+아/EC+지/VX+면/EC
'아군이냐	'/SS+아군/NNG+이/VCP+냐/EF
적군이냐'	적군/NNG+이/VCP+냐/EF+'/SS
'종북이냐	'/SS+종북/NNG+이/VCP+냐/EF
애국이냐'	애국/NNG+이/VCP+냐/EF+'/SS
패러다임	패러다임/NNG
싸움이	싸움/NNG+이/JKS
격화될	격화/NNG+되/XSV+ㄹ/ETM
게	거/NNB+이/JKS
뻔하다.	뻔하/VA+다/EF+./SF


# id : NWRW1800000054.313.5.4
'사방이 싸움터'가 되는 거다.

'사방이	'/SS+사방/NNG+이/JKS
싸움터'가	싸움터/NNG+'/SS+가/JKC
되는	되/VV+는/ETM
거다.	거/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.6.1
정부 관계자들은 "보수 언론과 건강한 긴장 관계를 바란다"는 입장이라 한다.

정부	정부/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
"보수	"/SS+보수/NNG
언론과	언론/NNG+과/JKB
건강한	건강/NNG+하/XSA+ㄴ/ETM
긴장	긴장/NNG
관계를	관계/NNG+를/JKO
바란다"는	바라/VV+ㄴ다/EF+"/SS+는/ETM
입장이라	입장/NNG+이/VCP+라/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.6.2
'건강한 긴장 관계'라는 말은 '사랑하기에 헤어진다'와 비슷한 느낌이다.

'건강한	'/SS+건강/NNG+하/XSA+ㄴ/ETM
긴장	긴장/NNG
관계'라는	관계/NNG+'/SS+이/VCP+라는/ETM
말은	말/NNG+은/JX
'사랑하기에	'/SS+사랑/NNG+하/XSV+기에/EC
헤어진다'와	헤어지/VV+ㄴ다/EF+'/SS+와/JKB
비슷한	비슷하/VA+ㄴ/ETM
느낌이다.	느낌/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.6.3
'사랑하기에 떠난다'는 이호철·양정철씨 같은 이들이 있지만 쉽지 않은 일이다.

'사랑하기에	'/SS+사랑/NNG+하/XSV+기에/EC
떠난다'는	떠나/VV+ㄴ다/EF+'/SS+는/ETM
이호철·양정철씨	이호철/NNP+·/SP+양정철/NNP+씨/NNB
같은	같/VA+은/ETM
이들이	이/NNB+들/XSN+이/JKS
있지만	있/VA+지만/EC
쉽지	쉽/VA+지/EC
않은	않/VX+은/ETM
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.6.4
'아첨 앞에 장사 없고, 비판 앞에 군자 없다'는 말이 공연한 게 아니다.

'아첨	'/SS+아첨/NNG
앞에	앞/NNG+에/JKB
장사	장사/NNG
없고,	없/VA+고/EC+,/SP
비판	비판/NNG
군자	군자/NNG
없다'는	없/VA+다/EF+'/SS+는/ETM
말이	말/NNG+이/JKS
공연한	공연하/VA+ㄴ/ETM
게	거/NNB+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000054.313.6.5
옆에서 따지고 들면 '나를 왜 흔드느냐' 짜증 내는 게 권력이다.

옆에서	옆/NNG+에서/JKB
따지고	따지/VV+고/EC
들면	들/VX+면/EC
'나를	'/SS+나/NP+를/JKO
왜	왜/MAG
흔드느냐'	흔들/VV+느냐/EF+'/SS
짜증	짜증/NNG
내는	내/VV+는/ETM
게	거/NNB+이/JKS
권력이다.	권력/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.6.6
긴장하는 걸 아닌 척할 필요도 없다.

긴장하는	긴장/NNG+하/XSV+는/ETM
걸	거/NNB+ㄹ/JKO
아닌	아니/VCN+ㄴ/ETM
척할	척/NNB+하/XSV+ㄹ/ETM
필요도	필요/NNG+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000054.313.6.7
정부는 정부대로, 언론은 언론대로 임무에 충실하면 된다.

정부는	정부/NNG+는/JX
정부대로,	정부/NNG+대로/JX+,/SP
언론은	언론/NNG+은/JX
언론대로	언론/NNG+대로/JX
임무에	임무/NNG+에/JKB
충실하면	충실/NNG+하/XSA+면/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.6.8
바퀴가 돌아가면 소리가 나기 마련이다.

바퀴가	바퀴/NNG+가/JKS
돌아가면	돌아가/VV+면/EC
소리가	소리/NNG+가/JKS
나기	나/VV+기/ETN
마련이다.	마련/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.7.1
사랑이 크기 때문일까.

사랑이	사랑/NNG+이/JKS
크기	크/VA+기/ETN
때문일까.	때문/NNB+이/VCP+ㄹ까/EF+./SF


# id : NWRW1800000054.313.7.2
문재인 열렬 지지자들이 벌써부터 '문재인 지키기'에 나섰다.

문재인	문재인/NNP
열렬	열렬/XR
지지자들이	지지자/NNG+들/XSN+이/JKS
벌써부터	벌써/MAG+부터/JX
'문재인	'/SS+문재인/NNP
지키기'에	지키/VV+기/ETN+'/SS+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.313.7.3
김정숙 여사를 '김정숙씨'라고 썼다고, 기사 제목에 '문 대통령'을 '문(文)'이라고 썼다고 진보 언론들이 먼저 융단 폭격을 맞았다.

김정숙	김정숙/NNP
여사를	여사/NNG+를/JKO
'김정숙씨'라고	'/SS+김정숙/NNP+씨/NNB+'/SS+라고/JKQ
썼다고,	쓰/VV+었/EP+다고/EC+,/SP
기사	기사/NNG
제목에	제목/NNG+에/JKB
'문	'/SS+문/NNP
대통령'을	대통령/NNG+'/SS+을/JKO
'문(文)'이라고	'/SS+문/NNP+(/SS+文/SH+)/SS+'/SS+이라고/JKQ
썼다고	쓰/VV+었/EP+다고/EC
진보	진보/NNG
언론들이	언론/NNG+들/XSN+이/JKS
먼저	먼저/MAG
융단	융단/NNG
폭격을	폭격/NNG+을/JKO
맞았다.	맞/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.313.7.4
이명박·박근혜 전 대통령들이 어떤 끔찍한 '별칭'으로 불렸는지 떠오른다.

이명박·박근혜	이명박/NNP+·/SP+박근혜/NNP
전	전/MMD
대통령들이	대통령/NNG+들/XSN+이/JKS
어떤	어떤/MMD
끔찍한	끔찍하/VA+ㄴ/ETM
'별칭'으로	'/SS+별칭/NNG+'/SS+으로/JKB
불렸는지	불리/VV+었/EP+는지/EC
떠오른다.	떠오르/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.7.5
표현의 자유와 권위주의, 한패가 될 수 없는 두 카드를 이들은 동시에 쥐고 내밀었다.

표현의	표현/NNG+의/JKG
자유와	자유/NNG+와/JC
권위주의,	권위주의/NNG+,/SP
한패가	한패/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
두	두/MMN
카드를	카드/NNG+를/JKO
이들은	이/NP+들/XSN+은/JX
동시에	동시/NNG+에/JKB
쥐고	쥐/VV+고/EC
내밀었다.	내밀/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.313.7.6
'기레기 감시 시스템'을 만든다는 얘기도 있다.

'기레기	'/SS+기레기/NNG
감시	감시/NNG
시스템'을	시스템/NNG+'/SS+을/JKO
만든다는	만들/VV+ㄴ다는/ETM
얘기도	얘기/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.313.7.7
그들 기준으로 '악질 기사·기자'를 선별해 공격한다는 것이다.

그들	그/NP+들/XSN
기준으로	기준/NNG+으로/JKB
'악질	'/SS+악질/NNG
기사·기자'를	기사/NNG+·/SP+기자/NNG+'/SS+를/JKO
선별해	선별/NNG+하/XSV+아/EC
공격한다는	공격/NNG+하/XSV+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.7.8
행동 요령에는 'A기자를 어느 식당 술집에서 봤습니다' 'B기자가 C여기자와 속초에서 있는 걸 봤습니다.

행동	행동/NNG
요령에는	요령/NNG+에/JKB+는/JX
'A기자를	'/SS+A/SL+기자/NNG+를/JKO
어느	어느/MMD
식당	식당/NNG
술집에서	술집/NNG+에서/JKB
봤습니다'	보/VV+았/EP+습니다/EF+'/SS
'B기자가	'/SS+B/SL+기자/NNG+가/JKS
C여기자와	C/SL+여기자/NNG+와/JKB
속초에서	속초/NNP+에서/JKB
있는	있/VV+는/ETM
걸	거/NNB+ㄹ/JKO
봤습니다.	보/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000054.313.7.9
이분 기혼이죠' 식의 글을 올린다 등의 구절도 있다.

이분	이분/NP
기혼이죠'	기혼/NNG+이/VCP+죠/EF+'/SS
식의	식/NA+의/JKG
글을	글/NNG+을/JKO
올린다	올리/VV+ㄴ다/EF
등의	등/NNB+의/JKG
구절도	구절/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.313.8.1
'사랑에는 다소 광기가 있기 마련이다.

'사랑에는	'/SS+사랑/NNG+에/JKB+는/JX
다소	다소/MAG
광기가	광기/NNG+가/JKS
있기	있/VA+기/ETN
마련이다.	마련/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.8.2
광기에는 다소 이성이 있기 마련이고.'

광기에는	광기/NNG+에/JKB+는/JX
다소	다소/MAG
이성이	이성/NNG+이/JKS
있기	있/VA+기/ETN
마련이고.'	마련/NNB+이/VCP+고/EC+./SF+'/SS


# id : NWRW1800000054.313.9.1
철학자 니체의 한 문장을 빌려 상황을 이해해보자.

철학자	철학자/NNG
니체의	니체/NNP+의/JKG
한	한/MMN
문장을	문장/NNG+을/JKO
빌려	빌리/VV+어/EC
상황을	상황/NNG+을/JKO
이해해보자.	이해/NNG+하/XSV+아/EC+보/VX+자/EF+./SF


# id : NWRW1800000054.313.9.2
'다소의 광기'는 문재인 대통령을 '악의 무리'로부터 보호해야 한다는 생각이다.

'다소의	'/SS+다소/NNG+의/JKG
광기'는	광기/NNG+'/SS+는/JX
문재인	문재인/NNP
대통령을	대통령/NNG+을/JKO
'악의	'/SS+악/NNG+의/JKG
무리'로부터	무리/NNG+'/SS+로부터/JKB
보호해야	보호/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
생각이다.	생각/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.9.3
'다소의 이성'은 노무현 정부가 비극적으로 끝났다는 우려로 추측된다.

'다소의	'/SS+다소/NNG+의/JKG
이성'은	이성/NNG+'/SS+은/JX
노무현	노무현/NNP
정부가	정부/NNG+가/JKS
비극적으로	비극/NNG+적/XSN+으로/JKB
끝났다는	끝나/VV+았/EP+다는/ETM
우려로	우려/NNG+로/JKB
추측된다.	추측/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.9.4
그들의 입장에서는 과거와 유사한 비극을 막기 위해 지금 당장 '문재인의 잠재적 위험'을 대신 처단해주겠다는 거다.

그들의	그/NP+들/XSN+의/JKG
입장에서는	입장/NNG+에서/JKB+는/JX
과거와	과거/NNG+와/JKB
유사한	유사/NNG+하/XSA+ㄴ/ETM
비극을	비극/NNG+을/JKO
막기	막/VV+기/ETN
위해	위하/VV+아/EC
지금	지금/MAG
당장	당장/NNG
'문재인의	'/SS+문재인/NNP+의/JKG
잠재적	잠재/NNG+적/XSN
위험'을	위험/NNG+'/SS+을/JKO
대신	대신/NNG
처단해주겠다는	처단/NNG+하/XSV+아/EC+주/VX+겠/EP+다는/ETM
거다.	거/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.9.5
이렇게 지지를 표현하는 것도 생각할 수 있는 방식이다.

이렇게	이렇/VA+게/EC
지지를	지지/NNG+를/JKO
표현하는	표현/NNG+하/XSV+는/ETM
것도	것/NNB+도/JX
생각할	생각/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
방식이다.	방식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.10.1
문제는 그들이 '적·악'을 자의적으로 지목하고, 마녀 사냥하듯 화형식 집행자로 나선다는 점이다.

문제는	문제/NNG+는/JX
그들이	그/NP+들/XSN+이/JKS
'적·악'을	'/SS+적/NNG+·/SP+악/NNG+'/SS+을/JKO
자의적으로	자의/NNG+적/XSN+으로/JKB
지목하고,	지목/NNG+하/XSV+고/EC+,/SP
마녀	마녀/NNG
사냥하듯	사냥/NNG+하/XSV+듯/EC
화형식	화형식/NNG
집행자로	집행자/NNG+로/JKB
나선다는	나서/VV+ㄴ다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.10.2
'문재인 지지자'들의 행태가 논란될 때 국민 머릿속에 떠오르는 것은 추상으로 그려지는 '지지자들'이 아니라 '문재인'이라는 실존 인물이 될 것이다.

'문재인	'/SS+문재인/NNP
지지자'들의	지지자/NNG+'/SS+들/XSN+의/JKG
행태가	행태/NNG+가/JKS
논란될	논란/NNG+되/XSV+ㄹ/ETM
때	때/NNG
국민	국민/NNG
머릿속에	머릿속/NNG+에/JKB
떠오르는	떠오르/VV+는/ETM
것은	것/NNB+은/JX
추상으로	추상/NNG+으로/JKB
그려지는	그리/VV+어/EC+지/VX+는/ETM
'지지자들'이	'/SS+지지자/NNG+들/XSN+'/SS+이/JKC
아니라	아니/VCN+라/EC
'문재인'이라는	'/SS+문재인/NNP+'/SS+이/VCP+라는/ETM
실존	실존/NNG
인물이	인물/NNG+이/JKC
될	되/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.313.10.3
지지자들이 광신적 행태를 보이면 그 열기에 대통령이 먼저 화상을 입을지도 모른다.

지지자들이	지지자/NNG+들/XSN+이/JKS
광신적	광신/NNG+적/XSN
행태를	행태/NNG+를/JKO
보이면	보이/VV+면/EC
그	그/MMD
열기에	열기/NNG+에/JKB
대통령이	대통령/NNG+이/JKS
먼저	먼저/MAG
화상을	화상/NNG+을/JKO
입을지도	입/VV+을지/EC+도/JX
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.313.11.1
'기호 1번'을 찍지 않았던 이들도 대통령의 행보를 미소로 지켜보고 있다.

'기호	'/SS+기호/NNG
1번'을	1/SN+번/NNB+'/SS+을/JKO
찍지	찍/VV+지/EC
않았던	않/VX+았/EP+던/ETM
이들도	이/NNB+들/XSN+도/JX
대통령의	대통령/NNG+의/JKG
행보를	행보/NNG+를/JKO
미소로	미소/NNG+로/JKB
지켜보고	지켜보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000054.313.11.2
박장대소하지 않는다고 입을 찢고 손을 자르겠다 덤비는 건 야만이다.

박장대소하지	박장대소/NNG+하/XSV+지/EC
않는다고	않/VX+는다고/EC
입을	입/NNG+을/JKO
찢고	찢/VV+고/EC
손을	손/NNG+을/JKO
자르겠다	자르/VV+겠/EP+다/EF
덤비는	덤비/VV+는/ETM
건	거/NNB+ㄴ/JX
야만이다.	야만/NNG+이/VCP+다/EF+./SF


