# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.323
metadata : {}


# id : NWRW1800000029.323.1.1
[오늘과 내일/방형남]北의 독재자도 퇴장할 날 온다

[오늘과	[/SS+오늘/NNG+과/JC
소식일	소식/NNG+이/VCP+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.3.2
리비아와 시리아의 독재자에게 닥친 위기가 남의 일이 아니기 때문이다.

리비아와	리비아/NNP+와/JC
시리아의	시리아/NNP+의/JKG
독재자에게	독재자/NNG+에게/JKB
닥친	닥치/VV+ㄴ/ETM
위기가	위기/NNG+가/JKS
남의	남/NNG+의/JKG
일이	일/NNG+이/JKC
아니기	아니/VCN+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.3.3
알아사드는 11년 전 아버지에게서 권력을 넘겨받은 세습 독재자다.

알아사드는	알아사드/NNP+는/JX
11년	11/SN+년/NNB
전	전/MMD
아버지에게서	아버지/NNG+에게서/JKB
권력을	권력/NNG+을/JKO
넘겨받은	넘겨받/VV+은/ETM
세습	세습/NNG
독재자다.	독재자/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.3.4
제삼자의 눈에는 그가 머지않아 김정일 부자에게 닥쳐올 국민의 저항을 먼저 겪고 있는 것으로 보인다.

제삼자의	제삼자/NNG+의/JKG
눈에는	눈/NNG+에/JKB+는/JX
그가	그/NP+가/JKS
머지않아	머지않/VA+아/EC
김정일	김정일/NNP
부자에게	부자/NNG+에게/JKB
닥쳐올	닥쳐오/VV+ㄹ/ETM
국민의	국민/NNG+의/JKG
저항을	저항/NNG+을/JKO
먼저	먼저/MAG
겪고	겪/VV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.323.4.1
좋은 일도 나쁜 일도 순식간에 전 세계로 퍼지는 시대다.

좋은	좋/VA+은/ETM
일도	일/NNG+도/JX
나쁜	나쁘/VA+ㄴ/ETM
순식간에	순식/NNG+간/XSN+에/JKB
전	전/MMN
세계로	세계/NNG+로/JKB
퍼지는	퍼지/VV+는/ETM
시대다.	시대/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.4.2
북한 정권이 아무리 발버둥을 쳐도 리비아와 시리아 국민의 반독재 투쟁 소식이 북한 주민에게 전파되는 것을 막을 순 없다.

북한	북한/NNP
정권이	정권/NNG+이/JKS
아무리	아무리/MAG
발버둥을	발버둥/NNG+을/JKO
쳐도	치/VV+어도/EC
리비아와	리비아/NNP+와/JC
시리아	시리아/NNP
국민의	국민/NNG+의/JKG
반독재	반/XPN+독재/NNG
투쟁	투쟁/NNG
소식이	소식/NNG+이/JKS
주민에게	주민/NNG+에게/JKB
전파되는	전파/NNG+되/XSV+는/ETM
것을	것/NNB+을/JKO
막을	막/VV+을/ETM
순	수/NNB+ㄴ/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.323.4.3
2400만 북한 주민도 언젠가는 리비아와 시리아 국민처럼 반독재 투쟁에 나설 것이다.

2400만	2400/SN+만/NR
북한	북한/NNP
주민도	주민/NNG+도/JX
언젠가는	언젠가/MAG+는/JX
리비아와	리비아/NNP+와/JC
시리아	시리아/NNP
국민처럼	국민/NNG+처럼/JKB
반독재	반/XPN+독재/NNG
투쟁에	투쟁/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.4.4
우리가 오래전에 쟁취한 자유와 민주를 북녘 동포들인들 왜 원하지 않겠는가.

우리가	우리/NP+가/JKS
오래전에	오래전/NNG+에/JKB
쟁취한	쟁취/NNG+하/XSV+ㄴ/ETM
자유와	자유/NNG+와/JC
민주를	민주/NNG+를/JKO
북녘	북녘/NNG
동포들인들	동포/NNG+들/XSN+이/VCP+ㄴ들/EC
왜	왜/MAG
원하지	원/NNG+하/XSV+지/EC
않겠는가.	않/VX+겠/EP+는가/EF+./SF


# id : NWRW1800000029.323.5.1
지금이야말로 김정일의 퇴장을 포함해 통일의 기회가 올 경우에 대비해야 할 때다.

지금이야말로	지금/NNG+이야말로/JX
김정일의	김정일/NNP+의/JKG
퇴장을	퇴장/NNG+을/JKO
포함해	포함/NNG+하/XSV+아/EC
통일의	통일/NNG+의/JKG
기회가	기회/NNG+가/JKS
올	오/VV+ㄹ/ETM
경우에	경우/NNG+에/JKB
대비해야	대비/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
때다.	때/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.5.2
“수해 지원을 할까 말까” “추석을 계기로 이산가족 상봉을 제의하느냐 마느냐” 같은 작은 문제를 놓고 갑론을박할 때가 아니다.

“수해	“/SS+수해/NNG
지원을	지원/NNG+을/JKO
할까	하/VV+ㄹ까/EF
말까”	말/VV+ㄹ까/EF+”/SS
“추석을	“/SS+추석/NNG+을/JKO
계기로	계기/NNG+로/JKB
이산가족	이산가족/NNG
상봉을	상봉/NNG+을/JKO
제의하느냐	제의/NNG+하/XSV+느냐/EF
마느냐”	말/VV+느냐/EF+”/SS
같은	같/VA+은/ETM
작은	작/VA+은/ETM
문제를	문제/NNG+를/JKO
놓고	놓/VV+고/EC
갑론을박할	갑론을박/NNG+하/XSV+ㄹ/ETM
때가	때/NNG+가/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000029.323.5.3
8개월 앞으로 다가온 내년 총선에서 표를 얻기 위한 국회의원의 편협한 시각으로 북한을 보면 일을 망친다.

8개월	8/SN+개월/NNB
앞으로	앞/NNG+으로/JKB
다가온	다가오/VV+ㄴ/ETM
내년	내년/NNG
총선에서	총선/NNG+에서/JKB
표를	표/NNG+를/JKO
얻기	얻/VV+기/ETN
위한	위하/VV+ㄴ/ETM
국회의원의	국회/NNG+의원/NNG+의/JKG
편협한	편협/NNG+하/XSA+ㄴ/ETM
시각으로	시각/NNG+으로/JKB
북한을	북한/NNP+을/JKO
보면	보/VV+면/EC
일을	일/NNG+을/JKO
망친다.	망치/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.323.5.4
18개월 남은 이명박 정부 임기 내에 성과를 보겠다는 조급한 마음도 버려야 한다.

18개월	18/SN+개월/NNB
남은	남/VV+은/ETM
이명박	이명박/NNP
정부	정부/NNG
임기	임기/NNG
내에	내/NNB+에/JKB
성과를	성과/NNG+를/JKO
보겠다는	보/VV+겠/EP+다는/ETM
조급한	조급하/VA+ㄴ/ETM
마음도	마음/NNG+도/JX
버려야	버리/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.323.6.1
다행히 정부가 옳은 방향을 잡았다.

다행히	다행히/MAG
정부가	정부/NNG+가/JKS
옳은	옳/VA+은/ETM
방향을	방향/NNG+을/JKO
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.6.2
이명박 대통령은 8·15 경축사에서 기존의 대북(對北) 원칙을 재천명했다.

이명박	이명박/NNP
대통령은	대통령/NNG+은/JX
8·15	8/SN+·/SP+15/SN
경축사에서	경축사/NNG+에서/JKB
기존의	기존/NNG+의/JKG
대북(對北)	대북/NNG+(/SS+對北/SH+)/SS
원칙을	원칙/NNG+을/JKO
재천명했다.	재/XPN+천명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.6.3
북한은 지금까지 아무런 반응이 없다.

북한은	북한/NNP+은/JX
지금까지	지금/NNG+까지/JX
아무런	아무런/MMD
반응이	반응/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.323.6.4
내심 남한 정부가 물러서기를 기대하던 북한에 “책임 있는 행동과 진정한 자세로 신뢰를 구축하는 것이 가장 중요하다”고 강조한 경축사는 충격으로 다가왔을 것이다.

내심	내심/NNG
남한	남한/NNP
정부가	정부/NNG+가/JKS
물러서기를	물러서/VV+기/ETN+를/JKO
기대하던	기대/NNG+하/XSV+던/ETM
북한에	북한/NNP+에/JKB
“책임	“/SS+책임/NNG
있는	있/VA+는/ETM
행동과	행동/NNG+과/JC
진정한	진정하/VA+ㄴ/ETM
자세로	자세/NNG+로/JKB
신뢰를	신뢰/NNG+를/JKO
구축하는	구축/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
가장	가장/MAG
중요하다”고	중요/NNG+하/XSA+다/EF+”/SS+고/JKQ
강조한	강조/NNG+하/XSV+ㄴ/ETM
경축사는	경축사/NNG+는/JX
충격으로	충격/NNG+으로/JKB
다가왔을	다가오/VV+았/EP+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.6.5
우리가 북한의 천안함 폭침과 연평도 포격 도발을 추궁하지 않고 어물쩍 넘어가면 북한 주민을 억압하는 독재는 길어질 수밖에 없다.

우리가	우리/NP+가/JKS
북한의	북한/NNP+의/JKG
천안함	천안함/NNP
폭침과	폭침/NNG+과/JKB
연평도	연평도/NNP
포격	포격/NNG
도발을	도발/NNG+을/JKO
추궁하지	추궁/NNG+하/XSV+지/EC
않고	않/VX+고/EC
어물쩍	어물쩍/MAG
넘어가면	넘어가/VV+면/EC
북한	북한/NNP
주민을	주민/NNG+을/JKO
억압하는	억압/NNG+하/XSV+는/ETM
독재는	독재/NNG+는/JX
길어질	길어지/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.323.7.1
현인택 통일부 장관이 의욕적으로 추진하는 통일 재원 마련 작업도 통일 준비를 위한 첫 단계로 의미가 크다.

현인택	현인택/NNP
통일부	통일부/NNG
장관이	장관/NNG+이/JKS
의욕적으로	의욕/NNG+적/XSN+으로/JKB
추진하는	추진/NNG+하/XSV+는/ETM
통일	통일/NNG
재원	재원/NNG
마련	마련/NNG
작업도	작업/NNG+도/JX
준비를	준비/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
첫	첫/MMN
단계로	단계/NNG+로/JKB
의미가	의미/NNG+가/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000029.323.7.2
이 대통령이 지난해 8·15 경축사에서 통일세를 거론한 뒤 1년 동안 수많은 전문가와 관계기관이 통일 관련 논의를 계속했지만 중구난방인 통일비용 때문에 맥이 빠졌다.

이	이/NNP
대통령이	대통령/NNG+이/JKS
지난해	지난해/NNG
8·15	8/SN+·/SP+15/SN
경축사에서	경축사/NNG+에서/JKB
통일세를	통일세/NNG+를/JKO
거론한	거론/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
1년	1/SN+년/NNB
동안	동안/NNG
수많은	수많/VA+은/ETM
전문가와	전문가/NNG+와/JC
관계기관이	관계/NNG+기관/NNG+이/JKS
통일	통일/NNG
관련	관련/NNG
논의를	논의/NNG+를/JKO
계속했지만	계속/NNG+하/XSV+았/EP+지만/EC
중구난방인	중구난방/NNG+이/VCP+ㄴ/ETM
통일비용	통일/NNG+비용/NNG
때문에	때문/NNB+에/JKB
맥이	맥/NNG+이/JKS
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.323.7.3
그간 국내외에서 나온 통일비용 추정치는 20개를 넘어섰다.

그간	그/NP+간/XSN
국내외에서	국내외/NNG+에서/JKB
나온	나오/VV+ㄴ/ETM
통일비용	통일/NNG+비용/NNG
추정치는	추정/NNG+치/XSN+는/JX
20개를	20/SN+개/NNB+를/JKO
넘어섰다.	넘어서/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.323.7.4
국회 예산정책처의 지적대로 기존 연구는 전제조건과 통일시점, 추계방법상의 차이로 편차가 크고 신뢰성이 떨어진다.

국회	국회/NNG
예산정책처의	예산/NNG+정책처/NNG+의/JKG
지적대로	지적/NNG+대로/JX
기존	기존/NNG
연구는	연구/NNG+는/JX
전제조건과	전제/NNG+조건/NNG+과/JC
통일시점,	통일/NNG+시점/NNG+,/SP
추계방법상의	추계/NNG+방법/NNG+상/XSN+의/JKG
차이로	차이/NNG+로/JKB
편차가	편차/NNG+가/JKS
크고	크/VA+고/EC
신뢰성이	신뢰/NNG+성/XSN+이/JKS
떨어진다.	떨어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.323.8.1
통일부는 단기(10년 내 통일) 중기(20년) 장기(30년)의 시나리오로 나눠 통일비용을 추정했다.

통일부는	통일부/NNG+는/JX
단기(10년	단기/NNG+(/SS+10/SN+년/NNB
내	내/NNB
통일)	통일/NNG+)/SS
중기(20년)	중기/NNG+(/SS+20/SN+년/NNB+)/SS
장기(30년)의	장기/NNG+(/SS+30/SN+년/NNB+)/SS+의/JKG
시나리오로	시나리오/NNG+로/JKB
나눠	나누/VV+어/EC
통일비용을	통일/NNG+비용/NNG+을/JKO
추정했다.	추정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.8.2
2031년 통일이 이뤄지는 중기의 경우 첫해 최소 55조 원에서 최대 249조 원의 비용이 들 것으로 계산했다.

2031년	2031/SN+년/NNB
통일이	통일/NNG+이/JKS
이뤄지는	이뤄지/VV+는/ETM
중기의	중기/NNG+의/JKG
경우	경우/NNG
첫해	첫해/NNG
최소	최소/NNG
55조	55/SN+조/NR
원에서	원/NNB+에서/JKB
최대	최대/NNG
249조	249/SN+조/NR
원의	원/NNB+의/JKG
비용이	비용/NNG+이/JKS
들	들/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
계산했다.	계산/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.8.3
정부 차원에서 통일비용을 추정한 것은 이번이 처음이다.

정부	정부/NNG
차원에서	차원/NNG+에서/JKB
통일비용을	통일/NNG+비용/NNG+을/JKO
추정한	추정/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
이번이	이번/NNG+이/JKS
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.323.8.4
통일부는 국방비 절감을 비롯해 통일 이후 우리가 얻게 될 편익도 구체적으로 제시했다.

통일부는	통일부/NNG+는/JX
국방비	국방비/NNG
절감을	절감/NNG+을/JKO
비롯해	비롯하/VV+아/EC
통일	통일/NNG
이후	이후/NNG
우리가	우리/NP+가/JKS
얻게	얻/VV+게/EC
될	되/VV+ㄹ/ETM
편익도	편익/NNG+도/JX
구체적으로	구체/NNG+적/XSN+으로/JKB
제시했다.	제시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.8.5
기획재정부를 비롯한 관계부처는 최선의 통일재원 마련 방안을 찾기 위해 적극 협력해야 한다.

기획재정부를	기획/NNG+재정부/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
관계부처는	관계/NNG+부처/NNG+는/JX
최선의	최선/NNG+의/JKG
통일재원	통일/NNG+재원/NNG
마련	마련/NNG
방안을	방안/NNG+을/JKO
찾기	찾/VV+기/ETN
위해	위하/VV+아/EC
적극	적극/NNG
협력해야	협력/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.323.9.1
북한 노동신문은 광복절을 맞아 1면에 게재한 사설에서 “조국통일은 위대한 김일성 동지의 간곡한 유훈이며 민족지상의 과업”이라고 주장했다.

북한	북한/NNP
노동신문은	노동신문/NNP+은/JX
광복절을	광복절/NNG+을/JKO
맞아	맞/VV+아/EC
1면에	1/SN+면/NNG+에/JKB
게재한	게재/NNG+하/XSV+ㄴ/ETM
사설에서	사설/NNG+에서/JKB
“조국통일은	“/SS+조국/NNG+통일/NNG+은/JX
위대한	위대하/VA+ㄴ/ETM
김일성	김일성/NNP
동지의	동지/NNG+의/JKG
간곡한	간곡하/VA+ㄴ/ETM
유훈이며	유훈/NNG+이/VCP+며/EC
민족지상의	민족/NNG+지상/NNG+의/JKG
과업”이라고	과업/NNG+”/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.323.9.2
북한식 통일을 원하는 것이 아니라면 정부의 대북 원칙이 유지되고 첫걸음을 내디딘 통일 준비가 잘 진척되도록 힘을 모아야 한다.

북한식	북한식/NNG
통일을	통일/NNG+을/JKO
원하는	원/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKC
아니라면	아니/VCN+라면/EC
정부의	정부/NNG+의/JKG
대북	대북/NNG
원칙이	원칙/NNG+이/JKS
유지되고	유지/NNG+되/XSV+고/EC
첫걸음을	첫걸음/NNG+을/JKO
내디딘	내디디/VV+ㄴ/ETM
통일	통일/NNG
준비가	준비/NNG+가/JKS
잘	잘/MAG
진척되도록	진척/NNG+되/XSV+도록/EC
힘을	힘/NNG+을/JKO
모아야	모으/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.323.9.3
우리가 김정일의 구원자가 될 수는 없다.

우리가	우리/NP+가/JKS
김정일의	김정일/NNP+의/JKG
구원자가	구원자/NNG+가/JKC
될	되/VV+ㄹ/ETM
수는	수/NNB+는/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.323.9.4
지금은 북한에 무턱대고 손을 내밀 때가 아니다.

지금은	지금/NNG+은/JX
북한에	북한/NNP+에/JKB
무턱대고	무턱대고/MAG
손을	손/NNG+을/JKO
내밀	내밀/VV+ㄹ/ETM
때가	때/NNG+가/JKC
아니다.	아니/VCN+다/EF+./SF


