# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.323
metadata : {}


# id : NWRW1800000044.323.1.1
[유레카] 대통령 헬스트레이너 / 박찬수

[유레카]	[/SS+유레카/NNG+]/SS
만들어졌을까.’	만들/VV+어/EC+지/VX+었/EP+을까/EF+./SF+’/SS


# id : NWRW1800000044.323.4.5
시카고에 살 때부터 코넬 매클렐런이란 흑인 헬스트레이너로부터 14년간 개인 트레이닝을 받아온 게 비결이었다.

시카고에	시카고/NNP+에/JKB
살	살/VV+ㄹ/ETM
때부터	때/NNG+부터/JX
코넬	코넬/NNP
매클렐런이란	매클렐런/NNP+이/VCP+란/ETM
흑인	흑인/NNG
헬스트레이너로부터	헬스/NNG+트레이너/NNG+로부터/JKB
14년간	14/SN+년/NNB+간/XSN
개인	개인/NNG
트레이닝을	트레이닝/NNG+을/JKO
받아온	받/VV+아/EC+오/VX+ㄴ/ETM
게	거/NNB+이/JKS
비결이었다.	비결/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000044.323.4.6
오바마 대통령 역시 아내를 따라 이 트레이너의 지도를 받았다.

오바마	오바마/NNP
대통령	대통령/NNG
역시	역시/MAG
아내를	아내/NNG+를/JKO
따라	따르/VV+아/EC
이	이/MMD
트레이너의	트레이너/NNG+의/JKG
지도를	지도/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.323.5.1
오바마 부부는 백악관에 들어간 뒤 코넬 매클렐런을 불러들였다.

오바마	오바마/NNP
부부는	부부/NNG+는/JX
백악관에	백악관/NNP+에/JKB
들어간	들어가/VV+ㄴ/ETM
뒤	뒤/NNG
코넬	코넬/NNP
매클렐런을	매클렐런/NNP+을/JKO
불러들였다.	불러들이/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.323.5.2
1주일에 서너번씩 시카고에서 날아온 매클렐런으로부터 개인 운동 교습을 받았다.

1주일에	1/SN+주일/NNB+에/JKB
서너번씩	서너/MMN+번/NNB+씩/XSN
시카고에서	시카고/NNP+에서/JKB
날아온	날아오/VV+ㄴ/ETM
매클렐런으로부터	매클렐런/NNP+으로부터/JKB
개인	개인/NNG
운동	운동/NNG
교습을	교습/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.323.5.3
오바마는 하루 1시간 정도 카디오(유산소운동)와 근력운동을 섞어서 하고 미셸은 러닝머신을 열심히 뛰는 편이라고 한다.

오바마는	오바마/NNP+는/JX
하루	하루/NNG
1시간	1/SN+시간/NNB
정도	정도/NNG
카디오(유산소운동)와	카디오/NNG+(/SS+유산소/NNG+운동/NNG+)/SS+와/JC
근력운동을	근력/NNG+운동/NNG+을/JKO
섞어서	섞/VV+어서/EC
하고	하/VV+고/EC
미셸은	미셸/NNP+은/JX
러닝머신을	러닝머신/NNG+을/JKO
열심히	열심히/MAG
뛰는	뛰/VV+는/ETM
편이라고	편/NNB+이/VCP+라고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.323.5.4
오바마는 백악관 참모들에게도 ‘건강을 위해 매클렐런으로부터 개인 교습을 받으라’고 권유했다.

오바마는	오바마/NNP+는/JX
백악관	백악관/NNP
참모들에게도	참모/NNG+들/XSN+에게/JKB+도/JX
‘건강을	‘/SS+건강/NNG+을/JKO
위해	위하/VV+아/EC
매클렐런으로부터	매클렐런/NNP+으로부터/JKB
개인	개인/NNG
교습을	교습/NNG+을/JKO
받으라’고	받/VV+으라/EF+’/SS+고/JKQ
권유했다.	권유/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.323.5.5
오바마의 최측근 참모부터 백악관 요리사와 여비서까지 다양한 이들이 그의 고객이 됐다.

오바마의	오바마/NNP+의/JKG
최측근	최/XPN+측근/NNG
참모부터	참모/NNG+부터/JX
백악관	백악관/NNP
요리사와	요리사/NNG+와/JC
여비서까지	여비서/NNG+까지/JX
다양한	다양/NNG+하/XSA+ㄴ/ETM
이들이	이/NNB+들/XSN+이/JKS
그의	그/NP+의/JKG
고객이	고객/NNG+이/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.323.5.6
오바마 부부가 얼마의 교습료를 그에게 지급하는지는 비밀이다.

오바마	오바마/NNP
부부가	부부/NNG+가/JKS
얼마의	얼마/NNG+의/JKG
교습료를	교습료/NNG+를/JKO
그에게	그/NP+에게/JKB
지급하는지는	지급/NNG+하/XSV+는지/EF+는/JX
비밀이다.	비밀/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.323.5.7
그러나 한 참모는 회당 60달러(약 6만6000원)의 교습료를 낸다고 <뉴욕 타임스>는 보도했다.

그러나	그러나/MAJ
한	한/MMN
참모는	참모/NNG+는/JX
회당	회/NNB+당/XSN
60달러(약	60/SN+달러/NNB+(/SS+약/MMA
6만6000원)의	6/SN+만/NR+6000/SN+원/NNB+)/SS+의/JKG
교습료를	교습료/NNG+를/JKO
낸다고	내/VV+ㄴ다고/EC
<뉴욕	</SS+뉴욕/NNP
타임스>는	타임스/NNP+>/SS+는/JX
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.323.6.1
매클렐런의 정식 직함은 ‘건강, 스포츠와 영양에 관한 대통령 자문위원회’ 위원이다.

매클렐런의	매클렐런/NNP+의/JKG
정식	정식/NNG
직함은	직함/NNG+은/JX
‘건강,	‘/SS+건강/NNG+,/SP
스포츠와	스포츠/NNG+와/JC
영양에	영양/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
대통령	대통령/NNG
자문위원회’	자문/NNG+위원회/NNG+’/SS
위원이다.	위원/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.323.6.2
백악관 누리집(홈페이지)에 들어가면 매클렐런의 약력과 사진, 업무를 볼 수 있다.

백악관	백악관/NNP
누리집(홈페이지)에	누리집/NNG+(/SS+홈페이지/NNG+)/SS+에/JKB
들어가면	들어가/VV+면/EC
매클렐런의	매클렐런/NNP+의/JKG
약력과	약력/NNG+과/JC
사진,	사진/NNG+,/SP
업무를	업무/NNG+를/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.323.6.3
청와대가 3급 행정관으로 채용한 강남의 유명 헬스트레이너 윤전추씨의 인적사항과 업무 내용을 비밀에 부치는 것과 비교된다.

청와대가	청와대/NNP+가/JKS
3급	3/SN+급/NNG
행정관으로	행정관/NNG+으로/JKB
채용한	채용/NNG+하/XSV+ㄴ/ETM
강남의	강남/NNP+의/JKG
유명	유명/NNG
헬스트레이너	헬스/NNG+트레이너/NNG
윤전추씨의	윤전추/NNP+씨/NNB+의/JKG
인적사항과	인/NNG+적/XSN+사항/NNG+과/JC
업무	업무/NNG
내용을	내용/NNG+을/JKO
비밀에	비밀/NNG+에/JKB
부치는	부치/VV+는/ETM
것과	것/NNB+과/JKB
비교된다.	비교/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.323.6.4
1억원 가까운 헬스장비를 새로 들여놓고도 박근혜 대통령이 그걸 이용하는지 여부조차 말하지 않는 게 지금의 청와대다.

1억원	1/SN+억/NR+원/NNB
가까운	가깝/VA+ㄴ/ETM
헬스장비를	헬스장비/NNG+를/JKO
새로	새로/MAG
들여놓고도	들여놓/VV+고/EC+도/JX
박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
그걸	그거/NP+ㄹ/JKO
이용하는지	이용/NNG+하/XSV+는지/EC
여부조차	여부/NNG+조차/JX
말하지	말/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
게	거/NNB+이/JKS
지금의	지금/NNG+의/JKG
청와대다.	청와대/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000044.323.6.5
달라도 너무 다르다.

달라도	다르/VA+아도/EC
너무	너무/MAG
다르다.	다르/VA+다/EF+./SF


