# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.109
metadata : {}


# id : NWRW1800000022.109.1.1
'Big Think(대담한 아이디어)'로 경쟁력 키우는 한진중공업;수비크 생산성 발판으로 글로벌 조선소로 도약

'Big	'/SS+Big/SL
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
'빅	'/SS+빅/NNG
싱크'	싱크/NNG+'/SS
산물로	산물/NNG+로/JKB
꼽힌다.	꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.109.4.2
2006년 한진중공업이 수비크 진출을 결정했을 때 부정적인 시각이 많았다.

2006년	2006/SN+년/NNB
한진중공업이	한진중공업/NNP+이/JKS
수비크	수비크/NNP
진출을	진출/NNG+을/JKO
결정했을	결정/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
부정적인	부정/NNG+적/XSN+이/VCP+ㄴ/ETM
시각이	시각/NNG+이/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000022.109.4.3
'비가 많이 오는 곳에는 조선소를 지을 수 없다', '연관 산업이 없는 곳에 조선소를 짓다니'….

'비가	'/SS+비/NNG+가/JKS
많이	많이/MAG
오는	오/VV+는/ETM
곳에는	곳/NNG+에/JKB+는/JX
조선소를	조선소/NNG+를/JKO
지을	짓/VV+을/ETM
수	수/NNB
없다',	없/VA+다/EF+'/SS+,/SP
'연관	'/SS+연관/NNG
산업이	산업/NNG+이/JKS
없는	없/VA+는/ETM
곳에	곳/NNG+에/JKB
짓다니'….	짓/VV+다니/EF+'/SS+…/SE+./SF


# id : NWRW1800000022.109.5.1
못 하나에서부터 모든 원·부자재를 바깥에서 실어 와야 했다.

못	못/NNG
하나에서부터	하나/NR+에서부터/JKB
모든	모든/MMN
원·부자재를	원·부자재/NNG+를/JKO
바깥에서	바깥/NNG+에서/JKB
실어	싣/VV+어/EC
와야	오/VX+아야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.109.5.2
5월부터 11월까지 긴 우기(雨期) 동안 비가 내리니 용접·도장 같은 조선소의 핵심 공정을 할 수가 없고, 햇볕이 쨍쨍 내리쬐는 열대의 열기 속에서 거대한 쇳덩어리 위에 올라가기도 쉽지 않은 일이었다.

5월부터	5/SN+월/NNB+부터/JX
11월까지	11/SN+월/NNB+까지/JX
긴	길/VA+ㄴ/ETM
우기(雨期)	우기/NNG+(/SS+雨期/SH+)/SS
동안	동안/NNG
비가	비/NNG+가/JKS
내리니	내리/VV+니/EC
용접·도장	용접/NNG+·/SP+도장/NNG
같은	같/VA+은/ETM
조선소의	조선소/NNG+의/JKG
핵심	핵심/NNG
공정을	공정/NNG+을/JKO
할	하/VV+ㄹ/ETM
수가	수/NNB+가/JKS
없고,	없/VA+고/EC+,/SP
햇볕이	햇볕/NNG+이/JKS
쨍쨍	쨍쨍/MAG
내리쬐는	내리쬐/VV+는/ETM
열대의	열대/NNG+의/JKG
열기	열기/NNG
속에서	속/NNG+에서/JKB
거대한	거대/NNG+하/XSA+ㄴ/ETM
쇳덩어리	쇳덩어리/NNG
위에	위/NNG+에/JKB
올라가기도	올라가/VV+기/ETN+도/JX
쉽지	쉽/VA+지/EC
않은	않/VX+은/ETM
일이었다.	일/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.109.5.3
조선업이 뭔지 모르는 현지인들을 뽑아 교육을 해야 했다.

조선업이	조선업/NNG+이/JKS
뭔지	뭐/NP+이/VCP+ㄴ지/EC
모르는	모르/VV+는/ETM
현지인들을	현지인/NNG+들/XSN+을/JKO
뽑아	뽑/VV+아/EC
교육을	교육/NNG+을/JKO
해야	하/VV+아야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.109.6.1
◆필리핀 수비크 조선소 운영으로 대량 수주 가능해져

◆필리핀	◆/SW+필리핀/NNP
수비크	수비크/NNP
조선소	조선소/NNG
운영으로	운영/NNG+으로/JKB
대량	대량/NNG
수주	수주/NNG
가능해져	가능/NNG+하/XSA+아/EC+지/VX+어/EF


# id : NWRW1800000022.109.7.1
하지만 우려와 달리 수비크 조선소는 한진중공업이 펼치는 글로벌 전략의 전초 기지로 확고하게 자리 잡았다.

하지만	하지만/MAJ
우려와	우려/NNG+와/JKB
달리	달리/MAG
수비크	수비크/NNP
조선소는	조선소/NNG+는/JX
한진중공업이	한진중공업/NNP+이/JKS
펼치는	펼치/VV+는/ETM
글로벌	글로벌/NNG
전략의	전략/NNG+의/JKG
전초	전초/NNG
기지로	기지/NNG+로/JKB
확고하게	확고하/VA+게/EC
자리	자리/NNG
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.109.7.2
한진중공업은 수비크 조선소 건설을 추진한 지 18개월 만인 2007년 12월 대형 조선소를 완공했고, 지난해 7월에는 수비크에서 첫 번째 선박을 완벽히 건조했다.

한진중공업은	한진중공업/NNP+은/JX
수비크	수비크/NNP
조선소	조선소/NNG
건설을	건설/NNG+을/JKO
추진한	추진/NNG+하/XSV+ㄴ/ETM
지	지/NNB
18개월	18/SN+개월/NNB
만인	만/NNB+이/VCP+ㄴ/ETM
2007년	2007/SN+년/NNB
12월	12/SN+월/NNB
대형	대형/NNG
조선소를	조선소/NNG+를/JKO
완공했고,	완공/NNG+하/XSV+았/EP+고/EC+,/SP
지난해	지난해/NNG
7월에는	7/SN+월/NNB+에/JKB+는/JX
수비크에서	수비크/NNP+에서/JKB
첫	첫/MMN
번째	번/NNB+째/XSN
선박을	선박/NNG+을/JKO
완벽히	완벽히/MAG
건조했다.	건조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.109.7.3
26만여㎡(약 8만평) 규모의 부산 영도조선소의 울타리를 벗어나 세계적 조선소로 도약할 발판을 마련한 것이다.

26만여㎡(약	26/SN+만/NR+여/XSN+㎡/SW+(/SS+약/MMA
8만평)	8/SN+만/NR+평/NNB+)/SS
규모의	규모/NNG+의/JKG
부산	부산/NNP
영도조선소의	영도조선소/NNP+의/JKG
울타리를	울타리/NNG+를/JKO
벗어나	벗어나/VV+아/EC
세계적	세계/NNG+적/XSN
조선소로	조선소/NNG+로/JKB
도약할	도약/NNG+하/XSV+ㄹ/ETM
발판을	발판/NNG+을/JKO
마련한	마련/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.109.8.1
김동진 상무는 "부산 영도조선소의 연구개발(R&D) 기능과 집약된 기술을 바탕으로 수비크 조선소의 생산성과 기술력을 끌어올려 시너지 효과를 내고, 이를 통해 세계 최고 경쟁력을 갖춘 조선소로 키워나갈 것"이라고 말했다.

김동진	김동진/NNP
상무는	상무/NNG+는/JX
"부산	"/SS+부산/NNP
영도조선소의	영도조선소/NNP+의/JKG
연구개발(R&D)	연구/NNG+개발/NNG+(/SS+R/SL+&/SW+D/SL+)/SS
기능과	기능/NNG+과/JC
집약된	집약/NNG+되/XSV+ㄴ/ETM
기술을	기술/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
수비크	수비크/NNP
조선소의	조선소/NNG+의/JKG
생산성과	생산/NNG+성/XSN+과/JC
기술력을	기술력/NNG+을/JKO
끌어올려	끌어올리/VV+어/EC
시너지	시너지/NNG
효과를	효과/NNG+를/JKO
내고,	내/VV+고/EC+,/SP
이를	이/NP+를/JKO
통해	통하/VV+아/EC
세계	세계/NNG
최고	최고/NNG
경쟁력을	경쟁력/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
조선소로	조선소/NNG+로/JKB
키워나갈	키우/VV+어/EC+나가/VX+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.109.9.1
수비크 조선소에서 건조된 선박의 품질과 납기가 검증됨에 따라 한진중공업은 기존 영도조선소와 함께 다양한 선박의 대량 수주가 용이해졌다.

수비크	수비크/NNP
조선소에서	조선소/NNG+에서/JKB
건조된	건조/NNG+되/XSV+ㄴ/ETM
선박의	선박/NNG+의/JKG
품질과	품질/NNG+과/JC
납기가	납기/NNG+가/JKS
검증됨에	검증/NNG+되/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
한진중공업은	한진중공업/NNP+은/JX
기존	기존/NNG
영도조선소와	영도조선소/NNP+와/JKB
함께	함께/MAG
다양한	다양/NNG+하/XSA+ㄴ/ETM
대량	대량/NNG
수주가	수주/NNG+가/JKS
용이해졌다.	용이하/VA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000022.109.9.2
생산능력 확대로 그동안 영도조선소에서 건조했던 LNG선뿐 아니라 강점을 보여온 특수목적선 분야, 해양플랜트 설비에 이르기까지 본격적으로 영업 활동에 나설 수 있게 됐다.

생산능력	생산/NNG+능력/NNG
확대로	확대/NNG+로/JKB
그동안	그동안/NNG
영도조선소에서	영도조선소/NNP+에서/JKB
건조했던	건조/NNG+하/XSV+았/EP+던/ETM
LNG선뿐	LNG선/NNG+뿐/JX
아니라	아니/VCN+라/EC
강점을	강점/NNG+을/JKO
보여온	보이/VV+어/EC+오/VX+ㄴ/ETM
특수목적선	특수/NNG+목적선/NNG
분야,	분야/NNG+,/SP
해양플랜트	해양/NNG+플랜트/NNG
설비에	설비/NNG+에/JKB
이르기까지	이르/VV+기/ETN+까지/JX
본격적으로	본격/NNG+적/XSN+으로/JKB
영업	영업/NNG
활동에	활동/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.109.9.3
또한 초대형유조선을 비롯해 드릴십(수심이 깊거나 파도가 심해 고정된 구조물을 설치할 수 없는 해상에서 원유와 가스 시추작업을 수행할 수 있는 선박 형태의 시추설비) 등 규모가 큰 고부가가치 선박 건조도 가능해졌다.

또한	또한/MAG
초대형유조선을	초/XPN+대형/NNG+유조선/NNG+을/JKO
비롯해	비롯하/VV+아/EC
드릴십(수심이	드릴십/NNG+(/SS+수심/NNG+이/JKS
깊거나	깊/VA+거나/EC
파도가	파도/NNG+가/JKS
심해	심하/VA+아/EC
고정된	고정/NNG+되/XSV+ㄴ/ETM
구조물을	구조물/NNG+을/JKO
설치할	설치/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
해상에서	해상/NNG+에서/JKB
원유와	원유/NNG+와/JC
가스	가스/NNG
시추작업을	시추/NNG+작업/NNG+을/JKO
수행할	수행/NNG+하/XSV+ㄹ/ETM
있는	있/VA+는/ETM
선박	선박/NNG
형태의	형태/NNG+의/JKG
시추설비)	시추/NNG+설비/NNG+)/SS
등	등/NNB
규모가	규모/NNG+가/JKS
큰	크/VA+ㄴ/ETM
고부가가치	고/XPN+부가/NNG+가치/NNG
건조도	건조/NNG+도/JX
가능해졌다.	가능/NNG+하/XSA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000022.109.10.1
영도조선소가 극지 탐사용 쇄빙선을 비롯한 기술 중심의 특수 목적선 중심으로 운영된다면 수비크 조선소에서는 1만TEU(20피트짜리 컨테이너 1만개를 실을 수 있는 크기)급 이상 대형 컨테이너선, 벌크선(곡물·광물 등을 실어 나르는 일반 화물선) 등을 주로 건조한다.

영도조선소가	영도조선소/NNP+가/JKS
극지	극지/NNG
탐사용	탐사/NNG+용/XSN
쇄빙선을	쇄빙선/NNG+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
기술	기술/NNG
중심의	중심/NNG+의/JKG
특수	특수/NNG
목적선	목적선/NNG
중심으로	중심/NNG+으로/JKB
운영된다면	운영/NNG+되/XSV+ㄴ다면/EC
수비크	수비크/NNP
조선소에서는	조선소/NNG+에서/JKB+는/JX
1만TEU(20피트짜리	1/SN+만/NR+TEU/SL+(/SS+20/SN+피트/NNB+짜리/XSN
컨테이너	컨테이너/NNG
1만개를	1/SN+만/NR+개/NNB+를/JKO
실을	싣/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
크기)급	크기/NNG+)/SS+급/NNG
이상	이상/NNG
대형	대형/NNG
컨테이너선,	컨테이너선/NNG+,/SP
벌크선(곡물·광물	벌크선/NNG+(/SS+곡물/NNG+·/SP+광물/NNG
등을	등/NNB+을/JKO
실어	싣/VV+어/EC
나르는	나르/VV+는/ETM
일반	일반/NNG
화물선)	화물선/NNG+)/SS
주로	주로/MAG
건조한다.	건조/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.109.11.1
필리핀 정부는 한진중공업 덕분에 한국·중국·일본에 이은 세계 4위의 조선국이 될 수 있다는 기대에 부풀어 있다.

필리핀	필리핀/NNP
정부는	정부/NNG+는/JX
한진중공업	한진중공업/NNP
덕분에	덕분/NNG+에/JKB
한국·중국·일본에	한국/NNP+·/SP+중국/NNP+·/SP+일본/NNP+에/JKB
이은	잇/VV+은/ETM
세계	세계/NNG
4위의	4/SN+위/NNB+의/JKG
조선국이	조선국/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
기대에	기대/NNG+에/JKB
부풀어	부풀/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.109.12.1
◆'빅 싱크' 전략 바탕으로 글로벌 조선소로 도약

◆'빅	◆/SW+'/SS+빅/NNG
싱크'	싱크/NNG+'/SS
전략	전략/NNG
바탕으로	바탕/NNG+으로/JKB
글로벌	글로벌/NNG
조선소로	조선소/NNG+로/JKB
도약	도약/NNG


# id : NWRW1800000022.109.13.1
한진중공업이 수비크 조선소를 성공적으로 운영할 수 있었던 것은 그동안 세계 조선업계가 꿈도 꾸지 못했던 상상력을 발휘했기 때문에 가능했다.

한진중공업이	한진중공업/NNP+이/JKS
수비크	수비크/NNP
조선소를	조선소/NNG+를/JKO
성공적으로	성공/NNG+적/XSN+으로/JKB
운영할	운영/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었던	있/VA+었/EP+던/ETM
것은	것/NNB+은/JX
그동안	그동안/NNG
세계	세계/NNG
조선업계가	조선업/NNG+계/XSN+가/JKS
꿈도	꿈/NNG+도/JX
꾸지	꾸/VV+지/EC
못했던	못하/VX+았/EP+던/ETM
상상력을	상상력/NNG+을/JKO
발휘했기	발휘/NNG+하/XSV+았/EP+기/ETN
때문에	때문/NNB+에/JKB
가능했다.	가능/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000022.109.13.2
한진중공업은 긴 우기에 대비해 철판을 자르고, 가공하고, 도장하고, 용접하는 시설을 기다란 일관 실내 공정으로 해결하도록 공장을 지었다.

한진중공업은	한진중공업/NNP+은/JX
긴	길/VA+ㄴ/ETM
우기에	우기/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
철판을	철판/NNG+을/JKO
자르고,	자르/VV+고/EC+,/SP
가공하고,	가공/NNG+하/XSV+고/EC+,/SP
도장하고,	도장/NNG+하/XSV+고/EC+,/SP
용접하는	용접/NNG+하/XSV+는/ETM
시설을	시설/NNG+을/JKO
기다란	기다랗/VA+ㄴ/ETM
일관	일관/NNG
실내	실내/NNG
공정으로	공정/NNG+으로/JKB
해결하도록	해결/NNG+하/XSV+도록/EC
공장을	공장/NNG+을/JKO
지었다.	짓/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.109.13.3
그렇다고 독(dock·큰 배를 진수시키기 위해 만든 일종의 물웅덩이)까지 실내화할 수는 없었다.

그렇다고	그렇/VA+다고/EC
독(dock·큰	독/NNG+(/SS+dock/SL+·/SP+크/VA+ㄴ/ETM
배를	배/NNG+를/JKO
진수시키기	진수/NNG+시키/XSV+기/ETN
위해	위하/VV+아/EC
만든	만들/VV+ㄴ/ETM
일종의	일종/NNG+의/JKG
물웅덩이)까지	물웅덩이/NNG+)/SS+까지/JX
실내화할	실내/NNG+화/XSN+하/XSV+ㄹ/ETM
수는	수/NNB+는/JX
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000022.109.13.4
길이 370m에 폭이 100m가 넘는 거대한 독을 실내 경기장처럼 만들 수는 없었다.

길이	길이/NNG
370m에	370/SN+m/SW+에/JKB
폭이	폭/NNG+이/JKS
100m가	100/SN+m/SW+가/JKS
넘는	넘/VV+는/ETM
거대한	거대/NNG+하/XSA+ㄴ/ETM
독을	독/NNG+을/JKO
실내	실내/NNG
경기장처럼	경기장/NNG+처럼/JKB
만들	만들/VV+ㄹ/ETM
수는	수/NNB+는/JX
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000022.109.13.5
한진중공업은 앞뒤가 트인 집 모양의 철제 비가림시설을 만들어 독 내에 배치했다.

한진중공업은	한진중공업/NNP+은/JX
앞뒤가	앞뒤/NNG+가/JKS
트인	트이/VV+ㄴ/ETM
집	집/NNG
모양의	모양/NNG+의/JKG
철제	철제/NNG
비가림시설을	비가림/NNG+시설/NNG+을/JKO
만들어	만들/VV+어/EC
독	독/NNG
내에	내/NNB+에/JKB
배치했다.	배치/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.109.13.6
이를 작업이 이뤄지는 부분으로 옮겼다.

이를	이/NP+를/JKO
작업이	작업/NNG+이/JKS
이뤄지는	이뤄지/VV+는/ETM
부분으로	부분/NNG+으로/JKB
옮겼다.	옮기/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.109.13.7
작업이 이뤄지는 공간만 그때그때 '실내'로 만들 수 있게 한 것이다.

작업이	작업/NNG+이/JKS
이뤄지는	이뤄지/VV+는/ETM
공간만	공간/NNG+만/JX
그때그때	그때그때/MAG
'실내'로	'/SS+실내/NNG+'/SS+로/JKB
만들	만들/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
한	하/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.109.13.8
비 오는 날에도 독에서 용접·도장 작업을 마음대로 할 수 있게 됐다.

비	비/NNG
오는	오/VV+는/ETM
날에도	날/NNG+에/JKB+도/JX
독에서	독/NNG+에서/JKB
용접·도장	용접/NNG+·/SP+도장/NNG
작업을	작업/NNG+을/JKO
마음대로	마음대로/MAG
할	하/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.109.14.1
한진중공업은 최근 새로운 도전을 하고 있다.

한진중공업은	한진중공업/NNP+은/JX
최근	최근/NNG
새로운	새롭/VA+ㄴ/ETM
도전을	도전/NNG+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.109.14.2
기존의 철판절단·용접 등 공정별로 진행되던 생산 체제를 독 단위 생산구조로 바꾼 것이다.

기존의	기존/NNG+의/JKG
철판절단·용접	철판/NNG+절단/NNG+·/SP+용접/NNG
등	등/NNB
공정별로	공정/NNG+별/XSN+로/JKB
진행되던	진행/NNG+되/XSV+던/ETM
생산	생산/NNG
체제를	체제/NNG+를/JKO
독	독/NNG
단위	단위/NNG
생산구조로	생산/NNG+구조/NNG+로/JKB
바꾼	바꾸/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.109.14.3
회사 관계자는 "선박의 생산부터 인도에 이르기까지 전체 공정과 예산, 품질을 독 단위로 철저히 관리함으로써 건조 공정을 지키고 생산원가를 효율적으로 개선해 원가 경쟁력을 확보할 수 있게 됐다"며 "세계 조선사상 유례없는 혁신적인 생산구조 도입을 통해 글로벌 조선소로 한층 더 도약할 것"이라고 말했다.

회사	회사/NNG
관계자는	관계자/NNG+는/JX
"선박의	"/SS+선박/NNG+의/JKG
생산부터	생산/NNG+부터/JX
인도에	인도/NNG+에/JKB
이르기까지	이르/VV+기/ETN+까지/JX
전체	전체/NNG
공정과	공정/NNG+과/JC
예산,	예산/NNG+,/SP
품질을	품질/NNG+을/JKO
독	독/NNG
단위로	단위/NNG+로/JKB
철저히	철저히/MAG
관리함으로써	관리/NNG+하/XSV+ㅁ/ETN+으로써/JKB
건조	건조/NNG
공정을	공정/NNG+을/JKO
지키고	지키/VV+고/EC
생산원가를	생산/NNG+원가/NNG+를/JKO
효율적으로	효율/NNG+적/XSN+으로/JKB
개선해	개선/NNG+하/XSV+아/EC
원가	원가/NNG
경쟁력을	경쟁력/NNG+을/JKO
확보할	확보/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다"며	되/VV+었/EP+다/EF+"/SS+며/EC
"세계	"/SS+세계/NNG
조선사상	조선사/NNG+상/XSN
유례없는	유례없/VA+는/ETM
혁신적인	혁신/NNG+적/XSN+이/VCP+ㄴ/ETM
생산구조	생산/NNG+구조/NNG
도입을	도입/NNG+을/JKO
통해	통하/VV+아/EC
글로벌	글로벌/NNG
조선소로	조선소/NNG+로/JKB
한층	한층/MAG
더	더/MAG
도약할	도약/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


