# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.257
metadata : {}


# id : NWRW1800000045.257.1.1
[오늘과 내일/박성원]朴대통령, 문지방 돌덩이들을 어쩔 것인가

[오늘과	[/SS+오늘/NNG+과/JC
대통령은 이제 자신이 국정을 속속들이 전부 파악하고 있다고 확신하는데, 관료들은 개혁에 속도를 내지 않고 측근들의 스캔들과 집권층의 분열로 지지율이 꺾이기 시작한다.”

대통령은	대통령/NNG+은/JX
이제	이제/MAG
자신이	자신/NNG+이/JKS
국정을	국정/NNG+을/JKO
속속들이	속속들이/MAG
전부	전부/MAG
파악하고	파악/NNG+하/XSV+고/EC
있다고	있/VX+다고/EC
확신하는데,	확신/NNG+하/XSV+는데/EC+,/SP
관료들은	관료/NNG+들/XSN+은/JX
개혁에	개혁/NNG+에/JKB
속도를	속도/NNG+를/JKO
내지	내/VV+지/EC
않고	않/VX+고/EC
측근들의	측근/NNG+들/XSN+의/JKG
스캔들과	스캔들/NNG+과/JC
집권층의	집권/NNG+층/XSN+의/JKG
분열로	분열/NNG+로/JKB
지지율이	지지/NNG+율/XSN+이/JKS
꺾이기	꺾이/VV+기/ETN
시작한다.”	시작/NNG+하/XSV+ㄴ다/EF+./SF+”/SS


# id : NWRW1800000045.257.6.1
김대중 정권은 2000년 남북정상회담이라는 치적에도 정현준 진승현 이용호 게이트로 집권층의 부도덕성을 드러냈다.

김대중	김대중/NNP
정권은	정권/NNG+은/JX
2000년	2000/SN+년/NNB
남북정상회담이라는	남북/NNP+정상/NNG+회담/NNG+이/VCP+라는/ETM
치적에도	치적/NNG+에/JKB+도/JX
정현준	정현준/NNP
진승현	진승현/NNP
이용호	이용호/NNP
게이트로	게이트/NNG+로/JKB
집권층의	집권/NNG+층/XSN+의/JKG
부도덕성을	부/XPN+도덕/NNG+성/XSN+을/JKO
드러냈다.	드러내/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.257.6.2
노무현 정권은 2005년 연이은 부동산 대책에도 치솟는 부동산값을 잡지 못하고 대(大)연정을 추진하다 지지율이 급감했다.

노무현	노무현/NNP
정권은	정권/NNG+은/JX
2005년	2005/SN+년/NNB
연이은	연잇/VV+은/ETM
부동산	부동산/NNG
대책에도	대책/NNG+에/JKB+도/JX
치솟는	치솟/VV+는/ETM
부동산값을	부동산값/NNG+을/JKO
잡지	잡/VV+지/EC
못하고	못하/VX+고/EC
대(大)연정을	대/XPN+(/SS+大/SH+)/SS+연정/NNG+을/JKO
추진하다	추진/NNG+하/XSV+다/EC
지지율이	지지/NNG+율/XSN+이/JKS
급감했다.	급감/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.257.6.3
이명박 정권은 2010년 민간인 사찰로 드러난 영포라인 논란에 시달리고 세종시 수정안 부결 사태로 국정 동력이 꺾였다.

이명박	이명박/NNP
정권은	정권/NNG+은/JX
2010년	2010/SN+년/NNB
민간인	민간인/NNG
사찰로	사찰/NNG+로/JKB
드러난	드러나/VV+ㄴ/ETM
영포라인	영포/NNP+라인/NNG
논란에	논란/NNG+에/JKB
시달리고	시달리/VV+고/EC
세종시	세종시/NNP
수정안	수정안/NNG
부결	부결/NNG
사태로	사태/NNG+로/JKB
국정	국정/NNG
동력이	동력/NNG+이/JKS
꺾였다.	꺾이/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.257.7.1
박근혜 정권은 정윤회 동향 청와대 문건 사건 이후 지지층의 이탈 조짐과 당청 간, 친이·친박 간 갈등 속에 3년차를 맞고 있다.

박근혜	박근혜/NNP
정권은	정권/NNG+은/JX
정윤회	정윤회/NNP
동향	동향/NNG
청와대	청와대/NNP
문건	문건/NNG
사건	사건/NNG
이후	이후/NNG
지지층의	지지/NNG+층/XSN+의/JKG
이탈	이탈/NNG
조짐과	조짐/NNG+과/JC
당청	당청/NNG
간,	간/NNB+,/SP
친이·친박	친/XPN+이/NNP+·/SP+친/XPN+박/NNP
간	간/NNB
갈등	갈등/NNG
속에	속/NNG+에/JKB
3년차를	3/SN+년/NNB+차/NNB+를/JKO
맞고	맞/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.257.7.2
새정치민주연합이 2·8전당대회를 계기로 지도력 회복과 지지층 결집에 성공하고, 4·29 재·보선에서 새누리당이 3 대 0으로 전패할 경우, 박근혜 정부는 2005년 4·30 재·보선에서 23 대 0으로 참패한 후 극심한 내부 분열과 통치력 약화를 겪었던 노무현 정부의 전철을 밟지 말란 법이 없다.

새정치민주연합이	새정치민주연합/NNP+이/JKS
2·8전당대회를	2/SN+·/SP+8/SN+전당/NNG+대회/NNG+를/JKO
계기로	계기/NNG+로/JKB
지도력	지도력/NNG
회복과	회복/NNG+과/JC
지지층	지지/NNG+층/XSN
결집에	결집/NNG+에/JKB
성공하고,	성공/NNG+하/XSV+고/EC+,/SP
4·29	4/SN+·/SP+29/SN
재·보선에서	재·보선/NNG+에서/JKB
새누리당이	새누리당/NNP+이/JKS
3	3/SN
대	대/NNB
0으로	0/SN+으로/JKB
전패할	전패/NNG+하/XSV+ㄹ/ETM
경우,	경우/NNG+,/SP
박근혜	박근혜/NNP
정부는	정부/NNG+는/JX
2005년	2005/SN+년/NNB
4·30	4/SN+·/SP+30/SN
23	23/SN
참패한	참패/NNG+하/XSV+ㄴ/ETM
후	후/NNG
극심한	극심하/VA+ㄴ/ETM
내부	내부/NNG
분열과	분열/NNG+과/JC
통치력	통치력/NNG
약화를	약화/NNG+를/JKO
겪었던	겪/VV+었/EP+던/ETM
노무현	노무현/NNP
정부의	정부/NNG+의/JKG
전철을	전철/NNG+을/JKO
밟지	밟/VV+지/EC
말란	말/VX+란/ETM
법이	법/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000045.257.8.1
3년차 증후군을 피해갈 길이 없는 것은 아니다.

3년차	3/SN+년/NNB+차/NNB
증후군을	증후군/NNG+을/JKO
피해갈	피하/VV+아/EC+가/VX+ㄹ/ETM
길이	길/NNG+이/JKS
없는	없/VA+는/ETM
것은	것/NNB+은/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000045.257.8.2
박 대통령이 스스로를 청와대 관저에 가두고 보고서에 파묻혀 지새우는 바람에, 도와줄 의사가 있어도 소외된 우군들부터 불러 모으는 것이다.

박	박/NNP
대통령이	대통령/NNG+이/JKS
스스로를	스스로/NNG+를/JKO
청와대	청와대/NNP
관저에	관저/NNG+에/JKB
가두고	가두/VV+고/EC
보고서에	보고서/NNG+에/JKB
파묻혀	파묻히/VV+어/EC
지새우는	지새우/VV+는/ETM
바람에,	바람/NNB+에/JKB+,/SP
도와줄	도와주/VV+ㄹ/ETM
의사가	의사/NNG+가/JKS
있어도	있/VA+어도/EC
소외된	소외/NNG+되/XSV+ㄴ/ETM
우군들부터	우군/NNG+들/XSN+부터/JX
불러	부르/VV+어/EC
모으는	모으/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.257.8.3
명색이 여당 대표가 대통령과 정례회동은커녕 비서실장 면담을 요청해도 ‘정치적으로 묘한 시기여서 만나거나 전화 통화가 어렵다’며 딱지를 놓는 구조에서는 불가능한 일이다.

명색이	명색/NNG+이/JKS
여당	여당/NNG
대표가	대표/NNG+가/JKS
대통령과	대통령/NNG+과/JKB
정례회동은커녕	정례/NNG+회동/NNG+은커녕/JX
비서실장	비서실장/NNG
면담을	면담/NNG+을/JKO
요청해도	요청/NNG+하/XSV+아도/EC
‘정치적으로	‘/SS+정치/NNG+적/XSN+으로/JKB
묘한	묘하/VA+ㄴ/ETM
시기여서	시기/NNG+이/VCP+어서/EC
만나거나	만나/VV+거나/EC
전화	전화/NNG
통화가	통화/NNG+가/JKS
어렵다’며	어렵/VA+다/EF+’/SS+며/EC
딱지를	딱지/NNG+를/JKO
놓는	놓/VV+는/ETM
구조에서는	구조/NNG+에서/JKB+는/JX
불가능한	불/XPN+가능/NNG+하/XSA+ㄴ/ETM
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.257.8.4
입법부 수장이 ‘의장 공관에서 식사하며 국회와 소통하는 모습을 보여주면 어떻겠느냐’며 대통령 초청을 자청했는데도 대통령은 감감무소식이다.

입법부	입법부/NNG
수장이	수장/NNG+이/JKS
‘의장	‘/SS+의장/NNG
공관에서	공관/NNG+에서/JKB
식사하며	식사/NNG+하/XSV+며/EC
국회와	국회/NNG+와/JKB
소통하는	소통/NNG+하/XSV+는/ETM
모습을	모습/NNG+을/JKO
보여주면	보이/VV+어/EC+주/VX+면/EC
어떻겠느냐’며	어떻/VA+겠/EP+느냐/EF+’/SS+며/EC
대통령	대통령/NNG
초청을	초청/NNG+을/JKO
자청했는데도	자청/NNG+하/XSV+았/EP+는데/EC+도/JX
대통령은	대통령/NNG+은/JX
감감무소식이다.	감감무소식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.257.8.5
이러니 경제 활성화 법안의 조속한 처리를 강조한들 국민 대표들의 마음을 움직일 수 있겠는가.

이러니	이러/VV+니/EC
경제	경제/NNG
활성화	활성/NNG+화/XSN
법안의	법안/NNG+의/JKG
조속한	조속하/VA+ㄴ/ETM
처리를	처리/NNG+를/JKO
강조한들	강조/NNG+하/XSV+ㄴ들/EC
국민	국민/NNG
대표들의	대표/NNG+들/XSN+의/JKG
마음을	마음/NNG+을/JKO
움직일	움직이/VV+ㄹ/ETM
수	수/NNB
있겠는가.	있/VA+겠/EP+는가/EF+./SF


# id : NWRW1800000045.257.9.1
박 대통령이 소통을 잘해왔다는 스스로의 인식부터 바꾸지 않는다면 기초연금 문제로 면담을 요청하다 ‘응답 없음’에 좌절해 셀프 사퇴한 진영 전 보건복지부 장관이나 대통령의 국·과장 교체 지시에 비선실세 개입 의혹을 제기한 유진룡 전 문화체육관광부 장관, 국회 출석 지시에 항명한 김영한 전 민정수석 같은 이가 또 나타나지 않는다고 누가 장담할 수 있겠는가.

박	박/NNP
대통령이	대통령/NNG+이/JKS
소통을	소통/NNG+을/JKO
잘해왔다는	잘/MAG+하/XSV+아/EC+오/VX+았/EP+다는/ETM
스스로의	스스로/NNG+의/JKG
인식부터	인식/NNG+부터/JX
바꾸지	바꾸/VV+지/EC
않는다면	않/VX+는다면/EC
기초연금	기초/NNG+연금/NNG
문제로	문제/NNG+로/JKB
면담을	면담/NNG+을/JKO
요청하다	요청/NNG+하/XSV+다/EC
‘응답	‘/SS+응답/NNG
없음’에	없/VA+음/ETN+’/SS+에/JKB
좌절해	좌절/NNG+하/XSV+아/EC
셀프	셀프/NNG
사퇴한	사퇴/NNG+하/XSV+ㄴ/ETM
진영	진영/NNP
전	전/MMD
보건복지부	보건/NNG+복지부/NNG
장관이나	장관/NNG+이나/JC
대통령의	대통령/NNG+의/JKG
국·과장	국·과장/NNG
교체	교체/NNG
지시에	지시/NNG+에/JKB
비선실세	비선/NNG+실세/NNG
개입	개입/NNG
의혹을	의혹/NNG+을/JKO
제기한	제기/NNG+하/XSV+ㄴ/ETM
유진룡	유진룡/NNP
문화체육관광부	문화/NNG+체육/NNG+관광부/NNG
장관,	장관/NNG+,/SP
국회	국회/NNG
출석	출석/NNG
항명한	항명/NNG+하/XSV+ㄴ/ETM
김영한	김영한/NNP
민정수석	민정/NNG+수석/NNG
같은	같/VA+은/ETM
이가	이/NNB+가/JKS
또	또/MAG
나타나지	나타나/VV+지/EC
않는다고	않/VX+는다고/EC
누가	누구/NP+가/JKS
장담할	장담/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있겠는가.	있/VA+겠/EP+는가/EF+./SF


# id : NWRW1800000045.257.10.1
미국 빌 클린턴 전 대통령은 취임 2년간 아칸소 출신과 개인적 네트워크 안의 측근 위주로 국정을 운영하다 중간선거 참패 후 공화당원 출신의 딕 모리스를 비서실장으로 영입했다.

미국	미국/NNP
빌	빌/NNP
클린턴	클린턴/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
취임	취임/NNG
2년간	2/SN+년/NNB+간/XSN
아칸소	아칸소/NNP
출신과	출신/NNG+과/JC
개인적	개인/NNG+적/XSN
네트워크	네트워크/NNG
안의	안/NNG+의/JKG
측근	측근/NNG
위주로	위주/NNG+로/JKB
국정을	국정/NNG+을/JKO
운영하다	운영/NNG+하/XSV+다/EC
중간선거	중간/NNG+선거/NNG
참패	참패/NNG
후	후/NNG
공화당원	공화당원/NNG
출신의	출신/NNG+의/JKG
딕	딕/NNP
모리스를	모리스/NNP+를/JKO
비서실장으로	비서실장/NNG+으로/JKB
영입했다.	영입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.257.10.2
폐쇄적 측근정치에서 제도정치로 전환해 정책에 속도를 내고 재선도 성공할 수 있었던 것이다.

폐쇄적	폐쇄/NNG+적/XSN
측근정치에서	측근/NNG+정치/NNG+에서/JKB
제도정치로	제도/NNG+정치/NNG+로/JKB
전환해	전환/NNG+하/XSV+아/EC
정책에	정책/NNG+에/JKB
속도를	속도/NNG+를/JKO
내고	내/VV+고/EC
재선도	재선/NNG+도/JX
성공할	성공/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었던	있/VA+었/EP+던/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.257.10.3
‘십상시’니 ‘팔닭회’니 하는 문지방 위의 돌덩이들을 어찌해야 하는 것인지는 자명해 보인다.

‘십상시’니	‘/SS+십상시/NNG+’/SS+니/JC
‘팔닭회’니	‘/SS+팔닭회/NNP+’/SS+니/JC
하는	하/VX+는/ETM
문지방	문지방/NNG
위의	위/NNG+의/JKG
돌덩이들을	돌덩이/NNG+들/XSN+을/JKO
어찌해야	어찌/MAG+하/XSV+아야/EC
것인지는	것/NNB+이/VCP+ㄴ지/EF+는/JX
자명해	자명하/VA+아/EC
보인다.	보이/VV+ㄴ다/EF+./SF


