# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.359
metadata : {}


# id : NWRW1800000038.359.1.1
北, 美는 비방 안해… 美와 양자회담 노린 듯

北,	北/SH+,/SP
가능성이	가능/NNG+성/XSN+이/JKS
크다는	크/VA+다는/ETM
지적이	지적/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.359.9.2
이에 대해 정부 관계자는 "케리 장관이 한국과 중국에서 2005년 9·19 합의를 수차례 강조했다"며 "미국은 6자회담을 통해서 비핵화 원칙을 관철하기를 바라지, 양자회담을 대안으로 생각하지 않는다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
정부	정부/NNG
관계자는	관계자/NNG+는/JX
"케리	"/SS+케리/NNP
장관이	장관/NNG+이/JKS
한국과	한국/NNP+과/JC
중국에서	중국/NNP+에서/JKB
2005년	2005/SN+년/NNB
9·19	9/SN+·/SP+19/SN
합의를	합의/NNG+를/JKO
수차례	수차례/NNG
강조했다"며	강조/NNG+하/XSV+았/EP+다/EF+"/SS+며/EC
"미국은	"/SS+미국/NNP+은/JX
6자회담을	6/SN+자/NNB+회담/NNG+을/JKO
통해서	통하/VV+아서/EC
비핵화	비핵/NNG+화/XSN
원칙을	원칙/NNG+을/JKO
관철하기를	관철/NNG+하/XSV+기/ETN+를/JKO
바라지,	바라/VV+지/EC+,/SP
양자회담을	양자/NNG+회담/NNG+을/JKO
대안으로	대안/NNG+으로/JKB
생각하지	생각/NNG+하/XSV+지/EC
않는다"고	않/VX+는다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


