# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.344
metadata : {}


# id : NWRW1800000036.344.1.1
[한겨레 프리즘] 대통령이 답변하라 / 김규원

[한겨레	[/SS+한겨레/NNP
통과시켜야	통과/NNG+시키/XSV+어야/EC
할	하/VX+ㄹ/ETM
때	때/NNG
우연히(?)	우연히/MAG+(/SS+?/SF+)/SS
외국	외국/NNG
출장을	출장/NNG+을/JKO
떠난	떠나/VV+ㄴ/ETM
이명박	이명박/NNP
대통령을	대통령/NNG+을/JKO
대신해	대신/NNG+하/XSV+아/EC
그	그/MMD
십자가를	십자가/NNG+를/JKO
졌을	지/VV+었/EP+을/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.7.5
어찌 보면 그는 희생양이다.

어찌	어찌/MAG
보면	보/VV+면/EC
그는	그/NP+는/JX
희생양이다.	희생양/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.8.1
영국의 총리는 매주 의회에 나와서 현안에 대해 야당과 토론할 뿐 아니라, 중요한 일이 있으면 언제나 다우닝 거리 10번지의 총리 관저 앞에 나와 언론과 시민에게 자신의 의견을 직접 밝힌다.

영국의	영국/NNP+의/JKG
총리는	총리/NNG+는/JX
매주	매주/MAG
의회에	의회/NNG+에/JKB
나와서	나오/VV+아서/EC
현안에	현안/NNG+에/JKB
대해	대하/VV+아/EC
야당과	야당/NNG+과/JKB
토론할	토론/NNG+하/XSV+ㄹ/ETM
뿐	뿐/NNB
아니라,	아니/VCN+라/EC+,/SP
중요한	중요/NNG+하/XSA+ㄴ/ETM
일이	일/NNG+이/JKS
있으면	있/VA+으면/EC
언제나	언제나/MAG
다우닝	다우닝/NNP
거리	거리/NNG
10번지의	10/SN+번지/NNG+의/JKG
총리	총리/NNG
관저	관저/NNG
앞에	앞/NNG+에/JKB
나와	나오/VV+아/EC
언론과	언론/NNG+과/JC
시민에게	시민/NNG+에게/JKB
자신의	자신/NNG+의/JKG
의견을	의견/NNG+을/JKO
직접	직접/MAG
밝힌다.	밝히/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.8.2
심지어 캐머런 총리는 지난 14일 ‘전화 도청 사건’을 조사중인 ‘레비슨 조사위원회’에 나와 세간의 의혹을 받는 루퍼트 머독과의 친분과 머독의 비스카이비(BSkyB) 인수에 대해 직접 답변했다.

심지어	심지어/MAG
캐머런	캐머런/NNP
총리는	총리/NNG+는/JX
지난	지나/VV+ㄴ/ETM
14일	14/SN+일/NNB
‘전화	‘/SS+전화/NNG
도청	도청/NNG
사건’을	사건/NNG+’/SS+을/JKO
조사중인	조사/NNG+중/NNB+이/VCP+ㄴ/ETM
‘레비슨	‘/SS+레비슨/NNP
조사위원회’에	조사/NNG+위원회/NNG+’/SS+에/JKB
나와	나오/VV+아/EC
세간의	세간/NNG+의/JKG
의혹을	의혹/NNG+을/JKO
받는	받/VV+는/ETM
루퍼트	루퍼트/NNP
머독과의	머독/NNP+과/JKB+의/JKG
친분과	친분/NNG+과/JC
머독의	머독/NNP+의/JKG
비스카이비(BSkyB)	비스카이비/NNP+(/SS+BSkyB/SL+)/SS
인수에	인수/NNG+에/JKB
대해	대하/VV+아/EC
직접	직접/MAG
답변했다.	답변/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.344.9.1
영국의 총리가 주권자 앞에 겸손하게 행동하는 것은 아마도 영국이 세계에서 가장 오래되고 튼튼한 민주주의 나라이기 때문일 것이다.

영국의	영국/NNP+의/JKG
총리가	총리/NNG+가/JKS
주권자	주권자/NNG
앞에	앞/NNG+에/JKB
겸손하게	겸손/NNG+하/XSA+게/EC
행동하는	행동/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
아마도	아마도/MAG
영국이	영국/NNP+이/JKS
세계에서	세계/NNG+에서/JKB
가장	가장/MAG
오래되고	오래/MAG+되/XSA+고/EC
튼튼한	튼튼하/VA+ㄴ/ETM
민주주의	민주주의/NNG
나라이기	나라/NNG+이/VCP+기/ETN
때문일	때문/NNB+이/VCP+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.9.2
또 영국의 총리는 과거에 왕의 신하였고 지금도 형식적으로는 왕의 신하이기 때문에 겸손하게 행동하는 것이 몸에 밴 것 같기도 하다.

또	또/MAG
영국의	영국/NNP+의/JKG
총리는	총리/NNG+는/JX
과거에	과거/NNG+에/JKB
왕의	왕/NNG+의/JKG
신하였고	신하/NNG+이/VCP+었/EP+고/EC
지금도	지금/NNG+도/JX
형식적으로는	형식/NNG+적/XSN+으로/JKB+는/JX
신하이기	신하/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
겸손하게	겸손/NNG+하/XSA+게/EC
행동하는	행동/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
몸에	몸/NNG+에/JKB
밴	배/VV+ㄴ/ETM
것	것/NNB
같기도	같/VA+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000036.344.10.1
그에 비해 한국의 대통령은 너무나 주권자에게 외람되이 행동한다.

그에	그/NP+에/JKB
비해	비/NNG+하/XSV+아/EC
한국의	한국/NNP+의/JKG
대통령은	대통령/NNG+은/JX
너무나	너무나/MAG
주권자에게	주권자/NNG+에게/JKB
외람되이	외람되이/MAG
행동한다.	행동/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.10.2
특히 이명박 대통령은 주권자로부터 5년 동안 위임받는 권력을 자신의 사유물로 착각하는 듯하다.

특히	특히/MAG
이명박	이명박/NNP
대통령은	대통령/NNG+은/JX
주권자로부터	주권자/NNG+로부터/JKB
5년	5/SN+년/NNB
동안	동안/NNG
위임받는	위임/NNG+받/XSV+는/ETM
권력을	권력/NNG+을/JKO
자신의	자신/NNG+의/JKG
사유물로	사유물/NNG+로/JKB
착각하는	착각/NNG+하/XSV+는/ETM
듯하다.	듯/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000036.344.10.3
시민의 신하로서 시민의 뜻에 복종해야 하고, 모든 중요한 일을 시민의 대표 기구인 의회와 상의해 처리해야 한다는 민주주의의 기본을 모르는 것 같기도 하다.

시민의	시민/NNG+의/JKG
신하로서	신하/NNG+로서/JKB
뜻에	뜻/NNG+에/JKB
복종해야	복종/NNG+하/XSV+아야/EC
하고,	하/VX+고/EC+,/SP
모든	모든/MMN
중요한	중요/NNG+하/XSA+ㄴ/ETM
일을	일/NNG+을/JKO
대표	대표/NNG
기구인	기구/NNG+이/VCP+ㄴ/ETM
의회와	의회/NNG+와/JKB
상의해	상의/NNG+하/XSV+아/EC
처리해야	처리/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
민주주의의	민주주의/NNG+의/JKG
기본을	기본/NNG+을/JKO
모르는	모르/VV+는/ETM
것	것/NNB
같기도	같/VA+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000036.344.11.1
시민들은 이 대통령이 임기 말에 이런 군사협정을 몰래 맺거나 인천공항·고속철도를 무리하게 팔지 않기를 바란다.

시민들은	시민/NNG+들/XSN+은/JX
이	이/NNP
대통령이	대통령/NNG+이/JKS
임기	임기/NNG
말에	말/NNB+에/JKB
이런	이런/MMD
군사협정을	군사/NNG+협정/NNG+을/JKO
몰래	몰래/MAG
맺거나	맺/VV+거나/EC
인천공항·고속철도를	인천공항/NNP+·/SP+고속/NNG+철도/NNG+를/JKO
무리하게	무리/NNG+하/XSA+게/EC
팔지	팔/VV+지/EC
않기를	않/VX+기/ETN+를/JKO
바란다.	바라/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.11.2
또 이 대통령이 자신의 책임 아래 이뤄진 일에 대해 주권자에게 성의있게 답변하기를 바란다.

또	또/MAG
이	이/NNP
대통령이	대통령/NNG+이/JKS
자신의	자신/NNG+의/JKG
책임	책임/NNG
아래	아래/NNG
이뤄진	이뤄지/VV+ㄴ/ETM
일에	일/NNG+에/JKB
대해	대하/VV+아/EC
주권자에게	주권자/NNG+에게/JKB
성의있게	성의/NNG+있/VA+게/EC
답변하기를	답변/NNG+하/XSV+기/ETN+를/JKO
바란다.	바라/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.11.3
그게 주권자에게 신하가 갖춰야 하는 최소한의 예의라고 생각한다.

그게	그거/NP+이/JKS
주권자에게	주권자/NNG+에게/JKB
신하가	신하/NNG+가/JKS
갖춰야	갖추/VV+어야/EC
하는	하/VX+는/ETM
최소한의	최소한/NNG+의/JKG
예의라고	예의/NNG+이/VCP+라고/EC
생각한다.	생각/NNG+하/XSV+ㄴ다/EF+./SF


