# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.37
metadata : {}


# id : NWRW1800000056.37.1.1
[단독] 삼성웰스토리 민주노조, 조합원 다수노조 지위 확보

[단독]	[/SS+단독/NNG+]/SS
5일 삼성웰스토리와 노조에 따르면, 단체급식업을 하는 웰스토리(대표 김봉영)는 지난 1일 단체교섭을 요구한 금속노조 산하 민주노조와 한국노총 산하 노조에 대해 ‘단체교섭 요구노조 통지’를 하면서, 민주노조가 조합원 다수노조임을 공식 확인했다.

5일	5/SN+일/NNB
삼성웰스토리와	삼성웰스토리/NNP+와/JC
노조에	노조/NNG+에/JKB
따르면,	따르/VV+면/EC+,/SP
단체급식업을	단체/NNG+급식업/NNG+을/JKO
하는	하/VV+는/ETM
웰스토리(대표	웰스토리/NNP+(/SS+대표/NNG
김봉영)는	김봉영/NNP+)/SS+는/JX
지난	지나/VV+ㄴ/ETM
1일	1/SN+일/NNB
단체교섭을	단체/NNG+교섭/NNG+을/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
금속노조	금속노조/NNP
산하	산하/NNG
민주노조와	민주노조/NNP+와/JC
한국노총	한국노총/NNP
대해	대하/VV+아/EC
‘단체교섭	‘/SS+단체/NNG+교섭/NNG
요구노조	요구/NNG+노조/NNG
통지’를	통지/NNG+’/SS+를/JKO
하면서,	하/VV+면서/EC+,/SP
민주노조가	민주노조/NNP+가/JKS
조합원	조합원/NNG
다수노조임을	다수/NNG+노조/NNG+이/VCP+ㅁ/ETN+을/JKO
공식	공식/NNG
확인했다.	확인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.37.7.2
회사는 “법에 정해진 절차에 따라 금속노조 산하 노조의 조합원이 64명으로, 한국노총 산하 노조의 45명보다 19명(42%)이 많다고 공고했다”고 밝혔다.

회사는	회사/NNG+는/JX
“법에	“/SS+법/NNG+에/JKB
정해진	정하/VV+아/EC+지/VX+ㄴ/ETM
절차에	절차/NNG+에/JKB
따라	따르/VV+아/EC
금속노조	금속노조/NNP
산하	산하/NNG
노조의	노조/NNG+의/JKG
조합원이	조합원/NNG+이/JKS
64명으로,	64/SN+명/NNB+으로/JKB+,/SP
한국노총	한국노총/NNP
45명보다	45/SN+명/NNB+보다/JKB
19명(42%)이	19/SN+명/NNB+(/SS+42/SN+%/SW+)/SS+이/JKS
많다고	많/VA+다고/EC
공고했다”고	공고/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.37.7.3
민주노조는 지난 4월 설립됐다.

민주노조는	민주노조/NNP+는/JX
지난	지나/VV+ㄴ/ETM
4월	4/SN+월/NNB
설립됐다.	설립/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.37.8.1
현행 노조법은 노조가 2개 이상인 경우 회사는 단체교섭을 요구하는 노조를 공고해 조합원 수가 가장 많은 다수노조를 확인해야 한다.

현행	현행/NNG
노조법은	노조법/NNG+은/JX
노조가	노조/NNG+가/JKS
2개	2/SN+개/NNB
이상인	이상/NNG+이/VCP+ㄴ/ETM
경우	경우/NNG
회사는	회사/NNG+는/JX
단체교섭을	단체/NNG+교섭/NNG+을/JKO
요구하는	요구/NNG+하/XSV+는/ETM
노조를	노조/NNG+를/JKO
공고해	공고/NNG+하/XSV+아/EC
조합원	조합원/NNG
수가	수/NNG+가/JKS
가장	가장/MAG
많은	많/VA+은/ETM
다수노조를	다수/NNG+노조/NNG+를/JKO
확인해야	확인/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000056.37.8.2
이후 다수노조와 소수노조는 2주일간 자율교섭을 하는데, 다수노조는 단독으로 단체교섭권을 행사하거나 소수노조와 창구단일화를 하는 방안 중에서 하나를 선택할 수 있다.

이후	이후/NNG
다수노조와	다수/NNG+노조/NNG+와/JC
소수노조는	소수/NNG+노조/NNG+는/JX
2주일간	2/SN+주일/NNB+간/XSN
자율교섭을	자율/NNG+교섭/NNG+을/JKO
하는데,	하/VV+는데/EC+,/SP
다수노조는	다수/NNG+노조/NNG+는/JX
단독으로	단독/NNG+으로/JKB
단체교섭권을	단체/NNG+교섭/NNG+권/XSN+을/JKO
행사하거나	행사/NNG+하/XSV+거나/EC
소수노조와	소수/NNG+노조/NNG+와/JC
창구단일화를	창구/NNG+단일/NNG+화/XSN+를/JKO
하는	하/VV+는/ETM
방안	방안/NNG
중에서	중/NNB+에서/JKB
하나를	하나/NR+를/JKO
선택할	선택/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000056.37.9.1
임원위 민주노조 지회장은 “단체교섭을 단독으로 할 계획”이라고 밝혔다.

임원위	임원위/NNP
민주노조	민주노조/NNP
지회장은	지회장/NNG+은/JX
“단체교섭을	“/SS+단체/NNG+교섭/NNG+을/JKO
단독으로	단독/NNG+으로/JKB
할	하/VV+ㄹ/ETM
계획”이라고	계획/NNG+”/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.37.9.2
이에 따라 이르면 이달 안에 삼성에서는 처음으로 회사와 민주노조 간에 임금 등 단체협약을 체결하기 위한 교섭이 시작될 전망이다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
이르면	이르/VV+면/EC
이달	이달/NNG
안에	안/NNG+에/JKB
삼성에서는	삼성/NNP+에서/JKB+는/JX
처음으로	처음/NNG+으로/JKB
회사와	회사/NNG+와/JC
민주노조	민주노조/NNP
간에	간/NNB+에/JKB
임금	임금/NNG
등	등/NNB
단체협약을	단체/NNG+협약/NNG+을/JKO
체결하기	체결/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
교섭이	교섭/NNG+이/JKS
시작될	시작/NNG+되/XSV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.37.9.3
박동진 금속노조 경기지회 조직부장은 “그동안 일부 삼성 계열사에 민주노조가 설립됐으나, 회사의 조직적 방해로 큰 어려움을 겪다보니, 다수노조의 지위를 얻어 회사와 단체교섭을 하게 된 것은 웰스토리가 처음”이라고 큰 의미를 부여했다.

박동진	박동진/NNP
금속노조	금속노조/NNP
경기지회	경기/NNP+지회/NNG
조직부장은	조직/NNG+부장/NNG+은/JX
“그동안	“/SS+그동안/NNG
일부	일부/NNG
삼성	삼성/NNP
계열사에	계열사/NNG+에/JKB
민주노조가	민주노조/NNP+가/JKS
설립됐으나,	설립/NNG+되/XSV+었/EP+으나/EC+,/SP
회사의	회사/NNG+의/JKG
조직적	조직/NNG+적/XSN
방해로	방해/NNG+로/JKB
큰	크/VA+ㄴ/ETM
어려움을	어려움/NNG+을/JKO
겪다보니,	겪/VV+다/EC+보/VX+니/EC+,/SP
다수노조의	다수/NNG+노조/NNG+의/JKG
지위를	지위/NNG+를/JKO
얻어	얻/VV+어/EC
회사와	회사/NNG+와/JKB
단체교섭을	단체/NNG+교섭/NNG+을/JKO
하게	하/VV+게/EC
된	되/VV+ㄴ/ETM
것은	것/NNB+은/JX
웰스토리가	웰스토리/NNP+가/JKS
처음”이라고	처음/NNG+”/SS+이라고/JKQ
의미를	의미/NNG+를/JKO
부여했다.	부여/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.37.9.4
삼성물산에도 금속노조 산하 민주노조가 설립됐으나 친회사 성향의 노조보다 조합원이 적다.

삼성물산에도	삼성물산/NNP+에/JKB+도/JX
금속노조	금속노조/NNP
산하	산하/NNG
민주노조가	민주노조/NNP+가/JKS
설립됐으나	설립/NNG+되/XSV+었/EP+으나/EC
친회사	친/XPN+회사/NNG
성향의	성향/NNG+의/JKG
노조보다	노조/NNG+보다/JKB
조합원이	조합원/NNG+이/JKS
적다.	적/VA+다/EF+./SF


# id : NWRW1800000056.37.9.5
또 금속노조 산하 삼성전자서비스 지회는 조합원이 하청업체 수리기사들이다.

또	또/MAG
금속노조	금속노조/NNP
산하	산하/NNG
삼성전자서비스	삼성전자서비스/NNP
지회는	지회/NNG+는/JX
조합원이	조합원/NNG+이/JKS
하청업체	하청/NNG+업체/NNG
수리기사들이다.	수리/NNG+기사/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000056.37.10.1
민주노조는 단체협상에서 내년도 임금을 최소 올해 최저임금 인상률(16.4%) 이상으로 올리는 노력을 할 계획이다.

민주노조는	민주노조/NNP+는/JX
단체협상에서	단체/NNG+협상/NNG+에서/JKB
내년도	내년도/NNG
임금을	임금/NNG+을/JKO
최소	최소/NNG
올해	올해/NNG
최저임금	최저/NNG+임금/NNG
인상률(16.4%)	인상/NNG+률/XSN+(/SS+16/SN+./SP+4/SN+%/SW+)/SS
이상으로	이상/NNG+으로/JKB
올리는	올리/VV+는/ETM
노력을	노력/NNG+을/JKO
할	하/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.37.10.2
임원위 지회장은 “파견업체에서 본사 소속으로 전환된 무기계약직 조리사가 3~4천명 정도인데 1년을 일했든 10년을 일했든 모두 시간당 임금이 최저임금이어서 월급이 130만원 정도이고, 월 50~60시간의 잔업을 추가해도 200만원 밖에 안된다”면서 “원래 본사 소속인 조리사의 연봉도 사원급이 2400만원, 10년차(주임 또는 대리)도 3300만원에 불과하다”고 털어놨다.

임원위	임원위/NNP
지회장은	지회장/NNG+은/JX
“파견업체에서	“/SS+파견/NNG+업체/NNG+에서/JKB
본사	본사/NNG
소속으로	소속/NNG+으로/JKB
전환된	전환/NNG+되/XSV+ㄴ/ETM
무기계약직	무기/NNG+계약직/NNG
조리사가	조리사/NNG+가/JKS
3~4천명	3/SN+~/SO+4/SN+천/NR+명/NNB
정도인데	정도/NNG+이/VCP+ㄴ데/EC
1년을	1/SN+년/NNB+을/JKO
일했든	일/NNG+하/XSV+았/EP+든/EC
10년을	10/SN+년/NNB+을/JKO
모두	모두/MAG
시간당	시간/NNG+당/XSN
임금이	임금/NNG+이/JKS
최저임금이어서	최저/NNG+임금/NNG+이/VCP+어서/EC
월급이	월급/NNG+이/JKS
130만원	130/SN+만/NR+원/NNB
정도이고,	정도/NNG+이/VCP+고/EC+,/SP
월	월/NNG
50~60시간의	50/SN+~/SO+60/SN+시간/NNB+의/JKG
잔업을	잔업/NNG+을/JKO
추가해도	추가/NNG+하/XSV+아도/EC
200만원	200/SN+만/NR+원/NNB
밖에	밖에/JX
안된다”면서	안/MAG+되/XSV+ㄴ다/EF+”/SS+면서/EC
“원래	“/SS+원래/MAG
소속인	소속/NNG+이/VCP+ㄴ/ETM
조리사의	조리사/NNG+의/JKG
연봉도	연봉/NNG+도/JX
사원급이	사원급/NNG+이/JKS
2400만원,	2400/SN+만/NR+원/NNB+,/SP
10년차(주임	10/SN+년/NNB+차/NNB+(/SS+주임/NNG
또는	또는/MAG
대리)도	대리/NNG+)/SS+도/JX
3300만원에	3300/SN+만/NR+원/NNB+에/JKB
불과하다”고	불과/MAG+하/XSA+다/EF+”/SS+고/JKQ
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.37.10.3
민주노조가 단체협상에서 임금인상 성과를 거둘 경우 가입 조합원이 크게 늘어날 가능성도 있다.

민주노조가	민주노조/NNP+가/JKS
단체협상에서	단체/NNG+협상/NNG+에서/JKB
임금인상	임금/NNG+인상/NNG
성과를	성과/NNG+를/JKO
거둘	거두/VV+ㄹ/ETM
경우	경우/NNG
가입	가입/NNG
조합원이	조합원/NNG+이/JKS
크게	크/VA+게/EC
늘어날	늘어나/VV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000056.37.10.4
웰스토리에서 일하는 근로자는 파견업체를 포함해 모두 1만2천여명에 달한다.

웰스토리에서	웰스토리/NNP+에서/JKB
일하는	일/NNG+하/XSV+는/ETM
근로자는	근로자/NNG+는/JX
파견업체를	파견/NNG+업체/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
모두	모두/MAG
1만2천여명에	1/SN+만/NR+2/SN+천/NR+여/XSN+명/NNB+에/JKB
달한다.	달하/VV+ㄴ다/EF+./SF


