# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.314
metadata : {}


# id : NWRW1800000040.314.1.1
[한겨레 프리즘] 고척돔과 진해구장 / 김양희

[한겨레	[/SS+한겨레/NNP
사용하게	사용/NNG+하/XSV+게/EC
될	되/VV+ㄹ/ETM
엔씨의	엔씨/NNP+의/JKG
요구를	요구/NNG+를/JKO
묵살한	묵살/NNG+하/XSV+ㄴ/ETM
채	채/NNB
신축	신축/NNG
야구장을	야구장/NNG+을/JKO
인구	인구/NNG
18만명인	18/SN+만/NR+명/NNB+이/VCP+ㄴ/ETM
옛	옛/MMA
진해에	진해/NNP+에/JKB
짓기로	짓/VV+기/ETN+로/JKB
지난달	지난달/NNG
말	말/NNB
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.314.4.3
창원에 51만명, 마산에 41만명이 사는데도, 선택은 중심 지역이 아닌 진해 옛 육군대학 부지다.

창원에	창원/NNP+에/JKB
51만명,	51/SN+만/NR+명/NNB+,/SP
마산에	마산/NNP+에/JKB
41만명이	41/SN+만/NR+명/NNB+이/JKS
사는데도,	살/VV+는데/EC+도/JX+,/SP
선택은	선택/NNG+은/JX
중심	중심/NNG
지역이	지역/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
진해	진해/NNP
옛	옛/MMA
육군대학	육군대학/NNP
부지다.	부지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.5.1
옛 육군대학 부지는 야구장 위치 선정 타당성 조사에서 34곳 중 11위에 머문 곳이다.

옛	옛/MMA
육군대학	육군대학/NNP
부지는	부지/NNG+는/JX
야구장	야구장/NNG
위치	위치/NNG
선정	선정/NNG
타당성	타당성/NNG
조사에서	조사/NNG+에서/JKB
34곳	34/SN+곳/NNG
중	중/NNB
11위에	11/SN+위/NNB+에/JKB
머문	머물/VV+ㄴ/ETM
곳이다.	곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.5.2
시장성은 물론 접근성까지 떨어진다.

시장성은	시장/NNG+성/XSN+은/JX
물론	물론/MAG
접근성까지	접근/NNG+성/XSN+까지/JX
떨어진다.	떨어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.314.5.3
마산·창원에서 진해로 들어서려면 터널을 통과해야 하는데 이곳이 상습 정체 구간이라서 평소에도 30분 이상 소요되고 퇴근시간까지 맞물리면 1시간 넘게 걸린다.

마산·창원에서	마산/NNP+·/SP+창원/NNP+에서/JKB
진해로	진해/NNP+로/JKB
들어서려면	들어서/VV+려면/EC
터널을	터널/NNG+을/JKO
통과해야	통과/NNG+하/XSV+아야/EC
하는데	하/VX+는데/EC
이곳이	이곳/NP+이/JKS
상습	상습/NNG
정체	정체/NNG
구간이라서	구간/NNG+이/VCP+라서/EC
평소에도	평소/NNG+에/JKB+도/JX
30분	30/SN+분/NNB
이상	이상/NNG
소요되고	소요/NNG+되/XSV+고/EC
퇴근시간까지	퇴근/NNG+시간/NNG+까지/JX
맞물리면	맞물리/VV+면/EC
1시간	1/SN+시간/NNB
넘게	넘/VV+게/EC
걸린다.	걸리/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.314.5.4
안방 팬들조차 대중교통을 통한 접근이 어려워 평일 관중이 2000명밖에 안 될 것이라는 비관적인 전망마저 나온다.

안방	안방/NNG
팬들조차	팬/NNG+들/XSN+조차/JX
대중교통을	대중교통/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
접근이	접근/NNG+이/JKS
어려워	어렵/VA+어/EC
평일	평일/NNG
관중이	관중/NNG+이/JKS
2000명밖에	2000/SN+명/NNB+밖에/JX
안	안/MAG
될	되/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
비관적인	비관/NNG+적/XSN+이/VCP+ㄴ/ETM
전망마저	전망/NNG+마저/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.314.5.5
야구단 수입의 절반 이상을 차지하는 관중수입을 장담할 수 없게 되는 셈이다.

야구단	야구단/NNG
수입의	수입/NNG+의/JKG
절반	절반/NNG
이상을	이상/NNG+을/JKO
차지하는	차지/NNG+하/XSV+는/ETM
관중수입을	관중/NNG+수입/NNG+을/JKO
장담할	장담/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없게	없/VA+게/EC
되는	되/VV+는/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.5.6
엔씨가 반발하는 가장 큰 이유다.

엔씨가	엔씨/NNP+가/JKS
반발하는	반발/NNG+하/XSV+는/ETM
가장	가장/MAG
큰	크/VA+ㄴ/ETM
이유다.	이유/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.6.1
2016년 3월 완공을 목표로 한국야구위원회(KBO)에 납부한 100억원의 예치금은 차후 문제다.

2016년	2016/SN+년/NNB
3월	3/SN+월/NNB
완공을	완공/NNG+을/JKO
목표로	목표/NNG+로/JKB
한국야구위원회(KBO)에	한국야구위원회/NNP+(/SS+KBO/SL+)/SS+에/JKB
납부한	납부/NNG+하/XSV+ㄴ/ETM
100억원의	100/SN+억/NR+원/NNB+의/JKG
예치금은	예치금/NNG+은/JX
차후	차후/NNG
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.6.2
홈구장 입지 조건은 엄청난 경기장 투자 비용을 고려할 때 신중하게 따져야 하는 사안이다.

홈구장	홈구장/NNG
입지	입지/NNG
조건은	조건/NNG+은/JX
엄청난	엄청나/VA+ㄴ/ETM
경기장	경기장/NNG
투자	투자/NNG
비용을	비용/NNG+을/JKO
고려할	고려/NNG+하/XSV+ㄹ/ETM
때	때/NNG
신중하게	신중/NNG+하/XSA+게/EC
따져야	따지/VV+어야/EC
하는	하/VX+는/ETM
사안이다.	사안/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.6.3
창원시는 차차 교통망을 확충하겠다고 하지만, 그렇다 하더라도 야구장 주변의 ‘절대 인구수’라는 필요충분조건은 채워지지 않는다.

창원시는	창원시/NNP+는/JX
차차	차차/MAG
교통망을	교통망/NNG+을/JKO
확충하겠다고	확충/NNG+하/XSV+겠/EP+다고/EC
하지만,	하/VV+지만/EC+,/SP
그렇다	그렇/VA+다/EC
하더라도	하/VV+더라도/EC
야구장	야구장/NNG
주변의	주변/NNG+의/JKG
‘절대	‘/SS+절대/NNG
인구수’라는	인구수/NNG+’/SS+이/VCP+라는/ETM
필요충분조건은	필요충분조건/NNG+은/JX
채워지지	채우/VV+어/EC+지/VX+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000040.314.6.4
그래서 1500억원의 사업비가 드는 진해구장이 창원시의 약속대로 2016년에 지어지더라도 엔씨의 홈구장으로는 부적합할 수밖에 없다.

그래서	그래서/MAJ
1500억원의	1500/SN+억/NR+원/NNB+의/JKG
사업비가	사업비/NNG+가/JKS
드는	들/VV+는/ETM
진해구장이	진해구장/NNP+이/JKS
창원시의	창원시/NNP+의/JKG
약속대로	약속/NNG+대로/JX
2016년에	2016/SN+년/NNB+에/JKB
지어지더라도	짓/VV+어/EC+지/VX+더라도/EC
엔씨의	엔씨/NNP+의/JKG
홈구장으로는	홈구장/NNG+으로/JKB+는/JX
부적합할	부/XPN+적합/NNG+하/XSA+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.314.6.5
2015년까지 엔씨가 사용할 마산야구장의 규모는 1만4000석 정도밖에 안 된다.

2015년까지	2015/SN+년/NNB+까지/JX
엔씨가	엔씨/NNP+가/JKS
사용할	사용/NNG+하/XSV+ㄹ/ETM
마산야구장의	마산야구장/NNP+의/JKG
규모는	규모/NNG+는/JX
1만4000석	1/SN+만/NR+4000/SN+석/NNB
정도밖에	정도/NNG+밖에/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.314.6.6
창원시는 뒤늦게 ‘홈구장 2개’ 논리로 각 구장의 약점을 포장하고 나섰으나 스스로 신축 구장의 문제점을 인정하는 게 됐다.

창원시는	창원시/NNP+는/JX
뒤늦게	뒤늦/VA+게/EC
‘홈구장	‘/SS+홈구장/NNG
2개’	2/SN+개/NNB+’/SS
논리로	논리/NNG+로/JKB
각	각/MMD
구장의	구장/NNG+의/JKG
약점을	약점/NNG+을/JKO
포장하고	포장/NNG+하/XSV+고/EC
나섰으나	나서/VV+었/EP+으나/EC
스스로	스스로/MAG
신축	신축/NNG
문제점을	문제점/NNG+을/JKO
인정하는	인정/NNG+하/XSV+는/ETM
게	거/NNB+이/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.314.7.1
스포츠 구단은 자생력이 없으면 모그룹이 흔들릴 때 기로에 선다.

스포츠	스포츠/NNG
구단은	구단/NNG+은/JX
자생력이	자생력/NNG+이/JKS
없으면	없/VA+으면/EC
모그룹이	모그룹/NNG+이/JKS
흔들릴	흔들리/VV+ㄹ/ETM
때	때/NNG
기로에	기로/NNG+에/JKB
선다.	서/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.314.7.2
쌍방울 레이더스와 현대 유니콘스가 사라진 것도 자생력이 취약했던 탓이 크다.

쌍방울	쌍방울/NNP
레이더스와	레이더스/NNP+와/JC
현대	현대/NNP
유니콘스가	유니콘스/NNP+가/JKS
사라진	사라지/VV+ㄴ/ETM
것도	것/NNB+도/JX
자생력이	자생력/NNG+이/JKS
취약했던	취약/NNG+하/XSA+았/EP+던/ETM
탓이	탓/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000040.314.7.3
프로 구단의 미래는 지속가능해야 하고, 지속가능성을 높여주는 것은 관중 수와 흥행성이다.

프로	프로/NNG
구단의	구단/NNG+의/JKG
미래는	미래/NNG+는/JX
지속가능해야	지속/NNG+가능/NNG+하/XSA+아야/EC
하고,	하/VX+고/EC+,/SP
지속가능성을	지속/NNG+가능/NNG+성/XSN+을/JKO
높여주는	높이/VV+어/EC+주/VX+는/ETM
것은	것/NNB+은/JX
관중	관중/NNG
수와	수/NNG+와/JC
흥행성이다.	흥행/NNG+성/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.7.4
바로 그 흥행을 보장해주는 핵심 요소가 구장의 위치다.

바로	바로/MAG
그	그/MMD
흥행을	흥행/NNG+을/JKO
보장해주는	보장/NNG+하/XSV+아/EC+주/VX+는/ETM
핵심	핵심/NNG
요소가	요소/NNG+가/JKS
구장의	구장/NNG+의/JKG
위치다.	위치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.314.7.5
미국프로야구 탬파베이 레이스만 봐도 그렇다.

미국프로야구	미국/NNP+프로/NNG+야구/NNG
탬파베이	탬파베이/NNP
레이스만	레이스/NNP+만/JX
봐도	보/VV+아도/EC
그렇다.	그렇/VA+다/EF+./SF


# id : NWRW1800000040.314.7.6
1998년 창단한 막내 구단 탬파베이는 최근 몇년 동안 괜찮은 성적을 냈지만 홈구장 접근성이 떨어져 평균 관중이 2만명을 밑돌 때가 많다.

1998년	1998/SN+년/NNB
창단한	창단/NNG+하/XSV+ㄴ/ETM
막내	막내/NNG
구단	구단/NNG
탬파베이는	탬파베이/NNP+는/JX
최근	최근/NNG
몇년	몇/NR+년/NNB
동안	동안/NNG
괜찮은	괜찮/VA+은/ETM
성적을	성적/NNG+을/JKO
냈지만	내/VV+었/EP+지만/EC
홈구장	홈구장/NNG
접근성이	접근/NNG+성/XSN+이/JKS
떨어져	떨어지/VV+어/EC
평균	평균/NNG
관중이	관중/NNG+이/JKS
2만명을	2/SN+만/NR+명/NNB+을/JKO
밑돌	밑돌/VV+ㄹ/ETM
때가	때/NNG+가/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000040.314.7.7
다른 구단의 절반밖에 안 되는 입장수입에 탬파베이는 한때 연고지 이전까지 고민했으며, 결국 홈구장을 도심으로 옮기기로 했다.

다른	다른/MMD
구단의	구단/NNG+의/JKG
절반밖에	절반/NNG+밖에/JX
안	안/MAG
되는	되/VV+는/ETM
입장수입에	입장/NNG+수입/NNG+에/JKB
탬파베이는	탬파베이/NNP+는/JX
한때	한때/MAG
연고지	연고지/NNG
이전까지	이전/NNG+까지/JX
고민했으며,	고민/NNG+하/XSV+았/EP+으며/EC+,/SP
결국	결국/MAG
홈구장을	홈구장/NNG+을/JKO
도심으로	도심/NNG+으로/JKB
옮기기로	옮기/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.314.8.1
지자체가 눈과 귀를 막고 입을 닫으면 귀중한 세금이 낭비될 수 있다.

지자체가	지자체/NNG+가/JKS
눈과	눈/NNG+과/JC
귀를	귀/NNG+를/JKO
막고	막/VV+고/EC
입을	입/NNG+을/JKO
닫으면	닫/VV+으면/EC
귀중한	귀중하/VA+ㄴ/ETM
세금이	세금/NNG+이/JKS
낭비될	낭비/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.314.8.2
불통이 만들어낸 1000억원대 애물단지가 아니라 소통이 만들어낸 스포츠의 미래를 보고 싶다.

불통이	불통/NNG+이/JKS
만들어낸	만들/VV+어/EC+내/VX+ㄴ/ETM
1000억원대	1000/SN+억/NR+원/NNB+대/XSN
애물단지가	애물단지/NNG+가/JKC
아니라	아니/VCN+라/EC
소통이	소통/NNG+이/JKS
스포츠의	스포츠/NNG+의/JKG
미래를	미래/NNG+를/JKO
보고	보/VV+고/EC
싶다.	싶/VX+다/EF+./SF


