# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.320
metadata : {}


# id : NWRW1800000029.320.1.1
[오늘과 내일] 오바마가 김정일에게 해야 할 말

[오늘과	[/SS+오늘/NNG+과/JC
남북	남북/NNP
접촉	접촉/NNG


# id : NWRW1800000029.320.4.1
북한은 7월의 절반을 남한에 대한 적대감을 끌어올리기 위해 보냈다.

북한은	북한/NNP+은/JX
7월의	7/SN+월/NNB+의/JKG
절반을	절반/NNG+을/JKO
남한에	남한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
적대감을	적대감/NNG+을/JKO
끌어올리기	끌어올리/VV+기/ETN
위해	위하/VV+아/EC
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.4.2
7월 4일 평양시 군민(軍民)대회가 출발이었다.

7월	7/SN+월/NNB
4일	4/SN+일/NNB
평양시	평양시/NNP
군민(軍民)대회가	군민/NNG+(/SS+軍民/SL+)/SS+대회/NNG+가/JKS
출발이었다.	출발/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.320.4.3
북한은 김일성광장에 각계각층 대표 10만 명을 모아놓고 ‘만고역적 이명박 패당의 죄행을 단죄 규탄’하는 소동을 벌였다.

북한은	북한/NNP+은/JX
김일성광장에	김일성광장/NNP+에/JKB
각계각층	각계각층/NNG
대표	대표/NNG
10만	10/SN+만/NR
명을	명/NNB+을/JKO
모아놓고	모으/VV+아/EC+놓/VX+고/EC
‘만고역적	‘/SS+만고역적/NNG
이명박	이명박/NNP
패당의	패당/NNG+의/JKG
죄행을	죄행/NNG+을/JKO
단죄	단죄/NNG
규탄’하는	규탄/NNG+’/SS+하/VV+는/ETM
소동을	소동/NNG+을/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.4.4
대규모 야외집회는 전국 시도 단위로 내려가며 계속됐다.

대규모	대/XPN+규모/NNG
야외집회는	야외/NNG+집회/NNG+는/JX
전국	전국/NNG
시도	시도/NNG
단위로	단위/NNG+로/JKB
내려가며	내려가/VV+며/EC
계속됐다.	계속/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.4.5
어린 학생들까지 ‘이명박 역적 패당에게 무자비한 죽음을!’이라고 쓴 표지판을 들고 나와 함성을 질렀다.

어린	어리/VA+ㄴ/ETM
학생들까지	학생/NNG+들/XSN+까지/JX
‘이명박	‘/SS+이명박/NNP
역적	역적/NNG
패당에게	패당/NNG+에게/JKB
무자비한	무/XPN+자비/NNG+하/XSA+ㄴ/ETM
죽음을!’이라고	죽음/NNG+을/JKO+!/SF+’/SS+이라고/JKQ
쓴	쓰/VV+ㄴ/ETM
표지판을	표지판/NNG+을/JKO
들고	들/VV+고/EC
나와	나오/VV+아/EC
함성을	함성/NNG+을/JKO
질렀다.	지르/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.5.1
그런 북한이 갑자기 우리 앞에 대화 상대로 나타났다.

그런	그런/MMD
북한이	북한/NNP+이/JKS
갑자기	갑자기/MAG
우리	우리/NP
앞에	앞/NNG+에/JKB
대화	대화/NNG
상대로	상대/NNG+로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.5.2
왜 그럴까 궁금해할 필요도 없다.

왜	왜/MAG
그럴까	그러/VV+ㄹ까/EF
궁금해할	궁금하/VA+아/EC+하/VX+ㄹ/ETM
필요도	필요/NNG+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.320.5.3
북한 스스로 안팎이 다른 이유를 밝혔다.

북한	북한/NNP
스스로	스스로/MAG
안팎이	안팎/NNG+이/JKS
다른	다른/MMD
이유를	이유/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.5.4
박의춘 북한 외무상은 23일 ARF 연설에서 “조선반도 핵문제는 우리 공화국에 대한 미국의 적대시 정책과 핵전쟁 위협으로부터 나온 문제”라며 “그 근원을 제거할 책임과 능력을 가진 기본 당사자는 미국”이라고 주장했다.

박의춘	박의춘/NNP
북한	북한/NNP
외무상은	외무상/NNG+은/JX
23일	23/SN+일/NNB
ARF	ARF/SL
연설에서	연설/NNG+에서/JKB
“조선반도	“/SS+조선반도/NNP
핵문제는	핵/NNG+문제/NNG+는/JX
우리	우리/NP
공화국에	공화국/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
미국의	미국/NNP+의/JKG
적대시	적대/NNG+시/XSN
정책과	정책/NNG+과/JC
핵전쟁	핵전쟁/NNG
위협으로부터	위협/NNG+으로부터/JKB
나온	나오/VV+ㄴ/ETM
문제”라며	문제/NNG+”/SS+이/VCP+라며/EC
“그	“/SS+그/MMD
근원을	근원/NNG+을/JKO
제거할	제거/NNG+하/XSV+ㄹ/ETM
책임과	책임/NNG+과/JC
능력을	능력/NNG+을/JKO
가진	가지/VV+ㄴ/ETM
기본	기본/NNG
당사자는	당사자/NNG+는/JX
미국”이라고	미국/NNP+”/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.5.5
평소 하던 발언을 되풀이했다고 무시하기에는 상황이 특별하다.

평소	평소/NNG
하던	하/VV+던/ETM
발언을	발언/NNG+을/JKO
되풀이했다고	되풀이/NNG+하/XSV+았/EP+다고/EC
무시하기에는	무시/NNG+하/XSV+기에/EC+는/JX
상황이	상황/NNG+이/JKS
특별하다.	특별/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000029.320.5.6
하루 전 남북 6자회담 수석대표가 만났기 때문이다.

하루	하루/NNG
전	전/NNG
남북	남북/NNP
6자회담	6/SN+자/NNB+회담/NNG
수석대표가	수석대표/NNG+가/JKS
만났기	만나/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.320.5.7
외교통상부는 6자회담 수석대표 회동을 첫 남북 비핵화회담이라고 치켜세웠지만 북한은 핵문제를 해결할 책임도 능력도 없는 접촉으로 깔아뭉갰다.

외교통상부는	외교/NNG+통상부/NNG+는/JX
6자회담	6/SN+자/NNB+회담/NNG
수석대표	수석대표/NNG
회동을	회동/NNG+을/JKO
첫	첫/MMN
남북	남북/NNP
비핵화회담이라고	비핵/NNG+화/XSN+회담/NNG+이/VCP+라고/EC
치켜세웠지만	치켜세우/VV+었/EP+지만/EC
북한은	북한/NNP+은/JX
핵문제를	핵/NNG+문제/NNG+를/JKO
해결할	해결/NNG+하/XSV+ㄹ/ETM
책임도	책임/NNG+도/JX
능력도	능력/NNG+도/JX
없는	없/VA+는/ETM
접촉으로	접촉/NNG+으로/JKB
깔아뭉갰다.	깔아뭉개/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.320.5.8
북한 관영언론은 남북회담 개최 사실을 아예 보도하지 않았다.

북한	북한/NNP
관영언론은	관영/NNG+언론/NNG+은/JX
남북회담	남북/NNP+회담/NNG
개최	개최/NNG
사실을	사실/NNG+을/JKO
아예	아예/MAG
보도하지	보도/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.320.6.1
북한에 남북 접촉은 북-미 회담으로 가기 위한 징검다리일 뿐이다.

북한에	북한/NNP+에/JKB
남북	남북/NNP
접촉은	접촉/NNG+은/JX
북-미	북/NNP+-/SO+미/NNP
회담으로	회담/NNG+으로/JKB
가기	가/VV+기/ETN
위한	위하/VV+ㄴ/ETM
징검다리일	징검다리/NNG+이/VCP+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.320.6.2
북-미 대화를 통해 남한을 압박하려는 노림수도 들어 있다.

북-미	북/NNP+-/SO+미/NNP
대화를	대화/NNG+를/JKO
통해	통하/VV+아/EC
남한을	남한/NNP+을/JKO
압박하려는	압박/NNG+하/XSV+려는/ETM
노림수도	노림수/NNG+도/JX
들어	들/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.320.6.3
북한이 남한과의 대화에 미련을 갖고 있다면 이 대통령 비판 집회를 그처럼 대대적으로 오래 할 이유가 없다.

북한이	북한/NNP+이/JKS
남한과의	남한/NNP+과/JKB+의/JKG
대화에	대화/NNG+에/JKB
미련을	미련/NNG+을/JKO
갖고	갖/VV+고/EC
있다면	있/VX+다면/EC
이	이/NNP
대통령	대통령/NNG
비판	비판/NNG
집회를	집회/NNG+를/JKO
그처럼	그/NP+처럼/JKB
대대적으로	대대적/NNG+으로/JKB
오래	오래/MAG
할	하/VV+ㄹ/ETM
이유가	이유/NNG+가/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.320.7.1
화를 내야 할 일이지만 어차피 핵문제를 풀 주역은 미국과 북한이다.

화를	화/NNG+를/JKO
내야	내/VV+어야/EC
할	하/VX+ㄹ/ETM
일이지만	일/NNG+이/VCP+지만/EC
어차피	어차피/MAG
핵문제를	핵/NNG+문제/NNG+를/JKO
풀	풀/VV+ㄹ/ETM
주역은	주역/NNG+은/JX
미국과	미국/NNP+과/JC
북한이다.	북한/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000029.320.7.2
미국이 북한의 속셈을 정확하게 읽고 제대로 대응하면 된다.

미국이	미국/NNP+이/JKS
북한의	북한/NNP+의/JKG
속셈을	속셈/NNG+을/JKO
정확하게	정확/NNG+하/XSA+게/EC
읽고	읽/VV+고/EC
제대로	제대로/MAG
대응하면	대응/NNG+하/XSV+면/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.320.7.3
버락 오바마 미국 대통령은 취임하면서 적대국과도 ‘터프하고 직접적인 대화’를 하겠다고 천명했다.

버락	버락/NNP
오바마	오바마/NNP
미국	미국/NNP
대통령은	대통령/NNG+은/JX
취임하면서	취임/NNG+하/XSV+면서/EC
적대국과도	적대국/NNG+과/JKB+도/JX
‘터프하고	‘/SS+터프하/VA+고/EC
직접적인	직접/NNG+적/XSN+이/VCP+ㄴ/ETM
대화’를	대화/NNG+’/SS+를/JKO
하겠다고	하/VV+겠/EP+다고/EC
천명했다.	천명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.7.4
북-미 회담은 그런 대화를 시도할 수 있는 기회다.

북-미	북/NNP+-/SO+미/NNP
회담은	회담/NNG+은/JX
그런	그런/MMD
대화를	대화/NNG+를/JKO
시도할	시도/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
기회다.	기회/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.320.8.1
오바마 대통령은 ‘핵무기 없는 세계’를 주창하고 핵안보정상회의 창설을 주도했다.

오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
‘핵무기	‘/SS+핵무기/NNG
없는	없/VA+는/ETM
세계’를	세계/NNG+’/SS+를/JKO
주창하고	주창/NNG+하/XSV+고/EC
핵안보정상회의	핵/NNG+안보/NNG+정상/NNG+회의/NNG
창설을	창설/NNG+을/JKO
주도했다.	주도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.8.2
내년 3월 서울에서 제2차 핵안보정상회의가 열린다.

내년	내년/NNG
3월	3/SN+월/NNB
서울에서	서울/NNP+에서/JKB
제2차	제/XPN+2/SN+차/NNB
핵안보정상회의가	핵/NNG+안보/NNG+정상/NNG+회의/NNG+가/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.320.8.3
서울 정상회의가 각국 지도자들의 공허한 말잔치가 되지 않게 하려면 북-미 회담에서 북핵 해결의 실마리를 찾아야 한다.

서울	서울/NNP
정상회의가	정상/NNG+회의/NNG+가/JKS
각국	각국/NNG
지도자들의	지도자/NNG+들/XSN+의/JKG
공허한	공허/NNG+하/XSA+ㄴ/ETM
말잔치가	말잔치/NNG+가/JKC
되지	되/VV+지/EC
않게	않/VX+게/EC
하려면	하/VX+려면/EC
북-미	북/NNP+-/SO+미/NNP
회담에서	회담/NNG+에서/JKB
북핵	북핵/NNG
해결의	해결/NNG+의/JKG
실마리를	실마리/NNG+를/JKO
찾아야	찾/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.320.8.4
오바마 대통령은 지난해 북한의 천안함 폭침과 연평도 포격도발이 남북한 경색의 근본 원인이라는 것도 잘 안다.

오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
지난해	지난해/NNG
북한의	북한/NNP+의/JKG
천안함	천안함/NNP
폭침과	폭침/NNG+과/JC
연평도	연평도/NNP
포격도발이	포격/NNG+도발/NNG+이/JKS
남북한	남북한/NNP
경색의	경색/NNG+의/JKG
근본	근본/NNG
원인이라는	원인/NNG+이/VCP+라는/ETM
것도	것/NNB+도/JX
잘	잘/MAG
안다.	알/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.320.8.5
북한의 핵개발과 무력도발을 정면으로 다뤄 해법을 찾는 터프한 대화가 필요하다.

북한의	북한/NNP+의/JKG
핵개발과	핵/NNG+개발/NNG+과/JKB
무력도발을	무력/NNG+도발/NNG+을/JKO
정면으로	정면/NNG+으로/JKB
다뤄	다루/VV+어/EC
해법을	해법/NNG+을/JKO
찾는	찾/VV+는/ETM
터프한	터프하/VA+ㄴ/ETM
대화가	대화/NNG+가/JKS
필요하다.	필요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000029.320.8.6
미국은 북한이 핵과 무력도발을 포기하도록 영향력을 행사해달라고 중국에 줄기차게 요구했지만 아무런 성과 없이 지금까지 왔다.

미국은	미국/NNP+은/JX
북한이	북한/NNP+이/JKS
핵과	핵/NNG+과/JC
무력도발을	무력/NNG+도발/NNG+을/JKO
포기하도록	포기/NNG+하/XSV+도록/EC
영향력을	영향력/NNG+을/JKO
행사해달라고	행사/NNG+하/XSV+아/EC+달/VX+라고/EC
중국에	중국/NNP+에/JKB
줄기차게	줄기차/VA+게/EC
요구했지만	요구/NNG+하/XSV+았/EP+지만/EC
아무런	아무런/MMD
성과	성과/NNG
없이	없이/MAG
지금까지	지금/NNG+까지/JX
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.8.7
미국이 북한과 직접 대화하면서 중국 탓만 계속하면 책임회피가 된다.

미국이	미국/NNP+이/JKS
북한과	북한/NNP+과/JKB
직접	직접/MAG
대화하면서	대화/NNG+하/XSV+면서/EC
중국	중국/NNP
탓만	탓/NNG+만/JX
계속하면	계속/NNG+하/XSV+면/EC
책임회피가	책임/NNG+회피/NNG+가/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.320.9.1
美, 터프한 대화 할 때다

美,	美/SH+,/SP
터프한	터프하/VA+ㄴ/ETM
대화	대화/NNG
할	하/VV+ㄹ/ETM
때다	때/NNG+이/VCP+다/EF


# id : NWRW1800000029.320.10.1
오바마 대통령이 북-미 회담을 통해 김정일에게 전할 메시지는 간단명료해야 한다.

오바마	오바마/NNP
대통령이	대통령/NNG+이/JKS
북-미	북/NNP+-/SO+미/NNP
회담을	회담/NNG+을/JKO
통해	통하/VV+아/EC
김정일에게	김정일/NNP+에게/JKB
전할	전하/VV+ㄹ/ETM
메시지는	메시지/NNG+는/JX
간단명료해야	간단명료하/VA+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.320.10.2
“북-미 관계 개선을 위한 유일한 해법은 핵 폐기와 무력도발 포기다.

“북-미	“/SS+북/NNP+-/SO+미/NNP
관계	관계/NNG
개선을	개선/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
유일한	유일/NNG+하/XSA+ㄴ/ETM
해법은	해법/NNG+은/JX
핵	핵/NNG
폐기와	폐기/NNG+와/JC
무력도발	무력/NNG+도발/NNG
포기다.	포기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.320.10.3
아울러 북한이 한국을 피해서 미국으로 오는 길은 없다” 정도면 어떨까.

아울러	아울러/MAG
북한이	북한/NNP+이/JKS
한국을	한국/NNP+을/JKO
피해서	피하/VV+아서/EC
미국으로	미국/NNP+으로/JKB
오는	오/VV+는/ETM
길은	길/NNG+은/JX
없다”	없/VA+다/EF+”/SS
정도면	정도/NNG+이/VCP+면/EC
어떨까.	어떻/VA+ㄹ까/EF+./SF


# id : NWRW1800000029.320.10.4
오바마 대통령은 성취한 업적 때문이 아니라 세계 평화를 위해 노력하라는 격려의 뜻으로 대통령 취임 첫해인 2009년 노벨 평화상을 받았다.

오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
성취한	성취/NNG+하/XSV+ㄴ/ETM
업적	업적/NNG
때문이	때문/NNB+이/JKC
아니라	아니/VCN+라/EC
세계	세계/NNG
평화를	평화/NNG+를/JKO
위해	위하/VV+아/EC
노력하라는	노력/NNG+하/XSV+라는/ETM
격려의	격려/NNG+의/JKG
뜻으로	뜻/NNG+으로/JKB
대통령	대통령/NNG
취임	취임/NNG
첫해인	첫해/NNG+이/VCP+ㄴ/ETM
2009년	2009/SN+년/NNB
노벨	노벨/NNP
평화상을	평화상/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.320.10.5
모처럼 성사된 북-미 회담을 잘 이끌면 노벨 평화상 수상자답다는 칭송까지 얻게 될 것이다.

모처럼	모처럼/MAG
성사된	성사/NNG+되/XSV+ㄴ/ETM
북-미	북/NNP+-/SO+미/NNP
회담을	회담/NNG+을/JKO
잘	잘/MAG
이끌면	이끌/VV+면/EC
노벨	노벨/NNP
평화상	평화상/NNG
수상자답다는	수상자/NNG+답/XSA+다는/ETM
칭송까지	칭송/NNG+까지/JX
얻게	얻/VV+게/EC
될	되/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


