# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.313
metadata : {}


# id : NWRW1800000033.313.1.1
中 다녀온 임태희 ‘北 접촉설’

中	中/SH
개성공단,	개성공단/NNP+,/SP
금강산	금강산/NNP
등에서	등/NNB+에서/JKB
유연한	유연하/VA+ㄴ/ETM
입장을	입장/NNG+을/JKO
보이면	보이/VV+면/EC
서로	서로/MAG
운신의	운신/NNG+의/JKG
폭이	폭/NNG+이/JKS
넓어질	넓어지/VV+ㄹ/ETM
수	수/NNB
있다’는	있/VA+다/EF+’/SS+는/ETM
요지를	요지/NNG+를/JKO
전달했다.	전달/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.5.1
이에 대해 박정하 청와대 대변인은 “임 전 실장이 4일 만난 사람은 웨이지중(魏紀中) 중국 배구협회장이며, 북한 인사를 만난 사실이 없다”고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
박정하	박정하/NNP
청와대	청와대/NNP
대변인은	대변인/NNG+은/JX
“임	“/SS+임/NNP
전	전/MMD
실장이	실장/NNG+이/JKS
4일	4/SN+일/NNB
만난	만나/VV+ㄴ/ETM
사람은	사람/NNG+은/JX
웨이지중(魏紀中)	웨이지중/NNP+(/SS+魏紀中/SH+)/SS
중국	중국/NNP
배구협회장이며,	배구/NNG+협회장/NNG+이/VCP+며/EC+,/SP
북한	북한/NNP
인사를	인사/NNG+를/JKO
사실이	사실/NNG+이/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.5.2
임 전 실장도 동아일보와의 통화에서 “웨이 회장을 만나러 간 것인데, 기사가 이렇게 났다.

임	임/NNP
전	전/MMD
실장도	실장/NNG+도/JX
동아일보와의	동아일보/NNP+와/JKB+의/JKG
통화에서	통화/NNG+에서/JKB
“웨이	“/SS+웨이/NNP
회장을	회장/NNG+을/JKO
만나러	만나/VV+러/EC
간	가/VV+ㄴ/ETM
것인데,	것/NNB+이/VCP+ㄴ데/EC+,/SP
기사가	기사/NNG+가/JKS
이렇게	이렇/VA+게/EC
났다.	나/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.5.3
해프닝 때문에 하루 종일 전화가 많았다”고 말했다.

해프닝	해프닝/NNG
때문에	때문/NNB+에/JKB
하루	하루/NNG
종일	종일/NNG
전화가	전화/NNG+가/JKS
많았다”고	많/VA+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.6.1
임 전 실장은 3∼5일 가족과 함께 중국을 방문했다.

임	임/NNP
전	전/MMD
실장은	실장/NNG+은/JX
3∼5일	3/SN+∼/SO+5/SN+일/NNB
가족과	가족/NNG+과/JKB
함께	함께/MAG
중국을	중국/NNP+을/JKO
방문했다.	방문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.6.2
출발과 도착 내용을 소셜네트워크서비스(SNS)인 페이스북에도 올렸다.

출발과	출발/NNG+과/JKB
도착	도착/NNG
내용을	내용/NNG+을/JKO
소셜네트워크서비스(SNS)인	소셜/NNG+네트워크/NNG+서비스/NNG+(/SS+SNS/SL+)/SS+이/VCP+ㄴ/ETM
페이스북에도	페이스북/NNP+에/JKB+도/JX
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.313.6.3
귀국 후인 7일에는 ‘북한과 미국이 배구 경기를 하면 우린 누굴 더 응원할까?

귀국	귀국/NNG
후인	후/NNG+이/VCP+ㄴ/ETM
7일에는	7/SN+일/NNB+에/JKB+는/JX
‘북한과	‘/SS+북한/NNP+과/JC
미국이	미국/NNP+이/JKS
배구	배구/NNG
경기를	경기/NNG+를/JKO
하면	하/VV+면/EC
우린	우리/NP+ㄴ/JX
누굴	누구/NP+ㄹ/JKO
더	더/MAG
응원할까?	응원/NNG+하/XSV+ㄹ까/EF+?/SF


# id : NWRW1800000033.313.6.4
우리와 중국이 경기를 하면 북한 사람들은 누굴 더 응원할까?

우리와	우리/NP+와/JC
중국이	중국/NNP+이/JKS
경기를	경기/NNG+를/JKO
하면	하/VV+면/EC
북한	북한/NNP
사람들은	사람/NNG+들/XSN+은/JX
누굴	누구/NP+ㄹ/JKO
더	더/MAG
응원할까?	응원/NNG+하/XSV+ㄹ까/EF+?/SF


# id : NWRW1800000033.313.6.5
생각을 하며 북한대사관의 모습을 사진으로 담아왔다’며 사진과 글을 올렸다.

생각을	생각/NNG+을/JKO
하며	하/VV+며/EC
북한대사관의	북한대사관/NNP+의/JKG
모습을	모습/NNG+을/JKO
사진으로	사진/NNG+으로/JKB
담아왔다’며	담/VV+아/EC+오/VX+았/EP+다/EF+’/SS+며/EC
사진과	사진/NNG+과/JC
글을	글/NNG+을/JKO
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.313.6.6
외교 소식통은 “비밀 접촉을 하러 갔다면 페이스북에 올렸겠느냐”라고 말했다.

외교	외교/NNG
소식통은	소식통/NNG+은/JX
“비밀	“/SS+비밀/NNG
접촉을	접촉/NNG+을/JKO
하러	하/VV+러/EC
갔다면	가/VV+았/EP+다면/EC
페이스북에	페이스북/NNP+에/JKB
올렸겠느냐”라고	올리/VV+었/EP+겠/EP+느냐/EF+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.313.7.1
하지만 의구심이 완전히 사라진 것은 아니다.

하지만	하지만/MAJ
의구심이	의구심/NNG+이/JKS
완전히	완전히/MAG
사라진	사라지/VV+ㄴ/ETM
것은	것/NNB+은/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000033.313.7.2
임 전 실장은 노동부 장관 시절인 2009년 10월 싱가포르에서 김양건 노동당 통일전선부장과 만나 남북 정상회담 개최에 사실상 합의했던 것으로 알려졌다.

임	임/NNP
전	전/MMD
실장은	실장/NNG+은/JX
노동부	노동부/NNG
장관	장관/NNG
시절인	시절/NNG+이/VCP+ㄴ/ETM
2009년	2009/SN+년/NNB
10월	10/SN+월/NNB
싱가포르에서	싱가포르/NNP+에서/JKB
김양건	김양건/NNP
노동당	노동당/NNP
통일전선부장과	통일/NNG+전선부장/NNG+과/JKB
만나	만나/VV+아/EC
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
개최에	개최/NNG+에/JKB
사실상	사실/NNG+상/XSN
합의했던	합의/NNG+하/XSV+았/EP+던/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.313.7.3
일각에서는 최근 정부가 △이산가족 상봉 제의 △개성공단 활성화 조치 등 유화 제스처를 보내고 있으나 북한이 대화를 거부하는 상황에서 비밀 접촉을 통해 물꼬를 트려는 것 아니냐는 관측이 나온다.

일각에서는	일각/NNG+에서/JKB+는/JX
최근	최근/MAG
정부가	정부/NNG+가/JKS
△이산가족	△/SW+이산가족/NNG
상봉	상봉/NNG
제의	제의/NNG
△개성공단	△/SW+개성공단/NNP
활성화	활성/NNG+화/XSN
조치	조치/NNG
등	등/NNB
유화	유화/NNG
제스처를	제스처/NNG+를/JKO
보내고	보내/VV+고/EC
있으나	있/VX+으나/EC
북한이	북한/NNP+이/JKS
대화를	대화/NNG+를/JKO
거부하는	거부/NNG+하/XSV+는/ETM
상황에서	상황/NNG+에서/JKB
비밀	비밀/NNG
접촉을	접촉/NNG+을/JKO
통해	통하/VV+아/EC
물꼬를	물꼬/NNG+를/JKO
트려는	트/VV+려는/ETM
것	것/NNB
아니냐는	아니/VCN+냐는/ETM
관측이	관측/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


