# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.215
metadata : {}


# id : NWRW1800000049.215.1.1
美 ‘北 자금세탁우려국’ 본격 이행

美	美/SH
지정한	지정/NNG+하/XSV+ㄴ/ETM
법안의	법안/NNG+의/JKG
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
내용을	내용/NNG+을/JKO
최종	최종/NNG
확정해	확정/NNG+하/XSV+아/EC
이행에	이행/NNG+에/JKB
들어간다고	들어가/VV+ㄴ다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.215.3.3
이 조치는 2월 발효된 대북제재강화법에 근거한 것으로 북한 금융기관과 미국과의 금융거래가 전면 금지되는 것은 물론이고 중국 등 제3국의 금융기관이 북한과 거래할 경우에도 미국의 제재를 받을 수 있게 된다.

이	이/MMD
조치는	조치/NNG+는/JX
2월	2/SN+월/NNB
발효된	발효/NNG+되/XSV+ㄴ/ETM
대북제재강화법에	대북/NNG+제재/NNG+강화/NNG+법/NNG+에/JKB
근거한	근거/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
북한	북한/NNP
금융기관과	금융/NNG+기관/NNG+과/JC
미국과의	미국/NNP+과/JKB+의/JKG
금융거래가	금융/NNG+거래/NNG+가/JKS
전면	전면/NNG
금지되는	금지/NNG+되/XSV+는/ETM
것은	것/NNB+은/JX
물론이고	물론/NNG+이/VCP+고/EC
중국	중국/NNP
등	등/NNB
제3국의	제3국/NNG+의/JKG
금융기관이	금융/NNG+기관/NNG+이/JKS
북한과	북한/NNP+과/JKB
거래할	거래/NNG+하/XSV+ㄹ/ETM
경우에도	경우/NNG+에/JKB+도/JX
미국의	미국/NNP+의/JKG
제재를	제재/NNG+를/JKO
받을	받/VV+을/ETM
수	수/NNB
있게	있/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.215.3.4
미 재무부는 조사를 통해 제3국의 금융기관이 북한과 실명 또는 차명계좌를 유지하는 것으로 드러날 경우 해당 금융기관과의 거래도 중단할 방침이다.

미	미/NNP
재무부는	재무부/NNG+는/JX
조사를	조사/NNG+를/JKO
통해	통하/VV+아/EC
제3국의	제3국/NNG+의/JKG
금융기관이	금융/NNG+기관/NNG+이/JKS
북한과	북한/NNP+과/JKB
실명	실명/NNG
또는	또는/MAG
차명계좌를	차명/NNG+계좌/NNG+를/JKO
유지하는	유지/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
드러날	드러나/VV+ㄹ/ETM
경우	경우/NNG
해당	해당/NNG
금융기관과의	금융/NNG+기관/NNG+과/JKB+의/JKG
거래도	거래/NNG+도/JX
중단할	중단/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.215.4.1
이번 조치는 사실상 북한 대외교역의 90%를 차지하는 중국을 겨냥해 대북 제재 이행에 더 적극적으로 나서라는 메시지로 풀이된다.

이번	이번/NNG
조치는	조치/NNG+는/JX
사실상	사실/NNG+상/XSN
북한	북한/NNP
대외교역의	대외/NNG+교역/NNG+의/JKG
90%를	90/SN+%/SW+를/JKO
차지하는	차지/NNG+하/XSV+는/ETM
중국을	중국/NNP+을/JKO
겨냥해	겨냥/NNG+하/XSV+아/EC
대북	대북/NNG
제재	제재/NNG
이행에	이행/NNG+에/JKB
더	더/MAG
적극적으로	적극/NNG+적/XSN+으로/JKB
나서라는	나서/VV+라는/ETM
메시지로	메시지/NNG+로/JKB
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.215.4.2
중국은 민생용 북한 석탄 수출도 금지해야 한다는 미국의 주장을 수용하지 않고 있어 북한의 5차 핵실험 후 논의되고 있는 유엔 안전보장이사회 대북제재 결의안은 두 달 가까이 공전하고 있다.

중국은	중국/NNP+은/JX
민생용	민생/NNG+용/XSN
북한	북한/NNP
석탄	석탄/NNG
수출도	수출/NNG+도/JX
금지해야	금지/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
미국의	미국/NNP+의/JKG
주장을	주장/NNG+을/JKO
수용하지	수용/NNG+하/XSV+지/EC
않고	않/VX+고/EC
있어	있/VX+어/EC
북한의	북한/NNP+의/JKG
5차	5/SN+차/NNB
핵실험	핵/NNG+실험/NNG
후	후/NNG
논의되고	논의/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
유엔	유엔/NNP
안전보장이사회	안전/NNG+보장/NNG+이사회/NNG
대북제재	대북/NNG+제재/NNG
결의안은	결의안/NNG+은/JX
두	두/MMN
달	달/NNB
가까이	가까이/MAG
공전하고	공전/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.215.5.1
워싱턴의 한 외교소식통은 “이번 조치가 제대로 시행된다면 미국이 2005년 방코델타아시아(BDA)에 내린 북한 계좌 2500만 달러(약 260억 원) 동결 조치보다 더 강력한 효과를 낼 수 있다”며 “자연스레 중국에 대한 압박도 커질 것”이라고 말했다.

워싱턴의	워싱턴/NNP+의/JKG
한	한/MMN
외교소식통은	외교/NNG+소식통/NNG+은/JX
“이번	“/SS+이번/NNG
조치가	조치/NNG+가/JKS
제대로	제대로/MAG
시행된다면	시행/NNG+되/XSV+ㄴ다면/EC
미국이	미국/NNP+이/JKS
2005년	2005/SN+년/NNB
방코델타아시아(BDA)에	방코델타아시아/NNP+(/SS+BDA/SL+)/SS+에/JKB
내린	내리/VV+ㄴ/ETM
북한	북한/NNP
계좌	계좌/NNG
2500만	2500/SN+만/NR
달러(약	달러/NNB+(/SS+약/MMA
260억	260/SN+억/NR
원)	원/NNB+)/SS
동결	동결/NNG
조치보다	조치/NNG+보다/JKB
더	더/MAG
강력한	강력/NNG+하/XSA+ㄴ/ETM
효과를	효과/NNG+를/JKO
낼	내/VV+ㄹ/ETM
수	수/NNB
있다”며	있/VA+다/EF+”/SS+며/EC
“자연스레	“/SS+자연스레/MAG
중국에	중국/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
압박도	압박/NNG+도/JX
커질	커지/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.215.5.2
하지만 북한이 BDA 제재 이후 각종 비자금을 미국과 별로 거래할 일이 없는 중국의 중소 은행에 나눠 예치하고 있는 것으로 알려져 제재의 실효성이 얼마나 있을지 두고 봐야 한다는 의견도 나온다.

하지만	하지만/MAJ
북한이	북한/NNP+이/JKS
BDA	BDA/SL
제재	제재/NNG
이후	이후/NNG
각종	각종/NNG
비자금을	비자금/NNG+을/JKO
미국과	미국/NNP+과/JKB
별로	별로/MAG
거래할	거래/NNG+하/XSV+ㄹ/ETM
일이	일/NNG+이/JKS
없는	없/VA+는/ETM
중국의	중국/NNP+의/JKG
중소	중소/NNG
은행에	은행/NNG+에/JKB
나눠	나누/VV+어/EC
예치하고	예치/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려져	알려지/VV+어/EC
제재의	제재/NNG+의/JKG
실효성이	실효/NNG+성/XSN+이/JKS
얼마나	얼마나/MAG
있을지	있/VA+을지/EF
두고	두/VV+고/EC
봐야	보/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
의견도	의견/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.215.6.1
이날 조치로 미국이 지정한 자금세탁 우려국은 미얀마 이란 북한 등 3개국으로 늘어났다.

이날	이날/NNG
조치로	조치/NNG+로/JKB
미국이	미국/NNP+이/JKS
지정한	지정/NNG+하/XSV+ㄴ/ETM
자금세탁	자금/NNG+세탁/NNG
우려국은	우려국/NNG+은/JX
미얀마	미얀마/NNP
이란	이란/NNP
북한	북한/NNP
등	등/NNB
3개국으로	3/SN+개국/NNB+으로/JKB
늘어났다.	늘어나/VV+았/EP+다/EF+./SF


