# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.368
metadata : {}


# id : NWRW1800000026.368.1.1
[만물상] 미얀마의 슬픈 역사

[만물상]	[/SS+만물상/NNG+]/SS
수	수/NNB
없다/	없/VA+다/EF+//SP
인생이	인생/NNG+이/JKS
열	열/NR
번	번/NNB
지나갈	지나가/VV+ㄹ/ETM
때까지는!"	때/NNG+까지/JX+는/JX+!/SF+"/SS
버마	버마/NNP
시인	시인/NNG
양	양/NNP
나잉툰은	나잉툰/NNP+은/JX
시	시/NNG
'8888'에서	'/SS+8888/SN+'/SS+에서/JKB
피를	피/NNG+를/JKO
토하는	토하/VV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
목소리로	목소리/NNG+로/JKB
시민들의	시민/NNG+들/XSN+의/JKG
떼죽음에	떼죽음/NNG+에/JKB
통곡했다.	통곡/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.3.2
버마 군사정권은 이 사건으로 일그러진 이미지를 고치겠다며 89년 나라 이름을 미얀마로, 수도 이름을 양곤으로 바꿨다.

버마	버마/NNP
군사정권은	군사/NNG+정권/NNG+은/JX
이	이/MMD
사건으로	사건/NNG+으로/JKB
일그러진	일그러지/VV+ㄴ/ETM
이미지를	이미지/NNG+를/JKO
고치겠다며	고치/VV+겠/EP+다며/EC
89년	89/SN+년/NNB
나라	나라/NNG
이름을	이름/NNG+을/JKO
미얀마로,	미얀마/NNP+로/JKB+,/SP
수도	수도/NNG
양곤으로	양곤/NNP+으로/JKB
바꿨다.	바꾸/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.3.3
그것은 별 효험이 없었다.

그것은	그것/NP+은/JX
별	별/MMA
효험이	효험/NNG+이/JKS
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.368.3.4
91년 노벨평화상을 받은 민주화운동 지도자 아웅산 수치를 계속 집에 가두자 국제사회의 비난 여론은 더 커졌다.

91년	91/SN+년/NNB
노벨평화상을	노벨/NNP+평화상/NNG+을/JKO
받은	받/VV+은/ETM
민주화운동	민주/NNG+화/XSN+운동/NNG
지도자	지도자/NNG
아웅산	아웅산/NNP
수치를	수치/NNP+를/JKO
계속	계속/MAG
집에	집/NNG+에/JKB
가두자	가두/VV+자/EC
국제사회의	국제/NNG+사회/NNG+의/JKG
비난	비난/NNG
여론은	여론/NNG+은/JX
더	더/MAG
커졌다.	커지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.4.1
▶2007년엔 승려들이 반정부 시위를 이끌었다.

▶2007년엔	▶/SW+2007/SN+년/NNB+에/JKB+ㄴ/JX
승려들이	승려/NNG+들/XSN+이/JKS
반정부	반/XPN+정부/NNG
시위를	시위/NNG+를/JKO
이끌었다.	이끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.4.2
군사정권이 연료 값을 갑자기 두 배 넘게 올려 서민들 살림이 더 힘들어진 게 방아쇠를 당겼다.

군사정권이	군사/NNG+정권/NNG+이/JKS
연료	연료/NNG
값을	값/NNG+을/JKO
갑자기	갑자기/MAG
두	두/MMN
배	배/NNG
넘게	넘/VV+게/EC
올려	올리/VV+어/EC
서민들	서민/NNG+들/XSN
살림이	살림/NNG+이/JKS
더	더/MAG
힘들어진	힘들어지/VV+ㄴ/ETM
게	거/NNB+이/JKS
방아쇠를	방아쇠/NNG+를/JKO
당겼다.	당기/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.4.3
이번에도 군부는 총구(銃口)로 응수해 31명이 사망했다.

이번에도	이번/NNG+에/JKB+도/JX
군부는	군부/NNG+는/JX
총구(銃口)로	총구/NNG+(/SS+銃口/SH+)/SS+로/JKB
응수해	응수/NNG+하/XSV+아/EC
31명이	31/SN+명/NNB+이/JKS
사망했다.	사망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.4.4
반기문 유엔 사무총장은 "국제사회 인내가 한계에 이르고 있다"며 군부를 강하게 비판했다.

반기문	반기문/NNP
유엔	유엔/NNP
사무총장은	사무총장/NNG+은/JX
"국제사회	"/SS+국제/NNG+사회/NNG
인내가	인내/NNG+가/JKS
한계에	한계/NNG+에/JKB
이르고	이르/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
군부를	군부/NNG+를/JKO
강하게	강하/VA+게/EC
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.5.1
▶군사정권은 국제적 압력에 버티다 못해 지난 7일 20년 만에 총선을 치렀다.

▶군사정권은	▶/SW+군사/NNG+정권/NNG+은/JX
국제적	국제/NNG+적/XSN
압력에	압력/NNG+에/JKB
버티다	버티/VV+다/EC
못해	못하/VX+아/EC
지난	지나/VV+ㄴ/ETM
7일	7/SN+일/NNB
20년	20/SN+년/NNB
만에	만/NNB+에/JKB
총선을	총선/NNG+을/JKO
치렀다.	치르/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.5.2
군부가 민 정당이 이겼지만 인구 40%를 차지하는 소수민족들은 불공정 선거라며 반발했다.

군부가	군부/NNG+가/JKS
민	밀/VV+ㄴ/ETM
정당이	정당/NNG+이/JKS
이겼지만	이기/VV+었/EP+지만/EC
인구	인구/NNG
40%를	40/SN+%/SW+를/JKO
차지하는	차지/NNG+하/XSV+는/ETM
소수민족들은	소수/NNG+민족/NNG+들/XSN+은/JX
불공정	불/XPN+공정/NNG
선거라며	선거/NNG+이/VCP+라며/EC
반발했다.	반발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.5.3
소수민족 반군이 정부군과 총격전을 벌이고 군부가 비상사태를 선포하자 국경 지역 주민 1만여명이 태국으로 피했다.

소수민족	소수/NNG+민족/NNG
반군이	반군/NNG+이/JKS
정부군과	정부군/NNG+과/JKB
총격전을	총격전/NNG+을/JKO
벌이고	벌이/VV+고/EC
군부가	군부/NNG+가/JKS
비상사태를	비상사태/NNG+를/JKO
선포하자	선포/NNG+하/XSV+자/EC
국경	국경/NNG
지역	지역/NNG
주민	주민/NNG
1만여명이	1/SN+만/NR+여/XSN+명/NNB+이/JKS
태국으로	태국/NNP+으로/JKB
피했다.	피하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.5.4
'물소 두 마리가 싸우면 풀만 짓밟히고 만다'는 미얀마 속담 그대로 민초(民草)들 평온한 삶만 짓밟히고 말았다.

'물소	'/SS+물소/NNG
두	두/MMN
마리가	마리/NNB+가/JKS
싸우면	싸우/VV+면/EC
풀만	풀/NNG+만/JX
짓밟히고	짓밟히/VV+고/EC
만다'는	말/VX+ㄴ다/EF+'/SS+는/ETM
미얀마	미얀마/NNP
속담	속담/NNG
그대로	그대로/MAG
민초(民草)들	민초/NNG+(/SS+民草/SH+)/SS+들/XSN
평온한	평온/NNG+하/XSA+ㄴ/ETM
삶만	삶/NNG+만/JX
말았다.	말/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.368.6.1
▶우리 사회에서도 국제 사회와 함께 미얀마 민주화를 돕자는 목소리가 높아지고 있다.

▶우리	▶/SW+우리/NP
사회에서도	사회/NNG+에서/JKB+도/JX
국제	국제/NNG
사회와	사회/NNG+와/JKB
함께	함께/MAG
미얀마	미얀마/NNP
민주화를	민주/NNG+화/XSN+를/JKO
돕자는	돕/VV+자는/ETM
목소리가	목소리/NNG+가/JKS
높아지고	높아지/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.368.6.2
임동확 시인이 이끄는 '버마를 사랑하는 작가들의 모임'은 군부가 억지로 개명(改名)한 나라 이름 대신 버마라는 옛 나라 이름으로 두 나라 합동 시집을 냈다.

임동확	임동확/NNP
시인이	시인/NNG+이/JKS
이끄는	이끌/VV+는/ETM
'버마를	'/SS+버마/NNP+를/JKO
사랑하는	사랑/NNG+하/XSV+는/ETM
작가들의	작가/NNG+들/XSN+의/JKG
모임'은	모임/NNG+'/SS+은/JX
군부가	군부/NNG+가/JKS
억지로	억지로/MAG
개명(改名)한	개명/NNG+(/SS+改名/SH+)/SS+하/XSV+ㄴ/ETM
나라	나라/NNG
이름	이름/NNG
대신	대신/NNG
버마라는	버마/NNP+이/VCP+라는/ETM
옛	옛/MMA
이름으로	이름/NNG+으로/JKB
두	두/MMN
합동	합동/NNG
시집을	시집/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.368.6.3
해외로 망명한 시인들을 초청해 강연회도 연다.

해외로	해외/NNG+로/JKB
망명한	망명/NNG+하/XSV+ㄴ/ETM
시인들을	시인/NNG+들/XSN+을/JKO
초청해	초청/NNG+하/XSV+아/EC
강연회도	강연회/NNG+도/JX
연다.	열/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.368.6.4
법원은 산업연수생으로 국내에 들어와 미얀마 민주화운동을 벌여 온 8명을 난민으로 인정했다.

법원은	법원/NNG+은/JX
산업연수생으로	산업/NNG+연수/NNG+생/XSN+으로/JKB
국내에	국내/NNG+에/JKB
들어와	들어오/VV+아/EC
미얀마	미얀마/NNP
민주화운동을	민주/NNG+화/XSN+운동/NNG+을/JKO
벌여	벌이/VV+어/EC
온	오/VX+ㄴ/ETM
8명을	8/SN+명/NNB+을/JKO
난민으로	난민/NNG+으로/JKB
인정했다.	인정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.368.6.5
부처님의 초기(初期) 설법을 그대로 보존해 생활은 어려워도 마음은 깨어 있는 나라라는 말을 듣던 버마의 역사가 새삼 아프다.

부처님의	부처/NNP+님/XSN+의/JKG
초기(初期)	초기/NNG+(/SS+初期/SH+)/SS
설법을	설법/NNG+을/JKO
그대로	그대로/MAG
보존해	보존/NNG+하/XSV+아/EC
생활은	생활/NNG+은/JX
어려워도	어렵/VA+어도/EC
마음은	마음/NNG+은/JX
깨어	깨/VV+어/EC
있는	있/VX+는/ETM
나라라는	나라/NNG+이/VCP+라는/ETM
말을	말/NNG+을/JKO
듣던	듣/VV+던/ETM
버마의	버마/NNP+의/JKG
역사가	역사/NNG+가/JKS
새삼	새삼/MAG
아프다.	아프/VA+다/EF+./SF


