# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.62
metadata : {}


# id : NWRW1800000044.62.1.1
[단독] 네이버·다음 이메일 감청, 이렇게 이뤄진다

[단독]	[/SS+단독/NNG+]/SS
구체적으로	구체/NNG+적/XSN+으로/JKB
드러나기는	드러나/VV+기/ETN+는/JX
처음으로,	처음/NNG+으로/JKB+,/SP
이를	이/NP+를/JKO
통해	통하/VV+아/EC
다음카카오가	다음카카오/NNP+가/JKS
감청영장	감청/NNG+영장/NNG
집행	집행/NNG
협조	협조/NNG
요청을	요청/NNG+을/JKO
거부한	거부/NNG+하/XSV+ㄴ/ETM
이유도	이유/NNG+도/JX
엿볼	엿보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.62.8.1
14일 포털업계 관계자들의 말을 들어보면, 네이버는 이메일 서버에서 감청 대상자 이메일을 복사해 정보·수사기관에 넘겨주는 방식으로 이메일 감청영장 집행에 협조하고 있다.

14일	14/SN+일/NNB
포털업계	포털업/NNG+계/XSN
관계자들의	관계자/NNG+들/XSN+의/JKG
말을	말/NNG+을/JKO
들어보면,	듣/VV+어/EC+보/VX+면/EC+,/SP
네이버는	네이버/NNP+는/JX
이메일	이메일/NNG
서버에서	서버/NNG+에서/JKB
감청	감청/NNG
대상자	대상자/NNG
이메일을	이메일/NNG+을/JKO
복사해	복사/NNG+하/XSV+아/EC
정보·수사기관에	정보/NNG+·/SP+수사/NNG+기관/NNG+에/JKB
넘겨주는	넘겨주/VV+는/ETM
방식으로	방식/NNG+으로/JKB
감청영장	감청/NNG+영장/NNG
집행에	집행/NNG+에/JKB
협조하고	협조/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.62.8.2
감청 대상자가 보내는 이메일은 발신 서버, 받는 이메일은 수신 서버를 지나는 과정에서 자동으로 송·수신자 몰래 복사돼 감청을 집행하는 정보·수사기관으로 보내진다.

감청	감청/NNG
대상자가	대상자/NNG+가/JKS
보내는	보내/VV+는/ETM
이메일은	이메일/NNG+은/JX
발신	발신/NNG
서버,	서버/NNG+,/SP
받는	받/VV+는/ETM
수신	수신/NNG
서버를	서버/NNG+를/JKO
지나는	지나/VV+는/ETM
과정에서	과정/NNG+에서/JKB
자동으로	자동/NNG+으로/JKB
송·수신자	송·수신자/NNG
몰래	몰래/MAG
복사돼	복사/NNG+되/XSV+어/EC
감청을	감청/NNG+을/JKO
집행하는	집행/NNG+하/XSV+는/ETM
정보·수사기관으로	정보/NNG+·/SP+수사/NNG+기관/NNG+으로/JKB
보내진다.	보내/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.62.8.3
수신자의 받은편지함에 도착하기 전에 복사돼 보내진다는 점에서 실시간 감청 모양새를 갖추고 있다고 해당 업체 쪽은 설명한다.

수신자의	수신자/NNG+의/JKG
받은편지함에	받/VV+은/ETM+편지함/NNG+에/JKB
도착하기	도착/NNG+하/XSV+기/ETN
전에	전/NNG+에/JKB
복사돼	복사/NNG+되/XSV+어/EC
보내진다는	보내/VV+어/EC+지/VX+ㄴ다는/ETM
점에서	점/NNG+에서/JKB
실시간	실시간/NNG
감청	감청/NNG
모양새를	모양새/NNG+를/JKO
갖추고	갖추/VV+고/EC
있다고	있/VX+다고/EC
해당	해당/NNG
업체	업체/NNG
쪽은	쪽/NNB+은/JX
설명한다.	설명/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.9.1
업계 관계자들은 이를 ‘숨은 참조’(Bcc) 방식이라고 설명한다.

업계	업계/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
이를	이/NP+를/JKO
‘숨은	‘/SS+숨/VV+은/ETM
참조’(Bcc)	참조/NNG+’/SS+(/SS+Bcc/SL+)/SS
방식이라고	방식/NNG+이/VCP+라고/EC
설명한다.	설명/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.9.2
이메일을 보낼 때 수신자 몰래 다른 사람한테 보낼 수 있게 하는 숨은참조 기능과 같다는 것이다.

이메일을	이메일/NNG+을/JKO
보낼	보내/VV+ㄹ/ETM
때	때/NNG
수신자	수신자/NNG
몰래	몰래/MAG
다른	다른/MMD
사람한테	사람/NNG+한테/JKB
수	수/NNB
있게	있/VA+게/EC
하는	하/VX+는/ETM
숨은참조	숨/VV+은/ETM+참조/NNG
기능과	기능/NNG+과/JKB
같다는	같/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.62.9.3
하지만 네이버는 “포워딩 방식”이라고 주장한다.

하지만	하지만/MAJ
네이버는	네이버/NNP+는/JX
“포워딩	“/SS+포워딩/NNG
방식”이라고	방식/NNG+”/SS+이라고/JKQ
주장한다.	주장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.9.4
이 업체 관계자는 “숨은참조 방식은 몰래 뭘 하는 느낌을 준다.

이	이/MMD
업체	업체/NNG
관계자는	관계자/NNG+는/JX
“숨은참조	“/SS+숨/VV+은/ETM+참조/NNG
방식은	방식/NNG+은/JX
몰래	몰래/MAG
뭘	뭐/NP+ㄹ/JKO
하는	하/VV+는/ETM
느낌을	느낌/NNG+을/JKO
준다.	주/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.9.5
중간에 복사해 보내주는 것도 포워딩 방식이라고 한다”고 설명했다.

중간에	중간/NNG+에/JKB
복사해	복사/NNG+하/XSV+아/EC
보내주는	보내/VV+어/EC+주/VX+는/ETM
것도	것/NNB+도/JX
포워딩	포워딩/NNG
방식이라고	방식/NNG+이/VCP+라고/EC
한다”고	하/VV+ㄴ다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.62.10.1
이에 비해 다음카카오는 지난달 ‘카카오톡 사찰’ 논란을 빚는 과정에서 이석우 공동대표가 카톡 이용자에 대한 감청영장 집행 협조 불응 방침을 선언하기 전까지는 ‘한메일’에 대해 포워딩 방식으로 감청 협조를 해왔다.

이에	이/NP+에/JKB
비해	비/NNG+하/XSV+아/EC
다음카카오는	다음카카오/NNP+는/JX
지난달	지난달/NNG
‘카카오톡	‘/SS+카카오톡/NNP
사찰’	사찰/NNG+’/SS
논란을	논란/NNG+을/JKO
빚는	빚/VV+는/ETM
과정에서	과정/NNG+에서/JKB
이석우	이석우/NNP
공동대표가	공동/NNG+대표/NNG+가/JKS
카톡	카톡/NNP
이용자에	이용자/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
감청영장	감청/NNG+영장/NNG
집행	집행/NNG
협조	협조/NNG
불응	불응/NNG
방침을	방침/NNG+을/JKO
선언하기	선언/NNG+하/XSV+기/ETN
전까지는	전/NNG+까지/JX+는/JX
‘한메일’에	‘/SS+한메일/NNP+’/SS+에/JKB
대해	대하/VV+아/EC
포워딩	포워딩/NNG
방식으로	방식/NNG+으로/JKB
감청	감청/NNG
협조를	협조/NNG+를/JKO
해왔다.	하/VV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.62.10.2
감청 대상자가 송수신한 이메일을 감청 집행기관에 넘겨준다.

감청	감청/NNG
대상자가	대상자/NNG+가/JKS
송수신한	송수신/NNG+하/XSV+ㄴ/ETM
이메일을	이메일/NNG+을/JKO
집행기관에	집행/NNG+기관/NNG+에/JKB
넘겨준다.	넘겨주/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.10.3
다음카카오는 이를 검찰의 이메일 감청영장 집행 협조 요청을 거부하는 근거로 삼고 있는 것으로 알려졌다.

다음카카오는	다음카카오/NNP+는/JX
이를	이/NP+를/JKO
검찰의	검찰/NNG+의/JKG
이메일	이메일/NNG
감청영장	감청/NNG+영장/NNG
집행	집행/NNG
협조	협조/NNG
요청을	요청/NNG+을/JKO
거부하는	거부/NNG+하/XSV+는/ETM
근거로	근거/NNG+로/JKB
삼고	삼/VV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.62.10.4
카톡과 마찬가지로 이메일도 감청영장 대상이 아닌 압수수색영장 대상이라고 보는 것이다.

카톡과	카톡/NNP+과/JKB
마찬가지로	마찬가지/NNG+로/JKB
이메일도	이메일/NNG+도/JX
감청영장	감청/NNG+영장/NNG
대상이	대상/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
압수수색영장	압수/NNG+수색/NNG+영장/NNG
대상이라고	대상/NNG+이/VCP+라고/EC
보는	보/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.62.10.5
업계 관계자는 “다음카카오가 포워딩 방식으로 계속 정보·수사기관의 감청영장 집행 협조 요청에 응할 경우, 실시간 감청이 아니라는 이유로 카톡의 감청영장 집행 협조 요청에 거부하는 논리를 스스로 뒤집는 꼴이 된다”고 말했다.

업계	업계/NNG
관계자는	관계자/NNG+는/JX
“다음카카오가	“/SS+다음카카오/NNP+가/JKS
포워딩	포워딩/NNG
방식으로	방식/NNG+으로/JKB
계속	계속/MAG
정보·수사기관의	정보/NNG+·/SP+수사/NNG+기관/NNG+의/JKG
감청영장	감청/NNG+영장/NNG
집행	집행/NNG
협조	협조/NNG
요청에	요청/NNG+에/JKB
응할	응하/VV+ㄹ/ETM
경우,	경우/NNG+,/SP
실시간	실시간/NNG
감청이	감청/NNG+이/JKC
아니라는	아니/VCN+라는/ETM
이유로	이유/NNG+로/JKB
카톡의	카톡/NNP+의/JKG
거부하는	거부/NNG+하/XSV+는/ETM
논리를	논리/NNG+를/JKO
스스로	스스로/MAG
뒤집는	뒤집/VV+는/ETM
꼴이	꼴/NNG+이/JKC
된다”고	되/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.62.11.1
앞서 검찰은 지난 12일 다음카카오가 10월 이후 이메일 감청 협조 요청에 불응하고 있다고 밝히며, 대응책 마련에 나설 뜻을 내비쳤다.

앞서	앞서/MAG
검찰은	검찰/NNG+은/JX
지난	지나/VV+ㄴ/ETM
12일	12/SN+일/NNB
다음카카오가	다음카카오/NNP+가/JKS
10월	10/SN+월/NNB
이후	이후/NNG
이메일	이메일/NNG
감청	감청/NNG
협조	협조/NNG
요청에	요청/NNG+에/JKB
불응하고	불응/NNG+하/XSV+고/EC
있다고	있/VX+다고/EC
밝히며,	밝히/VV+며/EC+,/SP
대응책	대응책/NNG
마련에	마련/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
뜻을	뜻/NNG+을/JKO
내비쳤다.	내비치/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.62.11.2
검찰은 관련 법을 정비해 사업자들의 감청 협조 의무를 강화하고, 직접 감청장비 개발에 나설 속내도 드러냈다.

검찰은	검찰/NNG+은/JX
관련	관련/NNG
법을	법/NNG+을/JKO
정비해	정비/NNG+하/XSV+아/EC
사업자들의	사업자/NNG+들/XSN+의/JKG
감청	감청/NNG
협조	협조/NNG
의무를	의무/NNG+를/JKO
강화하고,	강화/NNG+하/XSV+고/EC+,/SP
직접	직접/MAG
감청장비	감청/NNG+장비/NNG
개발에	개발/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
속내도	속내/NNG+도/JX
드러냈다.	드러내/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.62.11.3
다음카카오는 검찰 발표에 대해 14일까지도 “회사 방침으로 아무것도 확인해줄 수 없다”는 말만 되풀이하고 있다.

다음카카오는	다음카카오/NNP+는/JX
검찰	검찰/NNG
발표에	발표/NNG+에/JKB
대해	대하/VV+아/EC
14일까지도	14/SN+일/NNB+까지/JX+도/JX
“회사	“/SS+회사/NNG
방침으로	방침/NNG+으로/JKB
아무것도	아무것/NNG+도/JX
확인해줄	확인/NNG+하/XSV+아/EC+주/VX+ㄹ/ETM
수	수/NNB
없다”는	없/VA+다/EF+”/SS+는/ETM
말만	말/NNG+만/JX
되풀이하고	되풀이/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.62.11.4
장여경 진보네트워크센터 활동가는 “정보·수사기관이 다음카카오의 감청영장 협조 거부 사태를 사이버 검열을 강화하는 기회로 만들기 위한 프레임을 짜고 있다는 의심이 든다.

장여경	장여경/NNP
진보네트워크센터	진보네트워크센터/NNP
활동가는	활동가/NNG+는/JX
“정보·수사기관이	“/SS+정보/NNG+·/SP+수사/NNG+기관/NNG+이/JKS
다음카카오의	다음카카오/NNP+의/JKG
감청영장	감청/NNG+영장/NNG
협조	협조/NNG
거부	거부/NNG
사태를	사태/NNG+를/JKO
사이버	사이버/NNG
검열을	검열/NNG+을/JKO
강화하는	강화/NNG+하/XSV+는/ETM
기회로	기회/NNG+로/JKB
만들기	만들/VV+기/ETN
위한	위하/VV+ㄴ/ETM
프레임을	프레임/NNG+을/JKO
짜고	짜/VV+고/EC
있다는	있/VX+다는/ETM
의심이	의심/NNG+이/JKS
든다.	들/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.62.11.5
다음카카오 쪽이 왜 정보·수사기관의 감청영장 집행 협조 요청을 거부하는지를 분명하게 밝힐 필요가 있다”고 지적했다.

다음카카오	다음카카오/NNP
쪽이	쪽/NNB+이/JKS
왜	왜/MAG
정보·수사기관의	정보/NNG+·/SP+수사/NNG+기관/NNG+의/JKG
감청영장	감청/NNG+영장/NNG
집행	집행/NNG
협조	협조/NNG
요청을	요청/NNG+을/JKO
거부하는지를	거부/NNG+하/XSV+는지/EF+를/JKO
분명하게	분명/MAG+하/XSA+게/EC
밝힐	밝히/VV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


