# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.381
metadata : {}


# id : NWRW1800000037.381.1.1
美 17일 國庫 바닥… 부채한도 못늘리면 첫 국가부도

美	美/SH
# id : NWRW1800000037.381.5.1
같은 시간 연방정부 산하 미국의 소리(VOA) 방송국에서는 제작 인력이 아닌 행정·관리직 공무원들(정규직 1200명의 20% 정도)이 짐을 챙기고 있었다.

같은	같/VA+은/ETM
시간	시간/NNG
연방정부	연방/NNG+정부/NNG
산하	산하/NNG
미국의	미국/NNP+의/JKG
소리(VOA)	소리/NNG+(/SS+VOA/SL+)/SS
방송국에서는	방송국/NNG+에서/JKB+는/JX
제작	제작/NNG
인력이	인력/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
행정·관리직	행정/NNG+·/SP+관리직/NNG
공무원들(정규직	공무원/NNG+들/XSN+(/SS+정규직/NNG
1200명의	1200/SN+명/NNB+의/JKG
20%	20/SN+%/SW
정도)이	정도/NNG+)/SS+이/JKS
짐을	짐/NNG+을/JKO
챙기고	챙기/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000037.381.5.2
이들은 이날 최장 4시간 동안만 근무하고 무급 휴직 명령을 받았다.

이들은	이/NP+들/XSN+은/JX
이날	이날/NNG
최장	최장/NNG
4시간	4/SN+시간/NNB
동안만	동안/NNG+만/JX
근무하고	근무/NNG+하/XSV+고/EC
무급	무급/NNG
휴직	휴직/NNG
명령을	명령/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.5.3
한 직원은 “무급 휴직 기간엔 회사 휴대전화와 e메일도 사용할 수 없다”고 걱정스러운 표정을 지었다.

한	한/MMN
직원은	직원/NNG+은/JX
“무급	“/SS+무급/NNG
휴직	휴직/NNG
기간엔	기간/NNG+에/JKB+ㄴ/JX
회사	회사/NNG
휴대전화와	휴대/NNG+전화/NNG+와/JC
e메일도	e/SL+메일/NNG+도/JX
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
걱정스러운	걱정/NNG+스럽/XSA+ㄴ/ETM
표정을	표정/NNG+을/JKO
지었다.	짓/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.381.6.1
올해 3월 연방정부 지출 자동 삭감을 의미하는 ‘시퀘스터(sequester)’를 막지 못했던 미국의 ‘불통(不通) 정치’가 결국 17년 만에 연방정부 폐쇄 사태를 낳았다.

올해	올해/NNG
3월	3/SN+월/NNB
연방정부	연방/NNG+정부/NNG
지출	지출/NNG
자동	자동/NNG
삭감을	삭감/NNG+을/JKO
의미하는	의미/NNG+하/XSV+는/ETM
‘시퀘스터(sequester)’를	‘/SS+시퀘스터/NNG+(/SS+sequester/SL+)/SS+’/SS+를/JKO
막지	막/VV+지/EC
못했던	못하/VX+았/EP+던/ETM
미국의	미국/NNP+의/JKG
‘불통(不通)	‘/SS+불통/NNG+(/SS+不通/SH+)/SS
정치’가	정치/NNG+’/SS+가/JKS
결국	결국/MAG
17년	17/SN+년/NNB
만에	만/NNB+에/JKB
폐쇄	폐쇄/NNG
사태를	사태/NNG+를/JKO
낳았다.	낳/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.6.2
표면적인 이유는 정부 보조를 통해 저소득층에게 보험 서비스를 확대하는 건강보험 개혁안(오바마케어)을 둘러싼 민주당과 공화당의 갈등이지만 버락 오바마 대통령의 독주와 ‘뒷다리 잡기’에 급급한 공화당의 극한 대립이 낳은 예상된 결과라는 지적이 나오고 있다.

표면적인	표면/NNG+적/XSN+이/VCP+ㄴ/ETM
이유는	이유/NNG+는/JX
정부	정부/NNG
보조를	보조/NNG+를/JKO
통해	통하/VV+아/EC
저소득층에게	저/XPN+소득/NNG+층/XSN+에게/JKB
보험	보험/NNG
서비스를	서비스/NNG+를/JKO
확대하는	확대/NNG+하/XSV+는/ETM
건강보험	건강/NNG+보험/NNG
개혁안(오바마케어)을	개혁안/NNG+(/SS+오바마케어/NNG+)/SS+을/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
민주당과	민주당/NNP+과/JC
공화당의	공화당/NNP+의/JKG
갈등이지만	갈등/NNG+이/VCP+지만/EC
버락	버락/NNP
오바마	오바마/NNP
대통령의	대통령/NNG+의/JKG
독주와	독주/NNG+와/JC
‘뒷다리	‘/SS+뒷다리/NNG
잡기’에	잡/VV+기/ETN+’/SS+에/JKB
급급한	급급하/VA+ㄴ/ETM
극한	극한/NNG
대립이	대립/NNG+이/JKS
낳은	낳/VV+은/ETM
예상된	예상/NNG+되/XSV+ㄴ/ETM
결과라는	결과/NNG+이/VCP+라는/ETM
지적이	지적/NNG+이/JKS
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.381.7.1
시퀘스터 발동을 둘러싼 강경 대치 이후 미국 정치권은 이민법 개혁안, 시리아에 대한 제한적인 공습 등 국내외 현안에서 그 나름으로는 대화와 협상의 묘를 살려 왔다.

시퀘스터	시퀘스터/NNG
발동을	발동/NNG+을/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
강경	강경/NNG
대치	대치/NNG
이후	이후/NNG
미국	미국/NNP
정치권은	정치/NNG+권/XSN+은/JX
이민법	이민법/NNG
개혁안,	개혁안/NNG+,/SP
시리아에	시리아/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
제한적인	제한/NNG+적/XSN+이/VCP+ㄴ/ETM
공습	공습/NNG
등	등/NNB
국내외	국내외/NNG
현안에서	현안/NNG+에서/JKB
그	그/MMD
나름으로는	나름/NNB+으로/JKB+는/JX
대화와	대화/NNG+와/JC
협상의	협상/NNG+의/JKG
묘를	묘/NNG+를/JKO
살려	살리/VV+어/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000037.381.8.1
하지만 내년 중간선거와 2016년 대선을 앞두고 서로 기선을 제압하려는 ‘대결의 정치’가 발목을 잡았다.

하지만	하지만/MAJ
내년	내년/NNG
중간선거와	중간/NNG+선거/NNG+와/JC
2016년	2016/SN+년/NNB
대선을	대선/NNG+을/JKO
앞두고	앞두/VV+고/EC
서로	서로/MAG
기선을	기선/NNG+을/JKO
제압하려는	제압/NNG+하/XSV+려는/ETM
‘대결의	‘/SS+대결/NNG+의/JKG
정치’가	정치/NNG+’/SS+가/JKS
발목을	발목/NNG+을/JKO
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.8.2
워싱턴 외교 소식통은 “공화당의 오바마케어 반대의 핵심은 1965년 노년층 건강보험(메디케어)과 저소득층 건강보험(메디케이드) 제도 도입 이후 최대의 복지 개혁으로 평가되는 이번 보험 개혁을 오바마 행정부에서 시작할 수 없다는 공화당의 정치적 시기와 질투”라고 진단했다.

워싱턴	워싱턴/NNP
외교	외교/NNG
소식통은	소식통/NNG+은/JX
“공화당의	“/SS+공화당/NNP+의/JKG
오바마케어	오바마케어/NNG
반대의	반대/NNG+의/JKG
핵심은	핵심/NNG+은/JX
1965년	1965/SN+년/NNB
노년층	노년/NNG+층/XSN
건강보험(메디케어)과	건강/NNG+보험/NNG+(/SS+메디케어/NNG+)/SS+과/JC
저소득층	저/XPN+소득/NNG+층/XSN
건강보험(메디케이드)	건강/NNG+보험/NNG+(/SS+메디케이드/NNG+)/SS
제도	제도/NNG
도입	도입/NNG
이후	이후/NNG
최대의	최대/NNG+의/JKG
복지	복지/NNG
개혁으로	개혁/NNG+으로/JKB
평가되는	평가/NNG+되/XSV+는/ETM
이번	이번/NNG
보험	보험/NNG
개혁을	개혁/NNG+을/JKO
오바마	오바마/NNP
행정부에서	행정부/NNG+에서/JKB
시작할	시작/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다는	없/VA+다는/ETM
공화당의	공화당/NNP+의/JKG
정치적	정치/NNG+적/XSN
시기와	시기/NNG+와/JC
질투”라고	질투/NNG+”/SS+라고/JKQ
진단했다.	진단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.9.1
연방정부 폐쇄가 결정되자 미국 언론들은 “국가 부도 위험이 높아졌다”고 일제히 보도했다.

연방정부	연방/NNG+정부/NNG
폐쇄가	폐쇄/NNG+가/JKS
결정되자	결정/NNG+되/XSV+자/EC
미국	미국/NNP
언론들은	언론/NNG+들/XSN+은/JX
“국가	“/SS+국가/NNG
부도	부도/NNG
위험이	위험/NNG+이/JKS
높아졌다”고	높아지/VV+었/EP+다/EF+”/SS+고/JKQ
일제히	일제히/MAG
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.9.2
이달 17일로 한도가 차는 국가부채 상한 증액에 여야가 합의하기 힘들다는 비관적인 관측도 나오고 있다.

이달	이달/NNG
17일로	17/SN+일/NNB+로/JKB
한도가	한도/NNG+가/JKS
차는	차/VV+는/ETM
국가부채	국가/NNG+부채/NNG
상한	상한/NNG
증액에	증액/NNG+에/JKB
여야가	여야/NNG+가/JKS
합의하기	합의/NNG+하/XSV+기/ETN
힘들다는	힘들/VA+다는/ETM
비관적인	비관/NNG+적/XSN+이/VCP+ㄴ/ETM
관측도	관측/NNG+도/JX
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.381.9.3
미 재무부는 17일 국고에 남은 현금이 300억 달러(약 32조 원)지만 당일 빠져나갈 돈만 600억 달러여서 채무 불이행(디폴트) 상태에 빠질 것으로 추산했다.

미	미/NNP
재무부는	재무부/NNG+는/JX
17일	17/SN+일/NNB
국고에	국고/NNG+에/JKB
남은	남/VV+은/ETM
현금이	현금/NNG+이/JKS
300억	300/SN+억/NR
달러(약	달러/NNB+(/SS+약/MMA
32조	32/SN+조/NR
원)지만	원/NNB+)/SS+이/VCP+지만/EC
당일	당일/NNG
빠져나갈	빠져나가/VV+ㄹ/ETM
돈만	돈/NNG+만/JX
600억	600/SN+억/NR
달러여서	달러/NNB+이/VCP+어서/EC
채무	채무/NNG
불이행(디폴트)	불/XPN+이행/NNG+(/SS+디폴트/NNG+)/SS
상태에	상태/NNG+에/JKB
빠질	빠지/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
추산했다.	추산/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.10.1
오바마 행정부는 우선 정부 폐쇄 후유증을 최소화하는 데 주력하고 있다.

오바마	오바마/NNP
행정부는	행정부/NNG+는/JX
우선	우선/MAG
정부	정부/NNG
폐쇄	폐쇄/NNG
후유증을	후유증/NNG+을/JKO
최소화하는	최소/NNG+화/XSN+하/XSV+는/ETM
데	데/NNB
주력하고	주력/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.381.10.2
우편배달이나 사회보장 업무 등 민생에 필수적인 업무는 그대로 수행된다.

우편배달이나	우편배달/NNG+이나/JC
사회보장	사회/NNG+보장/NNG
업무	업무/NNG
등	등/NNB
민생에	민생/NNG+에/JKB
필수적인	필수/NNG+적/XSN+이/VCP+ㄴ/ETM
업무는	업무/NNG+는/JX
그대로	그대로/MAG
수행된다.	수행/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.381.11.1
비상계획에 따라 모든 연방정부 부처의 핵심 인력은 필수인원(excepted employees)과 면제인원(exempt employees)으로 분류돼 정부 폐쇄와 관계없이 업무를 한다.

비상계획에	비상/NNG+계획/NNG+에/JKB
따라	따르/VV+아/EC
모든	모든/MMN
연방정부	연방/NNG+정부/NNG
부처의	부처/NNG+의/JKG
핵심	핵심/NNG
인력은	인력/NNG+은/JX
필수인원(excepted	필수/NNG+인원/NNG+(/SS+excepted/SL
employees)과	employees/SL+)/SS+과/JC
면제인원(exempt	면제/NNG+인원/NNG+(/SS+exempt/SL
employees)으로	employees/SL+)/SS+으로/JKB
분류돼	분류/NNG+되/XSV+어/EC
정부	정부/NNG
폐쇄와	폐쇄/NNG+와/JKB
관계없이	관계없이/MAG
업무를	업무/NNG+를/JKO
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.381.11.2
필수인원은 △국가안보 △생명 보호 △재산 보호 △기타 필수 업무를 수행하는 인원을 뜻한다.

필수인원은	필수/NNG+인원/NNG+은/JX
△국가안보	△/SW+국가/NNG+안보/NNG
△생명	△/SW+생명/NNG
보호	보호/NNG
△재산	△/SW+재산/NNG
△기타	△/SW+기타/NNG
필수	필수/NNG
업무를	업무/NNG+를/JKO
수행하는	수행/NNG+하/XSV+는/ETM
인원을	인원/NNG+을/JKO
뜻한다.	뜻/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.381.11.3
면제인원은 정부의 연간 배정 예산의 영향을 받지 않는 인원으로 자체 수익사업을 하는 우정공사 등 기관의 인력이다.

면제인원은	면제/NNG+인원/NNG+은/JX
정부의	정부/NNG+의/JKG
연간	연간/NNG
배정	배정/NNG
예산의	예산/NNG+의/JKG
영향을	영향/NNG+을/JKO
받지	받/VV+지/EC
않는	않/VX+는/ETM
인원으로	인원/NNG+으로/JKB
자체	자체/NNG
수익사업을	수익/NNG+사업/NNG+을/JKO
하는	하/VV+는/ETM
우정공사	우정/NNG+공사/NNG
등	등/NNB
기관의	기관/NNG+의/JKG
인력이다.	인력/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.381.11.4
필수인원과 면제인원에서 제외된 연방공무원 80만∼100만 명은 1일부터 강제 무급 휴가에 들어갔다.

필수인원과	필수/NNG+인원/NNG+과/JC
면제인원에서	면제/NNG+인원/NNG+에서/JKB
제외된	제외/NNG+되/XSV+ㄴ/ETM
연방공무원	연방/NNG+공무원/NNG
80만∼100만	80/SN+만/NR+∼/SO+100/SN+만/NR
명은	명/NNB+은/JX
1일부터	1/SN+일/NNB+부터/JX
강제	강제/NNG
무급	무급/NNG
휴가에	휴가/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.12.1
이번 사태가 한국과 한국인들에게 미칠 영향은 당분간 미미할 것이라고 주미 한국대사관은 전망했다.

이번	이번/NNG
사태가	사태/NNG+가/JKS
한국과	한국/NNP+과/JC
한국인들에게	한국인/NNG+들/XSN+에게/JKB
미칠	미치/VV+ㄹ/ETM
영향은	영향/NNG+은/JX
당분간	당분간/MAG
미미할	미미하/VA+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
주미	주미/NNG
한국대사관은	한국대사관/NNP+은/JX
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.381.12.2
양국 간 접촉 업무를 담당하는 비자 업무, 통관 및 식품검역 업무 담당자들은 정상 근무를 하기 때문이다.

양국	양국/NNG
간	간/NNB
접촉	접촉/NNG
업무를	업무/NNG+를/JKO
담당하는	담당/NNG+하/XSV+는/ETM
비자	비자/NNG
업무,	업무/NNG+,/SP
통관	통관/NNG
및	및/MAG
식품검역	식품/NNG+검역/NNG
업무	업무/NNG
담당자들은	담당자/NNG+들/XSN+은/JX
정상	정상/NNG
근무를	근무/NNG+를/JKO
하기	하/VV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


