# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.44
metadata : {}


# id : NWRW1800000046.44.1.1
美 뉴저지 '기말시험 폐지' 교육개혁에… 아시아계 반발

美	美/SH
백인계와	백인/NNG+계/XSN+와/JKB
반대하는	반대/NNG+하/XSV+는/ETM
아시아계	아시아/NNP+계/XSN
학부모가	학부모/NNG+가/JKS
양분돼	양분/NNG+되/XSV+어/EC
대립하면서	대립/NNG+하/XSV+면서/EC
성적	성적/NNG
위주	위주/NNG
학교	학교/NNG
교육에	교육/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
미국	미국/NNP
사회의	사회/NNG+의/JKG
찬반	찬반/NNG
논쟁을	논쟁/NNG+을/JKO
상징적으로	상징/NNG+적/XSN+으로/JKB
보여주고	보이/VV+어/EC+주/VX+고/EC
있다고	있/VX+다고/EC
일간지	일간지/NNG
뉴욕타임스(NYT)가	뉴욕타임스/NNP+(/SS+NYT/SL+)/SS+가/JKS
26일(현지	26/SN+일/NNB+(/SS+현지/NNG
시각)	시각/NNG+)/SS
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.44.4.1
9700명의 학생이 있는 뉴저지 프린스턴 인근 '웨스트 윈저-플레인보로'교육구의 데이비드 아더홀드 교육감은 최근 중간·기말시험 폐지, '숙제 없는 날', 수학 우열반 편성을 4학년에서 6학년으로 늦추기 등을 시행했다.

9700명의	9700/SN+명/NNB+의/JKG
학생이	학생/NNG+이/JKS
있는	있/VA+는/ETM
뉴저지	뉴저지/NNP
프린스턴	프린스턴/NNP
인근	인근/NNG
'웨스트	'/SS+웨스트/NNG
윈저-플레인보로'교육구의	윈저/NNP+-/SO+플레인보로/NNP+'/SS+교육구/NNG+의/JKG
데이비드	데이비드/NNP
아더홀드	아더홀드/NNP
교육감은	교육감/NNG+은/JX
최근	최근/MAG
중간·기말시험	중간/NNG+·/SP+기말시험/NNG
폐지,	폐지/NNG+,/SP
'숙제	'/SS+숙제/NNG
없는	없/VA+는/ETM
날',	날/NNG+'/SS+,/SP
수학	수학/NNG
우열반	우열반/NNG
편성을	편성/NNG+을/JKO
4학년에서	4/SN+학년/NNG+에서/JKB
6학년으로	6/SN+학년/NNG+으로/JKB
늦추기	늦추/VV+기/ETN
등을	등/NNB+을/JKO
시행했다.	시행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.44.4.2
지난해 이 학군 내에서 120명의 중·고생이 정신과 진단을 권고받았고 40명이 병원에 입원하는 등 사태가 심각하다고 판단했기 때문이다.

지난해	지난해/NNG
이	이/MMD
학군	학군/NNG
내에서	내/NNB+에서/JKB
120명의	120/SN+명/NNB+의/JKG
중·고생이	중·고생/NNG+이/JKS
정신과	정신과/NNG
진단을	진단/NNG+을/JKO
권고받았고	권고/NNG+받/XSV+았/EP+고/EC
40명이	40/SN+명/NNB+이/JKS
병원에	병원/NNG+에/JKB
입원하는	입원/NNG+하/XSV+는/ETM
등	등/NNB
사태가	사태/NNG+가/JKS
심각하다고	심각하/VA+다고/EC
판단했기	판단/NNG+하/XSV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.44.5.1
이 학군은 지난 3년간 명문 매사추세츠공과대학(MIT)에 16명이 진학했고, 수학·과학경시대회와 음악 콩쿠르에서 입상하거나 미국 대학입학자격시험(SAT)에서 만점을 받은 학생도 심심찮게 나오는 명문 학군이다.

이	이/MMD
학군은	학군/NNG+은/JX
지난	지나/VV+ㄴ/ETM
3년간	3/SN+년/NNB+간/XSN
명문	명문/NNG
매사추세츠공과대학(MIT)에	매사추세츠공과대학/NNP+(/SS+MIT/SL+)/SS+에/JKB
16명이	16/SN+명/NNB+이/JKS
진학했고,	진학/NNG+하/XSV+았/EP+고/EC+,/SP
수학·과학경시대회와	수학/NNG+·/SP+과학/NNG+경시대회/NNG+와/JC
음악	음악/NNG
콩쿠르에서	콩쿠르/NNG+에서/JKB
입상하거나	입상/NNG+하/XSV+거나/EC
미국	미국/NNP
대학입학자격시험(SAT)에서	대학/NNG+입학/NNG+자격시험/NNG+(/SS+SAT/SL+)/SS+에서/JKB
만점을	만점/NNG+을/JKO
받은	받/VV+은/ETM
학생도	학생/NNG+도/JX
심심찮게	심심찮/VA+게/EC
나오는	나오/VV+는/ETM
학군이다.	학군/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.44.5.2
이렇게 성적이 좋아진 것은 지난 2007년 44% 정도였던 중국·인도·한국계 주민이 현재 65%까지 늘어난 것과 관련이 있다.

이렇게	이렇/VA+게/EC
성적이	성적/NNG+이/JKS
좋아진	좋/VA+아/EC+지/VX+ㄴ/ETM
것은	것/NNB+은/JX
지난	지나/VV+ㄴ/ETM
2007년	2007/SN+년/NNB
44%	44/SN+%/SW
정도였던	정도/NNG+이/VCP+었/EP+던/ETM
중국·인도·한국계	중국/NNP+·/SP+인도/NNP+·/SP+한국/NNP+계/XSN
주민이	주민/NNG+이/JKS
현재	현재/MAG
65%까지	65/SN+%/SW+까지/JX
늘어난	늘어나/VV+ㄴ/ETM
것과	것/NNB+과/JKB
관련이	관련/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.44.5.3
아시아계 학부모들은 교육감의 '교육 개혁'에 강력히 반발하고 있다.

아시아계	아시아/NNP+계/XSN
학부모들은	학부모/NNG+들/XSN+은/JX
교육감의	교육감/NNG+의/JKG
'교육	'/SS+교육/NNG
개혁'에	개혁/NNG+'/SS+에/JKB
강력히	강력히/MAG
반발하고	반발/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.44.5.4
한 중국계 학부모는 "아이들이 배우고 성장하려면 경험이 필요한데 자꾸 제한하는 것은 도움이 안 된다"고 비판했고, 이에 반대하는 한 백인 학부모는 "아들이 4학년인데 벌써 '나는 성적이 좋은 게 아무것도 없으니 아무 일도 못할 것'이라고 말한다"며 한탄했다.

한	한/MMN
중국계	중국/NNP+계/XSN
학부모는	학부모/NNG+는/JX
"아이들이	"/SS+아이/NNG+들/XSN+이/JKS
배우고	배우/VV+고/EC
성장하려면	성장/NNG+하/XSV+려면/EC
경험이	경험/NNG+이/JKS
필요한데	필요/NNG+하/XSA+ㄴ데/EC
자꾸	자꾸/MAG
제한하는	제한/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
도움이	도움/NNG+이/JKC
안	안/MAG
된다"고	되/VV+ㄴ다/EF+"/SS+고/JKQ
비판했고,	비판/NNG+하/XSV+았/EP+고/EC+,/SP
이에	이/NP+에/JKB
반대하는	반대/NNG+하/XSV+는/ETM
백인	백인/NNG
"아들이	"/SS+아들/NNG+이/JKS
4학년인데	4/SN+학년/NNG+이/VCP+ㄴ데/EC
벌써	벌써/MAG
'나는	'/SS+나/NP+는/JX
성적이	성적/NNG+이/JKS
좋은	좋/VA+은/ETM
게	거/NNB+이/JKS
아무것도	아무것/NNG+도/JX
없으니	없/VA+으니/EC
아무	아무/MMD
일도	일/NNG+도/JX
못할	못/MAG+하/VV+ㄹ/ETM
것'이라고	것/NNB+'/SS+이라고/JKQ
말한다"며	말/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
한탄했다.	한탄/NNG+하/XSV+았/EP+다/EF+./SF


