# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.324
metadata : {}


# id : NWRW1800000041.324.1.1
朴대통령 한때 行試폐지 검토… 해경 해체 직접 결정

朴대통령	朴/SH+대통령/NNG
진행되는	진행/NNG+되/XSV+는/ETM
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
내용을	내용/NNG+을/JKO
보면	보/VV+면/EC
대통령의	대통령/NNG+의/JKG
의지를	의지/NNG+를/JKO
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.324.4.1
박 대통령은 담화에서 “심각한 인명피해 사고를 야기하는 사람에게는 엄중한 형벌이 부과될 수 있도록 형법 개정안을 제출하겠다”고 밝혔다.

박	박/NNP
대통령은	대통령/NNG+은/JX
담화에서	담화/NNG+에서/JKB
“심각한	“/SS+심각하/VA+ㄴ/ETM
인명피해	인명/NNG+피해/NNG
사고를	사고/NNG+를/JKO
야기하는	야기/NNG+하/XSV+는/ETM
사람에게는	사람/NNG+에게/JKB+는/JX
엄중한	엄중/NNG+하/XSA+ㄴ/ETM
형벌이	형벌/NNG+이/JKS
부과될	부과/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
형법	형법/NNG
개정안을	개정안/NNG+을/JKO
제출하겠다”고	제출/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.324.4.2
여기엔 한 외신 보도가 자극을 줬다고 한다.

여기엔	여기/NP+에/JKB+ㄴ/JX
한	한/MMN
외신	외신/NNG
보도가	보도/NNG+가/JKS
자극을	자극/NNG+을/JKO
줬다고	주/VV+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.324.4.3
박 대통령은 2012년 배가 암초에 부딪혀 좌초되는 상황에서 승객들을 버리고 가장 먼저 도피한 이탈리아 선박 콘코르디아호 선장에게 이탈리아 검찰이 2697년형을 구형했다는 보도를 본 뒤 이 내용을 직접 담화에 넣은 것으로 전해졌다.

박	박/NNP
대통령은	대통령/NNG+은/JX
2012년	2012/SN+년/NNB
배가	배/NNG+가/JKS
암초에	암초/NNG+에/JKB
부딪혀	부딪히/VV+어/EC
좌초되는	좌초/NNG+되/XSV+는/ETM
상황에서	상황/NNG+에서/JKB
승객들을	승객/NNG+들/XSN+을/JKO
버리고	버리/VV+고/EC
가장	가장/MAG
먼저	먼저/MAG
도피한	도피/NNG+하/XSV+ㄴ/ETM
이탈리아	이탈리아/NNP
선박	선박/NNG
콘코르디아호	콘코르디아호/NNP
선장에게	선장/NNG+에게/JKB
검찰이	검찰/NNG+이/JKS
2697년형을	2697/SN+년/NNB+형/NNG+을/JKO
구형했다는	구형/NNG+하/XSV+았/EP+다는/ETM
보도를	보도/NNG+를/JKO
본	보/VV+ㄴ/ETM
뒤	뒤/NNG
이	이/MMD
내용을	내용/NNG+을/JKO
직접	직접/MAG
담화에	담화/NNG+에/JKB
넣은	넣/VV+은/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.324.4.4
현행 형법은 하나의 행위가 여러 개의 죄에 해당되면 가장 중한 죄에 맞춰 처벌하도록 되어 있고 가중처벌도 제한이 있어 세월호 이준석 선장의 경우 유기징역의 경우 45년이 최대치다.

현행	현행/NNG
형법은	형법/NNG+은/JX
하나의	하나/NR+의/JKG
행위가	행위/NNG+가/JKS
여러	여러/MMN
개의	개/NNB+의/JKG
죄에	죄/NNG+에/JKB
해당되면	해당/NNG+되/XSV+면/EC
가장	가장/MAG
중한	중하/VA+ㄴ/ETM
맞춰	맞추/VV+어/EC
처벌하도록	처벌/NNG+하/XSV+도록/EC
되어	되/VV+어/EC
있고	있/VX+고/EC
가중처벌도	가중/NNG+처벌/NNG+도/JX
제한이	제한/NNG+이/JKS
있어	있/VA+어/EC
세월호	세월호/NNP
이준석	이준석/NNP
선장의	선장/NNG+의/JKG
경우	경우/NNG
유기징역의	유기/NNG+징역/NNG+의/JKG
45년이	45/SN+년/NNB+이/JKS
최대치다.	최대/NNG+치/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000041.324.4.5
박 대통령은 당장 이 선장부터 적용할 수는 없더라도 여러 개의 죄에 대해 중복으로 형량을 부여할 수 있도록 해 향후 안전 범죄에 경각심을 불러일으켜야 한다는 생각인 것으로 전해졌다.

박	박/NNP
대통령은	대통령/NNG+은/JX
당장	당장/NNG
이	이/NNP
선장부터	선장/NNG+부터/JX
적용할	적용/NNG+하/XSV+ㄹ/ETM
수는	수/NNB+는/JX
없더라도	없/VA+더라도/EC
여러	여러/MMN
개의	개/NNB+의/JKG
죄에	죄/NNG+에/JKB
대해	대하/VV+아/EC
중복으로	중복/NNG+으로/JKB
형량을	형량/NNG+을/JKO
부여할	부여/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
해	하/VX+아/EC
향후	향후/NNG
안전	안전/NNG
범죄에	범죄/NNG+에/JKB
경각심을	경각심/NNG+을/JKO
불러일으켜야	불러일으키/VV+어야/EC
한다는	하/VX+ㄴ다는/ETM
생각인	생각/NNG+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.324.5.1
박 대통령은 또 세월호 선사인 청해진해운에 대한 강도 높은 수사를 통해 민관 유착을 반드시 뽑아내겠다는 강한 의지를 보였다고 한다.

박	박/NNP
대통령은	대통령/NNG+은/JX
또	또/MAG
세월호	세월호/NNP
선사인	선사/NNG+이/VCP+ㄴ/ETM
청해진해운에	청해진해운/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
강도	강도/NNG
높은	높/VA+은/ETM
수사를	수사/NNG+를/JKO
통해	통하/VV+아/EC
민관	민관/NNG
유착을	유착/NNG+을/JKO
반드시	반드시/MAG
뽑아내겠다는	뽑아내/VV+겠/EP+다는/ETM
강한	강하/VA+ㄴ/ETM
의지를	의지/NNG+를/JKO
보였다고	보이/VV+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.324.5.2
담화에서 수사범위를 각종 특혜와 민관유착뿐만 아니라 비호하는 세력까지 구체적으로 적시한 것도 그런 의지를 보이기 위한 포석이다.

담화에서	담화/NNG+에서/JKB
수사범위를	수사/NNG+범위/NNG+를/JKO
각종	각종/NNG
특혜와	특혜/NNG+와/JC
민관유착뿐만	민관/NNG+유착/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
비호하는	비호/NNG+하/XSV+는/ETM
세력까지	세력/NNG+까지/JX
구체적으로	구체/NNG+적/XSN+으로/JKB
적시한	적시/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
그런	그런/MMD
의지를	의지/NNG+를/JKO
보이기	보이/VV+기/ETN
위한	위하/VV+ㄴ/ETM
포석이다.	포석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.324.5.3
청와대 참모들은 박 대통령이 “우리 사회 전반의 부패를 척결하겠다”고 밝힌 것은 향후 전방위적인 사정 국면에 돌입할 것을 예고하는 것이라고 전했다.

청와대	청와대/NNP
참모들은	참모/NNG+들/XSN+은/JX
박	박/NNP
대통령이	대통령/NNG+이/JKS
“우리	“/SS+우리/NP
사회	사회/NNG
전반의	전반/NNG+의/JKG
부패를	부패/NNG+를/JKO
척결하겠다”고	척결/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝힌	밝히/VV+ㄴ/ETM
것은	것/NNB+은/JX
향후	향후/NNG
전방위적인	전방위/NNG+적/XSN+이/VCP+ㄴ/ETM
사정	사정/NNG
국면에	국면/NNG+에/JKB
돌입할	돌입/NNG+하/XSV+ㄹ/ETM
것을	것/NNB+을/JKO
예고하는	예고/NNG+하/XSV+는/ETM
것이라고	것/NNB+이/VCP+라고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.324.6.1
해경 폐지도 박 대통령이 선택한 카드다.

해경	해경/NNG
폐지도	폐지/NNG+도/JX
박	박/NNP
대통령이	대통령/NNG+이/JKS
선택한	선택/NNG+하/XSV+ㄴ/ETM
카드다.	카드/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.324.6.2
박 대통령은 미국의 해안경비대, 일본의 해상보안청의 사례를 보고받고 이들 기구가 구난 구조를 첫 번째 임무로 하는 데 비해 우리나라 해경은 경찰 업무를 주로 하는 데 강한 문제의식을 가졌던 것으로 전해졌다.

박	박/NNP
대통령은	대통령/NNG+은/JX
미국의	미국/NNP+의/JKG
해안경비대,	해안/NNG+경비대/NNG+,/SP
일본의	일본/NNP+의/JKG
해상보안청의	해상/NNG+보안청/NNG+의/JKG
사례를	사례/NNG+를/JKO
보고받고	보고/NNG+받/XSV+고/EC
이들	이/NP+들/XSN
기구가	기구/NNG+가/JKS
구난	구난/NNG
구조를	구조/NNG+를/JKO
첫	첫/MMN
번째	번/NNB+째/XSN
임무로	임무/NNG+로/JKB
하는	하/VV+는/ETM
데	데/NNB
비해	비/NNG+하/XSV+아/EC
우리나라	우리나라/NNG
해경은	해경/NNG+은/JX
경찰	경찰/NNG
업무를	업무/NNG+를/JKO
주로	주로/MAG
강한	강하/VA+ㄴ/ETM
문제의식을	문제의식/NNG+을/JKO
가졌던	가지/VV+었/EP+던/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.324.6.3
이 때문에 박 대통령은 수사나 정보 같은 경찰 업무는 경찰청으로 넘기고 해양구조·구난과 해양경비 분야는 국가안전처로 넘겼다.

이	이/NP
때문에	때문/NNB+에/JKB
박	박/NNP
대통령은	대통령/NNG+은/JX
수사나	수사/NNG+나/JC
정보	정보/NNG
같은	같/VA+은/ETM
경찰	경찰/NNG
업무는	업무/NNG+는/JX
경찰청으로	경찰청/NNG+으로/JKB
넘기고	넘기/VV+고/EC
해양구조·구난과	해양/NNG+구조/NNG+·/SP+구난/NNG+과/JC
해양경비	해양/NNG+경비/NNG
분야는	분야/NNG+는/JX
국가안전처로	국가/NNG+안전처/NNG+로/JKB
넘겼다.	넘기/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.324.6.4
국가안전처로 넘어가는 해경의 경우 경찰 업무를 더이상 할 수 없도록 하는 조치가 취해진 것이다.

국가안전처로	국가/NNG+안전처/NNG+로/JKB
넘어가는	넘어가/VV+는/ETM
해경의	해경/NNG+의/JKG
경우	경우/NNG
경찰	경찰/NNG
업무를	업무/NNG+를/JKO
더이상	더/MAG+이상/NNG
할	하/VV+ㄹ/ETM
수	수/NNB
없도록	없/VA+도록/EC
하는	하/VX+는/ETM
조치가	조치/NNG+가/JKS
취해진	취하/VV+아/EC+지/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.324.7.1
일각에서는 해경을 해체하고 해양경비 분야에 경찰 권한을 부여하지 않으면 독도 경비나 중국 불법어선 단속 등에 어려움을 겪을 수 있다는 반대도 있었다고 한다.

일각에서는	일각/NNG+에서/JKB+는/JX
해경을	해경/NNG+을/JKO
해체하고	해체/NNG+하/XSV+고/EC
해양경비	해양/NNG+경비/NNG
분야에	분야/NNG+에/JKB
경찰	경찰/NNG
권한을	권한/NNG+을/JKO
부여하지	부여/NNG+하/XSV+지/EC
않으면	않/VX+으면/EC
독도	독도/NNP
경비나	경비/NNG+나/JC
중국	중국/NNP
불법어선	불법/NNG+어선/NNG
단속	단속/NNG
등에	등/NNB+에/JKB
어려움을	어려움/NNG+을/JKO
겪을	겪/VV+을/ETM
수	수/NNB
있다는	있/VA+다는/ETM
반대도	반대/NNG+도/JX
있었다고	있/VA+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.324.7.2
그러나 해양경비법을 일부 개정할 경우 긴급한 상황에 이들에게 경찰 권한을 부여할 수 있는 길이 열리기 때문에 보완이 가능하다고 최종 판단한 것으로 전해졌다.

그러나	그러나/MAJ
해양경비법을	해양/NNG+경비법/NNG+을/JKO
일부	일부/NNG
개정할	개정/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
긴급한	긴급/NNG+하/XSA+ㄴ/ETM
상황에	상황/NNG+에/JKB
이들에게	이/NP+들/XSN+에게/JKB
경찰	경찰/NNG
권한을	권한/NNG+을/JKO
부여할	부여/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
길이	길/NNG+이/JKS
열리기	열리/VV+기/ETN
때문에	때문/NNB+에/JKB
보완이	보완/NNG+이/JKS
가능하다고	가능/NNG+하/XSA+다고/EC
최종	최종/NNG
판단한	판단/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.324.8.1
박 대통령은 한때 행정고시 폐지까지 검토했던 것으로 전해졌다.

박	박/NNP
대통령은	대통령/NNG+은/JX
한때	한때/MAG
행정고시	행정/NNG+고시/NNG
폐지까지	폐지/NNG+까지/JX
검토했던	검토/NNG+하/XSV+았/EP+던/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.324.8.2
대통령은 담화에서 밝힌 5급 공채와 민간경력자 채용을 5 대 5 수준으로 맞추겠다는 내용을 임기 내 지키겠다는 의지가 강한 것으로 전해졌다.

대통령은	대통령/NNG+은/JX
담화에서	담화/NNG+에서/JKB
밝힌	밝히/VV+ㄴ/ETM
5급	5/SN+급/NNG
공채와	공채/NNG+와/JC
민간경력자	민간/NNG+경력자/NNG
채용을	채용/NNG+을/JKO
5	5/SN
대	대/NNB
수준으로	수준/NNG+으로/JKB
맞추겠다는	맞추/VV+겠/EP+다는/ETM
내용을	내용/NNG+을/JKO
임기	임기/NNG
내	내/NNB
지키겠다는	지키/VV+겠/EP+다는/ETM
의지가	의지/NNG+가/JKS
강한	강하/VA+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


