# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.429
metadata : {}


# id : NWRW1800000026.429.1.1
[강원] 구제역 보상금, 道 예비비로 우선 지급

[강원]	[/SS+강원/NNP+]/SS
지급된다.	지급/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.429.4.1
지원조건은 5000만원 한도에 이자는 2년간 2% 수준이다.

지원조건은	지원/NNG+조건/NNG+은/JX
5000만원	5000/SN+만/NR+원/NNB
한도에	한도/NNG+에/JKB
이자는	이자/NNG+는/JX
2년간	2/SN+년/NNB+간/XSN
2%	2/SN+%/SW
수준이다.	수준/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.429.4.2
내년도 강원도 2차보전예산을 활용하게 된다.

내년도	내년도/NNG
강원도	강원도/NNP
2차보전예산을	2/SN+차/NNB+보전/NNG+예산/NNG+을/JKO
활용하게	활용/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.429.4.3
더불어 원유 폐기 농가에 대해서는 하루 3t을 상한으로 선지급 후 사후정산한다.

더불어	더불/VV+어/EC
원유	원유/NNG
폐기	폐기/NNG
농가에	농가/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
하루	하루/NNG
3t을	3/SN+t/SW+을/JKO
상한으로	상한/NNG+으로/JKB
선지급	선지급/NNG
후	후/NNG
사후정산한다.	사후/NNG+정산/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.429.5.1
한편 강원도는 구제역이 타지역으로 확산되는 것을 막기 위해 발생농장 500m 이내에 사람과 차량 출입을 전면통제하고 있다.

한편	한편/MAG
강원도는	강원도/NNP+는/JX
구제역이	구제역/NNG+이/JKS
타지역으로	타/MMD+지역/NNG+으로/JKB
확산되는	확산/NNG+되/XSV+는/ETM
것을	것/NNB+을/JKO
막기	막/VV+기/ETN
위해	위하/VV+아/EC
발생농장	발생/NNG+농장/NNG
500m	500/SN+m/SW
이내에	이내/NNG+에/JKB
사람과	사람/NNG+과/JC
차량	차량/NNG
출입을	출입/NNG+을/JKO
전면통제하고	전면/NNG+통제/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.429.5.2
또 관광숙박시설과 스키장 진입로 31곳에 발판 소독조를 설치했다.

또	또/MAG
관광숙박시설과	관광/NNG+숙박/NNG+시설/NNG+과/JC
스키장	스키장/NNG
진입로	진입로/NNG
31곳에	31/SN+곳/NNG+에/JKB
발판	발판/NNG
소독조를	소독조/NNG+를/JKO
설치했다.	설치/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.429.5.3
강원도는 확산 중인 구제역을 막기 위해 29일 긴급 부시장·부군수 회의를 개최한다.

강원도는	강원도/NNP+는/JX
확산	확산/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
구제역을	구제역/NNG+을/JKO
막기	막/VV+기/ETN
위해	위하/VV+아/EC
29일	29/SN+일/NNB
긴급	긴급/NNG
부시장·부군수	부시장/NNG+·/SP+부군수/NNG
회의를	회의/NNG+를/JKO
개최한다.	개최/NNG+하/XSV+ㄴ다/EF+./SF


