# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.296
metadata : {}


# id : NWRW1800000049.296.1.1
[허문명의 프리킥]한국, 트럼프시대 희생양 될 수 있다

[허문명의	[/SS+허문명/NNP+의/JKG
계획한	계획/NNG+하/XSV+ㄴ/ETM
이상을	이상/NNG+을/JKO
드디어	드디어/MAG
실현할	실현/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있으리라는	있/VA+으리라는/ETM
벅찬	벅차/VA+ㄴ/ETM
기대에	기대/NNG+에/JKB
부풀었지만	부풀/VV+었/EP+지만/EC
이내	이내/MAG
‘쉽지	‘/SS+쉽/VA+지/EC
않겠다’는	않/VX+겠/EP+다/EF+’/SS+는/ETM
생각에	생각/NNG+에/JKB
퇴근길부터	퇴근길/NNG+부터/JX
머리가	머리/NNG+가/JKS
무거웠다.	무겁/VA+었/EP+다/EF+./SF


# id : NWRW1800000049.296.4.4
트럼프 역시 행정부 내 이견 조율, 복잡한 국제관계, 현행법과 관행, 의회 견제 등 극복해야 할 장애가 한둘이 아니다”라고 했다.

트럼프	트럼프/NNP
역시	역시/MAG
행정부	행정부/NNG
내	내/NNB
이견	이견/NNG
조율,	조율/NNG+,/SP
복잡한	복잡하/VA+ㄴ/ETM
국제관계,	국제/NNG+관계/NNG+,/SP
현행법과	현행법/NNG+과/JC
관행,	관행/NNG+,/SP
의회	의회/NNG
견제	견제/NNG
등	등/NNB
극복해야	극복/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
장애가	장애/NNG+가/JKS
한둘이	한둘/NR+이/JKC
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.5.1
만찬을 겸한 워크숍에는 한미 양국 외교전문가들과 전현직 주한 미국대사들도 참석했다.

만찬을	만찬/NNG+을/JKO
겸한	겸/NNB+하/XSV+ㄴ/ETM
워크숍에는	워크숍/NNG+에/JKB+는/JX
한미	한미/NNP
양국	양국/NNG
외교전문가들과	외교/NNG+전문가/NNG+들/XSN+과/JC
전현직	전현직/NNG
주한	주한/NNG
미국대사들도	미국/NNP+대사/NNG+들/XSN+도/JX
참석했다.	참석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.5.2
마크 리퍼트 대사는 “정책(policy to policy)도 중요하지만 인적관계(people to people)가 중요하다.

마크	마크/NNP
리퍼트	리퍼트/NNP
대사는	대사/NNG+는/JX
“정책(policy	“/SS+정책/NNG+(/SS+policy/SL
to	to/SL
policy)도	policy/SL+)/SS+도/JX
중요하지만	중요/NNG+하/XSA+지만/EC
인적관계(people	인/NNG+적/XSN+관계/NNG+(/SS+people/SL
people)가	people/SL+)/SS+가/JKS
중요하다.	중요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000049.296.5.3
탄탄한 인적 유대로 묶인 한미관계는 변함이 없을 것”이라고 한미동맹을 강조했다.

탄탄한	탄탄하/VA+ㄴ/ETM
인적	인/NNG+적/XSN
유대로	유대/NNG+로/JKB
묶인	묶이/VV+ㄴ/ETM
한미관계는	한미/NNP+관계/NNG+는/JX
변함이	변하/VV+ㅁ/ETN+이/JKS
없을	없/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
한미동맹을	한미/NNP+동맹/NNG+을/JKO
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.5.4
변화는 있겠지만 잘될 것이라고 안심시키는 듯한 모습에서 안도감도 들었으나 한미관계에 큰 변화의 물결이 밀려오고 있음을 새삼 무겁게 느낄 수 있었다.

변화는	변화/NNG+는/JX
있겠지만	있/VA+겠/EP+지만/EC
잘될	잘/MAG+되/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
안심시키는	안심/NNG+시키/XSV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
모습에서	모습/NNG+에서/JKB
안도감도	안도감/NNG+도/JX
들었으나	듣/VV+었/EP+으나/EC
한미관계에	한미/NNP+관계/NNG+에/JKB
큰	크/VA+ㄴ/ETM
변화의	변화/NNG+의/JKG
물결이	물결/NNG+이/JKS
밀려오고	밀려오/VV+고/EC
있음을	있/VX+음/ETN+을/JKO
새삼	새삼/MAG
무겁게	무겁/VA+게/EC
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000049.296.6.1
이날 최대 화제 역시 ‘최순실 게이트’였다.

이날	이날/NNG
최대	최대/NNG
화제	화제/NNG
역시	역시/MAG
‘최순실	‘/SS+최순실/NNP
게이트’였다.	게이트/NNG+’/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000049.296.6.2
미 유력지 언론인은 “박근혜 최순실로 이어지는 여성들의 추락으로 한국에서 발언권이 커져 온 커리어 우먼들의 자괴감, 불안감이 커지지 않을까 궁금하다”고 했다.

미	미/NNP
유력지	유력지/NNG
언론인은	언론인/NNG+은/JX
“박근혜	“/SS+박근혜/NNP
최순실로	최순실/NNP+로/JKB
이어지는	이어지/VV+는/ETM
여성들의	여성/NNG+들/XSN+의/JKG
추락으로	추락/NNG+으로/JKB
한국에서	한국/NNP+에서/JKB
발언권이	발언/NNG+권/XSN+이/JKS
커져	커지/VV+어/EC
온	오/VX+ㄴ/ETM
커리어	커리어/NNG
우먼들의	우먼/NNG+들/XSN+의/JKG
자괴감,	자괴감/NNG+,/SP
불안감이	불안감/NNG+이/JKS
커지지	커지/VV+지/EC
않을까	않/VX+을까/EC
궁금하다”고	궁금하/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.7.1
무엇보다 관심은 한국의 안보에 쏠렸다.

무엇보다	무엇/NP+보다/JKB
관심은	관심/NNG+은/JX
한국의	한국/NNP+의/JKG
안보에	안보/NNG+에/JKB
쏠렸다.	쏠리/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.296.7.2
신기욱 스탠퍼드대 아태연구소장은 “미국 사람들이 만날 때마다 최순실이 누구냐고 자꾸 묻는데 뭐라 답해야 할지 난감하고 부끄럽다”며 “장기간의 국정 공백으로 외교·안보적 대응이 소홀해지지 않을까 하는 점이 가장 우려된다”고 했다.

신기욱	신기욱/NNP
스탠퍼드대	스탠퍼드대/NNP
아태연구소장은	아태연구소장/NNG+은/JX
“미국	“/SS+미국/NNP
사람들이	사람/NNG+들/XSN+이/JKS
만날	만나/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
최순실이	최순실/NNP+이/JKS
누구냐고	누구/NP+이/VCP+냐고/EC
자꾸	자꾸/MAG
묻는데	묻/VV+는데/EC
뭐라	뭐/NP+이/VCP+라/EC
답해야	답/NNG+하/XSV+아야/EC
할지	하/VX+ㄹ지/EC
난감하고	난감하/VA+고/EC
부끄럽다”며	부끄럽/VA+다/EF+”/SS+며/EC
“장기간의	“/SS+장기간/NNG+의/JKG
국정	국정/NNG
공백으로	공백/NNG+으로/JKB
외교·안보적	외교/NNG+·/SP+안보/NNG+적/XSN
대응이	대응/NNG+이/JKS
소홀해지지	소홀/NNG+하/XSA+아/EC+지/VX+지/EC
않을까	않/VX+을까/EC
하는	하/VV+는/ETM
점이	점/NNG+이/JKS
가장	가장/MAG
우려된다”고	우려/NNG+되/XSV+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.7.3
그의 말이다.

그의	그/NP+의/JKG
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.296.7.4
“트럼프 캠프는 주한미군 방위비 문제나 한미 자유무역협정(FTA) 등 구체적인 현안들에 대해 내용을 거의 모르는 상황이다.

“트럼프	“/SS+트럼프/NNP
캠프는	캠프/NNG+는/JX
주한미군	주한/NNG+미군/NNG
방위비	방위비/NNG
문제나	문제/NNG+나/JC
한미	한미/NNP
자유무역협정(FTA)	자유/NNG+무역/NNG+협정/NNG+(/SS+FTA/SL+)/SS
등	등/NNB
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
현안들에	현안/NNG+들/XSN+에/JKB
대해	대하/VV+아/EC
내용을	내용/NNG+을/JKO
거의	거의/MAG
모르는	모르/VV+는/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.296.7.5
신행정부의 대외정책 라인이 구축되는 향후 3∼6개월 안에 우리 입장을 적극 설명해야 하는데 제대로 할 수 있을지 걱정이다.”

신행정부의	신/XPN+행정부/NNG+의/JKG
대외정책	대외/NNG+정책/NNG
라인이	라인/NNG+이/JKS
구축되는	구축/NNG+되/XSV+는/ETM
향후	향후/NNG
3∼6개월	3/SN+∼/SO+6/SN+개월/NNB
안에	안/NNG+에/JKB
우리	우리/NP
입장을	입장/NNG+을/JKO
적극	적극/NNG
설명해야	설명/NNG+하/XSV+아야/EC
하는데	하/VX+는데/EC
제대로	제대로/MAG
할	하/VV+ㄹ/ETM
수	수/NNB
있을지	있/VA+을지/EC
걱정이다.”	걱정/NNG+이/VCP+다/EF+./SF+”/SS


# id : NWRW1800000049.296.8.1
절대 안심할 수 없다

절대	절대/MAG
안심할	안심/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다	없/VA+다/EF


# id : NWRW1800000049.296.9.1
기자는 참석자들에게 “트럼프가 민감한 공약들에서 한발 물러서고 있는데 안심해도 되는 것이냐”고 물었다.

기자는	기자/NNG+는/JX
참석자들에게	참석자/NNG+들/XSN+에게/JKB
“트럼프가	“/SS+트럼프/NNP+가/JKS
민감한	민감/NNG+하/XSA+ㄴ/ETM
공약들에서	공약/NNG+들/XSN+에서/JKB
한발	한발/MAG
물러서고	물러서/VV+고/EC
있는데	있/VX+는데/EC
안심해도	안심/NNG+하/XSV+아도/EC
되는	되/VV+는/ETM
것이냐”고	것/NNB+이/VCP+냐/EF+”/SS+고/JKQ
물었다.	묻/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.296.9.2
대부분이 “노(No)”였다.

대부분이	대/XPN+부분/NNG+이/JKS
“노(No)”였다.	“/SS+노/NNG+(/SS+No/SL+)/SS+”/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000049.296.9.3
트럼프가 변덕이 심하고 감정을 억제하지 못하는 성격에 사업 방식도 상대를 철저히 짓밟는 전략을 구사해왔기 때문에 절대 안심할 수 없다는 거였다.

트럼프가	트럼프/NNP+가/JKS
변덕이	변덕/NNG+이/JKS
심하고	심하/VA+고/EC
감정을	감정/NNG+을/JKO
억제하지	억제/NNG+하/XSV+지/EC
못하는	못하/VX+는/ETM
성격에	성격/NNG+에/JKB
사업	사업/NNG
방식도	방식/NNG+도/JX
상대를	상대/NNG+를/JKO
철저히	철저히/MAG
짓밟는	짓밟/VV+는/ETM
전략을	전략/NNG+을/JKO
구사해왔기	구사/NNG+하/XSV+아/EC+오/VX+았/EP+기/ETN
때문에	때문/NNB+에/JKB
절대	절대/MAG
안심할	안심/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다는	없/VA+다는/ETM
거였다.	거/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000049.296.9.4
한 전직 미국 관료의 말에 오싹해졌다.

한	한/MMN
전직	전직/NNG
미국	미국/NNP
관료의	관료/NNG+의/JKG
말에	말/NNG+에/JKB
오싹해졌다.	오싹/MAG+하/XSV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000049.296.9.5
“오바마의 의료복지 정책이나 불법 이민 같은 민감한 내부 문제들은 반발이 커서 후퇴할 가능성이 높다.

“오바마의	“/SS+오바마/NNP+의/JKG
의료복지	의료/NNG+복지/NNG
정책이나	정책/NNG+이나/JC
불법	불법/NNG
이민	이민/NNG
같은	같/VA+은/ETM
민감한	민감/NNG+하/XSA+ㄴ/ETM
내부	내부/NNG
문제들은	문제/NNG+들/XSN+은/JX
반발이	반발/NNG+이/JKS
커서	크/VA+어서/EC
후퇴할	후퇴/NNG+하/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000049.296.9.6
중국이나 유럽 정책도 공약대로 하기 어렵다.

중국이나	중국/NNP+이나/JC
유럽	유럽/NNP
정책도	정책/NNG+도/JX
공약대로	공약/NNG+대로/JX
하기	하/VV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000049.296.9.7
하지만 당선인 입장에서는 자신이 공약을 지켰다는 명분을 만들어야 한다.

하지만	하지만/MAJ
당선인	당선인/NNG
입장에서는	입장/NNG+에서/JKB+는/JX
자신이	자신/NNG+이/JKS
공약을	공약/NNG+을/JKO
지켰다는	지키/VV+었/EP+다는/ETM
명분을	명분/NNG+을/JKO
만들어야	만들/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000049.296.9.8
이 과정에서 만만한(?) 한국이 희생양이 될 가능성이 있다”고 했다.

이	이/MMD
과정에서	과정/NNG+에서/JKB
만만한(?)	만만하/VA+ㄴ/ETM+(/SS+?/SF+)/SS
한국이	한국/NNP+이/JKS
희생양이	희생양/NNG+이/JKC
될	되/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.296.9.9
그런 점에서 방위비 증액은 피해 갈 수 없을 것이고 주한미군 철수나 전시작전권 이양도 현실화할 수 있다는 거였다.

그런	그런/MMD
점에서	점/NNG+에서/JKB
방위비	방위비/NNG
증액은	증액/NNG+은/JX
피해	피하/VV+아/EC
갈	가/VX+ㄹ/ETM
수	수/NNB
없을	없/VA+을/ETM
것이고	것/NNB+이/VCP+고/EC
주한미군	주한/NNG+미군/NNG
철수나	철수/NNG+나/JC
전시작전권	전시/NNG+작전/NNG+권/XSN
이양도	이양/NNG+도/JX
현실화할	현실/NNG+화/XSN+하/XSV+ㄹ/ETM
있다는	있/VA+다는/ETM
거였다.	거/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000049.296.10.1
한미관계에 격랑이 일고 있는데 정치권은 점점 진흙탕 속으로 빠져들어 가고 있다.

한미관계에	한미/NNP+관계/NNG+에/JKB
격랑이	격랑/NNG+이/JKS
일고	일/VV+고/EC
있는데	있/VX+는데/EC
정치권은	정치/NNG+권/XSN+은/JX
점점	점점/MAG
진흙탕	진흙탕/NNG
속으로	속/NNG+으로/JKB
빠져들어	빠지/VV+어/EC+들/VX+어/EC
가고	가/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.296.10.2
그들은 국민의 대변자일까 공공의 적일까.

그들은	그/NP+들/XSN+은/JX
국민의	국민/NNG+의/JKG
대변자일까	대변자/NNG+이/VCP+ㄹ까/EF
공공의	공공/NNG+의/JKG
적일까.	적/NNG+이/VCP+ㄹ까/EF+./SF


