# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.81
metadata : {}


# id : NWRW1800000049.81.1.1
[2016 한국산업대상/공공-상생경영 부문]현장 중심 소통행정과 신뢰받는 섬김행정 실현

[2016	[/SS+2016/SN
창의적인	창의/NNG+적/XSN+이/VCP+ㄴ/ETM
경영	경영/NNG
문화	문화/NNG
확산과	확산/NNG+과/JC
뼈를	뼈/NNG+를/JKO
깎는	깎/VV+는/ETM
혁신으로	혁신/NNG+으로/JKB
지속	지속/NNG
가능한	가능/NNG+하/XSA+ㄴ/ETM
미래와	미래/NNG+와/JC
국가	국가/NNG
경쟁력	경쟁력/NNG
발전에	발전/NNG+에/JKB
이바지한	이바지/NNG+하/XSV+ㄴ/ETM
탁월한	탁월하/VA+ㄴ/ETM
업적으로	업적/NNG+으로/JKB
대상을	대상/NNG+을/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.81.4.1
황 군수는 민선 6기 들어서면서 그동안 산적해 있던 현안의 정상화와 함께 군의 미래 발전과 군민의 삶의 질 향상을 위한 기초를 착실하게 다지는 등 군정의 여러 분야에서 두드러진 성과를 거두고 있다 .

황	황/NNP
군수는	군수/NNG+는/JX
민선	민선/NNG
6기	6/SN+기/NNG
들어서면서	들어서/VV+면서/EC
그동안	그동안/NNG
산적해	산적/NNG+하/XSV+아/EC
있던	있/VX+던/ETM
현안의	현안/NNG+의/JKG
정상화와	정상/NNG+화/XSN+와/JKB
함께	함께/MAG
군의	군/NNG+의/JKG
미래	미래/NNG
발전과	발전/NNG+과/JC
군민의	군민/NNG+의/JKG
삶의	삶/NNG+의/JKG
질	질/NNG
향상을	향상/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
기초를	기초/NNG+를/JKO
착실하게	착실하/VA+게/EC
다지는	다지/VV+는/ETM
등	등/NNB
군정의	군정/NNG+의/JKG
여러	여러/MMN
분야에서	분야/NNG+에서/JKB
두드러진	두드러지/VV+ㄴ/ETM
성과를	성과/NNG+를/JKO
거두고	거두/VV+고/EC
있다	있/VX+다/EF
.	./SF


# id : NWRW1800000049.81.4.2
황 군수는 “예산 방문의 해를 맞아 큰 상을 받게 되어 더욱 뜻깊게 생각한다.

황	황/NNP
군수는	군수/NNG+는/JX
“예산	“/SS+예산/NNP
방문의	방문/NNG+의/JKG
해를	해/NNG+를/JKO
맞아	맞/VV+아/EC
큰	크/VA+ㄴ/ETM
상을	상/NNG+을/JKO
받게	받/VV+게/EC
되어	되/VV+어/EC
더욱	더욱/MAG
뜻깊게	뜻깊/VA+게/EC
생각한다.	생각/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.81.4.3
대상 수상의 영예를 군정에 적극 협조해 주고 성원해 준 군민 여러분께 돌린다.

대상	대상/NNG
수상의	수상/NNG+의/JKG
영예를	영예/NNG+를/JKO
군정에	군정/NNG+에/JKB
적극	적극/NNG
협조해	협조/NNG+하/XSV+아/EC
주고	주/VX+고/EC
성원해	성원/NNG+하/XSV+아/EC
준	주/VX+ㄴ/ETM
군민	군민/NNG
여러분께	여러분/NP+께/JKB
돌린다.	돌리/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.81.4.4
이번 수상을 계기로 약속을 지키는 서민 군수로서 희망이 있는 예산, 더 나은 예산, 모두가 행복한 새로운 예산 시대를 열어갈 수 있도록 최선을 다하겠다”고 수상 소감을 밝혔다.

이번	이번/NNG
수상을	수상/NNG+을/JKO
계기로	계기/NNG+로/JKB
약속을	약속/NNG+을/JKO
지키는	지키/VV+는/ETM
서민	서민/NNG
군수로서	군수/NNG+로서/JKB
희망이	희망/NNG+이/JKS
있는	있/VV+는/ETM
예산,	예산/NNP+,/SP
더	더/MAG
나은	낫/VA+은/ETM
모두가	모두/NNG+가/JKS
행복한	행복/NNG+하/XSA+ㄴ/ETM
새로운	새롭/VA+ㄴ/ETM
예산	예산/NNP
시대를	시대/NNG+를/JKO
열어갈	열/VV+어/EC+가/VX+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
최선을	최선/NNG+을/JKO
다하겠다”고	다/MAG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
수상	수상/NNG
소감을	소감/NNG+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


