# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.370
metadata : {}


# id : NWRW1800000030.370.1.1
[충청] "임기 중 프로축구단 창단 어렵다"

[충청]	[/SS+충청/NNP+]/SS
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
방안을	방안/NNG+을/JKO
마련해	마련/NNG+하/XSV+아/EC
중기적으로는	중기/NNG+적/XSN+으로/JKB+는/JX
실업축구단을	실업/NNG+축구단/NNG+을/JKO
창단하고	창단/NNG+하/XSV+고/EC
장기적으로는	장기/NNG+적/XSN+으로/JKB+는/JX
프로축구단	프로/NNG+축구단/NNG
창단을	창단/NNG+을/JKO
검토하기로	검토/NNG+하/XSV+기/ETN+로/JKB
했다"고	하/VV+았/EP+다/EF+"/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.370.5.1
도는 그 동안 도민프로축구단 창단에 대한 검토작업을 벌였으나 창단비와 운영비 등으로 막대한 예산이 소요될 것으로 예상됨에 따라 일단 장기적 과제로 상정한 것으로 알려졌다.

도는	도/NNG+는/JX
그	그/MMD
동안	동안/NNG
도민프로축구단	도민프로축구단/NNP
창단에	창단/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
검토작업을	검토/NNG+작업/NNG+을/JKO
벌였으나	벌이/VV+었/EP+으나/EC
창단비와	창단비/NNG+와/JC
운영비	운영비/NNG
등으로	등/NNB+으로/JKB
막대한	막대하/VA+ㄴ/ETM
예산이	예산/NNG+이/JKS
소요될	소요/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상됨에	예상/NNG+되/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
일단	일단/MAG
장기적	장기/NNG+적/XSN
과제로	과제/NNG+로/JKB
상정한	상정/NNG+하/XSV+ㄴ/ETM
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.370.6.1
한편 충북도는 충북을 연고로 한 스포츠토토 여자축구단과 14일 연고지 협약식을 할 계획이며, 축구단 창단식은 16일 서울 밀레니엄힐튼호텔에서 열린다.

한편	한편/MAG
충북도는	충북도/NNP+는/JX
충북을	충북/NNP+을/JKO
연고로	연고/NNG+로/JKB
한	하/VV+ㄴ/ETM
스포츠토토	스포츠토토/NNP
여자축구단과	여자/NNG+축구단/NNG+과/JKB
14일	14/SN+일/NNB
연고지	연고지/NNG
협약식을	협약식/NNG+을/JKO
할	하/VV+ㄹ/ETM
계획이며,	계획/NNG+이/VCP+며/EC+,/SP
축구단	축구단/NNG
창단식은	창단식/NNG+은/JX
16일	16/SN+일/NNB
서울	서울/NNP
밀레니엄힐튼호텔에서	밀레니엄힐튼호텔/NNP+에서/JKB
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.370.6.2
도는 스포츠토토 여자축구단에 2억원의 창단 지원금을 지원하고 매년 전국체전 출전 훈련비 명목으로 5000만원을 주기로 했다.

도는	도/NNG+는/JX
스포츠토토	스포츠토토/NNP
여자축구단에	여자/NNG+축구단/NNG+에/JKB
2억원의	2/SN+억/NR+원/NNB+의/JKG
창단	창단/NNG
지원금을	지원금/NNG+을/JKO
지원하고	지원/NNG+하/XSV+고/EC
매년	매년/MAG
전국체전	전국/NNG+체전/NNG
출전	출전/NNG
훈련비	훈련비/NNG
명목으로	명목/NNG+으로/JKB
5000만원을	5000/SN+만/NR+원/NNB+을/JKO
주기로	주/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.370.6.3
스포츠토토 여자축구단은 제천시 봉양 건강축구캠프장을 훈련장으로 이용할 계획이다.

스포츠토토	스포츠토토/NNP
여자축구단은	여자/NNG+축구단/NNG+은/JX
제천시	제천시/NNP
봉양	봉양/NNP
건강축구캠프장을	건강/NNG+축구/NNG+캠프장/NNG+을/JKO
훈련장으로	훈련장/NNG+으로/JKB
이용할	이용/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.370.6.4
올해 여자축구리그 공식 경기 84게임 가운데 21게임은 보은군에서 치러진다.

올해	올해/NNG
여자축구리그	여자/NNG+축구/NNG+리그/NNG
공식	공식/NNG
경기	경기/NNG
84게임	84/SN+게임/NNG
가운데	가운데/NNG
21게임은	21/SN+게임/NNG+은/JX
보은군에서	보은군/NNP+에서/JKB
치러진다.	치르/VV+어/EC+지/VX+ㄴ다/EF+./SF


