# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000032.330
metadata : {}


# id : NWRW1800000032.330.1.1
[유레카] 구럼비 발파 / 한승동

[유레카]	[/SS+유레카/NNG+]/SS
미국이	미국/NNP+이/JKS
어떻게	어떻/VA+게/EC
나올지는	나오/VV+ㄹ지/EF+는/JX
물어볼	물어보/VV+ㄹ/ETM
필요도	필요/NNG+도/JX
없지	없/VA+지/EC
않겠느냐고	않/VX+겠/EP+느냐고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000032.330.2.5
3차 대전을 부를 뻔했던 1962년 쿠바 미사일 위기 때 미국은 어찌했던가.

3차	3/SN+차/NNB
대전을	대전/NNG+을/JKO
부를	부르/VV+ㄹ/ETM
뻔했던	뻔/NNB+하/XSA+았/EP+던/ETM
1962년	1962/SN+년/NNB
쿠바	쿠바/NNP
미사일	미사일/NNG
위기	위기/NNG
때	때/NNG
미국은	미국/NNP+은/JX
어찌했던가.	어찌/MAG+하/XSV+았/EP+던가/EF+./SF


# id : NWRW1800000032.330.3.1
제주기지 건설과 미국은 무관하다는 이들은 중국군의 중거리 탄도미사일 사정권 안에 있는 제주에 이지스함과 항공모함을 전진배치할 이유가 없다고 주장한다.

제주기지	제주기지/NNP
건설과	건설/NNG+과/JC
미국은	미국/NNP+은/JX
무관하다는	무관하/VA+다는/ETM
이들은	이/NNB+들/XSN+은/JX
중국군의	중국군/NNG+의/JKG
중거리	중거리/NNG
탄도미사일	탄도/NNG+미사일/NNG
사정권	사정/NNG+권/XSN
안에	안/NNG+에/JKB
있는	있/VA+는/ETM
제주에	제주/NNP+에/JKB
이지스함과	이지스함/NNG+과/JC
항공모함을	항공/NNG+모함/NNG+을/JKO
전진배치할	전진/NNG+배치/NNG+하/XSV+ㄹ/ETM
이유가	이유/NNG+가/JKS
없다고	없/VA+다고/EC
주장한다.	주장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000032.330.3.2
그런 논법이라면 역시 중국 미사일 사정거리 안에 있는 오키나와에 미군기지를 둬선 안 된다.

그런	그런/MMD
논법이라면	논법/NNG+이/VCP+라면/EC
역시	역시/MAG
중국	중국/NNP
미사일	미사일/NNG
사정거리	사정거리/NNG
안에	안/NNG+에/JKB
있는	있/VA+는/ETM
오키나와에	오키나와/NNP+에/JKB
미군기지를	미군/NNG+기지/NNG+를/JKO
둬선	두/VV+어서/EC+ㄴ/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000032.330.3.3
오키나와는 대만 때문에 미사일을 집중배치한 중국 저장성에 제주도보다도 더 가깝다.

오키나와는	오키나와/NNP+는/JX
대만	대만/NNP
때문에	때문/NNB+에/JKB
미사일을	미사일/NNG+을/JKO
집중배치한	집중/NNG+배치/NNG+하/XSV+ㄴ/ETM
중국	중국/NNP
저장성에	저장성/NNP+에/JKB
제주도보다도	제주도/NNP+보다/JKB+도/JX
더	더/MAG
가깝다.	가깝/VA+다/EF+./SF


# id : NWRW1800000032.330.3.4
또 그런 논법이라면 서해 건너 중국군 기지들과 빤히 마주보는 평택에 대규모 미군기지를 건설하는 것도 말이 안 된다.

또	또/MAG
그런	그런/MMD
논법이라면	논법/NNG+이/VCP+라면/EC
서해	서해/NNP
건너	건너/NNG
중국군	중국군/NNG
기지들과	기지/NNG+들/XSN+과/JKB
빤히	빤히/MAG
마주보는	마주/MAG+보/VV+는/ETM
평택에	평택/NNP+에/JKB
대규모	대/XPN+규모/NNG
미군기지를	미군/NNG+기지/NNG+를/JKO
건설하는	건설/NNG+하/XSV+는/ETM
것도	것/NNB+도/JX
말이	말/NNG+이/JKC
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000032.330.3.5
평택기지 건설이 북쪽만을 겨냥한 것이라고 생각하는 사람은 없다.

평택기지	평택기지/NNP
건설이	건설/NNG+이/JKS
북쪽만을	북쪽/NNG+만/JX+을/JKO
겨냥한	겨냥/NNG+하/XSV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
생각하는	생각/NNG+하/XSV+는/ETM
사람은	사람/NNG+은/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000032.330.4.1
또 국방비를 대폭 줄여야 할 미국이 태평양 해군전력 증강을 노린 제주기지 건설을 추진하긴 어렵다는 주장도 있다.

또	또/MAG
국방비를	국방비/NNG+를/JKO
대폭	대폭/MAG
줄여야	줄이/VV+어야/EC
할	하/VX+ㄹ/ETM
미국이	미국/NNP+이/JKS
태평양	태평양/NNP
해군전력	해군/NNG+전력/NNG
증강을	증강/NNG+을/JKO
노린	노리/VV+ㄴ/ETM
제주기지	제주기지/NNP
건설을	건설/NNG+을/JKO
추진하긴	추진/NNG+하/XSV+기/ETN+ㄴ/JX
어렵다는	어렵/VA+다는/ETM
주장도	주장/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000032.330.4.2
위키리크스 공개 미국 외교문서는 100억달러가 넘는 주한미군기지 이전 비용의 93%를 한국이 부담한다는 미국대사 얘기를 담고 있다.

위키리크스	위키리크스/NNP
공개	공개/NNG
미국	미국/NNP
외교문서는	외교/NNG+문서/NNG+는/JX
100억달러가	100/SN+억/NR+달러/NNB+가/JKS
넘는	넘/VV+는/ETM
주한미군기지	주한/NNG+미군/NNG+기지/NNG
이전	이전/NNG
비용의	비용/NNG+의/JKG
93%를	93/SN+%/SW+를/JKO
한국이	한국/NNP+이/JKS
부담한다는	부담/NNG+하/XSV+ㄴ다는/ETM
미국대사	미국/NNP+대사/NNG
얘기를	얘기/NNG+를/JKO
담고	담/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000032.330.4.3
주일·주한 미군 주둔 비용의 상당 부분은 미국이 대지 않는다.

주일·주한	주일/NNG+·/SP+주한/NNG
미군	미군/NNG
주둔	주둔/NNG
비용의	비용/NNG+의/JKG
상당	상당/NNG
부분은	부분/NNG+은/JX
미국이	미국/NNP+이/JKS
대지	대/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000032.330.4.4
오키나와 후텐마 미 해병대 기지 이전 문제와 미국령 괌으로의 철수 문제를 둘러싼 미-일 간의 줄다리기를 봐도, 미국은 국방비를 줄일지라도 태평양 해군전력을 줄일 생각은 전혀 없어 보인다.

오키나와	오키나와/NNP
후텐마	후텐마/NNP
미	미/NNP
해병대	해병대/NNG
기지	기지/NNG
이전	이전/NNG
문제와	문제/NNG+와/JC
미국령	미국령/NNG
괌으로의	괌/NNP+으로/JKB+의/JKG
철수	철수/NNG
문제를	문제/NNG+를/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
미-일	미/NNP+-/SO+일/NNP
간의	간/NNB+의/JKG
줄다리기를	줄다리기/NNG+를/JKO
봐도,	보/VV+아도/EC+,/SP
미국은	미국/NNP+은/JX
국방비를	국방비/NNG+를/JKO
줄일지라도	줄이/VV+ㄹ지라도/EC
태평양	태평양/NNP
해군전력을	해군/NNG+전력/NNG+을/JKO
줄일	줄이/VV+ㄹ/ETM
생각은	생각/NNG+은/JX
전혀	전혀/MAG
없어	없/VA+어/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000032.330.5.1
제주 4·3항쟁 비극이 미 군정기에 발생한 사실을 미국은 잊지 말기 바란다.

제주	제주/NNP
4·3항쟁	4/SN+·/SP+3/SN+항쟁/NNG
비극이	비극/NNG+이/JKS
미	미/NNP
군정기에	군정기/NNG+에/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
사실을	사실/NNG+을/JKO
미국은	미국/NNP+은/JX
잊지	잊/VV+지/EC
말기	말/VX+기/ETN
바란다.	바라/VV+ㄴ다/EF+./SF


