# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.417
metadata : {}


# id : NWRW1800000038.417.1.1
[2013 국감] "좌편향·왜곡" vs "親日·독재 미화"… 국감장으로 번진 교과서 논쟁

[2013	[/SS+2013/SN
의원은	의원/NNG+은/JX
"'남침·북침	"/SS+'/SS+남침/NNG+·/SP+북침/NNG
여부는	여부/NNG+는/JX
중요하지	중요/NNG+하/XSA+지/EC
않다'고	않/VX+다/EF+'/SS+고/JKQ
주장하는	주장/NNG+하/XSV+는/ETM
수정주의	수정주의/NNG
사관을	사관/NNG+을/JKO
담은	담/VV+은/ETM
좌편향	좌편향/NNG
7종	7/SN+종/NNG
교과서를	교과서/NNG+를/JKO
지키느라	지키/VV+느라/EC
국감이	국감/NNG+이/JKS
파행을	파행/NNG+을/JKO
겪고	겪/VV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.4.2
반면 민주당 김상희 의원 등은 "교학사 한국사 교과서는 친일을 옹호한 것은 물론 잘못된 사진을 쓰거나 틀린 사실을 기술하는 등 오류가 많다"고 지적했다.

반면	반면/NNG
민주당	민주당/NNP
김상희	김상희/NNP
의원	의원/NNG
등은	등/NNB+은/JX
"교학사	"/SS+교학사/NNP
한국사	한국사/NNG
교과서는	교과서/NNG+는/JX
친일을	친일/NNG+을/JKO
옹호한	옹호/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
물론	물론/MAG
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
사진을	사진/NNG+을/JKO
쓰거나	쓰/VV+거나/EC
틀린	틀리/VV+ㄴ/ETM
사실을	사실/NNG+을/JKO
기술하는	기술/NNG+하/XSV+는/ETM
등	등/NNB
오류가	오류/NNG+가/JKS
많다"고	많/VA+다/EF+"/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.5.1
증인 채택 문제를 놓고도 여야는 대립했다.

증인	증인/NNG
채택	채택/NNG
문제를	문제/NNG+를/JKO
놓고도	놓/VV+고/EC+도/JX
여야는	여야/NNG+는/JX
대립했다.	대립/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.5.2
교학사 교과서 집필에 참여한 교사들과 국사편찬위원회 심의위원장 등을 증인으로 채택하자는 민주당과 검정을 통과한 8종의 한국사 교과서 대표 필자들을 모두 증인으로 채택해야 한다는 새누리당은 끝내 합의에 이르지 못했다.

교학사	교학사/NNP
교과서	교과서/NNG
집필에	집필/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
교사들과	교사/NNG+들/XSN+과/JKB
국사편찬위원회	국사/NNG+편찬/NNG+위원회/NNG
심의위원장	심의/NNG+위원장/NNG
등을	등/NNB+을/JKO
증인으로	증인/NNG+으로/JKB
채택하자는	채택/NNG+하/XSV+자는/ETM
민주당과	민주당/NNP+과/JC
검정을	검정/NNG+을/JKO
통과한	통과/NNG+하/XSV+ㄴ/ETM
8종의	8/SN+종/NNG+의/JKG
한국사	한국사/NNG
대표	대표/NNG
필자들을	필자/NNG+들/XSN+을/JKO
모두	모두/MAG
채택해야	채택/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
새누리당은	새누리당/NNP+은/JX
끝내	끝내/MAG
합의에	합의/NNG+에/JKB
이르지	이르/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.417.6.1
한편 새누리당 김희정 의원은 국감장에서 북한 서적을 공개하며 "비상교육·천재교육 등이 만든 역사 교과서에 '조선통사' '현대조선역사' 등 북한 학술총서에 나온 내용이 담겨 있다"고 지적했다.

한편	한편/MAG
새누리당	새누리당/NNP
김희정	김희정/NNP
의원은	의원/NNG+은/JX
국감장에서	국감장/NNG+에서/JKB
북한	북한/NNP
서적을	서적/NNG+을/JKO
공개하며	공개/NNG+하/XSV+며/EC
"비상교육·천재교육	"/SS+비상교육/NNP+·/SP+천재교육/NNP
등이	등/NNB+이/JKS
만든	만들/VV+ㄴ/ETM
역사	역사/NNG
교과서에	교과서/NNG+에/JKB
'조선통사'	'/SS+조선/NNP+통사/NNG+'/SS
'현대조선역사'	'/SS+현대/NNG+조선/NNP+역사/NNG+'/SS
등	등/NNB
학술총서에	학술/NNG+총서/NNG+에/JKB
나온	나오/VV+ㄴ/ETM
내용이	내용/NNG+이/JKS
담겨	담기/VV+어/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.6.2
이에 대해 서남수 교육부 장관은 "그럴 우려가 있다. 검토할 필요가 있다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
서남수	서남수/NNP
교육부	교육부/NNG
장관은	장관/NNG+은/JX
"그럴	"/SS+그렇/VA+ㄹ/ETM
우려가	우려/NNG+가/JKS
있다.	있/VA+다/EF+./SF
검토할	검토/NNG+하/XSV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


