# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.25
metadata : {}


# id : NWRW1800000037.25.1.1
[시선집중, 이 주식]“악재는 끝났다”… 미소짓는 빙그레

[시선집중,	[/SS+시선/NNG+집중/NNG+,/SP
원유	원유/NNG
가격을	가격/NNG+을/JKO
제품	제품/NNG
가격에	가격/NNG+에/JKB
반영하지	반영/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
것과	것/NNB+과/JC
수출이	수출/NNG+이/JKS
지난해보다	지난해/NNG+보다/JKB
24%가량	24/SN+%/SW+가량/XSN
줄어	줄/VV+어/EC
타격이	타격/NNG+이/JKS
컸다”고	크/VA+었/EP+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.25.6.1
하지만 이 같은 악재는 이제 대부분 끝났다는 평가가 많다.

하지만	하지만/MAJ
이	이/NP
같은	같/VA+은/ETM
악재는	악재/NNG+는/JX
이제	이제/MAG
대부분	대/XPN+부분/NNG
끝났다는	끝나/VV+았/EP+다는/ETM
평가가	평가/NNG+가/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000037.25.6.2
빙그레는 10월 들어 바나나맛 우유는 8.3%, 요플레는 8.0% 가격을 올렸다.

빙그레는	빙그레/NNP+는/JX
10월	10/SN+월/NNB
들어	들/VV+어/EC
바나나맛	바나나/NNG+맛/NNG
우유는	우유/NNG+는/JX
8.3%,	8/SN+./SP+3/SN+%/SW+,/SP
요플레는	요플레/NNG+는/JX
8.0%	8/SN+./SP+0/SN+%/SW
가격을	가격/NNG+을/JKO
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.25.6.3
아이스크림 가격은 최대 16.7% 비싸졌다.

아이스크림	아이스크림/NNG
가격은	가격/NNG+은/JX
최대	최대/NNG
16.7%	16/SN+./SP+7/SN+%/SW
비싸졌다.	비싸/VA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000037.25.6.4
여름철 날씨 탓에 부진했던 빙과류 매출도 3분기 들어서는 지난해 대비 5.6% 늘었다.

여름철	여름철/NNG
날씨	날씨/NNG
탓에	탓/NNG+에/JKB
부진했던	부진/NNG+하/XSA+았/EP+던/ETM
빙과류	빙과/NNG+류/XSN
매출도	매출/NNG+도/JX
3분기	3/SN+분기/NNG
들어서는	들어서/VV+는/ETM
지난해	지난해/NNG
대비	대비/NNG
5.6%	5/SN+./SP+6/SN+%/SW
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.25.6.5
오른 가격은 그대로 실적으로 연결될 가능성이 높다.

오른	오르/VV+ㄴ/ETM
가격은	가격/NNG+은/JX
그대로	그대로/MAG
실적으로	실적/NNG+으로/JKB
연결될	연결/NNG+되/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000037.25.6.6
이선경 대신증권 연구원은 “빙그레뿐만 아니라 다른 유제품 업체도 모두 가격을 올렸기 때문에 소비자들의 저항 심리는 크지 않을 것으로 보인다”며 “가격 인상 효과가 내년 1분기에는 나타날 것”이라고 분석했다.

이선경	이선경/NNP
대신증권	대신증권/NNP
연구원은	연구원/NNG+은/JX
“빙그레뿐만	“/SS+빙그레/NNP+뿐/JX+만/JX
아니라	아니/VCN+라/EC
다른	다른/MMD
유제품	유제품/NNG
업체도	업체/NNG+도/JX
모두	모두/MAG
가격을	가격/NNG+을/JKO
올렸기	올리/VV+었/EP+기/ETN
때문에	때문/NNB+에/JKB
소비자들의	소비자/NNG+들/XSN+의/JKG
저항	저항/NNG
심리는	심리/NNG+는/JX
크지	크/VA+지/EC
않을	않/VX+을/ETM
것으로	것/NNB+으로/JKB
보인다”며	보이/VV+ㄴ다/EF+”/SS+며/EC
“가격	“/SS+가격/NNG
인상	인상/NNG
효과가	효과/NNG+가/JKS
내년	내년/NNG
1분기에는	1/SN+분기/NNG+에/JKB+는/JX
나타날	나타나/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.25.7.1
부진했던 수출은 판매망 재정비가 끝나 안정을 찾을 것이라는 관측이 많다.

부진했던	부진/NNG+하/XSA+았/EP+던/ETM
수출은	수출/NNG+은/JX
판매망	판매망/NNG
재정비가	재/XPN+정비/NNG+가/JKS
끝나	끝나/VV+아/EC
안정을	안정/NNG+을/JKO
찾을	찾/VV+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
관측이	관측/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000037.25.7.2
내년 월드컵 특수를 노리고 판매망 정비에 나서 브라질 판매가 잠시 중단됐던 아이스크림이 다시 판매될 수 있게 됐다.

내년	내년/NNG
월드컵	월드컵/NNG
특수를	특수/NNG+를/JKO
노리고	노리/VV+고/EC
판매망	판매망/NNG
정비에	정비/NNG+에/JKB
나서	나서/VV+어/EC
브라질	브라질/NNP
판매가	판매/NNG+가/JKS
잠시	잠시/MAG
중단됐던	중단/NNG+되/XSV+었/EP+던/ETM
아이스크림이	아이스크림/NNG+이/JKS
다시	다시/MAG
판매될	판매/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.25.7.3
중국의 주력 수출품 ‘바나나맛 우유’도 상하이(上海) 편의점 진열대에 오르고 있다.

중국의	중국/NNP+의/JKG
주력	주력/NNG
수출품	수출품/NNG
‘바나나맛	‘/SS+바나나/NNG+맛/NNG
우유’도	우유/NNG+’/SS+도/JX
상하이(上海)	상하이/NNP+(/SS+上海/SH+)/SS
편의점	편의점/NNG
진열대에	진열대/NNG+에/JKB
오르고	오르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.25.7.4
이승은 BS투자증권 연구원은 “중국이 두 자녀 출산을 내년부터 점진적으로 허용하기로 하면서 현지에 수출되는 유제품 수요가 올해보다 늘어날 가능성이 높다”고 전망했다.

이승은	이승은/NNP
BS투자증권	BS투자증권/NNP
연구원은	연구원/NNG+은/JX
“중국이	“/SS+중국/NNP+이/JKS
두	두/MMN
자녀	자녀/NNG
출산을	출산/NNG+을/JKO
내년부터	내년/NNG+부터/JX
점진적으로	점진/NNG+적/XSN+으로/JKB
허용하기로	허용/NNG+하/XSV+기/ETN+로/JKB
하면서	하/VV+면서/EC
현지에	현지/NNG+에/JKB
수출되는	수출/NNG+되/XSV+는/ETM
유제품	유제품/NNG
수요가	수요/NNG+가/JKS
올해보다	올해/NNG+보다/JKB
늘어날	늘어나/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다”고	높/VA+다/EF+”/SS+고/JKQ
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.25.8.1
○ 4분기까지는 조금 더 고생할 수도

○	○/SW
4분기까지는	4/SN+분기/NNG+까지/JX+는/JX
조금	조금/MAG
더	더/MAG
고생할	고생/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX


# id : NWRW1800000037.25.9.1
다만 주요 수출 국가의 현지 사정이 예상 외로 발목을 잡을 수 있다는 전망도 나오고 있다.

다만	다만/MAG
주요	주요/NNG
수출	수출/NNG
국가의	국가/NNG+의/JKG
현지	현지/NNG
사정이	사정/NNG+이/JKS
예상	예상/NNG
외로	외/NNB+로/JKB
발목을	발목/NNG+을/JKO
잡을	잡/VV+을/ETM
수	수/NNB
있다는	있/VA+다는/ETM
전망도	전망/NNG+도/JX
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.25.9.2
우원성 키움증권 연구원은 “중국의 내수 경기가 예상보다 느리게 회복되고 있다”며 “중국 유제품 시장은 장기적으로 계속 성장하겠지만 단기적으로는 기대 이상의 성과를 올릴 확률은 높지 않다”고 내다봤다.

우원성	우원성/NNP
키움증권	키움증권/NNP
연구원은	연구원/NNG+은/JX
“중국의	“/SS+중국/NNP+의/JKG
내수	내수/NNG
경기가	경기/NNG+가/JKS
예상보다	예상/NNG+보다/JKB
느리게	느리/VA+게/EC
회복되고	회복/NNG+되/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“중국	“/SS+중국/NNP
유제품	유제품/NNG
시장은	시장/NNG+은/JX
장기적으로	장기/NNG+적/XSN+으로/JKB
계속	계속/MAG
성장하겠지만	성장/NNG+하/XSV+겠/EP+지만/EC
단기적으로는	단기/NNG+적/XSN+으로/JKB+는/JX
기대	기대/NNG
이상의	이상/NNG+의/JKG
성과를	성과/NNG+를/JKO
올릴	올리/VV+ㄹ/ETM
확률은	확률/NNG+은/JX
높지	높/VA+지/EC
않다”고	않/VX+다/EF+”/SS+고/JKQ
내다봤다.	내다보/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.25.9.3
빙그레 제품을 중국에 독점 납품하는 판매상과 얼마나 신뢰 관계를 구축하는지도 관건이다.

빙그레	빙그레/NNP
제품을	제품/NNG+을/JKO
중국에	중국/NNP+에/JKB
독점	독점/NNG
납품하는	납품/NNG+하/XSV+는/ETM
판매상과	판매상/NNG+과/JKB
얼마나	얼마나/MAG
신뢰	신뢰/NNG
관계를	관계/NNG+를/JKO
구축하는지도	구축/NNG+하/XSV+는지/EC+도/JX
관건이다.	관건/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.25.10.1
아이스크림 판매 비중이 높은 미국과 브라질에서 혹독한 경쟁을 치러야 하는 점도 부담이다.

아이스크림	아이스크림/NNG
판매	판매/NNG
비중이	비중/NNG+이/JKS
높은	높/VA+은/ETM
미국과	미국/NNP+과/JC
브라질에서	브라질/NNP+에서/JKB
혹독한	혹독하/VA+ㄴ/ETM
경쟁을	경쟁/NNG+을/JKO
치러야	치르/VV+어야/EC
하는	하/VX+는/ETM
점도	점/NNG+도/JX
부담이다.	부담/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.25.10.2
양일우 삼성증권 연구원은 “해외에서 빙그레의 제품은 아직 한국만큼 확고한 브랜드 파워를 가지고 있지는 않다”며 “경쟁에서 살아남고 현지 환경에 적응할 때까지는 다소 시간이 걸릴 수 있다”고 말했다.

양일우	양일우/NNP
삼성증권	삼성증권/NNP
연구원은	연구원/NNG+은/JX
“해외에서	“/SS+해외/NNG+에서/JKB
빙그레의	빙그레/NNP+의/JKG
제품은	제품/NNG+은/JX
아직	아직/MAG
한국만큼	한국/NNP+만큼/JKB
확고한	확고하/VA+ㄴ/ETM
브랜드	브랜드/NNG
파워를	파워/NNG+를/JKO
가지고	가지/VV+고/EC
있지는	있/VX+지/EC+는/JX
않다”며	않/VX+다/EF+”/SS+며/EC
“경쟁에서	“/SS+경쟁/NNG+에서/JKB
살아남고	살아남/VV+고/EC
현지	현지/NNG
환경에	환경/NNG+에/JKB
적응할	적응/NNG+하/XSV+ㄹ/ETM
때까지는	때/NNG+까지/JX+는/JX
다소	다소/MAG
시간이	시간/NNG+이/JKS
걸릴	걸리/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


