# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.108
metadata : {}


# id : NWRW1800000021.108.1.1
美 원자력발전소 다시 뜬다

美	美/SH
대한	대하/VV+ㄴ/ETM
시각을	시각/NNG+을/JKO
바꾸자	바꾸/VV+자/EC
원전	원전/NNG
업체들은	업체/NNG+들/XSN+은/JX
원자로	원자로/NNG
26기를	26/SN+기/NNB+를/JKO
새로	새로/MAG
짓기	짓/VV+기/ETN
위한	위하/VV+ㄴ/ETM
인허가를	인허가/NNG+를/JKO
신청하는	신청/NNG+하/XSV+는/ETM
등	등/NNB
분위기가	분위기/NNG+가/JKS
급반전했다.	급반전/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.108.3.4
미국 원자력규제위원회(NRC)는 조만간 인허가를 할 방침인 것으로 알려졌다.

미국	미국/NNP
원자력규제위원회(NRC)는	원자력/NNG+규제/NNG+위원회/NNG+(/SS+NRC/SL+)/SS+는/JX
조만간	조만간/MAG
인허가를	인허가/NNG+를/JKO
할	하/VV+ㄹ/ETM
방침인	방침/NNG+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.108.4.1
원전 산업 부활에는 최근 미국 경기침체의 영향도 한몫하고 있다.

원전	원전/NNG
산업	산업/NNG
부활에는	부활/NNG+에/JKB+는/JX
최근	최근/MAG
미국	미국/NNP
경기침체의	경기/NNG+침체/NNG+의/JKG
영향도	영향/NNG+도/JX
한몫하고	한몫/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.108.4.2
한 기를 짓는 데 10년간 일자리 창출 효과를 높일 수 있기 때문이다.

한	한/MMN
기를	기/NNB+를/JKO
짓는	짓/VV+는/ETM
데	데/NNB
10년간	10/SN+년/NNB+간/XSN
일자리	일자리/NNG
창출	창출/NNG
효과를	효과/NNG+를/JKO
높일	높이/VV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.108.4.3
28일 월스트리트저널에 따르면 피츠버그 원전업체 웨스팅하우스가 지난 한 해에만 엔지니어 1400명을 고용한 데 이어 추가로 650명을 고용할 계획이다.

28일	28/SN+일/NNB
월스트리트저널에	월스트리트저널/NNP+에/JKB
따르면	따르/VV+면/EC
피츠버그	피츠버그/NNP
원전업체	원전/NNG+업체/NNG
웨스팅하우스가	웨스팅하우스/NNP+가/JKS
지난	지나/VV+ㄴ/ETM
한	한/MMN
해에만	해/NNB+에/JKB+만/JX
엔지니어	엔지니어/NNG
1400명을	1400/SN+명/NNB+을/JKO
고용한	고용/NNG+하/XSV+ㄴ/ETM
데	데/NNB
이어	잇/VV+어/EC
추가로	추가/NNG+로/JKB
650명을	650/SN+명/NNB+을/JKO
고용할	고용/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.108.4.4
원전이 몰려 있는 서부 펜실베이니아 각 대학에서는 향후 원전 관련 고용이 늘 것에 대비해 관련 학과목을 개설하는 등 발 빠른 움직임을 보이고 있다.

원전이	원전/NNG+이/JKS
몰려	몰리/VV+어/EC
있는	있/VX+는/ETM
서부	서부/NNG
펜실베이니아	펜실베이니아/NNP
각	각/MMD
대학에서는	대학/NNG+에서/JKB+는/JX
향후	향후/NNG
원전	원전/NNG
관련	관련/NNG
고용이	고용/NNG+이/JKS
늘	늘/VV+ㄹ/ETM
것에	것/NNB+에/JKB
대비해	대비/NNG+하/XSV+아/EC
학과목을	학과목/NNG+을/JKO
개설하는	개설/NNG+하/XSV+는/ETM
등	등/NNB
발	발/NNG
빠른	빠르/VA+ㄴ/ETM
움직임을	움직임/NNG+을/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.108.4.5
카네기멜런대 윌리엄 휘태커 교수는 “원전 운영에 로봇기술이 더해져 안전성이 획기적으로 높아진 점도 미래를 밝게 하고 있다”고 설명했다.

카네기멜런대	카네기멜런대/NNP
윌리엄	윌리엄/NNP
휘태커	휘태커/NNP
교수는	교수/NNG+는/JX
“원전	“/SS+원전/NNG
운영에	운영/NNG+에/JKB
로봇기술이	로봇/NNG+기술/NNG+이/JKS
더해져	더/MAG+하/XSV+아/EC+지/VX+어/EC
안전성이	안전/NNG+성/XSN+이/JKS
획기적으로	획기적/NNG+으로/JKB
높아진	높아지/VV+ㄴ/ETM
점도	점/NNG+도/JX
미래를	미래/NNG+를/JKO
밝게	밝/VA+게/EC
하고	하/VX+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


