# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.249
metadata : {}


# id : NWRW1800000030.249.1.1
[만물상] 男 부장판사, 女 배석판사

[만물상]	[/SS+만물상/NNG+]/SS
등받이가	등받이/NNG+가/JKS
펴지는	펴지/VV+는/ETM
의자에서	의자/NNG+에서/JKB
낮잠을	낮잠/NNG+을/JKO
자거나	자/VV+거나/EC
여름철	여름철/NNG
야근	야근/NNG
때는	때/NNG+는/JX
반바지를	반바지/NNG+를/JKO
입는	입/VV+는/ETM
풍경을	풍경/NNG+을/JKO
드물지	드물/VA+지/EC
않게	않/VX+게/EC
볼	보/VV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000030.249.3.3
요즘엔 여판사, 남판사가 같은 방에서 근무하면 야근 때는 문을 열어두는 게 상식이다.

요즘엔	요즘/NNG+에/JKB+ㄴ/JX
여판사,	여판사/NNG+,/SP
남판사가	남/NNG+판사/NNG+가/JKS
같은	같/VA+은/ETM
방에서	방/NNG+에서/JKB
근무하면	근무/NNG+하/XSV+면/EC
야근	야근/NNG
때는	때/NNG+는/JX
문을	문/NNG+을/JKO
열어두는	열/VV+어/EC+두/VX+는/ETM
게	거/NNB+이/JKS
상식이다.	상식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.249.3.4
재판부 3명이 여판사 취향에 맞춰 파스타 집에서 점심을 먹고 카페에서 팥빙수로 디저트를 하는 것도 바뀐 풍속이다.

재판부	재판부/NNG
3명이	3/SN+명/NNB+이/JKS
여판사	여판사/NNG
취향에	취향/NNG+에/JKB
맞춰	맞추/VV+어/EC
파스타	파스타/NNG
집에서	집/NNG+에서/JKB
점심을	점심/NNG+을/JKO
먹고	먹/VV+고/EC
카페에서	카페/NNG+에서/JKB
팥빙수로	팥빙수/NNG+로/JKB
디저트를	디저트/NNG+를/JKO
하는	하/VV+는/ETM
것도	것/NNB+도/JX
바뀐	바뀌/VV+ㄴ/ETM
풍속이다.	풍속/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.249.4.1
▶이런 변화는 법원에 여판사가 대폭 늘면서 생겼다.

▶이런	▶/SW+이런/MMD
변화는	변화/NNG+는/JX
법원에	법원/NNG+에/JKB
여판사가	여판사/NNG+가/JKS
대폭	대폭/MAG
늘면서	늘/VV+면서/EC
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.249.4.2
지난달 임용된 신임판사 81명 중 65%인 53명이 여성이었다.

지난달	지난달/NNG
임용된	임용/NNG+되/XSV+ㄴ/ETM
신임판사	신임/NNG+판사/NNG
81명	81/SN+명/NNB
중	중/NNB
65%인	65/SN+%/SW+이/VCP+ㄴ/ETM
53명이	53/SN+명/NNB+이/JKS
여성이었다.	여성/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.249.4.3
미국 대법원도 여성 판사에게 문을 연 것이 1981년이나 돼서였다.

미국	미국/NNP
대법원도	대/XPN+법원/NNG+도/JX
여성	여성/NNG
판사에게	판사/NNG+에게/JKB
문을	문/NNG+을/JKO
연	열/VV+ㄴ/ETM
것이	것/NNB+이/JKS
1981년이나	1981/SN+년/NNB+이나/JX
돼서였다.	되/VV+어서/EC+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.249.4.4
당시 샌드라 데이 오코너 대법관이 임용된 후 미국에서 대법관을 부를 때 쓰던 '미스터 저스티스(Mr. Justice)'가 그냥 '저스티스'로 바뀌었다.

당시	당시/NNG
샌드라	샌드라/NNP
데이	데이/NNP
오코너	오코너/NNP
대법관이	대/XPN+법관/NNG+이/JKS
임용된	임용/NNG+되/XSV+ㄴ/ETM
후	후/NNG
미국에서	미국/NNP+에서/JKB
대법관을	대/XPN+법관/NNG+을/JKO
부를	부르/VV+ㄹ/ETM
때	때/NNG
쓰던	쓰/VV+던/ETM
'미스터	'/SS+미스터/NNG
저스티스(Mr.	저스티스/NNG+(/SS+Mr/SL+./SF
Justice)'가	Justice/SL+)/SS+'/SS+가/JKS
그냥	그냥/MAG
'저스티스'로	'/SS+저스티스/NNG+'/SS+로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.249.5.1
▶2004년 '1호 여성 대법관'으로 임용돼 작년 6년 임기를 마친 김영란 국민권익위원장은 "직장일·살림·육아를 다 챙겨야 하는 결혼한 여판사는 결혼 안 한 여판사보다 판사 일이 2배 힘들고, 결혼 안 한 여판사는 부인의 내조를 받는 결혼한 남성 판사보다 힘이 2배 든다"고 말한 적이 있다.

▶2004년	▶/SW+2004/SN+년/NNB
'1호	'/SS+1/SN+호/NNB
여성	여성/NNG
대법관'으로	대/XPN+법관/NNG+'/SS+으로/JKB
임용돼	임용/NNG+되/XSV+어/EC
작년	작년/NNG
6년	6/SN+년/NNB
임기를	임기/NNG+를/JKO
마친	마치/VV+ㄴ/ETM
김영란	김영란/NNP
국민권익위원장은	국민/NNG+권익/NNG+위원장/NNG+은/JX
"직장일·살림·육아를	"/SS+직장/NNG+일/NNG+·/SP+살림/NNG+·/SP+육아/NNG+를/JKO
다	다/MAG
챙겨야	챙기/VV+어야/EC
하는	하/VX+는/ETM
결혼한	결혼/NNG+하/XSV+ㄴ/ETM
여판사는	여판사/NNG+는/JX
결혼	결혼/NNG
안	안/MAG
한	하/VV+ㄴ/ETM
여판사보다	여판사/NNG+보다/JKB
판사	판사/NNG
일이	일/NNG+이/JKS
2배	2/SN+배/NNG
힘들고,	힘들/VA+고/EC+,/SP
부인의	부인/NNG+의/JKG
내조를	내조/NNG+를/JKO
받는	받/VV+는/ETM
남성	남성/NNG
판사보다	판사/NNG+보다/JKB
힘이	힘/NNG+이/JKS
든다"고	들/VV+ㄴ다/EF+"/SS+고/JKQ
말한	말/NNG+하/XSV+ㄴ/ETM
적이	적/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.249.5.2
단순 계산하면 결국 결혼한 여판사는 결혼한 남판사의 4배만큼 힘들다는 것이다.

단순	단순/NNG
계산하면	계산/NNG+하/XSV+면/EC
결국	결국/NNG
결혼한	결혼/NNG+하/XSV+ㄴ/ETM
여판사는	여판사/NNG+는/JX
남판사의	남/NNG+판사/NNG+의/JKG
4배만큼	4/SN+배/NNG+만큼/JKB
힘들다는	힘들/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.249.5.3
김 위원장은 고법 배석판사 시절 아이가 초등학교에 들어갔을 때 일이 너무 힘들어 판사를 그만둘까 고민했었다고 한다.

김	김/NNP
위원장은	위원장/NNG+은/JX
고법	고법/NNG
배석판사	배석/NNG+판사/NNG
시절	시절/NNG
아이가	아이/NNG+가/JKS
초등학교에	초등학교/NNG+에/JKB
들어갔을	들어가/VV+았/EP+을/ETM
때	때/NNG
일이	일/NNG+이/JKS
너무	너무/MAG
힘들어	힘들/VA+어/EC
판사를	판사/NNG+를/JKO
그만둘까	그만두/VV+ㄹ까/EF
고민했었다고	고민/NNG+하/XSV+았었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.249.6.1
▶여판사가 드물던 시절엔 여판사가 배려받는 분위기가 있었다.

▶여판사가	▶/SW+여판사/NNG+가/JKS
드물던	드물/VA+던/ETM
시절엔	시절/NNG+에/JKB+ㄴ/JX
여판사가	여판사/NNG+가/JKS
배려받는	배려/NNG+받/XSV+는/ETM
분위기가	분위기/NNG+가/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000030.249.6.2
지금 판사 사회의 하부는 여성들이 떠받치고 있다.

지금	지금/MAG
판사	판사/NNG
사회의	사회/NNG+의/JKG
하부는	하부/NNG+는/JX
여성들이	여성/NNG+들/XSN+이/JKS
떠받치고	떠받치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.249.6.3
머지않아 다수의 여성 부장판사 밑에서 소수의 남성 판사들이 배석으로 일하는 날이 올지 모른다.

머지않아	머지않/VA+아/EC
다수의	다수/NNG+의/JKG
여성	여성/NNG
부장판사	부장/NNG+판사/NNG
밑에서	밑/NNG+에서/JKB
소수의	소수/NNG+의/JKG
남성	남성/NNG
판사들이	판사/NNG+들/XSN+이/JKS
배석으로	배석/NNG+으로/JKB
일하는	일/NNG+하/XSV+는/ETM
날이	날/NNG+이/JKS
올지	오/VV+ㄹ지/EF
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.249.6.4
그러면 '남성 배석판사와 근무하는 여성 부장판사가 유의할 점'이라는 글이 나올 듯하다.

그러면	그러면/MAJ
'남성	'/SS+남성/NNG
배석판사와	배석/NNG+판사/NNG+와/JKB
근무하는	근무/NNG+하/XSV+는/ETM
여성	여성/NNG
부장판사가	부장/NNG+판사/NNG+가/JKS
유의할	유의/NNG+하/XSV+ㄹ/ETM
점'이라는	점/NNG+'/SS+이/VCP+라는/ETM
글이	글/NNG+이/JKS
나올	나오/VV+ㄹ/ETM
듯하다.	듯/NNB+하/XSA+다/EF+./SF


